"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","GIN","HTI","ASM","CXR","ERI","KIR","VUT","TLS","WSM","MHL","BDI","GMB","SOM","CYM","COM","CAF","SPM","BTN","TCD","MYT","BEN","PLW","GNB","TKM","IOT","FSM","WLF","FLK","NFK","TON","TUV","ATF","STP","SHN","AIA"
"HKG",0,10.226,11.292,0.543,49.524,0,18.206,79.917,6052.942,189.093,0,0.372,13.262,0,1.433,715.356,0,0.346,0,0,13104.094,0,0,0,4.203,22.967,0,0,2.204,0.282,282.122,0,28.636,276.263,16653.585,0,61.433,14.885,0,0,213.954,340.443,0,18.983,154.919,874.531,0,0,41.482,14.559,0,0.288,5.991,0.226,81.615,7297.58,30.844,2.615,0,6.558,68.13,9530.65,6.754,0,133.113,0,0,0,88.193,0,36.978,0,3316.003,0.416,198.482,0,0,5849.767,4706.441,1333.201,0,0,3850.315,3.695,8.498,15.369,12.799,8589.977,4.063,0,0,0.802,0,20.885,0,1.386,0.708,2221.922,386.302,9.137,0,6515.448,2.949,1.627,17.472,0,0.174,1116.708,1.133,10.155,0,0,142.605,0,0,0.001,16.83,14443.346,0.254,0,22.53,588.187,0,0,25.68,253.003,0,63.364,234.084,1.44,65.801,2.319,188.823,0,1341.738,148.183,2.95,213.668,2219.095,0,0.087,0.212,0,0,1842.7,0,60.226,0,0,4434.192,5326.835,1957.461,8002.016,183.08,1876.205,0,3251.275,22.96,0,0,4739.318,290.972,136.618,0,18262.892,2.591,0,0,797.847,0,583.856,0,0.62,32.699,5.51,534.509,10331.335,1.261,13812.001,0,19.017,0,156.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0
"HUN",0,2.717,0,0,1,0,3,17.416,239.077,1659.592,0,0,0,2.331,0,1426,0,2,102.538,0,432.771,0,0,0,0,203.005,0,1.2,0,0,20.003,0,0,2.447,391,0,3.628,0,0,0,3.525,548,0,1,528,60.044,0,0,0,0,0,0,9,0,230.098,8186,2.089,0,0,1.541,0,9062,0,0,9.835,0,0,0,3.746,0,0,2,0,0.445,0.121,0,0,0,13,2765,0,0,248.816,106,3.782,0,0,390.887,0.557,0,0,19.629,0,73.757,0,0,9.919,0.437,0,0,0,3.817,0,0,3,0,0,27.236,0,1,30,0,11.756,0,0,0,0,1563.55,0,0,0.474,17.916,0,0,0,869.627,0,0,0,0,0,0.164,0,0,1010.831,7.539,0,9413.174,1719.861,0,0,0,0,0,1.87,0.96,508.435,0,0,45.173,0.951,1706.718,0,249,38.351,0,188.309,0,0,0,185.605,41.615,5,0,141.096,33,0,0,41.329,0,107,0,0,415.994,216.931,0,443.051,0,83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,10.699,1.478,0,0,0,0,0,1.312,0,0,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.713,0,0,0,0,0,0,0,0,1.196,0,0,0,0,0,0,0,0,0,1.373,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455,0,0,0,0,46.65,0,0,0,0,9.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.979,0,0,0,0,0,0,0,3.045,0,0,0,0,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.769,0,0,1.4,0,0,0,0,0,0,0,62.325,0.347,0,0,6.705,0,0,1.359,0,0,0,0,0,0,0,0,118.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,1.559,0.905,0,0,0,264.302,1393.062,152.327,0,0,0,1.29,3.63,3695.66,0,1.9,49.925,0,4148.897,0,0,0,0.416,12.283,0,35.2,0,0,1892.861,0,18.895,206.051,1545.713,0,70.951,0,0,0,5.124,118.729,0,0,1597.449,5.154,0,0,0,0,0,0,1.453,0,126.565,3258.375,14.986,0,0,0,0,5370,0,0,0,0,0,0,0,0,0,73.288,713,13.467,0,0,0,0,0,10.167,0,0,9136.188,0.564,4.846,0,0,663.345,40.146,1.025,0,33.632,0,1.14,0,0,0,0,0,0,0,2859.862,0.038,0,12.93,0,28.009,3836.286,0,0,0,0,153.115,0,0,0,0,351.836,0,0,0.521,132.965,34.175,0,0,113.28,0,5.009,0.069,2.92,7.711,27.76,99.017,0,148.404,157.746,44.009,0.486,1136.736,0,0,0,0,133.128,0,0,70.518,0,0,83.867,1587.584,810.7,0.932,6.022,264.42,0,1425.016,0,0,0,0,35.111,0,0,7513.899,0,0,13.863,381.349,4.431,919.607,0,0,151.635,21.121,0,941.795,0,17034.965,0,25.745,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,1.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,65.717,3.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.242,0,0,0,0,6.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.193,0,0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,58.711,0,0.656,8.831,92.14,32.42,606.298,94.724,0,0,0,14.339,7.024,492.353,0,0,0.088,3.569,437.222,0,0,0,0,0,0,0,0,0,5.151,0,0,10.387,1410.089,0,5.843,0,0,0,0,938.366,0,0.412,112.109,483.797,0,0,0,1.043,0,4.645,372.578,0,1781.501,4243.932,3.803,0,0,3.003,0.36,5541.297,0,0,1.205,0,0,0,0,0.059,0,313.071,57.168,27.484,5.103,0,0,0,1209.541,1095.425,0,0,382.819,2.445,0,0,0,761.119,0,0,0,24.115,0,0,0,0,0.629,0,0,0,0,7.556,0,0,0,0,0,17.091,0,0,0,0,97.453,0.069,0,0,0,5116.398,0,0,5.42,196.734,0,0,0,197.19,0,1.846,0,0,0,0.304,4.772,0,479.381,16.922,0,31.808,1200.741,0,0,0,0,0,2.747,0,13.892,0,0,769.627,745.122,28.724,0,516.293,1672.694,0,2441.982,0,0,0,505.261,4782.757,0,0,135.397,0,0,0.313,525.676,1.699,873.241,0,0,0,0.3,0,16783.277,0,2467.44,0,0,0,25.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,662.702,489.834,7068.357,623.836,0,0,0,0,0,144.431,0,8.44,1.49,0,901.805,0,0,0,0,1046.901,0,185.6,0,0,2636.384,0,0,1112.753,11658.941,0,53.194,0,0,0,2.622,258.108,0,169.263,296.341,0,0,0,267.063,5.421,0,0.228,3.881,0,1138.141,7601.045,0,0,0,7.392,0,10856,3.113,0,361.397,0,0,0,5.61,0,0,363.248,55,5.178,0,0,0,32.539,0,2440.323,0,0,10048.31,31.7,0,0,0,7943.588,0,0,0,0,0,9.431,0,0,78.071,1.957,0,0,0,0,0,0,24.015,0,0.364,1888.078,6.973,4.24,0,0,0,0,0,0,0,1932.512,0.288,0,0,1032.611,0,0,28.312,517.1,0,0,0,0,247.359,11.968,26.524,0,1915.199,641.166,0,689.032,365.807,0,0,12.217,0,0,0,0,310.627,0,0,6873.701,3710.789,1980.26,118.288,46.739,2150.078,0,1540.735,0,0,0,133.257,309.97,0,0,1302.452,0,0,0.143,0,0,14652.759,0,11.485,15.097,254.446,0,2863.154,0,17290.289,0,204.885,0,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",11.14,140.484,12.689,1.152,3.488,0,3.276,483.431,2596.817,4165.963,0,161.352,177.325,47.779,1.338,5325.552,0,6.597,413.02,4.933,756.829,0,0,0,4.148,516.976,0,936.992,0,13.811,807.301,5.821,24.268,319.939,3453.342,0,297.218,123.212,0,0,20.788,1464.959,24.785,537.501,4105.378,585.545,0,4.854,326.234,37.53,0,81.638,4134.981,0,837.532,40534.556,82.136,0,0.745,81.418,3.14,18065.445,12.027,0,2447.573,0,0.027,0,54.307,0,70.462,2004.706,2920.37,11.002,138.717,62.069,47.834,559.544,1731.482,0,11.976,0.707,3171.496,582.282,109.617,91.978,0,923.476,385.298,3.731,0,610.431,0,376.389,0,120.848,1620.266,18.748,12.323,57.341,0,276.968,109.42,0.018,605.752,19.369,47.917,2222.417,0,30.797,15.75,0,1433.924,34.342,161.929,5.645,11.751,2527.072,0,0,18.02,200.225,0.021,0,281.002,684.924,0,87.268,5.94,0,6.21,23.463,53.282,0,14047.956,2780.205,903.842,4732.482,9598.068,0,0,8.608,0,0,669.749,27.698,1049.314,4.075,0,3128.794,879.397,2321.258,87.127,1475.03,1016.033,0,18973.288,28.426,0,0,508.337,1940.766,47.451,51.422,1441.322,0,0,59.572,1491.441,512.181,8134.016,0,405.054,1562.798,31.566,212.988,9064.98,8.138,12321.467,3.273,64.825,2.913,568.836,14.484,4.406,10.839,0,0,0,0,0,6.155,0,0,0,0,0,0,0,0,0,0,0,0,15.341,0,0,1.783,0,0,0,4.17,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.726,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.006,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,5.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",7.575,30.706,177.356,148.176,8.398,0,4.598,2086.514,12494.666,3442.574,0,26.37,119.467,20.724,5.353,31473.06,0,20.51,20.372,0,12638.426,1.818,10.724,0,13.931,160.514,367.609,51.457,28.025,21.734,15881.197,0,281.46,1290.735,815201.585,0,1363.928,0,0,0,66.611,686.019,59.031,70.332,5393.813,1052.132,5.598,7.541,84.752,40.277,5.447,51.542,721.345,8.341,19718.631,17639.842,9.18,0,0,16.741,3,129042.645,3.618,0,460.751,0,1.736,77.985,382.043,0,3.078,232412.553,40791.967,121.38,6822.362,744.877,1564.003,5022.297,1906.362,6468.31,5.49,3.95,0,286.58,49.992,175.963,9.387,195850.236,78.202,0,0,320.616,0,329.54,18.103,69.091,17.538,14541.238,179.321,15.864,0,18504.199,5.597,0,33.597,0,324.647,11408.132,9.96,29.905,3.695,0,157.928,5.141,22.052,0,2.145,67254.871,106.238,0,54.612,4131.022,4.894,4.758,162.318,2097.381,0,551.606,1049.342,8.987,62.83,343.032,11981.355,0,2858.747,1767.575,843.063,184.769,4058.566,0,0.673,0.241,0.805,0,2201.928,3.3,201.589,2.559,0,12720.284,62711.799,3522.759,6545.747,166.619,2582.678,0,10469.749,2.617,0,0,8220.91,7057.376,51.671,5.668,94139.2,0,0,35.151,8487.285,4.651,15057.751,0,0,226.275,26.036,429.439,49367.066,4.647,405284.123,0,393.167,46.282,1159.716,12.66,0,0,0,0,0,0,0,3.762,0,40.495,58.614,0,0,0,0,5.702,0,0,33.618,0,1.58,0,0.05,0,0,0,10.741,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.058,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,16.194,0,0,0,0,0,0,0,0,0,26.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0.02,11.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.661,0,0,0,0,0,0,0,0,0,0,0,0,1.436,0,0,2.937,0,0,23.178,0,69.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.821,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,18.391,0,0,0,0,0,0,0,0,0,0,0,0,4.596,0,0,0,0,0,0,0,0,0,0,0,97.494,0,0,0,0,10.01,8.093,0,0,0,0,0,0,0,0,0,51.366,0,0,0,0,134.619,0,9.309,532.477,0,0,0,0,0,0,0,0,4.804,0,0,500.142,0,0,0,21.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.963,0,0.27,0,0,0,0,0,0,0,0,0,0,1.686,0,0,0,0,6.136,0,0,0,0,0,0.183,0,0,0,0,0,0,4.36,44.334,0,14.211,0,0,0,0,2.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,6.425,0,0,0,0,0,0,0,0,0.562,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,1.195,0,0,12.2,0,2.026,0,0,31.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065,0,0,0,4.953,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.502,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,20.264,0,0,0,0,0,0,0,0,0,0,0,2531.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95,0,0,0,0,0,0,0,2.441,12.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.844,0,0,0,0,0,0,0,0,0,0,0,0,15.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,1.907,0,0,0,158.05,0,0,0,9.554,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0.544,0,3.21,0,0,8.748,0,0,5.323,0,0,0,19.785,0,0,0,16.626,0,0,0,0,0,0,0,2.107,0,0,65.557,0,0,0,0,1.299,0,0,0,0,0,0,0,0,0,167.62,0,0,0,0,0,0.774,0,0,0,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",6.075,1.191,28.146,1.7,97.419,0,6.165,598.574,3778.566,114.011,0.142,294.8,97.864,11.995,0.726,463.157,0,4.963,4.879,0,2426.399,0,0,0,1.519,28.089,18.231,15.482,20.912,3.604,1930.761,0,34.415,548.444,98598.916,0,312.285,6.306,0,0,11.55,90.221,0,11.699,318.06,166.533,0.196,0.803,110.369,2.109,0,3.677,84.783,0,6867.19,797.396,2.304,0,0,2.785,1.507,15435.723,20.923,0,147.084,0,0.035,8.739,29.157,0,2.285,49956.924,507.173,22.262,4955.02,565.755,6.509,239.409,1285.972,1179.987,4.419,0.088,44197.399,143.674,115.34,22.958,0,0,440.805,19.538,2.178,216.099,0,37.298,0,13.628,98.66,0,39.858,2.17,0,2383.655,87.842,0,4.286,0,12.939,2968.774,30.97,1.129,0,0,1230.066,0,28.497,0,0.301,821.147,0,0,0.299,245.513,1.065,0,106.094,381.914,0,280.751,53.14,0.2,12.654,80.279,3607.118,0,5169.84,201.957,231.655,108.303,1794.43,1.15,0,0.594,0.401,0,2285.364,0,78.115,0,0,1905.915,9191.913,1173.499,4653.341,110.608,969.678,0,1213.099,98.033,0,7.072,616.567,188.139,347.604,0,5197.496,0,0,0.913,1394.754,72.72,1962.852,0,0,55.931,34.141,534.129,1744.127,0.827,49950.589,0,74.476,5.127,91.86,1.68,23.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.813,1.572,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745,0,0,0,0,0,6.334,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.723,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0.517,0,0.06,0,0,0,1.512,0,0,0.955,0,0,0,5.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0.1,0,0,0,0,0,2.106,0,0,0,0,0,0,0,0,0,0,0,75.075,0,0,0,0,0,5,3.649,0,0,0,0,0,0,0,0,0,0,0,0,0.332,11.831,0,0,11.671,0.278,0,0,7.264,22.129,0,0,0,38.154,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0,43.629,0,0,0,0,0,0,10.509,0,0,0,0,0,0,0,0,0,0,0,9.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.156,12.672,0,0,6.764,0.296,0,0,0,0,0,0,12.364,0,0,0,0,0,0,8.945,116.324,0,23.912,0,0,0,0,0,0,2.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,2.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,6.066,8.346,0,0,0,0,0,0,0,27.699,0,0,2.74,0,0,0,0,0,0,0,0,42.479,0,0,4.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0,298.269,0,0.193,0,0,0,0,24.134,0,24.174,1.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0.397,0,0,0,19.3,0,58.939,0,2.285,0,0,0,0,1034.603,0,0,0,0,0,4.306,0,0,0,0,0,0,0,0,0,1.262,0,0,0,2.301,153.723,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0,14.397,0,0,0,278.755,0,0,0,0,0,0,0,0,0,0,11.163,0,0,0.869,0,0.619,0,5.022,0,0,0,32.69,5.478,0,0,0.033,0,0,0,0,0,0,0,0,5094.734,0,0,36.657,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
