"AFG","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CCK","COL","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GMB","DEU","GHA","GIB","GRC","GRD","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MAR","OMN","NRU","NPL","NLD","ANT","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","LCA","VCT","SAU","SEN","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWE","CHE","SYR","THA","TKL","TON","TTO","ARE","TUN","TUR","UKR","MKD","EGY","GBR","USA","BFA","URY","VEN","YEM","SCG","ZMB","CXR","KIR","NCL","VUT","MNP","TZA","WSM","IRQ","LBY","MOZ","RWA","UZB","BDI","MDG","SDN","BLZ","BEN","GTM","LAO","SPM","SLE","SOM","ALB","GRL","UGA","GEO","TCD","COM","COG","GUY","MRT","TGO","TKM","WLF","ERI","MNG","SLV","LBR","MHL","PLW","TUV","ABW","GNB","TJK","FLK","MSR","SHN","AIA","TCA"
"JPN",0,192.003,38.229,3.223,0,0,3427.015,22681.318,8264.661,14.11,61.895,262.842,0,5.617,11663.524,6.208,0,48.541,0,23385.554,12.308,0,44.518,281.229,79.031,1.769,1375.039,0.771,12092.058,1.794,0,0,3818.242,2449.342,42343.435,0,1625.327,0,0,83.85,667.61,16.333,98.449,418.151,6251.879,0,5.843,51.483,0,508.92,357.783,58.787,23625.84,69931.938,78.845,0,0,0,216272.404,1389.446,0,630.317,0,15.226,8.199,4.789,88683.769,1960.666,95.492,6994.135,3121.923,1078.489,7310.664,15792.747,13.912,0,0,307.197,238.308,151.799,269.785,166121.596,492.024,85.577,209.612,7.993,3.778,248.63,76.22,20701.82,6.23,0,223.347,89.193,7900.809,0,92.226,108.527,0,50.761,40203.514,91.578,2140.456,21.756,0.641,412.656,0,2405.737,1249.52,2025.921,22.508,204.552,137.682,14087.528,909.643,1107.989,206.492,170.36,3893.094,0,0,24.075,1333.056,0,0,5285.437,80312.655,168.965,1504.906,68.731,3018.914,8.952,9761.483,0,35048.585,12375.098,201.02,36379.173,0,0,4.773,4524.34,99.799,3675.943,60.949,33.74,801.729,94286.406,592945.711,0,167.95,613.486,12.44,132.579,0,0,107.871,42.974,0,62.044,176.545,12.084,0,4.976,0,0,168.551,4.09,70.388,1.711,0,2.975,3.876,135.992,0,0,0,0,0.622,22.203,11.192,0,0,0,0,23.971,0,0,0,0,270.405,4.356,11.481,2.628,24.054,2.036,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.51,0,0,59.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.489,0,0,0,0,0,0,0,0,0,0,0,0,1.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,17.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.96,0,0,0,0,0,0,0,0,0,0,11.155,0,0,0,0,0,0,0,0,0,88.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.729,0,0,0,0,0,0,0,0,0,0,4.057,0,0,0,0,0,0,0,12.374,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,47.415,6.768,0,0,0,2245.993,697.91,206.161,0,21.21,7.827,0,19.235,561.41,0,0,0,0,3446.181,2.54,0,0,12.837,4.352,0,0,0,733.242,0,0,0,5.96,384.251,8166.085,0,15,0,0,43.357,30.643,0,48.985,56.759,55.07,0,0,255.22,0,0,1.327,8.573,171.715,4146.209,9.985,0,0,0,3577.874,82.437,0,181.443,0,0,0,0,6023.543,36.904,6.892,152.364,8.376,131.802,1489.353,1119.014,2.291,0,7688.845,17.091,0,5.695,0,0,290.197,0,75.412,0,3.759,34.033,0,300.194,2.219,0,8.583,10.772,1331.779,0,789.789,3.409,0,0,1311.959,0,137.588,0,0,46.317,0,71.534,80.623,245.052,0,9.67,18.932,343.577,440.773,143.433,0.589,57,379.277,0,0,0,154.923,0,0,271.968,1421.121,27.748,236.694,5.238,1066.716,4.179,914.614,0,1079.748,310.923,19.43,1565.49,0,0,0.616,1628.336,17.558,818.866,220.44,0,165.798,4629.753,19315.995,0,65.787,92.075,2.215,11.077,0,0,0,4.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.417,0.679,0,0,0,0,1.357,0,0,0,0,0,0,0,0,0,0,0,0,2.049,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,55.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,963.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.292,0,0,0,0,0,0,0,0,1.624,0,0,0,0,0,0,0,0,0,0,0,0,0,31.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.356,0,0,0,0,0,2114.794,0,13.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.647,2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17,0,0,0,0,0,0,0,22.405,0,0,0,0,0,0,0,6.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,460.121,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4847.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.588,0,0,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.559,0,0,0,0,0,0,0,0.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,79.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.051,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0,0,0,190.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.481,0,0,54.565,76.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,253.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,3.537,33.924,0,0,0,2950.801,541.354,3284.456,0,0,40.673,0,0,1429.986,0,0,0,0,3759.847,0,0,2.533,0,0,0,0,0,9.06,0,0,0,0,20.841,871.985,0,21.248,0,0,0,0,0,2.457,0,0,0,0,0,0,0,4.049,0,552.651,2863.826,3.014,0,0,0,4386.77,29.065,0,12.686,0,0,0,0,540.438,1270,0,3867.227,0,251.947,0,2383.076,2.835,0,1524.382,0,0,0,0,116.886,0,0,0.922,0,0,1.859,0,0,0,0,0,1.679,157.479,0,3.909,0,0,0,3795.23,0,96.538,0,0,227.436,0,76.962,0,0,0,6.604,6.534,74.326,743.76,452.663,0,0,304.857,0,0,0,0,0,0,91.114,29206.9,0,20.546,6.475,325.592,0,7150.205,0,144.113,155.072,0,705.657,0,0,1.968,0,0,23.158,0,0,32.345,5582.711,8370.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,107.74,3.772,0,0,0,0,0,2.852,0,0,0,0,4.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,0,0,0,0,0,0,0,0,0,0,0,12,141.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.47,0,0,0,0,4668.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703,0,0,0,0,3.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0.565,50.141,0,0,7159.454,780.268,3.854,0,0,0,0,0,18.686,0,0,0.774,0,18041.21,0,0,0,0,0,0,0,0,3357.724,0,0,0,0,1994.929,167.342,0,50.947,0,0,12.737,3.947,278.67,0,5.356,0,0,2.45,3.593,0,0,0,0,3.668,395.907,0,0,0,0,173.746,0,0,0,0,0,0.72,28.643,4.26,321,0,99.649,0,3.867,1.26,30.507,0,0,3141.726,0,0,0,96.307,19.501,0,0,0,0,0,0,0,12.864,0,0,0,0,0,0,0,0,0,0,24.617,0,2.411,0,0,0,0,1.097,0,132.643,0,13.354,7.446,10.935,17.873,0,0,12,3.159,0,0,0,74.231,0,0,0,159.765,0,0,0,12.456,0,10.083,0.823,0.767,18.735,0,59.394,0,0,0,0,0,0,0,0,0,54.759,536753.988,0,246.026,147.275,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.347,0,0,0,0,7.388,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,12.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.308,0,0,0,0,3.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022,0,0,0,0,0,0,3.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,0,0,0,0,0,0,0,8.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,15.878,0,1.538,0,0,187.374,1903.251,4855.071,0,5.64,0.512,0.512,0,14181.646,0.714,0,0,33.333,1074.833,0,0,6.666,40.14,0,9.23,0,0,227.031,0.724,0,0,0,39.69,1167.458,0,20.036,0,0,2.91,311.367,0,171.336,2204.087,4450.709,0,0,0,0,0,47.744,0,1445.257,22764.857,1.344,0,0,0,53237.135,24.102,0,2277.126,0,0,0,0,1144.607,1333.706,16.054,2.824,242.049,1915.883,732.787,17260.903,30.256,0,3335.231,13.845,32.82,9.407,0,1542.213,41.538,0,44.691,4.749,56.297,0,1.025,2607.036,0,0,4.996,1.435,235.878,53.332,40.46,65.127,0,0,0,13.845,296.431,0,0,11.794,0,1052.705,3.076,9.23,0,5.38,444.896,106.04,2071.199,1665.987,21.025,203.237,1337.475,0,0,0,124.101,0,0,114.091,1159.333,533.456,0,247.723,994.894,0,12663.98,0,7323.057,3378.174,2.563,518.589,0,0,0,313.843,9.2,748.986,50.263,50.768,307.079,45057.956,13137.184,0,38.291,15.988,0,68,1.025,0,0,0,0,0,0,0,0,0,0,0,18.461,0,0,0,1.835,0,4.865,0,0,0,0,0,0.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,100.865,6694.099,106.879,0,0,0,0,2.282,25.213,0,0,0,0,35.846,21.259,0,92.506,0,0,0,8.056,0,719.677,0,0,0,7.911,64.047,16.051,0,67.936,0,5.854,0.99,0,0,1.199,14.375,443.454,0,0,18.025,0,0,0,567.155,46.422,792.203,19.362,0,0,0,1051.488,0,0,4.109,0,0,0,0,1017.553,8.851,30.072,5.42,1.918,890.527,10.361,16.178,0,0,297.825,0,0,73.213,0,227.588,0,0,0,6.85,0,0,0,197.464,0,0,0,3.789,58.699,0,0,0,0,0.78,1757.209,0,0,0,0,0,0,172.998,0,7.248,1.389,0,36.486,363.738,0,7.858,2.02,0,5.664,0,0,0,2.726,0,0,170.493,195.167,0,12.25,12.366,654.063,93.851,47.647,0,189.992,498.495,0,46.36,0,0,0,0,0,3.668,0,0,0,1014.061,4568.128,0,52.906,42.899,0,0,0,0,6.233,16.625,0,0.786,0,15.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
