"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","GMB","KIR","GRL","GUY","LBY","NRU","NFK","PLW","VCT","SDN","TTO","AGO","GIN","KGZ","GNQ","ABW","ERI","KNA","SPM","BTN","LSO","SOM","TON","TKM","WLF","ATF","GNB","COM","FLK","VGB","AIA","TKL"
"HKG",0,0,0,0,0,0,0,170.032,7487.878,77.747,0.262,0,31.581,0,9.663,2457.622,0,1.05,2.783,0,2889.328,0,0,689.172,0,0,15.051,0.41,0.84,825.56,0,0,218.221,0,80.732,97581.446,212.922,0,0,40.331,0,2.727,45.597,0,1.815,2445.044,0,522.298,0,3.478,113.174,6.638,0.09,492.461,8.471,736.677,7950.635,4.679,0,0,16.483,0,52145.896,71.545,0,673.621,0,0,52.441,43.286,7.449,0,637.711,19.803,5921.428,3056.192,0,203.44,5938.247,67443.689,0,16.582,4491.7,6.122,2.445,44.891,0,23146.412,0.246,0,2.907,173.521,0,10.597,30.335,503.455,73.278,8.446,17372.385,51.013,3.376,1678.37,0,0.211,4670.591,73.965,29.19,13.68,0,50.894,10,0,8.885,2.693,5596.308,0,0,4.325,7.604,268.368,13.539,0,286.568,1910.048,0,0,151.296,97.385,0,5.162,22.517,2158.057,0,133.118,33.337,0,5.05,100.592,232.413,3.647,0,66.596,0,180.142,3.664,45.941,42.474,0,2893.698,7824.49,260.01,852.158,352.772,1567.357,33.631,3918.468,0,0,1800.728,4371.22,0,0,3154.994,0,329.646,95.498,298.834,0,0,212.085,296.113,2.713,163.985,34444.075,154.276,12159.941,88.219,25.174,0,205.945,0,0,0,0.497,0,0.097,0,0,0.246,0,0,0,0,0.671,2.382,0,35.162,0,0,0,4.034,0,0,0,0,0,0,2.643,0,0,0,0,0,0,0,0,0
"HUN",0,0,8.203,0,0,0,0,5.743,7,12826.475,0,0,75.444,0,5.876,36129,0,0,4.005,0,30.092,0,0,673.921,0,0,2.4,0,0,4,0,0,0,0,2.227,1610.951,5.505,0,0,0,0,0.043,28.686,0,0,3767,0,6.967,0,23.206,0.032,0,0,1.786,0,1.179,66551,17.454,0,0,0,0,261328,0,0,7416,0,0,0,0,0,73.56,0,0,24.628,0,0,19,0,42795,2.329,0,9669.161,1.449,0,0,0,94.456,0,0,0.137,0,0,0.222,42.048,0,0,0,66.774,0,0,0,0,0,242.64,0,4,2,0,2.291,0,0,0,0,28779.042,0,0,8.874,0,3,3.012,0,0,389.611,0,0,0,0,0,3.402,5.602,1.127,0,588.512,99,0,1,811.141,244.081,0,0,0,0,0,0,67.139,0,0,35.926,90.686,412.361,24.527,179.488,65.856,0,5386,0,0,89.335,159.778,0,0,28.371,0,1,4.844,301.093,0,0,0,255.076,1.535,9.81,89746,0,1042.892,0,5.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,59.789,0,0,0,0,0,0,0,0,0,0,0,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.445,0,0,0,0,0,0,0,0,0,16.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.274,0,0,0,0,0,0,0,0,7.491,0,0,0,0,0,0,0,0,0,0,0.095,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,1.838,0,0,0,0,63.092,368.582,218.147,0,0,0,0.076,0,2.197,0,0,1.105,0,1079.904,0,0,0,0,0,0.9,0,0,365.643,0,0,7.768,0,5.633,13816.66,115.312,0,0,0,0,3.838,0,0,0,102.73,0,8.966,0,4.76,12.471,0,0,97.8,0,0,1026.413,0.539,0,0,0,0,4811.142,0,0,0,0,0,0,0,0,10165.687,4.038,0.286,0,0,0,3.882,2243,29.89,0,0,22757.072,2.813,0,0,0,4215.685,0,0,0,0,0,0,0,0,0,0,948.762,5.526,0,0.136,0,0,4217.068,0,0,0,0,31.427,0,4.674,0,483.986,3.709,0,0,0.135,0,6.362,0,0,0,21.436,0,0,0,5.477,1.179,0,9.309,2089.579,0,29.027,0,138.092,0,8.098,134.361,0,0,0,0,0,0,5.04,0,0,204.045,15552.912,2.141,34.56,2.778,54.82,0,1.516,0,0,0,13.589,0,0,30.1,0,11.373,30.341,55.429,0,0,0,47.509,0.474,0,1566.224,138.362,185.716,0,0,0,0,0,0,0,6.086,0,0,0,0,0,0,0,0,13.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,4.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.436,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,7.423,0,0,0,0,0.757,34.192,2.655,0,0,0.59,0,0,85.22,0,0,0,0,15.456,0,0,2.942,0,0,0.4,0,0,94.471,0.861,0,0,0,0,97.81,0.247,0,0,0,0,0,0,0,0,3020.695,0,93.82,35.005,0,0,0,0,0.847,0,19.134,4793.92,0,0,0,0,0,5230.68,0,0,5.002,32.024,0,0,0,0,168.69,44.451,0,0,0,0,0,103.913,897.268,0,0,124.894,0.925,0,0,0,68.87,0,0,0,0.19,0,3.35,4.904,0,0,0,3.674,0,0,609.76,0,0,33.348,0,0,0,0,0,0,0.411,0,0,83.489,0,0,0,0,0.341,0,0,4.48,12.576,0,0,0,0,0,0,0,0,0,112.28,9.017,0,0,8.652,2.538,0,0,0,0,0,0,0.144,0,0,85.024,158.335,591.116,0,25.111,8.274,0,79.797,0,0,109.391,702.444,0,0,18.027,0,5.839,0,212.944,0,0,0,8.924,0,0,3954.63,0,4915.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0.25,638.032,28.447,0,0,0,0,0.121,659.008,0,0,0,0,48.835,1.742,0,5.791,0,0,0,0,3,223.301,0,0,0,0,4.81,34.262,6.793,0,0,0,0,10,26.291,0,0,24.436,0,2.735,0,0,16.706,0,0,0,0,3.083,7664.561,0,0,0,0.014,0,398.437,31.309,0,0,0,0,0,0,0,251.398,1,0,0,0,0,44.668,0,154.227,0,275.165,17.377,0,73,0,0,39.562,0,0,0,0.31,0,0,7.576,0,0,0,0,0,0,0,0,0,264.915,0,0,0,0,0,0,0,0,0,123.878,0,0,0,0,48.495,0,0,0,4.14,0,0,0,28.13,0,0,6.139,131,0,4.247,0,0,0,0.676,10.883,0,0,0,0,0,0,0.05,0,0,1180.584,27.355,0.665,1.772,55.061,329.18,2.484,96.262,0,0,29.289,25.708,0,0,5.289,0,0,0,0,0,0,0,0,0,0,92.384,0,10181.321,0,13.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,94.662,923.401,0,0.076,2.412,23.862,62.157,449.383,4993.36,5.065,4.599,35.187,2.475,0.329,2920.234,0,6.24,43.237,0,501.259,0,0,8027.724,0,71.909,1.549,0,1.601,949.497,17.312,0,14.914,7.386,234.125,2445.408,52.244,0,10.977,67.021,0,33.751,19647.106,0,5424.683,645.426,41.745,286.385,0,25.897,64.946,16.576,3.189,82.751,12.061,173.119,30252.52,12.851,0,2.667,57.939,135.349,90592.176,234.174,0,52195.417,0,0,3.382,93.298,6.857,1386.7,1963.148,22.894,1520.508,200.491,3.355,326.99,2748.429,0,4.068,4.522,1422.604,80.269,4.678,214.778,0,1887.913,97.132,0,45.635,24.058,0,96.912,480.263,0,58.934,3.202,556.581,2.765,0,361.082,0,4.426,205.402,0,13.706,15.201,0,343.651,0,18.414,0,19.352,4605.228,0,0,7.619,0,53.582,1.969,55.687,10.533,76.53,0,0,7.118,5.147,0,12.017,395.683,9.185,0,4325.926,1429.062,0,77.888,3722.459,1204.733,0.228,54.997,0,0,369.457,58.026,81.798,19.447,0,18687.171,135.672,2976.711,18.652,2536.091,204.236,0,9553.504,0,0,1722.224,6176.992,487.643,0,179.08,430.759,1849.044,397.813,855.852,0,0,92.243,34.514,33.041,734.244,13844.164,105.084,3743.32,18.941,35.596,0,45.816,0,27.308,18.078,0,0,0.05,0,0,0,21.102,0,0,0,0,769.413,13.015,17.528,2.784,0,0,0,3.15,0,0,0,0,0,0,0,0,0,42.428,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,1.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.291,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",82.222,1.475,81.8,0,0.615,0,0,397.539,56179.057,11655.584,0,7.092,6869.813,0.971,0,16641.811,0,8.441,7.535,4898.251,6352.879,0,3.418,69.823,60.599,0,948.9,2.212,0,12781.688,0,0,3886.644,0,120.392,1777797.501,124.99,0,0,0,0,35.967,50.524,0,0.086,141830.648,0,493.05,0,53.768,38.398,18.037,74.413,402.316,2.718,2341.683,56076.774,205.512,0,0,0,1.562,525929.726,32.998,0,475.09,0,0,0,0,1.87,672093.701,387257.788,9.676,90714.565,202.765,0,800.91,10842.391,71932.972,2.127,0,0,9.249,464.492,2.788,0,543711.202,240.679,0,4.015,91.9,0,269.404,11869.72,5626.388,0,0,115371.845,1841.056,2.959,1.949,0,1.537,147571.482,5.928,44.569,8.278,0,103.63,4.546,80.877,730.99,1947.507,38613.817,0,0,1.248,0,1477.4,2.108,0,421.851,1244.154,0,0,1124.364,121.915,5.538,0.584,95.555,93906.677,0,5772.087,2675.202,0,50.612,942.059,2764.971,15.359,0,0,0,15809.337,0,114.134,0,0,114026.592,121832.032,3690.358,43250.98,2436.974,885.095,0.488,12900.651,0,0,9323.309,7900.369,0,0,412563.842,0,916.515,45.011,1422.752,0,0,4.157,1838.222,2075.382,56.435,185583.525,25.334,614777.757,0.383,5.397,0,13.458,3.403,3.305,0,0,91.115,0,0,0.119,0,0,0,0,61.676,0,0,6.272,0.025,0,1.2,0,0,0,0,0,318.798,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,5.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,223.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062,0,0,0,0,0,1.117,0,0,11.974,0,0,0,0,0,0,8,0,0,0,0,0,2,710.897,0,0,4.056,0,0,0,0,0,14.379,0,5.136,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,134.984,0,0,501.663,0,0,0,0,3.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.138,0,0,0,0,0,0,0,0,0,0,7.05,0,0,0,0,0,0.367,7105.474,0,0,0,0,0,0,0,2.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.469,0,0,0,0,0,0,0,0,0,2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.329,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.944,0,0,0,0,298.27,4.35,0,0,0,0,0,0,47.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,3.167,0,0,0,0,0,0,0,0,0.019,0,0,14.617,0,0,0,0,0,0,0,0,0,0,0,0,0,6.454,29.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.456,0,4.393,0,0,0,5.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.775,0,0,0,0,0,0,0,0,0,43.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,6.088,0,0,0,0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833,5.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,89.795,0,0,0,0,762.31,40750.457,1984.552,0,0,5386.277,1.602,0.321,60338.929,0,6.186,40.549,0,5835.614,0,0,53487.038,24.85,0,130.005,0.436,0,5579.912,0,3,0.178,0,176.361,1847875.52,36.429,0,0,0,0,4.135,137.733,0,7.648,1657.147,0,1749.982,0,391.03,11.7,2.317,0,25.659,0,4254.529,17263.333,227.096,148.999,0,0,0,359459.285,16.908,0,14600.807,0,13.993,17.671,0,0.303,281080.8,705.614,1.196,1104.058,807.047,0.48,433.379,14383.226,161888.949,0,0,245192.086,0.893,7.977,42.514,0,0,1.978,0,0.06,0.474,0,8.92,205.298,495.603,0,0,14049.696,0,0,1561.1,0,1.31,19803.278,0,0.061,0,0,3892.82,101.686,38.322,0,8.278,144770.413,0,0,1.016,0,594.593,26.252,0,701.898,32.304,0,0,75.879,6.836,0,0,244.231,8065.94,0,4804.968,873.022,0,0,7699.949,2731.222,1.454,0,0,0,209.361,10.956,7.8,0,0,12137.771,18804.485,32378.776,3373.842,7835.706,2794.014,0,22200.651,0,0.883,714.54,1016.326,200.096,0,10729.475,0,703.366,505.591,5205.749,0,0,118.375,69584.658,5.974,55.321,49844.612,17.287,135814.495,0.928,0.597,263.586,31.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776,0,5.3,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,15.067,0,0,0,0.019,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.685,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.702,0,0,0,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.438,0,0.155,0,0,0,0,0,0,0,0,0,0,0,5414.263,0,0,0,0,0.02,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0.148,0,0,0,0,50.868,0,0,0,0,0,0,0,5.433,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,2.538,0,0,14.755,0,0,0,0,0,11.508,0,6.624,21.326,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.024,0,0,0,0,0,0,0,0,0,1.087,0,0,0,0,44.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0.402,0,0,0,0.614,0.15,0,21.378,0,0,0,0.045,0,65.761,0,0,0,0,33.598,0,0,0,0,0,394.303,0,0,871.735,0,0,0,0,0,8.721,0,0,0,0,0,0,0,0,0,101.22,0,51.975,0,0,0.619,0,0,30.146,0,31.038,419.644,0,0,0,0,0,19,0,0,1.525,0,0,0,0,0,96.202,16.489,0,0,0,0,0.798,0,762.334,0,0,0.013,1.769,0,0,0,11.166,0,0,0,94.534,0,0,256.489,0,0,0,0,0,0,0,0,0,2041.717,0,0.04,0.054,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,13.249,0,0,0,0,0,0,0,0,0,2.093,0,0,0,5.891,626.21,0,0,0,0,0,0,0.106,0,0,17.301,0.833,0,9.048,0.815,53.873,0,148.254,0,0,87.123,1.464,0,0,0,0,1.281,0.425,0,0,0,0,9.893,0,0,150.823,0,749.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,3.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0.111,0,0.601,0,0,0,0,0,13.326,309.532,0,0,0,0,0,97390.8,0,0,0,0,25.976,0,0,0,0,0,0.492,0,0,7.104,0,0,0,0,8.352,11.124,0.718,0,0,0,0,0,0.159,0,0,3.42,0,0,0,0,0,0,0,0,0,1.143,19319.971,0,0,0,0,0,25167.424,0,0,0.362,0,0,0,0,0,0,0.107,0,0,0.614,0,0,0,10661.34,0,0,0,0.476,0,0,0,0,0,0,0,0,0,31.368,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,0,1.298,0,0,0,0,149.84,0,0,0,0,0,0,0,7.716,0,0,0,1.072,0,0,0,0,0,0,0.608,0,0,0,0,0.532,0,0,5.564,0,1.536,0,1.065,0,0,0,0,0.299,0,0,0.834,0,32.686,0,0,0.513,1159.804,0,0,0,0,2.473,0.516,6.711,0,0,0,0,0,0.209,110.572,1.214,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
