"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TKL","TON","TTO","ARE","TUN","TUR","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","HTI","SLB","CXR","CCK","GMB","KIR","NFK","ETH","LBY","TKM","WSM","TCD","COM","LBR","SPM","SUR","TCA","DJI","TGO","ATF","WLF","BTN","PSE","NIU","MHL","GNB","COK","FSM","ABW","FLK","PCN"
"LVA",0,0,0,0,0,0,0,0,7.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.38,0,1.089,0,0,0,1.533,5.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.432,0,0,0,45.62,0,0,0,4.278,0,0,252.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.027,0,0,0,0,0,0,0,4.54,0,0,1.977,0,0,0,0,0.468,0,0,0,0,34.674,0,0,0,0,0,0,0,0,0,0,0,0,0,25.433,0,0,0,0,9.981,0,0,8.491,0,0,0,0,0,0,0,0.112,0,0,0,0,1379.215,0,0,54.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,1.963,0,0,18.746,2.444,0.08,0,0,0,0,0,10.867,0,0,0,0,0,0,0,0,0,0.063,0,0,32.05,0,0,5.19,0,0,0,0,0,3.524,0,0,0,0,0,0,0,8.464,28.716,0,118.369,0,0,0,0,0,0,234.387,0,21.348,120.235,0,0,3.964,14.861,0,0,38.833,0,0,0,0,0,0,0,1.382,0,2.441,0,0,0,1.365,0,179.836,0,0,13.233,26.272,0,0,0,3.063,0,0,0,28.347,0,217.854,0,0,0,0,0,0,0,0,0,0,1.853,0,0,4.669,0,0,0,0,0,0,0,5.224,0,0,0,0,0,0,0,131.914,0,0,0,0,0,0,0,19.683,1.003,0,0,0.598,440.226,0,0,0,0,0,0,0,0,0,0,37.396,0,137.774,0,59.848,0,50.709,0,165.834,0,0,1443.661,2.265,0,0,0,0,0,0,0,2.005,2.393,0,0,242.066,1.219,0,323.018,0,18.248,0,0,58.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,11.691,395.309,0,0,0,0,0,469.756,0,0,0,0,0,0,0,0,0,21.609,0,0,0,0,0,1.177,0,0,0,0,0,228.466,0,0,0,0,0,236.836,0,46.79,100.516,0,105.209,0,0,0,0,0,0,15.056,0,83.368,158.152,0,0,0,5431.799,0,0,174.631,0,0,0,0,0,0,0,0,67.623,0,0,0,0,1.681,222.754,163.421,0,0,12.802,0,0,0,0,0.327,0,0,0,0,0,66.599,12.73,0,0,0,0,0,0,0,14.874,0,0,1.207,0,0,0,17.31,0,0,0,0,0,269.991,0,0,0,0,0,0,0.781,27.009,0,0,0,0,0,0,0,64.071,65.602,0,0,0.362,53.389,0,0,0,0,0,0,0,0,0,0,0,0.333,37.253,0,20.412,0,0,0,217.32,0,0,395.849,39.359,0,0,0,0,0,0,2.864,2.348,63.584,0,0,15.195,0,0,171.558,0,599.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,2.309,0,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0,0,592.016,0,0,0,0,0,0,0,0,0,0,56.744,0,0,0,0,0,0.263,0,0,0,0,34.965,0,0,0,0,28.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,3.957,0,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.611,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,0,0,35.01,0,0,0,393.362,3240.208,1146.063,0,21.324,146.281,0,0.088,85.583,0,0.782,5.631,0,670.344,0,0,0,13.392,33.945,0,0,36,5.556,0,5065.813,0,0,0,32.034,176.941,1280.977,2.872,0,0,0,784.238,109.602,0,19.06,967.758,0,191.781,0,0,1.997,0,0,0,318.732,1.55,2380.5,13616.161,6.774,0,0,52839,0,0,19.898,0,0.04,0,0,0,0,0,1639.864,3128.346,7.673,1812.987,1.756,0,11309.067,3,3277.672,16.028,0,24087.389,71.049,1.209,6.739,0,95256.879,19.86,0,0,32,0,0,0.966,0,1.143,2.292,0,0,0.921,0,2.871,0,10.666,5633.155,0,0.691,0,19.53,0,8.036,0,0,0,3972.821,0,2.297,0,700.99,0,0,0,895.962,0,8.6,864.767,0.553,8.723,18.541,414.927,1046.068,29.303,0,0,2.45,647.759,0,0,0,0,0,0,203.32,0,0,0,295.372,16554.032,1669.069,64.291,179.524,0,791.381,0,5890.632,210.582,0,369.502,127.636,0,0,9173.497,0,0,7.675,629.082,8.963,1025.792,0,1.492,43.84,2.265,4.286,15515.592,0.12,75609.13,0,9.505,0,0,6.616,8.574,0,0,0,0,0,0,0,0,0,12.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0.719,0,0,0,0,0,0,0.025,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0,2379.383,33.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,0,0,0,0,0,24.135,0,0,0,0,0,119.037,0,0,291.842,0,0,0,0,0,0,0,0,0.124,0,9.944,496.657,0,0,0,710.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.528,0,1213.721,5.331,0,34.604,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,0,0,14.472,0,0,0,0,0,73.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.886,34.558,0,0,0,0.551,0,0,0,0,0,0,0,0,0,0,0,0,22.946,2.279,0,0,0,26.432,0,1.114,0,0,0,0,0,0,30.856,0,0,0,33.873,0,175.392,0,0,0,4.436,0,11070.289,0,1032.125,0,0,0,0,0,232.944,0,0,0,0,0,0,0,0,0,28.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,25.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.782,0,1095.593,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,5.537,0,0,0,24.592,0,0,0,0,0,0,0,12.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,0,0,0,1624.164,292.523,171.693,0,0,0,0,0.13,1055.202,0,13.123,0,0,1530.222,16.073,0,0,0.031,56.162,0,0,24.5,0,0,4274.874,0,0,0,0,3125.825,1646.298,145.263,0,0,0,561.589,101.155,12.021,0,18.564,0,0.775,0,58.483,143.22,32.391,0,0,0.1,0,21.841,486.148,6.983,0,0,14089.231,0,0,0,0,0.602,0,48.043,0,0,48.066,0,2.638,1.499,554.558,0,0,0,36.802,500.793,0,3.101,9074.768,562.03,5.017,0,0,554.005,34.34,0,0,21,0,0,0,0,0,0,0,106.63,0,0,0,0,0,0,0,0,0,14.043,0,0,0,0,0,60.752,0,0,0,40.094,18.896,0,0,127.701,0,0,13.64,0,21.618,116.787,0,1859.27,0.354,0,0,433.428,1.637,0,0,0,1.509,0,0,0,0,0,0,113.813,271.352,1185.623,0,9.516,0,48.187,0,175.704,0,0,0.409,41.874,0,0,1283.607,0,0,6.697,0,0,798.731,0,0,0,18.503,0,1712.868,0,597550.077,0,7.369,0,142.257,0,188.972,0,14.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,0,733.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.254,140.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,24.924,0,0,4.104,0,497.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.121,285.769,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.216,0,0,0,0,0,0,0,0,0,4.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0,0.546,0.304,0,0,2.483,0,0,0,0,37.406,0,0,0,0,0,0,16.382,0,551.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0.039,5.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.609,0,2.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,14.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.743,0,0,0,0,15.551,0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,7.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",3.732,24.163,3.239,0,0.47,1.244,0,9.221,517.236,3002.567,4673.268,1.244,17.377,6.892,1.004,0,27819.405,0,0.007,69.279,0,1285.518,0,0,0,0.742,381.628,0,0,208.69,1.244,3.462,468.477,0.034,0,0,6.357,141.311,801.5,4.053,0,42.299,0,913.277,730.794,43.905,137.878,1615.506,4.976,4746.536,0,0,29.318,0,0,0,255.169,0,2954.425,28798.249,5.504,0,3.858,56344.755,26.126,2.488,4024.706,0,0,0,1.348,0,0.086,0,1740.623,7031.149,126.368,106.137,547.644,2.488,2493.676,3915.957,26106.784,0,0,3175.924,287.912,81.287,284.899,3.732,4851.731,206.166,0,0,102.257,0,536.68,726.984,539.939,16.252,0,3.732,237.325,0,0,53.048,34.835,6.149,218.65,0.091,43.543,0,89.575,17.417,27.555,4.315,0,0,0,12.441,3.581,0,278.901,0,0,75.89,2729.371,0,23.564,0,0,2.001,21.53,615.081,3889.112,3150.179,0,70.914,683.275,7809.257,0,0,0,0,0,0,467.781,7.22,0,3.732,568.246,2684.055,638.692,13.392,194.61,0,1585.503,4.976,38641.128,22.394,0,11368.005,5181.337,375.718,0,1524.378,0,0,0.346,2052.763,79.721,1910.501,0,55.984,797.674,43.892,202.788,43385.126,2.282,18025.231,2.488,7.735,14.929,3.456,22.362,440.362,8.257,0,0,0,0,0,1.244,0,66.544,2.488,67.181,0,0,0,4.976,0,8.709,0,2.488,0,0,0,0,23.638,0,0,0,0,0,34.835,0,0
"ANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,5.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.364,0,23.101,1.244,71.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,5.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.942,0,0,0,0,0,0,0,0,42.558,0,0,0,0,0,0,0,0,0,0,0,0,0,1.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,14.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
