"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","OMN","NAM","NRU","NPL","NLD","CUW","ABW","NCL","NZL","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","NIC","PYF","KIR","LBY","VUT","NFK","FSM","TON","CPV","DJI","MOZ","SYR","BDI","ERI","GNQ","BMU","IRQ","BTN","CAF","LSO","MHL","GNB","KNA","SOM","SSD","TKM","TUV","WLF","VGB","PLW","MNP","SXM","AIA","TCA"
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.182,0,0,0,0,0,0,0,0,1.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,3.197,0,0.171,63.115,0,0,291.608,5589.115,2247.997,0.866,16.253,820.122,0.446,11.398,1155.644,5.651,2.46,93.852,2644.17,0,1.021,0.02,1753.005,0.03,9.876,42.153,0.627,945.116,0,106.541,0,74.934,90887.723,0,0,93.017,0,0,0,4.995,0,3.035,0.512,0,13.169,12030.854,0,1150.153,0.204,6.461,209.612,5.581,0,303.25,0,70.475,331.183,11679.608,1.996,16.093,0,13.5,32132.919,226.941,6.922,1438.483,0,0,20.131,91.288,0,0,14.561,0.63,0,1033.65,2.674,25146.94,177.773,392.041,11962.399,3944.457,0.184,35.125,3199.842,0.116,0,395.001,0,17460.46,17.926,0,0,5.406,80.3,0,3.489,74.699,2234.683,20.776,18.372,14322.798,37.37,0,756.776,0,8449.718,2876.605,0,19.749,22.244,0,60.367,1.475,49.085,0,0.226,3766.878,0,2.253,0.246,370.627,0,2011.18,0,970.414,169.378,148.096,0.073,11.656,9.534,3433.787,123.876,9.352,0,0,252.171,88.586,34.974,0,0,0,0,104.944,0,80.651,1.667,14.021,0,0,6564.18,6823.557,116.521,1687.217,762.628,1037.134,153.079,2431.558,0.92,0,1.219,1113.596,5819.72,0,13155.056,0,0,0,821.664,42.716,438.556,365.307,237.112,4.222,15.114,13236.39,53.506,12857.534,90.197,37.056,0,584.811,0,0,7.102,7.244,0,7.026,0,0,0,0,0,0,0,0.32,0,0,0,0,0,10.471,2.514,0,0,0,0,0,0,0,0,0,0,0,0.6,2.253,0,0,0
"HUN",0,0.394,12.187,0,0,0,0,0,0.598,6.634,5467.553,0,0.388,399.625,0,0,9640.436,0,0.752,0,5.826,0,0,0,59.213,0,10.9,0,0,1.407,0,0,0,14.304,485.585,0,0,76.792,0,0,0,0,0,0.877,9.641,0,0,206.133,0,6373.348,0,11.126,0,11.049,0,0.337,0,0,2.467,13568.391,0,0,0,0,181681.18,0,0,2988.21,0,0,0,0,0,0,0,0.51,273.657,0,0.096,2.908,0,14.961,13.994,8960.558,0,0,3159.168,0.7,0.773,0,0,63.636,0,0,0,3.98,0,0,10.364,56.31,0,0,0,44.691,0,0,0,0,0,198.943,0,1.595,1.13,0,127.428,0.39,0,0,0,10419.807,0,0,0,17.22,10.962,0.882,0,142.492,0,0,0,0,10.745,0.429,850.483,10.03,0,0,728.977,92.096,0,0,0,0,0,0,0,2.541,0,16.821,0,0,74.172,22.016,955.914,13.408,143.612,5.623,0,177.925,0,0,0,69.757,554.019,0,59.813,0,0,0,1.502,4.933,325.049,0,2304.067,1.042,41.81,17961.564,0,1322.103,7.825,15.761,0,4.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.268,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,3.602,0,0,0,0,0,71.2,58.451,277.723,0,0,0,0,0,0.011,155.208,0.126,0,368.296,0,0,9.113,0,2.475,4.9,0,0,387.635,0,2.435,0,21.874,10116.956,0,0,132.468,0,0,0,0,0,4.282,0.442,0,0,59.519,0,3.374,0,0,0,1.233,0,214.929,0,0,2.221,676.021,0,0,0,0,3787.152,0,0,0,0,0,0,0,0,0,0,0,7689.351,8.439,0.091,0,0,0.136,0,35.009,0,0,30187.492,1.3,0,0,0,1844.392,0,0,0,0,0,0,0,0,0,3.434,0,436.053,0,0,0,0,0,3918.092,0,0,0,0,99.894,2.06,0,0,119.851,54.423,0,0,0,10.786,0,0.6,0,9.165,0.406,136.017,1.148,0,3.758,313.733,44.975,0.327,128.7,0,1.821,135.272,0,0,0,0,0,0,0,0,5.097,4.594,0,0,76.275,15725.217,13.639,28.621,10.33,75.733,1.506,0.534,0,0,0,4.69,89.54,0,11.934,0,0,0,0.054,16.958,17.687,0.11,8.741,0.177,20.431,855.121,13.787,3104.702,0,3.26,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,5.309,0.417,46.031,23.359,0,0.242,0,0,0,98.65,0,0,0,0.957,0,0,0,12.762,0,2.2,0,0,183.157,0,0,0,0,144.888,0,0,0,0,0,0,0,0,0,1.649,0,0,2624.363,0,41.906,0,0,0,0.012,0,0.559,0,0,1.749,375.787,0,0,0,0,2216.154,0,0,1.423,0,0,0,0,0,0,0,0,71.598,12.518,0,0,0,0,119,475.02,0,0,255.019,0,0,0,0,73.517,0,0,0,0,0.157,0,3.706,0,0,0,0,7.839,0,0,15.387,0,0,30.336,0,1.426,0,0,0.664,0,0,0,0.026,10.69,0,0,0,3.656,0,267.668,0,19.648,0,0,0,0,0,2.9,95.03,56.621,0,0,32.428,13.564,0,0,0,0,0,0,0,0,0,0.062,0,0,14.47,54.502,477.571,0,7.619,4.421,0,46.691,0,0,0,291.008,697.943,0,0.567,0,0,0,31.839,1.139,257.089,0.446,2.641,0,0,2852.059,0,6983.183,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0,0,77.564,42.121,0,0,0,0,0,215.923,0.573,0,0,5,0,0,0,1.134,0,3.6,0,0,41.076,0,0,0,0.992,2,0,0,25.869,0,0,0,0,0,13,1.105,0,0,60.808,0,0.09,0,0,0,5.924,0,0,0,0,4.85,4039.069,0,22.033,0,0,39,24.73,0,344.967,0,0,0,0,0,0,0,12.577,379.761,0.528,0,0,0,51.672,0,124.37,0,540.452,101.716,59,0,0,0,16.813,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,239.452,0,0,0,0,0,0,0,0,0,227.62,0,0,0,132.533,0,0.425,0,0.763,0,1,0,0,47.7,115,3.621,0,0,0,8.416,19.662,0,0,0,0,0,0,0,0,0,0,0,0,152.89,84.722,0,3.217,0,206.037,0,133.282,0,0,0,10.188,1,0,9.215,0,0,0,0,0,1,48.881,30.125,0.01,0.08,43.738,21.789,5905.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,113.074,33.342,0,0.161,330.8,0,0,114.95,408.698,6434.56,34.707,36.963,4.143,4.873,0.377,7936.709,11.871,210.427,0,513.952,0,0,16.312,22985.92,0,109.1,0,4.635,1251.944,0,4.256,0,125.424,3083.695,0,0,210.631,0,0,37.296,69.171,0,36.161,4654.085,140.605,740.699,1280.522,54.228,1529.443,0,107.933,30.654,9.198,12.317,46.824,0,0,233.823,14034.53,1.756,9.491,0,11.434,106101.873,13.457,0,95378.385,0,0,0,4.801,0,0,145.641,13.512,607.913,1619.367,9.555,5.144,68.705,243.962,3708.281,0,13.202,0.605,2269.231,15.014,1.678,63.016,17.733,1189.661,22.83,0.259,0,90.309,24.897,0,252.202,856.097,0,245.612,8.861,63593.591,17.812,0,289.705,0,11.972,321.383,0,683.118,5.405,0,168.335,0,0,0,0.061,3176.286,0,0,11.835,13.657,4.669,143.784,0,63.221,32.112,6924.299,0,24.368,56.436,8.134,3640.775,1757.75,0,45.556,10277.425,826.961,0,0,0.079,0,0,0,0,36.933,245.766,220.795,0,0,3962.449,1678.603,383.061,198.167,9373.754,7945.574,0,15764.879,12.426,0,0,1379.782,5006.408,0,141.212,2.83,0,9.934,306.799,359.955,928.559,37.303,209.394,41.31,170.109,6663.683,60.863,1667.005,14.775,33.477,0,34.63,0,0.327,18.643,7.168,37.249,0,16.305,0,0,0,0,12.972,0,5.421,5.155,20.518,41.389,0,0,260.867,0,40.855,0,0,53.847,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,2.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,0.448,87.22,0,0.79,1.308,0,1.727,460.832,3295.195,6691.092,0,7.282,4428.814,0.327,0.214,6774.156,6.012,4.877,0,6428.262,2242.68,588.986,5.259,1399.966,5.425,582.8,2608.27,0.48,12397.802,0,8.043,0,67.618,1974863.102,0,0,152.915,0,0,0,0,0,3637.767,101.363,5.074,0,51736.244,0,1229.6,0,34.969,0.109,24.656,0.834,294.912,0,204.713,8942.784,34579.452,0,0,0,1112.586,178984.228,0,0,901.078,0.079,0,0,0,0,0,0,1.269,672551.344,199510.421,13.04,108827.856,12.678,1414.042,8504.966,9162.681,4.366,2.594,0,29.128,87.223,25.933,0,607357.33,913.368,0,0,5.896,75.076,0,521.429,1389.917,2265.917,0.589,0,93100.606,1351.041,0.587,0.429,0,676.814,67193.015,2.556,66.363,5.825,0,3790.907,26.047,530.731,0,412.892,26825.154,0,0,4.863,1392.485,0.254,0,0,2151.296,210.362,194.4,0,12.079,1176.219,104441.291,8165.968,2945.637,0,24.066,1223.823,5352.907,0,0,0,0,0,0,0,120.576,132.436,78.025,0,0,29402.519,107585.942,5014.843,62548.209,882.666,328.056,0,5320.738,0,0,0,7750.76,4639.338,0,475768.374,0,0,5.168,94.585,380.739,2202.468,21.418,2636.217,1680.499,17.79,21941.425,8.82,582291.921,1.924,2228.249,3.019,15.087,0,0,0,5434.293,386.199,0,2.643,0,0,0,402.645,46.754,0,111.022,0,1447.443,0,0,0,0,0,0,7.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.231,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,3.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,2.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.982,0,0,0,0,0,0,0,0,0,0,0,2.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.914,0,0,28.528,0,0,0,0,0,0,0,0,0,0,5.394,0,0,8.639,0,0,0,0,0,0,0,0,0,75.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.133,0,0,0,0,0,0,0,0,0,95.531,0,0,0,0,0,0,0,0,0,0,0,355.165,2.328,0,0,0.147,0,0,0,0,0,0,34.511,0,0,0,0,0,21.236,1914.584,0,4.585,0,0,0,0,0,129.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,2.941,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674.971,0,0,0,0,599.806,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.021,0,0,0,0,0,0,0,0,0,0,0,0,0.629,164,0,0,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.339,0,0,0,0,0,0,0,0,0,103.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.634,0,0,0,0,0,0,17.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,14.244,0,0,0,0,0,117.511,0,0,0,0,253.173,0,0,0,42.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,26.989,0,0,8.938,2.8,0.105,310.762,20432.635,1105.013,0,0,1203.315,0.373,0,21500.524,44.592,819.353,0,8513.984,0,0,0.116,22359.085,30.533,71.423,269.408,48.068,16655.778,0,219.195,0,64.517,2203694.688,0,0,97.249,0,0,0,0,0,7.338,99.631,3.095,173.982,402.732,0,2438.127,0,296.559,104.222,3.676,6.476,125.725,0,5.728,678.513,3061.604,0,0,0,0,132148.844,0,0,13669.51,0.086,0,4.567,7.535,0,0,0,0,428053.794,1354.832,0.554,2743.994,654.683,89.47,692.701,23760.474,0,50.325,255251.847,9.494,43.834,10.6,0,0,14.685,0.102,0,30.837,1.111,0,224.809,1639.971,119.981,0.022,0,23806.2,0,0,584.168,0,10.897,50804.218,3.333,0.924,0.49,0,3096.22,10.444,0,0,3.815,3073.552,0,0,0,654.928,0,128.657,0,694.04,162.647,9.297,0,1.052,214.41,478.121,12606.167,274.865,0,2.107,772.698,2582.114,0,0,0,0,0,0,0,18.804,0,19.304,0,0,7143.301,9460.129,27577.257,58931.295,1354.337,791.979,24.53,7448.839,0,0,0,1089.447,1576.735,0,14526.502,0,0,426.197,1309.41,528.068,2680.788,7.368,64699.101,239.476,53.152,19731.256,0,346396.865,3.488,0.233,795.515,7.106,0,0,0,10.136,2.365,0,0,0,0,0,0,0,2.322,19.385,0.007,0,0,0,0,56.439,0,0,0,0,0,0,0,0,0,0,0,0,85.011,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.505,9.276,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
