"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","KIR","TON","SLB","VUT","BTN","GUY","AIA","DJI","LBY","SPM","COM","LSO","TUV","WLF","NFK","MHL","STP","CXR","TCA"
"VNM",0,4.365,0,0,1.01,0.007,0,0,411.927,309.154,3.352,0,0,0,0,0,218.823,0,5.591,0,0,0.099,0,0,0,0,0,0,0,50.321,0,440.535,0,0,0,0.143,0,50.847,783.516,25.388,0,0,0,0,0.76,4.405,0,0.705,910.919,0,2.447,0,0,36.392,0,0,0,0,1.524,0,0,0.139,303.61,0.187,0,0,0,0,0,1663.371,0,0,24.408,0,0,0,32.18,0,0,6.267,356.29,47,4.411,124.776,0,0,0,1,80.953,0,0,13557.758,0,0,0,0,15518.642,12.161,0,10.418,47.239,0,0,0.448,0,0,1.767,0,38.852,0,0,0,0,1.541,248.444,0,0,0,0,7.369,0,0,0,0,0,860.696,0,0,0,0.054,48.164,0,0,0,0,18.656,0,0,0,0,0,0,0,6.344,5.391,0,17.071,0,0,0,0,3.996,139.319,0,0,0,0,0,0,55.467,0,0.445,0,0,9.494,539.482,64.254,0,15.115,0,14.198,0,34.005,0,0,0,131.183,9.051,0,0,506.334,0,0,0,0,5.443,60.78,0,0,0,0,0.02,12263.829,0,4022.746,0,22.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,9.122,2.642,0,0,0,0,0,3.931,41.167,147.079,0,0,0,0,0,14.756,0,0,404.761,0,4.565,0,0,0,94.252,0,0,0,0,0,36.815,0,0,0,0,0,0,328.304,0.046,0,0,0,0,0,812.806,0,0.674,312.171,0,82.917,0,1.813,0,0,1.472,0,0,19.798,0,0,45.639,221.01,0,0,0,5.082,0,0,1490.031,0,0,65.004,0,0,0,0,0,0,0,5.688,294.052,0.251,0,0,0,3.486,19,338.458,0,0,6.729,0,0,0,0,4.476,10.763,0,0,0.434,41.561,0,162.451,61.247,0,0,0,5.845,0,0,0,0,0,12.299,0,0,109.238,0,0,0,0,0,0,0,59.792,0,0,0,0,0,0,0,0,0,4.851,0,0,0,0,0,0,0,2.29,0.836,0,112.695,0.159,0,0,0,224.589,861.313,0,0,0,0,0,0.565,0,0,881.095,0,0,5830.265,2.964,183.741,0,0,0,3.593,0,33.531,0,0,0,36.167,22.008,0,0,85.33,0,0,0,0,0,89.566,0,5.756,68.989,400.9,0,65.116,0,86.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,28246.138,0,0,495.152,0,0,18.197,916.584,21.946,0,0,0,0,0,3.885,0,0.521,0,1155.452,38.317,0,0,0,3.096,0,0.207,0.4,0,4.99,211.94,0,0,0,0,0,116.555,1185.007,29.834,0,1.697,329.279,0,0,0,0,0,34.631,0.131,0,0,0,62.224,0,0,19.832,3.509,7.006,0,0,30.963,161.727,0,0,7.971,0,0.003,0,539.845,374.875,0,8.27,0,0,0,0,12.295,0,0,28.894,1,0,95.409,0,4.821,4.743,28.804,23.958,12.56,0,25.335,1.85,0,508.702,0,133.71,0,0,0,1.04,0,7.288,0.231,0.023,0,81.265,42.847,1.078,0,54.147,0,357.421,112.61,18.064,0,0,0,0,1.936,322.912,0,2415.247,0,0,24.349,3.804,0,0,0,51.8,0,0,459.721,0,4.485,0,0,0,4.239,0,0,3.88,37.876,3.595,0,167.905,119.983,0,0,1.449,17.994,0.519,14.783,0,0,0,0,0,16094.091,2.437,0.118,11.836,36.295,13167.705,57.321,6.269,52.503,0.153,0,0,340.296,114.558,2.504,5.801,121.099,556.628,24.766,0,0,26.438,5.867,0,0.536,15.444,2.255,873.714,0,127.325,0,0,10400.204,248.63,432.368,406.31,0.082,1.391,0,4.988,0,0,499.101,0,0,0,0,0,0,0,440.651,0,0,0,117.869,0,0,0,0,0.245,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",42.277,1.582,58.98,0,615.201,127.944,0,12.078,707.622,1664.413,798.82,0,8.456,0,0.811,0,541.221,0,15.427,17.257,0,1306.539,0,0.004,0.336,630.835,0,0,6.357,0,2.778,201.919,153.605,0,0,1.849,1.441,584.68,2443.208,287.792,1.466,1.631,5.671,0,88.24,157.645,263.665,126.428,1392.936,0,183.313,0,14.614,118.932,49.349,185.527,0.082,0,26.087,0,0,670.386,24517.692,2.232,0,10.183,16.517,0.317,0.317,9153.499,162.135,146.514,1275.315,2.473,0,0,1.169,9.939,0,24.052,413.038,5099.801,92.916,30.374,159.7,24.236,108.901,695.416,8390.211,0.422,19.892,1162.893,13.688,40.031,1.695,0,176.718,7.508,0,0,13.452,8.128,0,212.559,36.263,8.227,5.568,1.616,42.391,0.88,2.079,66.985,47.64,92.39,2145.048,75.643,147.476,28.482,0,2867.72,0,14.937,0.946,0,0,1228.609,1.671,10.708,0,19.051,139.309,4.124,0,514.104,0,282.849,0,0,0,2.44,373.126,0,104.854,308.78,63.744,0,823.289,15001.264,0,0,43.019,789.002,936.573,53.677,0,0,0.004,0,449.065,8347.106,21.75,363.963,1.69,0,332.154,429.059,224.245,136.854,44.823,0,402.976,0,0,0,0,0,611.513,515.528,19.255,0,233.657,0,0,0.278,1735.401,93.13,813.677,0,3,40.931,35.956,1547.173,3521.518,0,2604.423,2.267,89.277,0,2422.144,0,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.525,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.528,0,0,0,0,0,15.112,0.69,0,0,0,0,0,0,0,0,1.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0.453,889.117,0,0,199.762,0,381.424,235.422,662.482,1069.536,2.467,12.778,18.809,0.154,19.426,924.739,0.928,11.17,118.927,0,1908.76,0,0,0.252,62.071,0,1.233,5.704,0,0,1156.992,0,47.331,0,2.313,480.404,4570.137,7300.784,189.26,0,0.617,6.167,0,25.875,938.062,22.972,5.823,378.236,20.351,6425.885,0,55.194,14.36,26.002,0,14.338,0,2516.309,0,0,5407.932,1589.972,0.319,0,0.308,14.279,0,11.15,5383.572,902.057,0.771,203.043,2.004,0,0,64.627,4.934,454.502,0.409,520.813,243.594,47.997,886.927,453.135,8.171,126.885,651.339,1879.182,0,186.55,1014.155,198.606,0.308,399.463,0,1266.894,9.81,0,0,436.374,77.241,0,174.96,2.004,2.476,3.57,0,236.06,1.116,0,9.74,0,2.558,1130.243,0,364.31,21.458,0,278.387,72.77,158.182,3.238,0,0,3555.873,15.726,2.775,0,136.186,133.558,209.213,458.819,1729.052,0,16783.913,0,0,0,234.497,419.557,35.614,31.427,95.441,41.01,0,2963.742,248.253,0,0,8.788,91.733,1124.598,2.313,0,0,0,0,0,1361.811,22.663,127.697,7.863,50.877,1368.133,921.152,227.251,3.113,42.243,0,1315.538,59.202,1348.96,488.729,0,0,0,757.623,3.7,0,405.938,29.91,0,20.576,635.348,152.771,1915.756,5.55,113.78,79.357,135.377,128.739,3173.361,172.211,8843.828,0,101.752,0,50.349,0,0,6.784,0,0,0,0,0.226,0,0,104.529,13.413,0,0,0,0,0,0,0,0,0,0
"CHE",0.35,0.696,31.147,0,117.375,3.089,4.898,10.598,120.575,2582.852,21953.308,0,5.744,12.217,15.903,0.573,2868.246,0,0.181,40.551,0,2462.278,0,0,0.764,186.631,0,0,19.371,0,3.198,713.732,1.242,0,0,126.984,0,154.609,37344.116,49.688,0,0.3,1.788,0,5.64,157.237,0,170.254,3747.178,0,370.715,0,0,8.047,18.322,0,0.378,1.423,47.479,0,0,2646.367,6936.265,0.434,0,40.581,7.362,0,0,53788.72,0.075,0,407.681,0,0,0,0.136,6.609,0,0,7380.223,2955.943,16.067,54.31,207.167,1.411,264.427,520.989,4355.461,59.277,0,10640.55,52.897,23.558,38.134,0,7176.199,50.293,0,0,25.247,141.786,0,25.831,30.556,2.601,8.19,0,449.065,0,0,37.901,0,3.159,705.245,0.716,1.095,0.199,0,18.334,0,19.64,1.042,0,0,2245.937,0,0,0,167.301,170.581,0.089,0.993,10.51,0,442.838,0,0,0,530.783,1.162,0,0,58.326,30.556,0,2351.038,163.017,0,0,88.403,72.423,318.42,0,0,0,0,0,0,265.833,22.899,1070.745,0,0,3678.526,5577.974,68.636,12.893,37.63,0,4917.549,8.897,3933.547,0.705,0,0,1152.319,0,1.095,0,1062.935,7.602,0,6.168,617.833,186.893,967.504,0,0,272.696,2.1,47.133,3640.953,0.755,41581.402,0.187,2.022,0,64.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.739,0,0,0.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,8.417,13.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,56.747,0,0,0,0,0,0,0,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,13.86,0.21,0,0,0,0,1.238,8839.38,26426.535,157.575,0,16.88,679.064,3.032,0.062,529.517,0,1.053,11.558,0,5923.088,0.331,0,6.273,0.154,793.761,0,82,358.04,36.145,3568.721,0,0,0,4.055,0,117.824,19697.189,2700.804,0,0.403,0,0.15,0.157,74.48,0,0.424,435.136,0,11265.622,0,121.138,885.837,1.124,0,0,0,227.302,0,1.22,18.854,10826.818,0.822,0,0.047,0,0,0,3896.278,0.116,0,55.014,1.522,0,0.398,21.086,0,0.083,13.073,5114.613,301.195,17.287,9024.27,54.101,0,25.968,305.971,369.015,0,0.2,72805.035,1,19.336,0.126,0,13115.295,22.33,1.828,672.911,16.155,0,0,0.414,0.104,0.801,5.515,0.006,8834.541,49.048,0,0,0,1.49,4481.077,0.095,0,4.648,0,11.109,0,80.422,0.008,0,0.163,3049.145,15.1,0.03,0,8.092,14241.948,0.112,0,0,0,137.49,0,0,0,1509.365,0.091,56.783,1.152,1196.953,2617.743,0,15431.746,63.639,0,0.058,1.451,4.723,204.454,0,0,2.785,0,0,0,1149.146,0.022,18.553,0.043,0,29874.859,7253.658,70.824,7049.462,86.749,0,5116.795,1.944,6491.363,0,0.063,0,2955.971,1249.834,0.207,0,0,0,0,0.88,654.253,7.437,456.592,0,0.15,1.929,128.765,41.417,965.42,199.424,210856.676,0,167.325,0,0.705,0,4.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.129,0,0,0,0,0,0,0,73.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.157,0,1.811,0,0,0,0,0,0,0.566,0.359,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.411,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.555,0,181.518,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0.758,0,0,0,345.289,0,41.118,0,220.374,54.602,0,94.724,163.94,55.388,0,31.387,0,0.06,0,0,0,0,0,0,0.591,0,0,0,0,6.439,0,0,0,1.636,33.322,0,0.227,15.934,8.642,0,1.535,0,0,0,0.39,0,1.575,27.909,0,2.391,0,0,0,0.301,0,36.383,0,0,0,0,0,95.147,0,0,0,94.309,0,18.319,5532.336,55.119,0,0,0,0,0,0,0,0,0,99.499,9,0,0,4650.493,0,8.647,1,2.547,15.933,0,4.408,0.196,0,0,0,18.525,3.725,0,0,0,0,0,0,0,0,1.877,4.154,0,136.904,0,25.814,0,3.347,0.681,0,14.703,0,0,0,0,0,0,0,0,2075.542,0,0,0,0,26.439,0,0,239.604,0,2.374,0,0,0,47.121,0,0,0,0,0,0,0.272,1.998,0,0,0,0.1,31.28,20.638,0,0,0,0,0,0,1.022,0,2.849,0,1806.38,46.631,0.08,0,17.205,0,40.554,1.282,11.694,1037.635,0,0,17.111,14.96,0,0,115.714,0,0,0,0,0,249.844,0,12.23,0,0,107.298,429.4,1703.875,156.677,0,7.183,0,3.276,0,0,0.859,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0
"TUN",0,35.71,9.882,0,0,0,0,0,61.644,26.646,34.372,0,0,0,0.801,0,0.463,0,0,0,0,22.534,0,0,0,0,0,0,0,0,0.551,0,0,0,0,0,0,1425.41,0.068,1.21,0,0,0,0,0,49.132,0,0,6.342,0,0,0,0,1.113,0,0.763,0,0,0,0,0,0,6508.211,2.451,0,0,0,0,0,187.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5204.622,0,0,7457.617,0,1.268,0,0,0,0,0,0,169.549,0,0,0,0,0,0,0,0,0,0,14.188,0,20.791,178.015,0,0,0,0,0.5,0,0,0,0,0,0.783,0,0,0,7.093,0,0,0,0,0,0.871,0,0,0,0,0,0,0,2145.544,0,0,17.2,0,0,0,0,0,0.793,0,0,0,0,0,0,0,0.489,17.937,0,0,0.096,13.007,0,0,4.049,0,4.496,0,3.002,0,0,0,0,8.114,0,0,6.864,0,0,0,617.678,0,26.177,0,0,0,0,0.966,12.498,0,54.026,0,1.777,0,0,0,0,0,0,0,0,0,0,0,0,0,602.447,0,0,0,0,0,0,0,0,0,0
"TUR",90.918,211.435,102.415,0,0,0,0,912.693,39.752,33.765,129.543,0,7.535,10.402,11.873,0,43.764,0,4.585,94.032,174.819,8.059,0,0,0,50.424,0,0,132,3.2,0.624,80.489,0,0,0,10.854,0,444.384,68.891,31.402,0,0.693,4.972,0,0,20.166,0,230.555,21.436,0,31.52,0,0,4.656,0,22.826,8.169,0,7.828,0,0,18.136,1104.65,0,0,0,188.354,5.593,4.25,2460.971,0,0,329.244,0,0,0,0,0,0,0,120.683,1066.117,0,55.329,435.107,1609.267,32.343,198.346,338.671,0.133,0,7.413,170.721,38.092,4.236,0,130.881,177.65,4.683,0,131.87,22.903,0,19.692,23.925,0,3.189,0,0.928,18.447,6.992,6,4.958,3.583,641.152,25.237,17.305,4.051,0,72.633,0,2.335,0,0,0,190.257,0,0,0,4.392,0,0,0.626,22.147,0,79.806,0,0,0,78.496,0,0,14.645,120.076,33.277,0,157.555,64.393,0,0,338.951,4421.29,524.991,0,0,0,0,0,0,59.527,11.374,193.108,0,0,221.136,137.886,16.259,54.897,16.619,0,14.686,27.661,221.316,72.541,0,0,397.533,1429.068,102.795,0,3.761,0,0,0,503.432,24.624,0,1714.687,144.696,26.039,63.977,239.899,513.82,1.815,2477.498,0,39.136,9.531,2.465,0,0.34,0,0,0,0,0,0,0,0,0.178,124.452,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052,0,0,0,0,0,1.656,3.388,0,0,0,0,0,0,0,0,0,0,24,0,0.481,0,0,0,3.277,0,0,87.352,0,0,0,1.087,0,0,0.006,0,0,0,23.577,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",2.075,0,381.695,0,0,0,0,192.078,0,0,7.848,0,0,0.84,41.262,0.899,3.999,0,0,3.572,0,1.021,0,0,0,0,0,0,740.419,0,0,8.164,0,0,0,3.611,1.853,0,285.338,0,0,0,2.243,0,0,10.05,67.566,0,3.275,0,0,0,0,0,0,2.919,0,0,0.273,0,0,0,54.109,0,0,0,136.199,0,0,51.492,0,0,11.209,0,0.133,0,0,0,0,0,6.13,38.503,0.229,1.44,19.472,526.001,0.651,204.922,9.032,0,0,112.249,239.662,0,0,0,0.327,0,26.86,0,0,0,0,0.982,0,0,0,0,0,0,0,0,0,0,54.175,0,24.396,4.683,0,0,0,0,0,0,0,8.955,0,1.793,0,0,9.385,13.448,0,0,0,0.266,0,0,0,21.6,0.94,0,0,0.025,0,0,12.347,0,0,0,0,3.29,14551.035,0,0,0,0,0.164,0,0,0,0.119,0,0,148.193,35.701,309.952,173.103,3.615,0,0.096,0,4.603,143.152,0,0,0,16.3,0,11,23.737,0,0,0.015,65.649,5.427,43.349,0,0,0,56.339,0,21.043,0,0.975,0,0,51.48,0,0,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
