"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","KIR","TON","SLB","VUT","BTN","GUY","AIA","DJI","LBY","SPM","COM","LSO","TUV","WLF","NFK","MHL","STP","CXR","TCA"
"DEU",34139.131,285.662,1042.036,0,22.541,76.362,4.885,623.01,12200.871,16414.576,118350.312,7.312,491.96,241.261,194.313,18.026,134791.703,0.94,140.919,1674.098,15.129,23155.745,88.018,0,8.74,3827.638,46.212,13.786,1197.575,17.509,150.678,14102.637,9.046,9.384,0,543.377,14.716,1747.469,309048.372,2772.84,0,84.817,54.351,0,160.076,1795.139,118.942,1224.985,46656.464,14.469,26962.665,0,126.193,804.694,79.4,34.335,1287.033,0.583,1837.257,0,11.738,17768.821,215258.546,13.118,988.134,66.225,312.868,0,59.614,0,90.026,2.225,5954.086,0.099,0,0,71.356,0.428,0.545,307.324,8165.868,20926.948,159.506,1786.939,17437.399,1634.792,5092.704,10699.128,109957.685,25.101,10.452,78185.505,2555.453,492.748,337.171,0.754,39580.867,1171.299,18.464,244.232,832.545,1490.447,1.004,2582.183,5912.491,10.537,12.077,4.655,14209.008,23.141,203.724,1083.179,68.608,71.895,14526.484,15.778,205.709,55.169,0,1288.278,371.016,524.354,61.691,0,36.583,133549.788,4.466,2.09,0,34.031,2067.473,139.579,0,159.702,0,19181.843,0,0,0,1036.334,217.393,88.482,190.793,867.994,1703.089,0,75093.434,9332.024,0,0,1636.882,8603.863,54615.386,163.977,0,0.104,0.819,0,230.718,9361.879,38.29,2843.829,3.992,5.312,30148.127,24466.395,25107.533,1573.498,3876.563,0,9450.815,314.449,76149.44,477.159,0,0,50372.661,86668.534,379.328,30.413,8599.89,7.981,0,113.038,12196.192,1010.585,35878.435,132.673,109.615,5508.667,482.665,2154.422,170584.002,40.828,427432.337,9.223,252.223,158.268,462.442,0.293,30.299,152.298,3.657,0,0,0,0,0.738,0,9,43.77,0,0,0,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.554,0,0,0,0,0,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0,0,0,0,0,0,0,2.042,0,16.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.196,0,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,3.486,89.333,0,0,0,0,0,0,22.684,96.648,0,0,1.872,0,0,5.613,0,0,77.18,0,25.952,0,0,0,118.867,0,0,0,0,22.792,47.023,0,0,0,0,0,0,7.015,0,0,0,0,0,0,6.532,0,822.884,0,0,1.455,0,0,0,6.485,0,0,0,6.283,0,0,0.1,448.707,0,0,0,0.323,0,0,116.178,0.316,0,0,0,0,0,0,0,0,0,3.287,6,0,30.313,0.73,0,1.739,8.39,142.524,0,0.332,12.949,0,0,0,0,40.373,5.532,0,0,2.587,0,0,0,0,0,2.508,0,0,0,0,0.387,0,0,3.832,0,0,0.249,0,0.205,0,0,0,0,0,45.076,0,0,0,0,0,0,0,0,0,0.99,0,0,0,1.972,0,0,0,4.794,0,0,23.903,0.98,0,0,0,170.836,11.758,0,0,0,0.291,0,0,1.543,0,54.416,0,0,89.964,54.787,0,0,7.208,0,1.65,0,25.361,0,0,0,0,13.496,1.391,0,1.846,0,0,0,2.282,3.88,20.642,0,0,0,27.612,237.45,37.81,0,113.187,0,0,0,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,6.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,4.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,2.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,4.384,0,0,0,0,4.757,0,0.018,0,0,0,0.461,0,0,0,102.161,0,0,0,0,0,0,0,1.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,8.424,0,0,0,0,0,0,0,0,1.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.574,0,0,0,0,0,0,0,0,0,0,0,0,0,22.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.346,0,0,0,0,0,11.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,98.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.112,0,26.646,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",4.509,41.826,253.135,0,10.806,52.966,0,6.89,372.73,16065.886,382.892,0.634,16.822,467.554,4.443,2.564,23088.725,0,49.173,19.413,0,4324.331,0.071,0,10.198,173.805,67.232,0,180.68,82.407,7.004,693.639,0,0,9.729,238.405,0,333.832,34064.292,304.794,0,11.02,0,0,58.879,26.553,0,99.356,592.847,0,2356.421,0,312.525,448.019,4.444,0,1.442,0,37.01,0,9.147,1102.901,2434.706,250.64,0,0,103.517,0,41.825,30403.879,32.893,0,506.294,0,0,0,91.395,3.893,0,1.096,0,3814,21.067,6647.959,121.884,5.01,285.427,4922.913,1072.543,0.038,25.675,184060.452,5.517,6.676,297.774,356.566,83289.934,1.888,7.668,0,65.245,474.142,4.106,11.46,25.015,243.834,80.238,0,4482.478,15.647,0,455.213,0,4.381,715.769,37.249,3.355,4.149,0,26.881,1.037,62.327,0.917,0,292.443,68736.564,0,4.645,0,94.543,753.723,1.089,0,513.447,0,347.861,0,0,0,80.176,751.747,4.063,5.274,29.11,443.797,0,573.677,854.37,0,0,60.28,49.755,238.225,0.291,0,0,3.833,0.084,0,200.906,1.563,5.201,0.003,0,10528.516,3589.668,1164.881,659.871,35.162,0,1790.899,5.959,7011.288,0.64,1.979,0,5226.348,559.915,166.769,0,15024.709,0,0,1.36,3103.009,23.419,4393.431,0,345.228,24.654,1.532,286.17,25578.563,25.633,15118.419,0,404.137,10.566,716.162,0,0,8.124,0,0,0,1.859,0.605,0.009,0,0,0.838,0,0,0,0,0,0,0,0,0,0
"HUN",0,0.708,160,0,31.922,0,0,7,372.338,438.729,7722,0,61.524,0,1.199,0,429.493,0,0,134.523,0,350.416,0,0,0.105,244.694,0,0,6,0,0,3083.837,0,0,0,1.412,0,67,590.136,28.424,0,0,0,0,0,211.292,0,51.356,1774,0,138.592,0,0.702,3.196,0.333,0,0,0,78.607,0,0,71.268,7549,3,0,0,14.961,0,7.594,13328,1,0,186.653,0,0,0,0,0,5,0,3,0,5.549,276.094,0,0,36.293,116.288,5220.426,0,0,504.248,61.05,209.498,36,0,886.167,14.379,0,0,141.621,16.955,0,15.744,151.136,0,0,0,126.627,0,0,2.026,0,0,765.432,0,5,22,0,10.713,0,4,0,0,2,3405.165,0,0,0,10,14.025,0,0,21,0,58.433,0,0,0,0,0,0,0,15.224,0,0,2608,675.741,0,0,87,7699.269,1272.036,0,0,0,0,0,0,518,4,718,0,0,30.3,70.812,4128.942,14.191,235,0,24.397,0,2125,0,0,0,474.324,165.953,96,0,3011.623,0,0,0,3139,11,1018.379,0,0,10354.764,32.84,8,5848.445,0,2055.831,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,4.639,1.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,29.75,0,53.995,0,0,0,0,0,0,0,0,0,0,4.541,0,0,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0,0,1.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21.172,0,0,0,0,0,0,0,0,0,0,0,0,1.347,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.291,0,0,0,0,16.425,0,0,0,0,6.902,0,0,0,0,0,0,0,0,0,0,59.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.777,0,0,0,0,0,0,41.194,0,0,5.834,0,0,0,0,0,0,0,0,0,0,0,14.268,0,75.362,0,0,0,4.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,6.357,84.837,0,0,6.658,0,0,926.955,1382.755,222.951,0,3.592,0,3.919,2.493,2732.56,0,8.596,38.546,0,5129.339,0,0,0.639,0,0,0,85.2,0,5.267,2307.566,0,0,0,1.163,0,166.597,2567.747,883.85,0,0,0,0,7.658,39.862,0,0,2507.938,2.412,0,0,0,43.718,32.308,0,2.794,0,21.289,0,0,107.931,2299.464,23.443,0,0,0,0,0,2904.02,0,0,0,0,0.155,0,0,0,0,1.322,230.1,647,6.794,0,0,0,55.578,5,0,0,0,24127.268,0.181,7.113,0,0,3735.06,15.524,0,0,56.509,0,0,0.053,4.673,0,0,0,2728.951,0.383,0,0,0,86.625,7553.51,0,2.194,10.865,0,46.755,0,0,0,0,0,388.715,0,0,0,13.679,106.224,22.583,0,0,0,171.341,0,0,0,78.063,0.026,0,3936.529,607.827,84.157,0,6668.283,45.411,0,8.041,0,4.713,1079.197,0,0,0,0,0,0,0,0,27.303,0,0,351.469,33777.672,2135.431,177.857,9.876,0,278.241,0,427.18,0,0,0,0.308,25.068,0,0,4515.473,0,0,2.478,14.303,88.54,283.827,0,0,87.846,6.703,65.412,823.671,0,19609.253,0,55.626,0,192.42,0,0,0,0,0,8.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,13.768,0.084,0,0,0,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,0,0,0,6.466,2.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.054,0,0,0,0,0,26.996,0,0,0,0,0,0,60.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.665,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,30.916,0,0,20.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,98.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0.029,8.429,0,0,0,0,3.744,230.421,3062.605,825.842,0,12.494,0,2.167,1.334,3181.142,0,0.073,0.579,3.89,418.771,0,0,11.797,17.828,0,0,4.8,0,23.008,48.706,0,1.142,0,4.787,0,0.078,2851.065,147.895,0,0,0,0,0.76,9.221,0,2.356,133.226,0,74.806,0,0,0,0,0,5.302,0,89.356,0,0,968.219,11433.821,6.561,0,0,0.896,0,0,1884.634,7.503,0.409,114.13,0,0,0,0,0,0,0,647.66,827.534,29.481,12.146,0,0,0,567.135,7565.303,0.872,0,9199.371,31.88,3.799,14.991,0,646.754,37.485,1.528,0,64.3,0.18,0,181.805,13.482,0,0,0,372.577,0,0,18.426,0,5.777,468.364,0,11.38,0,0,87.804,0.448,9.595,0,0,0,4872.557,0,0,0,2.352,1045.92,0,0,22.577,0,2056.181,0,0,0,38.505,0,0,0,24.805,14.817,0,662.555,106.269,0,0,112.491,4435.754,660.504,0,0,0,0,0,0.371,214.91,0,113.348,0,0,2211.821,3477.312,38.955,38.237,28.576,0,433.081,3.187,2633.737,0,0,0,963.227,5126.934,0,0,354.174,0,0,0,708.78,4.732,765.947,0,6.068,35.73,18.714,94.937,27711.863,0.483,5337.548,0,0.148,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,27.58,0,0,2.161,0.88,0,222.538,1020.283,11516.112,898.993,0,0,0,3.647,3.002,532.977,7,2.9,10.01,11,1853.376,0,0,0,87.781,0,0,104.8,0,0,3546.457,0,4,0,1.129,0,1111.671,8808.387,367.398,0,22,0,0,37.014,26,0,148.12,775.306,0,58.484,0,22.316,27.414,47.45,5,76.226,0,93.57,0,53,196.203,2194.599,0.063,0,0,121.243,2,0,11948.947,52.261,0,752.437,0,0,0,7.121,0,0,9,2917.912,243.095,0.79,213,0,0,682.084,0,5285.761,0.28,2,5872.771,215.963,0,94,0,7447.388,0,26.461,0,0,28.124,0,47.759,89,59,44.863,84,33,0,0,2.928,0,31.107,1749.92,13,4.618,0,0,0,0,0,16.003,0,7,7010.411,0,0,0,12.2,529.061,6.365,5,69.486,0,462.046,0,0,0,0,12,126,19.695,678.141,419,0,2753.669,983.091,0,0,0,436.263,498.274,39,0,0,0,0,0,0,0,139.887,0.028,0,6816.558,3805.48,889.903,364.058,267.113,0,3846.333,150.784,3022.283,0,0,0,683.208,430.112,0,0,1897.498,0,0,6167,0,0,15775.5,242,34.554,198.607,533.72,1.709,11628.873,5.382,44098.032,0,87.029,0,154.746,0,0,4.365,0,0,0,0,0,175,0,60,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,972.791,1772.594,0,4.881,12.166,1.397,11.868,756.119,3500.424,4561.617,0,49.059,176.729,18.444,7.113,6840.866,0,8.181,226.35,2.18,2447.777,4.439,0,96.982,594.152,8.015,2.603,1209.265,0,2.931,698.473,22.501,0,0,62.381,0,1206.79,5844.944,998.266,0,11.384,0,0,52.552,584.554,83.309,676.159,2686.779,2.046,1116.671,0,16.798,329.77,48.032,0,101.169,0,509.813,0,0,2564.095,56183.873,110.639,0,151.019,62.594,0,20.003,20255.392,140.562,0,3384.617,0,0.209,0,1.3,0,0,10.992,1973.185,5615,4.946,49.111,704.59,64.117,227.256,1599.67,0,27.446,89.473,1211.797,197.44,86.256,166.188,0,1563.611,129.724,2.322,0,513.609,212.451,0,1133.038,89.034,5.46,2.229,0,513.533,94.74,0,512.869,0,214.796,1477.867,20.346,38.968,799.838,0,1512.704,2.861,259.933,15.886,0,0,5783.385,0,0.313,0,2.227,180.15,33.256,0.575,278.433,0,958.131,0,0,0,1206.464,125.79,0,75.906,180.804,65.748,0,12397.872,3506.279,0,0,347.358,11207.348,3962.215,56.846,0,0,4.469,14.167,0,2542.167,0.361,155.683,18.634,0,7773.469,1303.31,3819.474,116.503,2373.384,0,1145.997,0,14040.794,32.754,0,0,3524.641,6841.152,399.386,0,419.756,0,0,21.282,2855.828,1313.149,8942.232,0,132.558,2212.334,112.872,3477.31,8270.643,23.568,6847.206,5.708,95.934,0,755.533,0,3.873,0,0,0,0,0,0,0,0,0,367.564,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,8.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,0,0,0,0,0,0,6.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,6.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0.617,0,0,0,4.694,0,0,0,0,0,0,0,0,0,0,0,1.997,0,2.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,48.376,21.262,0,0,60.354,26.695,53.058,6913.847,13304.38,2134.919,26.248,43.37,1402.879,20.802,2.748,4632.13,2.599,609.904,379.893,0,26138.885,1.718,0,73.663,272.772,18.747,0,696.421,107.465,7.523,10438.023,0,0,0,531.076,0,1528.287,498559.501,792.49,0,0,4.22,0,55.234,686.615,30.832,56.973,18688.067,0,359.781,0,37.02,333.536,28.354,0,299.405,0,353.361,0,54.014,1896.206,25782.087,35.808,0,0,11.265,0,15.85,163006.407,0.074,6.405,116.906,0,0.853,0,30.32,0,0,32.718,346102.7,16248.616,57.206,9452.357,269.132,13.45,5677.016,2942.589,7935.498,0.104,5.813,0,270.65,55.429,83.604,0,173021.195,113.833,17.796,29.538,213.987,22,24.427,124.863,16905.15,1798.317,774.358,0,22407.249,23.753,0,91.232,0,1288.743,18031.988,33.105,51.368,15.894,0,519.562,0,32.565,7.899,0,4.977,37128.305,14.342,0.099,0,47.082,1090.554,8.975,0.109,139.402,0,2949.946,3.14,0.979,0,981.147,533.548,91.428,158.094,622.496,9281.836,0,4755.839,1542.753,0,181.864,1525.477,364.116,4086.209,0.094,0,0.799,0.421,1.108,0,1184.454,0,284.956,0.045,0,28482.574,50729.439,3332.386,22983.748,310.658,0,2354.901,0,5685.465,12.351,0,0,10529.995,3813.238,26.75,40.502,135716.135,0,0,28.537,5404.771,77.489,12994.297,380.531,14.016,79.891,101.075,1731.581,33860.863,25.519,369249.013,0,169.435,40.703,1910.029,2.65,19.152,29.475,14.267,0,0,3.554,71.472,0,0,2140.117,0,0,0,0,1681.847,0,0,0,0,0,0
