"AFG","ALB","DZA","ASM","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","KIR","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","STP","CUW","COK","FSM","WSM","SSD","KNA","ATG","COM","DJI","PSE","GIB","BMU","IRQ","GNQ","ERI","GRL","BES","PLW","SOM","SYR","ATF","WLF","GUM","MNP","BTN","FLK","IOT"
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.706,0,0,0,0,0,0,0,0,0,3.58,0.53,0,0,0,0,0,1.385,0,0,0.504,0,0,0,0,111.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0.031,0.032,0,0,0,0,0,0,0,16.325,0,0,0,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,1.159,0,24.33,763.386,0.575,38.13,11407.866,94.921,0,11.668,160.915,15.277,2.972,300.613,1.539,0.056,81.861,3647.699,0,103.855,0,0.337,729.081,563.326,7.821,28.288,7.658,9.266,13846.674,0,0,0,255.091,0,13.03,21676.884,0,0,4.659,0,2.423,149.619,66.838,0,1.031,227.627,9.61,118.537,0,34.959,58.799,4.131,21.841,31.831,121.747,1418.467,779.895,0,0,130.005,0,12125.475,73.343,0.766,19.017,0,11.395,0,1.286,0,0.212,0,698.009,7.301,2544.88,344.66,99.755,2398.026,1159.887,10.632,12.497,2659.014,8.232,0,246.459,4.403,12946.708,22.616,0,0,31.002,0,84.143,0,0,76.386,0.044,5797.357,27.935,5.345,10451.981,133.648,66.946,25.951,0,0.548,10235.82,0.61,0.12,99.915,0,51.59,153.228,8.083,355.572,0,16.056,3411.788,10.24,0,0,5.837,279.744,2.244,0,1653.596,0,0,46.14,0,398.846,86.417,49.272,72.111,9.805,13555.53,0,552.049,55.198,9.725,0,28.076,41.345,786.67,468.621,0,0,0,84.39,0,24.535,180.856,70.424,95.46,0,7.451,24907.392,11259.435,55.399,1915.111,3.542,722.322,259.781,582.495,0.2,1.114,0,244.427,2465.496,0,3351.828,35.55,0,10.241,38.175,32.097,381.293,0,0,0,202.303,886.057,0.075,61.036,9861.407,122.9,17094.93,0,5.446,0.69,1.016,0,31.237,0,0,0,0,0,0,0,0,0,0,322.126,0,0,0,0,0,0,0,0,0,0,0,0,11.397,0,0,0,0
"HUN",0,0.172,16.598,0,0,0,0.01,2.892,59.341,4075.572,0,0.403,0,0,0,108.817,0.2,0.805,0.185,19.396,0,0,0,0,312.285,0,0,1.609,0,6.272,49.146,0,0,0,35.488,0,9.499,317.51,0,0,17.553,0,0,0.404,11.52,0,0.115,733.213,0.25,97.81,0,0.4,0.686,2.261,0,19.252,0,1.066,467.387,0,0,0,0,13449.79,0,0,7.048,0,0,0,0,0,0,32.294,0,0.858,6.726,19.233,13.974,322.918,94.211,0,0,104.494,89.233,0,0.666,0,273.275,3.992,0,0,4.593,0,150.776,0,0,1.596,0.791,0,0,0,90.155,0,0,71.226,0,0,485.25,0,0.044,0,0,8.727,0,0.133,0,0,0,3041.207,0,0,1.611,0,2.729,0,32.029,0,0,0,8.618,0,1.595,0,0,0,1.071,2.864,0,1540.828,101.872,0,0,1.188,348.225,58.414,0,0,0,0,0,0,0,23.251,0,28.159,0,0,39.213,24.934,2085.76,7.461,187.33,1.664,0,103.709,2.476,0,0,152.643,57.489,0,15.585,0,0,0,22.094,5.282,545.82,0,0,0,0,1803.204,25.112,11.384,5423.487,0.651,513.49,0,2.504,2.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.526,0,0,0,0,0,0,0,0,8.034,0,0,0,0,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.573,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,5.94,0,0,0,0,35.218,147.405,581.652,0,0.246,0,0.5,0,61.845,54.751,0.299,0,641.392,0,0,0,0,0,0,0,63,0.072,1.755,8113.157,0,0,0,14.72,0,2.114,9318.673,0,0,548.827,0,0,6.719,0,0,0,226.768,1.326,5.283,0,0,0,0,0.055,264.231,7.913,154.084,2093.978,0,0,0,0,10093.524,0,1.204,0,0,0,0,0,0,0.361,11049.095,0,0.358,0,0,0.309,0.018,585.63,2.207,0,13066.055,0.587,0,0,0,658.124,186.983,0,0,0.138,0,0,0,0,0.352,5.967,0,0,0,0.258,0.458,0,0,0,0.444,2657.408,0,0.262,0,0,67.124,0,0,0,0,0,4303.166,0,0,0,0,37.396,0.174,0,0,0,0,28.056,0,0.356,0.004,6.53,0,11.239,4896.121,0,411.165,24.837,0,5.356,0,0,982.59,0,0,0,0,0,0,0,26.989,0,10.342,0,0,54.466,6130.1,99.497,174.109,20.399,1537.339,0,110.602,0,1.07,0,40.892,276.5,0,120.188,0,0,0,9.013,1.618,2771.925,0,0,0,0,119.487,0.97,10.075,1110.491,0,10126.633,0,0.112,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.839,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,58.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,0,134.174,181.515,0,0,0,0.372,0.019,125.353,0.301,0.293,0,2.573,51.397,0,0,0,1268.45,0,0,9.1,0,0,326.727,0,0,0,0,0,1.999,2322.516,0,0,1.153,0,0,1.531,1.124,0,0,597.517,0,6.186,0,0,0,0,0,1.305,0,5.126,2714.267,0,0,0,0,2077.008,2.365,0,4.022,30.784,0,0,0,0,0,450.828,14.659,0.061,6.098,0,0,381.615,508.868,0,0,840.547,0,0,0.031,0,266.763,0,0,0,0,0,0.019,0,0,29.489,0,27.311,0,0,8.991,0,0,193.781,0,0,58.062,0,0,0,0,128.057,0,0,0,0,0,304.985,0,0,0,0,28.385,0,0,0,0,0,13.973,0,2.256,0,0,0,0,0,0,18.794,6.643,0,0,0,3.047,115.095,0,0,0,0,0,0,0,0,0,8.621,0,0,38.321,75.852,55.923,62.493,145.568,0.298,4.68,242.016,0,0,0,78.755,109.449,0,3.606,0,0,12.397,22.534,0,4.524,0,0,0,0,16.896,4.651,0,1738.7,0.219,5697.349,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,37.219,0,0.392,32.104,50.13,0,0,0,0,0.154,91.375,0,0,0,10.86,0,0,0,0,0,0.03,0,0.5,0,21.306,3363.048,0,0,0,2.847,0,23.555,420.319,0,0,2,0,0,0.045,0.039,0,0,13.485,0,8.716,0,43.845,66.393,2.572,12,3,0,46.024,3974.437,0,4,0,0,264.473,92.488,0,5.002,0,1.741,0,0,0,1.318,412.154,31.338,0.15,5.111,0,13.171,0,35.092,0.11,121.808,84.513,0.104,0,269,0,91.573,0,0,0,0,0,0,0,0,7.667,0,0,0,0,0,0,0,0,0,0.737,150.651,0,0,0,0,0,0,0,0,0,0,460.664,0,0,0,0,77.277,0,0,1214.318,0,0,9.092,0,0,0,0,0,39.802,3.745,0,0.552,0,0,0,0,13.863,925.951,0,0,0,0,0,5.042,0,0,0,21.608,0,3.798,154.456,123.081,0.297,478.736,25.093,6.546,0,55.557,0,0,0,96.482,28.32,0,293.279,0,0,0,0,0,83.1,0,0,0,0,4.013,0.059,0,1518.509,0.65,12618.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",496.285,202.234,718.718,0,0.221,138.126,2.649,297.237,328.364,1939.334,8.602,1.969,57.265,1.019,0.21,2629.276,6.508,30.957,1.205,1199.717,0,0,0,0,791.184,0,5.639,29.713,8.387,11.96,212.282,25.444,0,0,134.076,22.372,202.395,7137.603,0,0,198.449,22.191,77.3,11.698,832.2,4.032,316.501,2319.127,23.928,658.139,0,185.15,52.963,19.147,60.725,41.275,0,170.77,9200.398,6.482,0,12.504,80.331,13226.525,162.584,0,505.952,0,4.332,1.195,0,25.328,2.135,472.775,1761.27,5.608,76.097,777.089,404.481,1573.606,0,258.019,1.398,900.346,553.55,193.344,67.458,0,637.847,141.797,0.027,1.911,62.94,0,112.15,0,13.412,53.723,34.742,0,105.05,0.635,376.641,140.016,103.143,1482.901,221.269,3.151,587.422,0.008,23.276,2.582,0,2648.949,3.222,8.419,729.674,0,2.366,2239.48,0,0,11.616,0,21.522,5.189,2.678,98.535,0,0,181.881,0,211.799,1.301,0,10.077,84.338,32.365,0,2839.275,618.69,14.563,7.869,22.193,3048.245,2608.863,112.375,0,0,0,0,0,0,72.796,376.031,86.738,0.03,94.706,2472.181,112.226,317.084,14.359,1175.101,681.379,9.01,3290.446,21.62,0,0,2473.401,12703.288,1.45,243.572,21.384,0,0,388.323,929.783,2635.991,0,0,0,209.768,62.854,2.87,50.814,5104.716,24.196,235629.526,434.424,26.909,9.444,0,308.388,0,0,0,0,0,0,0,0,3.396,0,0,16.959,0,0,0,0,27.726,0,0,0,18.81,11.362,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.293,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,0,0,0,0,0,0,0,0,0,2.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0,0,0,0,0,0,0,0,0,0,97.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.196,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,2.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",203.206,0,634.872,0,0,1.507,0.001,44.695,2687.998,30217.076,0,609.908,2712.49,0.772,0,4955.551,3.891,23.883,0,5768.55,0,0,0,0.616,4142.57,92.074,0,17.442,18.597,0.762,22470.084,0,0,0,106.351,0,31.97,1308465.347,0,0,155.02,0,48.402,22.557,58.165,0,0,15561.327,0,126.793,0,375.03,16.564,2.977,240.669,232.925,0,3800.265,38747.206,0,0,37.106,0,119448.625,8.697,0,26.909,0,1.592,0,0,0,2.796,561139.677,19450.905,4.106,42339.844,199.336,800.094,11517.786,13735.509,9.872,0,0,37.785,12.283,34.609,0,405596.26,843.83,0.349,5.421,3.394,0,79.91,0,0,700.263,151.996,8350.594,192.103,3.964,108463.394,0,4.071,0.143,0,10.701,72179.638,0.527,13.977,9.438,0,8.239,0,27.443,40.868,0,1.825,89259.267,0,0,0,0,1530.468,6.751,0,124.686,0,0,1542.892,0,352.195,0,1.872,90.833,37.72,37381.039,0,7284.077,2482.666,0,0,10.666,3585.765,5301.433,11.886,0,0,0,0,0,0,35.511,2.863,157.381,0,0,27924.932,75753.167,8966.348,54380.877,1898.542,344.815,5.35,6497.224,0,0,0.001,3229.002,5883.241,0,254351.248,0,0,0,1316.411,1386.839,7596.713,0,0,0,10.096,334.411,43.392,36.475,38676.882,60.992,575602.121,19.302,4.287,1.987,0,0,2.644,0,0,0,2.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.015,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,28.17,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0.156,25.635,0,0,0,0,516.341,0,0,0,0,0,0,0,0,0,7.121,0,0,0,0,0,0,94.127,0,0,0,0,0,0,0,0,0,147.084,0,0,0,0.236,0,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,85.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,1.329,0,0,0,0,0.06,0,0.734,10.77,0,0,0,0,0,0,0.099,0,0,0,0,5.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.162,0,0,0,0,0,0,146.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.614,0,0,0,0,0,0,0,0,0,0,0,0,4.289,0,0,0,1.581,0,0,0,0,0,0,0,0,2.663,0,0,45.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.201,0,0.027,0,0,0,0,0,0,0,17.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.215,0,5411.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.004,0,0,0,0,0,0,0,0,0,0,0,8.718,0,0,106.647,0,0,0,0,0,0,67.949,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.485,0,0,0,0,0,0,0,0.454,2.529,0,3.303,0,0,0,0,25.541,0,0,0,0,0,0,0,0,0,0,0,52.895,0,0,0,0,0,0,0,0,0,2.081,0,2.582,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.628,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.973,0,0,0,0,0,0,0,4.642,0,0,0,0,0,0,16.852,0,4.658,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597.469,0,0,0,0,1624.164,0,0,0,0,0,0,36.402,0,0,0,0,0,110.114,0,0,0,0,0,0,0,0,0,0,0,0,0,42.691,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.767,0,0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.136,0,0,36.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.094,0,0,0,0,0,0,29.443,0,0,0,0,0,61.87,0,0,0,0,0,0,0,0,0,0,0,0,53.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.981,0,0,0,0,1.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",44.784,0,2.484,0,0,0.004,0.204,71.467,42410.264,2397.081,0,138.686,1.039,5.923,0,14952.424,3.378,562.549,0,9933.329,0,0,0,2.65,943.987,46.377,0,102.974,148.867,20.053,37661.152,0,0,0,689.714,0,2971.737,1720139.863,0,0,184.477,18.412,0,66.192,8.501,0,77.436,338.886,0,254.278,0,5926.803,28.306,8.44,16.199,144.749,84.155,180.766,2500.156,113.111,0,0,0,113671.854,98.095,0,3239.127,0,19.182,0,0,0,28501.285,226707.726,7870.838,0,11984.193,3001.542,164.083,958.355,4362.271,12.175,0,339004.071,75.688,213.599,11.758,0,0,158.313,27.275,0.005,47.492,0,0,0,0,44.467,6671.516,184.09,0.044,9.869,14376.828,4.741,28.044,134.921,0,4.861,40348.28,4.646,0.367,3.708,0,53.742,0,96.638,2.692,0,0.151,180359.196,0,0,0,0,1107.691,213.857,0,0.117,0,0,16.783,0,1274.478,3.837,27.494,2.454,47.233,3860.259,0,9257.671,92.198,0,0,142.429,1716.884,3161.308,26.623,0,0,0,0,0,0,345.039,0,7.094,0,0,13367.408,8377.08,6863.068,429541.73,1907.35,429.496,0,999.567,1.735,0,0,472.543,3499.61,0.108,50299.536,0,0,0,2429.756,2565.379,30297.847,0,0,0,33.118,457.262,1.663,443.545,2353.715,52.803,1129189.683,0,5540.606,1046.562,0,1426.971,0,0,0,0,0,0,0,0,0,0,0,57.414,0,0,214.964,0,0,0,0,0,0,187.65,0,0,0.83,0.018,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,46.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0.559,0,0,0,0,22.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156,0,0,0,0,0,0,0,0,0,114.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,67.2,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,36.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.569,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.082,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.536,0,1.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.516,0,0,0,0,0,0,0
