"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","COM","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","VCT","SLB","COK","PYF","GUM","IRQ","PNG","GMB","SDN","NPL","CUB","GIB","STP","GNQ","DJI","SPM","BTN","ERI","KIR","FSM","PLW","TON","ATF","WLF","BLM","IOT","BES","NIU","FLK","AIA"
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,2.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",12.251,0,0,0,2.79,5.095,1.111,0,33.85,7025.643,849.688,0,3.073,632.206,13.516,1210.603,210.989,0,19.778,0.17,4.992,3753.253,0,0,0,770.279,171.197,45.902,6.768,9.607,144.161,1609.43,0,0,0,1000.604,0,1.778,123929.184,0,70.277,0,0.297,43.051,19.629,0.256,0.255,133.44,62.668,311.409,0,262.437,140.473,17.051,0.245,31.473,59.36,261.473,1030.174,0,10.11,130.243,8554.611,8.462,97.672,0,8.94,86.886,38.36,5.294,0,3.525,0,3434.128,2.25,733.484,30.068,84.725,2024.578,1131.31,229.007,28.908,1083.055,129.344,0,45.355,0,27127.496,1.664,0,0,21.211,0,22.241,0,0,68.099,0.143,2340.372,681.944,27359.622,10701.35,132.902,116.029,38.54,0,0.052,1488.595,0.012,13.934,0,0,124.173,233.137,0,508.142,0,16663.886,0,9.423,0,0,0.449,134.921,0.01,0.097,3216.267,336.709,0,0,1488.299,2.503,159.153,17.878,65635.243,284.516,649.901,0,0,14.645,32.78,1957.387,728.6,0,0,1.637,8.473,18.714,8.75,70.918,0,0,91636.622,8338.048,134.087,4344.875,2.386,0,4238.275,639.577,2608.77,0,11.052,0,1054.923,1582.631,0,0,2509.538,3.971,2.468,3.492,117.083,530.667,0,0,187.887,1252.783,44.486,2436.247,7703.044,95.291,2621.922,87.072,15.647,1.86,4.933,0,0,27.834,0,0,0,0.796,8.13,0,1.151,7.618,0,63.135,0,0,0,0,0,0,0,0,4.146,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,8.894,0.237,0,0,0,0,0.48,7.037,84.695,4118.18,0,1.533,0.32,0.164,0,8.967,0,0.49,1.002,0.478,24.742,0,0,0.08,448.786,0.786,4.956,1.856,0,0,95.229,0,0,0,57.212,0,9.7,594.839,0,4.822,0,0,0,1.513,29.018,0.336,821.432,0,40.66,0,3.627,0.196,7.576,4.395,76.386,0,26.624,442.896,0,0.002,0,11699.6,0,6.712,0,0,0,0,0,0,0.983,133.567,0,0,2.088,0,132.491,292.891,1190.213,0,0,70.418,2.196,1.749,0,0,55.987,0.74,0,0,5.109,0,320.639,0,0,9.87,0,0,0,7.874,3.905,0,0,0.014,0,0.33,337.772,0.328,0.358,4.946,0,5.494,0,0.726,0,0,3632.563,0,0,0,0,0,4.212,0,0,0,10.145,0,0,5.849,0,0,6.314,14.271,2607.279,49.698,0,0,0.151,930.547,75.486,0,0,0,0.13,1.967,47.867,0,51.777,0,0,11.704,7.469,6030.379,44.789,99.594,0,11.391,0,80.003,0,0,0,142.962,86.927,0,0,32.718,0,0,18.053,7.129,556.559,0,0,0.158,4889.741,1.337,7.186,5641.968,0,486.295,0,5.086,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581,0,0,0,0,0,0,0,0,0,0,0,8.91,0,0,0,0,0,0,0,0,0.344,0,0,0,2.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,94.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.779,0,0,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,7.077,72.633,99.373,0,0.454,0,0,0,0.009,0,7.021,0.222,0,704.912,0,0,0,0,0,0,7.3,0,0,1005.874,0,0,0,1.404,0,6.033,6711.168,0,148.014,0,0,0,4.041,0,0,259.885,0,1.98,0,0,0.17,3.076,0,262.768,0,118.246,2149.71,0,0,0,1162.162,0,0,0,0,0,0,0,0,1.608,11673.403,0,0.125,0,0,288.619,4,2.688,8.437,0,11679.336,0.084,0,0,0,925.908,6.376,0,0,1.683,0,3.27,0,0,1.567,2.336,0,0.961,0,83.733,4.741,0,0,0,0,961.442,0,0.114,0.036,0,13.912,2.965,0,0.439,0,4111.159,0,0,0,0,0,21.503,0.273,0,0.366,60.324,0,0,0.735,0.011,0,20.378,1282.099,123.434,0,0,9.793,0,1.102,770.898,0,0,0,0,0,0,0,34.358,0,0,110.984,12147.837,47.192,104.259,11.572,0,28.641,0,695.24,0,0,0,4.44,170.915,0,0,508.766,0,0,13.098,30.84,183.366,0,0,0,32.15,1.346,0,1717.203,0,10074.253,0,0.082,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",3.801,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0.255,0,0,0,0,0,0,1.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0,1,0,0.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,189.564,0,0.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0.492,0,0,0,4.277,30.977,14.815,0,0,0,0.249,0,12.984,0,0,0.007,0,40.844,0,0,0,1410.178,0,0,0.717,0,0,459.308,0,0,0,0,0,0.24,1761.009,0,4.206,0,0,0,0.157,6.171,0,517.813,0,21.062,0,0,0,0,1.283,1.062,0,4.556,147.606,0,0,0,739.295,0,0,0,44.019,0,0,0,0,0,358.264,1.297,0.054,1.141,0,0,464.496,247.341,0,0,1262.202,0,0,0,0,333.866,4.12,0,0,0,0,0,0,0,0,0.976,0,0,0,15.218,0,0,149.792,0,0,35.343,0,0,0,0,2.74,0,0,0,0,35.037,0,0,0,0,0,2.316,0,2.503,0,17.814,0,0,0,0,0,0.103,3.354,19.428,4.561,0,0,0,2.75,213.68,0,0,0,0,0,15.568,0,3.671,0,0,38.461,92.123,4.938,16.204,165.673,0,9.167,0,11.081,0,0,0,8.925,33.812,0,0,4.972,0,0,0.487,2.57,1.358,0,0,0,7.927,13.544,0.062,1184.663,0,3684.133,0,0,4.095,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,91.772,0,0,0,627.356,22.745,0,0,0,0,0,919.532,0,0,0,0,2.971,0,0,0,0.526,0,0,36.965,0,0,4079.55,0,0,0,0.104,0,8.11,493.298,0,6.087,0,0,0.409,12.574,0,0,25.127,0,26.922,0,0,1.552,0.354,0,0,0,39.463,5569.712,6,7,1844.923,3952.316,24.015,0,0,0,0,0,0,0,4.046,191.007,76.291,0,4.886,0,15.909,0,705.294,0,227.47,1203.593,0,2,4.689,0,112.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.341,0,0,0,0,0,0,0,0,0,342.533,0,0,0,0,0,49.373,0,0,0,0.911,0,0,0,0,0,161.627,14.312,2.161,1.343,0,0,0,12.14,28.507,0,0,0,0,0,0,0,0.78,0,0,749.525,96.44,0,5.56,0.673,0,4.976,0,26.476,0,0,0,65.101,103.032,0,0,45.941,0,0,0,0,1.712,0,0,4.916,26.954,0,0,3186.273,0,42053.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",97.555,1429.645,103.101,0,0,6.844,29.85,12.359,195.928,162.839,9950.942,0,6.162,34.623,0.267,25.371,5950.904,0,30.179,68.896,0.381,670.826,0,0,0.16,577.867,1.308,3.309,235.154,89.561,8.152,390.34,328.683,0,0,122.241,13.517,48.151,9499.936,0,141.067,0,11.674,53.08,13.904,2115.822,878.629,3514.045,10.574,428.901,0,17.651,67.143,37.515,50.971,77.677,0,686.785,12249.317,0,7.363,18.818,16785.592,48.255,510.466,0,0,3.186,55.035,0.016,62.933,178.839,742.925,4632.13,3.733,73.683,2307.634,1686.456,112.566,0,36.757,3.267,11406.533,7.57,154.001,117.701,0,450.781,75.284,0.052,0,47.967,8.134,38.237,1.172,83.217,509.586,2738.05,0,84.795,0.835,957.673,131.01,99.098,1763.005,14.604,26.422,574.572,2.392,8.922,5.864,0,824.486,1.489,0,0,0,6519.302,0,0,0,0,0,25.193,137.391,81.615,161.526,635.042,0,0,98.992,88.92,1.733,196.077,29.21,16613.886,1706.412,14.691,0,10.674,3013.464,5863.905,154.019,0,0,0.264,0,59.315,122.495,345.839,0,0,968.249,521.366,503.257,165.193,2557.241,0,912.718,5.38,10064.755,0,0,4.286,2628.925,7635.794,1.806,0.608,448.008,93.357,0,130.691,1238.466,2020.064,0,0,169.598,1359.576,15.204,253.208,3802.984,284.78,183884.847,950.701,7.783,39.706,0,0,51.949,4.322,4.888,59.167,0,14.437,0,0,0,0,8.457,0.805,77.916,0,0,0,0,0,0,11.072,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,110.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",244.084,0,0,0,0,0,0,9.152,42.836,1441.073,35353.243,0,1.363,2433.297,4.724,0,5922.602,0,2.571,23.452,0.354,7434.959,0,0,0,2337.167,52.03,16.041,296.314,23.936,0,17135.621,0,0,0,42.836,0,34.023,1092534.097,0,129.762,0,0,6.087,31.73,3.511,0,20250.607,17.051,191.178,0,364.197,2.442,7.218,42.598,222.961,0.862,4557.845,24108.331,0,0,0,116847.954,18.306,39.739,0,0,0,0,0,0,24.072,455867.324,26266.343,2.948,37894.396,0,410.753,10032.518,12935.063,1.763,1.902,0,74.699,6.015,44.752,0,415397.538,120.348,0,2.339,3.822,0,158.965,0,0,2057.2,89.901,5034.665,0,0,82142.299,0.134,10.069,2.678,30.783,2.268,69271.415,0.104,6.135,4.221,0,369.54,0.725,0,0.517,0,112719.805,0,0,0,0,0,1020.424,0.643,11.084,53.555,706.826,0,0,719.913,0,0.486,59.793,25952.137,5989.966,2436.691,0,10.677,34.012,10652.178,4038.17,0,0,0,0,0,211.259,21.675,1837.848,0,0,12949.121,52792.536,8514.716,111160.775,1237.095,0,125.913,0.171,12172.831,0,0,0.081,4328.476,11011.044,0,141.177,448542.148,0,0,813.417,2106.316,7687.064,4.173,0,2.197,590.086,39.647,90.876,17391.89,0,545581.915,0,599.223,0.862,0,12.823,78.292,16.06,0,0,0,0.182,0,0,0,0,2.76,587.537,0,0,0,0,0,0,0,0,0,0,0,29.783,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,7.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,911.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.589,0,0,0,0,0,0,0,0,54.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,10.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,0,0,0,0,0,0,0.163,0,0,0,0,5.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,6.811,52.476,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,5.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.675,0,0,0,0,0,0,0,0,0,0,0,0,481.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.29,0,0,0,0,0,0,0,22.79,0,0,0,0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0,5007.602,0,0,0,0,372.728,0,0,0,0,0,0,0,0,0,0,2416.455,0,0,0,0,0,61.61,0,0,0,0,0,0,1.708,0,0,54.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.827,0,0,76.346,0,0,0,1.503,0,0,0,7.309,0,0,0.201,0,187.103,0,0,0,0,0,0,0,0,0,0,168.647,0,0,0,0.212,0,0,0,0,3.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.365,6.105,0,1.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.154,3.13,2.395,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0.273,0,0,0,0,0,0,0,0,0,0,28.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.694,0,0,0,0,0,2.618,0,0,0.986,0,0,0,0,0,68.923,0.048,24.349,51.773,94.105,0,0,0,0,0,0,0,3.213,0,0.164,0,0,0,0,735.598,0,0,0,0,1418.22,0,0,0,0,0,0,0,124.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.261,0,0,34.795,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",94.564,0,72.019,0,1136.614,0,0,0.041,95.9,70203.971,1576.078,0,172.719,0.413,0.12,136.596,3136.573,0,2.522,110.723,0.469,4790.352,93.498,0,0.208,937.045,1255.304,0,76.769,42.366,2.271,42247.535,0,0,0,246.782,0,88.048,777339.042,0,498.896,0,2.6,3.16,127.408,2.664,49.428,1177.562,0,364.226,0,1111.811,0,7.774,0,73.285,15.512,11.899,9468.45,0,141.768,20.669,154483.83,2.401,48.527,0,0,7.623,2.948,0,0,367.94,188723.338,2923.515,0.233,6695.415,260.454,153.641,2595.913,3856.446,0.032,0,297583.127,1.609,232.887,0.44,0,0,105.137,0.12,262.056,11.134,0,10.158,0.03,0,40.991,13874.042,98.072,6.323,0,5096.749,5.402,0,224.126,0,25.399,34798.998,71.618,10.773,0.573,0,37.372,0,4078.067,9.004,0,250507.887,0,0,0,0,1.189,1275.688,40.643,149.594,0.105,95.424,0,240.409,3335.569,0.619,0.48,9.032,3034.919,16152.357,332.243,0,148.953,146.525,331.339,3298.699,0.022,0,0,0,0,136.155,470.684,77.437,0,0,14020.91,7314.118,776.741,253721.486,5182.007,0,495.581,0,45321.332,0,0,0,254.373,2960.436,1.5,0,24505.814,0,0,2947.468,2072.129,3437.022,0,0,2.806,389.476,2.976,142.159,4369.314,3.6,816139.901,72.949,66.511,270.116,0,0,1425.238,0,0,0,0,107.305,0,428.545,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.708,0,0,0,0,0,0,0,1.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.046,0,0,0,0,0,0,0,0,0,0,0,0,43.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.415,0,0,1.899,0,0,0,0,0,0,0,0,0,0,0,53.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,0,303.218,0,0,10.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
