"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","KNA","NFK","MHL","TCA","UZB","SSD","CAF","COM","GRD","IRQ","DJI","KGZ","FSM","PLW","SOM","TJK","TON","MNP","BLM","AIA","ASM","TKL","FLK"
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,6.106,1.021,0,0,0,0,0,0,0.077,0,0,0,0.365,0,28.898,0,0,0,43.922,0,0,0,0,0,0,0,621.304,0,0,0,0,0,2.048,0,0.444,0,0,478.281,4.572,0,0,0,115.183,0,0,0,0,773.748,6.02,0,34.386,0,45.524,0,0.577,0,5.734,0,0,0,13.038,51.205,0,0,0,0,0,27.857,1.493,0,0,0,0,0,0,0,0,0,0,0,95.516,0.118,0,0,0,47,50.665,0,0,0,0,136.347,0,0,361.714,0,0,2.898,0,0,0,0,0,0,0,0,0,0,0,0,160.785,1332.738,0,0,0,7.103,12.09,0,0,0,0,0,0,234.51,0,0,0,0,0,0,0,0,0,5.727,0,0,0,0,0,0,0.262,0,4.4,452.668,0,0,0,683.094,4.863,0,0,0,0,0,0,0,0,0,8.34,0,0,161.03,0.2,4.913,33.743,17.246,0,0,8.884,0,0,0,1.767,20.384,0,0,0,0,25.211,0.006,317.862,0,0,0,0.75,2.474,0,143.078,0.039,6.548,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.864,0,0,0,0,0,0,0,6.891,0,106.157,0,0,0,0,0,0,0,0,0,0,0,0,43.401,0,0,0,0,0,0,0,0,0,0,6.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.045,0,0,0,0,0,0,0,0,0,0.829,0,0,0,0,0,0,0,16.079,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36,0,0,0,0,0,0,0,0,0,0,48.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.553,0,0,0,0,0,0,0,0,0,0,0,1.682,0,0,1.174,0,0,0,0,7.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,32.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,0,0,8.881,0.009,0,46.446,5594.053,76.655,8.114,0,509.145,3.064,0.409,165.789,0,0,2.475,2.419,42.821,10372.612,0,0,64.319,0,0.668,813.791,0,4.444,21.142,2.999,0.766,553.749,0,0,262.433,1.799,8.941,124646.697,0,61.032,0,0,0,217.044,78.187,0,9.945,4807.944,52.335,388.679,0,85.958,44.439,0,0,0,0,38.587,16.597,37.845,533.955,0,0,74.479,0,49.151,20099.918,90.924,1.189,3.003,3.714,0,12.414,62.304,0,4.389,0,47.335,0,946.233,1.123,2204.151,102.516,26.95,4385.917,2038.683,2.168,706.948,2261.822,171.538,0,591.339,0,19194.617,25.47,0,37.862,0,214.204,12.818,0,57.896,442.716,4467.183,0.14,44.424,17859.98,171.619,0,10.056,0,0,2313.957,0,1.659,109.153,19.408,644.802,0,55.213,0,155.282,9006.153,0,0,0,0,0,15.697,202.506,0.625,0,3231.597,0,107.307,396.86,133.48,46.698,21.695,53.389,3960.898,306.535,13.92,0,0,7.323,14.489,421.155,1.112,0,95.082,0,0,23.441,0,129.212,3.779,55.26,0,12.016,10102.696,18410.935,126.229,1486.737,7.098,682.489,349.919,580.15,0,9.84,0,474.448,2594.556,0,3563.846,0,17.012,12.953,162.088,162.435,0,0,435.854,520.68,0.165,116.162,5548.451,174.691,10419.41,10.473,32.043,15.64,0,0,0,18.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,84.967,0,0,0,0,0,0,0,0
"HUN",0,0.162,23.797,0,0,0,0,6.261,27.534,2658.841,0,1.022,0,0.026,0,21.665,0,0,2.42,2.093,0,36.819,0,0,0,0,0,73.383,0,0,0.058,0,0.873,205.508,0,0,1.558,0,1.927,834.672,0,57.723,0.212,0.139,0,40.999,38.388,0,0.033,738.625,0,9.861,0,1.688,0.736,2.993,0,0.773,0,0.425,0,1.338,39.675,0.634,0,2.511,0,0,9769.073,0.46,0,0,4.582,0,0,0,0,0,0,0,99.811,0,0.221,1.847,0,14.631,156.918,1247.551,3.415,0,162.851,1.686,16.416,2.035,0,113.895,2.823,0,0.182,0,20.536,0,0,19.857,638.267,0,0,0,37.181,0,0,9.267,0,0.109,909.145,0,0.409,2.052,3.237,0,0,0,0,0,1381.336,0,0,0,0,0.325,0,0.206,0,0,0,0,0.334,0.178,0.021,0,222.762,3.638,0,2319.229,36.01,0,0,2.849,1100.719,12.444,0,0,0,0,0,0,0,23.145,0,19.536,0,0,17.588,15.212,1579.146,13.184,13.371,9.416,0.23,68.634,0,0,0,17.791,75.995,0,49.043,0,0.34,20.909,6.428,419.09,0,0,0,4073.63,0.402,9.257,3698.587,2.641,935.484,2.315,8.134,0.199,0,0,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.339,0,0,0,0,0,0,0,0,0,0,0.398,0,0,0,0,0,9.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15,0,0,16.938,0,0,0,0,0,0,7.892,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815,0,0,0,0.657,0,0,0,0,0,2.845,0,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,8.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,8.875,0,0,0,0,17.259,566.808,182.497,0,0,0,0,0,0.1,0,0,89.23,0.186,0,246.978,0,0,0,0,0,0,0.3,0,18.9,0,0.553,532.375,0,0,0.553,0,2.933,471.199,0,135.531,0,0,0,2.966,0,0,0,90.765,0,4.104,0,0,0.901,0,0,0,0,56.692,0,7.677,778.208,0,0,0,0,0,4944.814,14.4,0,7.614,0,0,0,0,0,0,0,0,14727.239,0.657,0.201,0,0,0.702,0,0,0.223,0,1115.834,0.057,0.459,0,0,481.443,0,0,0.305,0,0.084,0,0,0.027,0,0,11.631,0,246.318,6.873,0,3.317,0,0,4694.252,0,0.494,0,49.139,0,0,0,0,0,927.081,0,0,0,0,1.267,0,7.405,0.352,0,28.361,0,18.529,0.341,0,0.189,4.268,15.887,4495.303,376.937,0,0,52.059,0.11,0.816,305.296,0,0,0,0,0,0,0,0,0,25.659,0,0,3.548,21464.609,71.454,203.609,14.732,149.36,0,99.031,0,0,0,12.805,106.507,0,1367.594,0.647,0,6.288,1.028,27.862,0,0,0.508,39.546,1.128,0,1565.254,0,4606.837,0,0,0,0,0,39.08,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
"IRN",34.877,0,0,0,0,0,0,0,0,0.219,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,1.098,0,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.2,0,0,0,0,1.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,2.116,0,0,0,0,0.753,83.127,37.29,0,0,0,0,0,109.845,0,0,0,0,0,20.881,0,0,0,0,0,281.768,0,0,4.561,0,0,287.412,0,0,0,0,1.525,824.915,0,1.125,0,0,0,0,3.91,0,0,7.936,0,38.268,0,0,0,0,0,0,0,0,0,8.824,2922.749,1.7,0,0,0,0,1276.766,0,0,0,0,0,0,0,0,0,0,0,391.09,110.343,0,0,0.291,0,121,345.185,0,0,621.595,0.404,0,0,0,182.425,0,0,0.855,0,0,0,0,4.317,0.745,0,0,0,4.01,0.055,0,0.157,0,0,72.01,0,2.491,0,0,0,59.492,0,0,0,226.194,0,0,0,0,7.089,0,9.88,0,0,0,0,93.642,0,0,0,0,0,7.617,33.633,4.834,0,0,5.35,5.303,124.79,0,0,0,0,0,0,0,20.776,0,0.711,0,0,25.724,71.802,125.82,6.746,160.455,0.019,0,18.457,0,0,0,0.383,265.146,0,28.489,0,0,1.135,0.609,1.36,0,0,10.64,0.305,1.757,2.885,2143.219,0,3939.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,40.032,0,0,0,61.592,111.897,0,0,0,0,0,383.16,0,0,5.409,0,1.126,15.301,0,0,0,0,0,0,0,0,2.5,0,48,666.263,0,0,0,0,38.079,93.632,0,0.218,0,0,0,3.675,0.996,0,0.673,87.658,0,3.349,0,0.197,0,6.087,0,0,0,1.22,0,12.231,5599.617,0.012,0,0,0,0,212.057,12.297,0,0,3.24,0,0,127.41,0,0,0,11.539,81.903,60.375,0,2.343,0,39.158,0,25.469,5.131,392.821,72.601,14.253,0,0,0,2,0,0,0,0,0,0,0,0.072,9.639,0,0.012,0,0,0,0,0,0,0,1071.731,0,0.033,0,0,180.2,0,0,0,0,324.089,0,0,0,0,0,0,59.34,0,0,23,0,19.112,0,0,0,0,22.367,33.473,0.68,13.303,0,0,0,7.369,50.341,0,0,0,0,0,0,0,0,0,2.091,0,0,297.086,20.78,0.376,3.305,2.243,3.977,0,10,0,0,0,51.222,49.691,0,7.953,0,1,0,0,2,0,0,68.183,0.373,0.038,0,21,0,12047.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,181.268,95.933,0.055,9.455,0,6.72,29.084,262.468,5135.094,57.895,1.388,389.898,8.547,1.519,1014.448,0,0,5.639,168.469,0,749.192,147.379,0,0,0,1.731,914.109,70.606,0,195.6,9.005,9.413,1592.211,123.926,0,85.086,0,1083.119,1424.813,0,166.242,113.474,117.722,0,57.459,3365.661,72.866,134.059,1618.783,52.396,481.659,0,626.919,105.725,16.191,0,14.604,19.536,69.096,0,1807.736,6928.863,5.558,3.087,3.736,0,57.178,16440.96,84.227,0,0,661.285,0,0,5.113,39.123,17.45,2.154,249.085,483.621,1661.468,38.671,56.467,160.3,457.099,100.56,0,29.048,29.751,5483.843,33.931,855.466,173.628,0,646.693,137.136,0,118.24,0,33.843,0,0,37.363,66.206,0,96.994,53.598,89.365,125.521,4.841,869.579,373.77,33.357,1273.609,0,6.624,11.519,1841.863,8.611,179.585,17.977,0,0.321,4973.502,0,0,0,0,1.284,0,58.602,52.012,0,681.045,0,175.101,878.225,3.234,0,2.339,60.611,223.165,2953.214,1264.589,8.243,0,128.736,6748.368,687.67,6.238,0,2.382,0,0,0,0,261.334,176.261,194.142,28.844,9.787,1566.541,130.765,2303.497,71.622,671.339,96745.7,1.107,2645.862,17.935,0,0,618.298,12301.245,0,62.426,135.275,14.325,3073.285,308.578,952.728,3.9,0,1.062,115.383,1.201,780.645,4724.754,29.83,141290.573,106.111,17.965,2.969,0,0,0,13.89,0,0,0,0,0,0,0,0,0,2.539,0,0.075,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0,0,1.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.379,0,5.579,0,0,0,0,0,0,0,3.873,0,0,0,0,0,0,0,29.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",10.313,0.055,37.015,0.093,95.193,0,0.119,155.986,1518.244,22097.108,0,1.985,3121.361,0.177,0.089,3959.611,0,2.644,8.5,18.309,0,5492.916,1.984,0,35.333,0,0.311,5124.563,9.057,0,399.405,7.986,0,11947.773,0,0,15.412,7.33,39.649,1199492.973,0,183.089,0,4.321,0,475.415,50.078,0,72.078,9742.778,0,128.266,0,10378.698,69.865,21.904,0,0.009,0,400.955,0.221,5129.342,34830.074,259.886,0,1124.883,0,0.847,110044.094,0.024,0,0,21.649,0,0,4.135,0,0,0,0.357,557509.52,23748.487,3.362,50135.487,42.829,1469.731,7426.044,10661.01,0.03,32.791,0,84.522,26.261,29.859,0,320094.791,2054.604,0,2.301,0,138.13,0,0,345.232,115.155,6256.811,1.005,0.683,129564.137,2.093,0,18.879,0,2.195,90096.819,0.438,129.209,15.011,73.59,0,3.81,1050.286,0,32.831,109003.155,0,0,0,0,0.26,0,1340.672,1.529,0,1524.146,0,634.867,300.225,0.084,0,0.193,2.529,44684.423,8424.338,2020.928,0,0,32.864,3910.227,5342.663,0.049,0,0,0,0,0,0,3.871,5.177,118.035,0,0,63727.474,60844.685,5519.097,30026.242,1552.195,4467.605,0,6931.586,0,0,0,3067.057,6650.663,0,273413.226,0,0.374,539.964,274.375,22938.916,0,0,23.997,222.719,1618.21,33.936,27809.922,44.352,664377.849,2.464,2.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412,3.124,9.6,0,0,2.157,0,0,146.289,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.742,0,0,0,0,0,2.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.381,0,0,0,0,0,26.432,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0.213,0,0,0,0,0,0,0,0,0,0,0,1.201,0,0,0,0,0,0,0.883,0,0,0,0.044,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,11.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.789,0,0,0,0,0,25.96,5.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.539,0,0,142.307,0,196.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.728,0,0.021,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.543,0,0,0,0,0,0,0,0,0,0,0,31.435,0,0,0,0,0,305.644,0,0,0,17,0,0,0,0,0,0,0,492.152,0,0,10.122,0,0,0,0,0,652.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,3.958,0,0,0,4.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.473,0,0,0.355,0,0,0,0,0,0,0.542,0,0,0,55.81,0,0,0,0,0,0,0,0,0,0,0,0,0,101.695,213.632,0,0,0,0.747,0,0,0,0,0,0,2.285,0,0,0,0,0,0,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.583,0,0,0.01,0,0,0,0,0,0,0,0,0.506,0,2.538,0,0,6.853,0,0,0,0,0,0,0,0.052,0,12.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.206,0,0,0,0,0,0,0,0,0,0,0,1.356,0,0,0,0,0.215,0.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066.921,0,0,0,0,968.335,0,0,0,0,0,0,0,59.499,0,0,0,0,0,139.198,13.925,0.318,0,0,0,0,0,0,344.411,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,11.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.104,0,0,0,0,0,175.301,0,0,0,0,0,0,0,0,0,0,0,0,40.255,0,0.898,0,5.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
