"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","GAB","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SYC","KIR","MDV","TON","COM","PYF","PSE","NPL","SSD","BDI","GNQ","DJI","GMB","SXM","CUB","BMU","GRL","FSM","PLW","UZB","BLM","SPM","BES","ASM","WLF","MSR","BTN","MNP","SHN","FLK","IOT"
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.058,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",5.242,0,0.524,0,0.527,0,0.809,0.034,7.946,490.521,0,0,0,15.426,0,4.662,0,0,0,30.837,0,0,0,0,58.136,0,1108.391,0,0,376.823,0,0,0,0,0,0,188.466,0,0,2.58,0,0,0,0,0,0,35.683,0,167.532,0,0,0,0.245,0,0,156.563,0,277.115,1012.719,0,10.575,7425.171,0,0,26.574,0,0,0,0,0,0,0,1535.258,34.014,0.06,0,0,0,63.756,0,1963.825,0,0,93.801,20.073,0.385,0,0,166.916,0,0,0,0,0,193.585,0,0,0,9.554,0,0,0,33.238,0,0.041,0,0,75.934,0,8.075,0,0,0,0,0,0,438.334,0,0,0,0,0.968,0,0,0,0,42.732,0,0,0,0,0,0,0,1267.528,0,0,0,4.783,13.446,566.809,0,0,0,0,0,0,0,0,0,34.905,0,5.723,2.422,991.063,26.61,107.8,0,42.49,0,35.038,0,0,0,250.296,192.276,0,0,0,0,0,539.054,11.896,311.587,62.736,0,0,0,76.715,0.574,57.935,42.443,0,2083.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,8.612,0,0,0,0.27,2.873,0,378.777,0,0.042,0,0,0,16010.984,0,0,0,11.713,0,0,0,0,7.653,0.266,1.429,0,0.489,2.748,0.253,0,0,0,0,2.457,1.892,0,0,0.54,0,0.243,0,0,0,0,0,0,4.1,0,0,0,0,0,0,2.634,0.789,12.562,1817.15,0,0,9585.036,1.714,0,21.48,0,0,0,0,0,0,0,0,1.002,0,0,0,0,212.317,0.162,33.955,1.169,0,0,1.371,0,0,0,0,0.286,0,0,0,0,0,0,0,1.098,0,0,0,0,8.275,0,0,0,0,0.74,1.638,0,0,0,0.191,0,0,0,8435.989,0,0,0,0,1.317,0,0,2.036,0,0,0,0.726,0,0,0,0,0,10.351,0,0,0,0,519.366,0.212,0,0,0,0,0,0,0,4.693,0,0.437,0,0.353,0,2.305,0.048,0.045,0,4.954,0,3.049,0,0,0,40.409,125.836,0,0,0.975,0,0,1.436,0.244,34.885,0,0,0,0.194,0,0.314,3.387,29.771,1.674,58.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,3.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62.319,0,0,14.499,0,0,0,0,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.176,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,11.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",1569.496,0,9.02,0,4.078,0,0.938,229.808,4874.858,17521.313,0,0.285,0,0.092,4.997,183.612,0.706,1.322,0,4650.221,0,0.292,0,2.787,76.467,5.504,968.1,64.043,0.708,31172.478,0,0,0,800.315,0,5675.062,321809.972,0,0,69.827,0,0,0,2152.312,38.432,0,24227.945,0,425.728,0,6.485,9.264,11.246,160.286,0,563.157,0,1214.854,15324.493,0,0,351378.622,40.964,0,129.014,0,0,0,0,0,0,8197.976,173635.752,291.756,5.413,1602.921,2397.172,0,2136.702,46,4581.834,0,16.51,250542.535,0.064,16954.749,144.209,0,132968.331,0.602,0,0,0.045,0,4.894,0,0,21.413,1362.964,0,0,14.133,0,0,191.533,0,0,334244.187,0.018,23.965,0.052,486.291,0,7.401,215.981,0,68101.282,0,0,0,0,379.928,4707.563,0,34.851,0,626.939,0,3880.944,839.397,0,0,0.1,43246.411,9323.046,221.342,0,0,0,428.49,973.832,26.071,0,0,0,0,0,0,33.161,0,88.366,0,207106.827,191794.58,51.326,65568.085,492.1,0,21129.269,0,1375.786,0,0,0,137.035,12330.27,0,0.007,149537.415,0,0,121498.455,459.135,202428.468,0,0,0,34.946,2002.504,380.321,5.629,3130.391,69.868,2372558.564,25.83,22.067,0,2128.078,0,0,0,0,31.302,0,0,0,0,38.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.876,0,0,0,0,0,0,0,0,0,12.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,3.119,0.016,0,0,0,0,0,0,0,0,0,14.896,0,0,0,0,0,23.907,0,0,0,0.184,0,0,0,0.209,0,0,1784.386,0,0,0.336,0,0,0,0,0,0,0.105,0,0.076,0,0,0,0,0,0,0,0,0.025,0.066,0,0,77.601,1.373,0,3.513,0,0,0,0,0,0,0,1.864,0,0,0,0,0,0,0,3.509,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,35.779,0,0,0,0,13.478,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.047,0,2279.354,0.571,0,0,0,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,0,6.321,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0.663,0,0,39.771,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,2.373,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,1198.891,0,0,0,0,0,0,0,0,0,0,1.239,0,0,0,0,0,0.004,0,0,0,0,0,0,0.339,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,58.553,2086.656,0,0,0,0,0,0,8.181,0,5.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,1.402,0,5.293,0,0.019,5.939,6776.943,501.464,0,7.075,0,0.019,1.987,18.846,6.551,0.72,0,240.778,0.659,0,0,0,0,0,4.1,0,0,2687.271,0,0,0,2.626,0,39.337,1586.864,0,0,230.158,0,0,0,80.79,0.114,0,104.945,0,296.317,0,436.875,29.864,205.576,0,0,47.695,0,50.136,5539.002,0,0,1998.678,0,0,0,0,0,46.866,0,0.525,0,35.481,391.803,32.963,0.545,3.164,0,0,71.879,1,500.117,0,3.935,29826.258,28.564,0,2.822,0,338.533,3.928,1.644,0,0,0,0.138,0,0,38.687,0.17,0,0,0,747.324,0,0.685,0,0,0,0,0.295,0,0.135,10.263,5.966,0,0,6825.636,0,0,0,0,15.915,18.1,0,0,0,323.493,0,1184.347,98.109,0,0.475,35.107,595.054,37.52,6.56,0,0,96.528,2.821,314.392,0,0,0,0,0,0,0,28.8,0,6.444,0,381.655,5108.758,58.511,67.745,56.165,0,169.184,0,2.866,0,0,0,384.547,116.7,0,0,28.74,0,0,599.006,4.553,130.996,0,0,0,0,2.709,0.021,0,12547.799,0,844534.192,0,6.888,19.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.464,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,15.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.9,0,0,0.724,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0.748,563.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,2.234,1.058,0,0,0,0,0,0.996,0,0,0,5.522,0,0,0,0,0,0,0.1,0,0,1.023,0.063,0,0,1.314,0,0,27.432,0,0,0,0,0,0,0,0,0,1.736,0,0.005,0,0,0,0,0,0,0.036,0,1.245,258.186,0.523,0,47.57,1.063,0,0,0,0,0,0.143,0,0,0,20.82,2.547,0,0.818,0,0,0,0,0,4.932,0,1.092,0,0,0.402,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,28.467,259.462,0,486.231,0,139.377,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,2.527,23.13,0,0.346,0,0,0,0,0,0.137,287.117,5.92,0.562,0,0,0,0,16.378,0,0,0,0,0,0,0,0,6.147,0.479,0,0,0,8.619,60.948,61.105,0,0.003,0,0.429,0,0,0,0.116,1.259,0,0,74.443,0,0,29.587,0.649,0.258,0,0,0,0,0,0,0,1.862,0.408,0,6.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.27,23.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,219.45,0,0,0,0,0,0,0,0,0,0,0,0,0,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,0,0,0,0,21.771,0.125,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0.017,0,31.477,0,0,0,0,0,35.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,6.823,1.837,0.977,1.034,0,0.508,4.707,117.713,8358.688,0,2.938,0,2.93,0.076,38173.778,0.619,3.829,50.836,66.879,0.5,0,0,0,3885.236,0,299.213,13.062,12.478,4054.115,82.654,0,2.344,23.325,0,19.325,11600.12,0,0,5.585,1.825,15.527,0,22.391,401.111,969.451,4453.826,16.885,7670.917,0,923.164,1.866,0,7.715,0,857.457,0,1836.839,17889.029,0.326,46.948,247035.215,179.581,0.238,1075.631,0.088,0,0,0.089,14.749,45.922,0,3479.268,12175.743,176.082,411.725,0,1.073,3901.437,828.513,48608.949,0.46,66.21,646.264,22.873,80.447,13.603,0,524.783,83.069,0,0,18.029,0,89.182,0,0,335.748,7429.034,0,0.82,4.361,344.496,0,1099.7,0,29.178,184.033,1.005,18.732,13.444,245.335,11.167,52.094,632.828,0,0,57.398,360.877,100.923,0,190.497,0,44.152,53.332,0,859.25,0,13.013,0,0,0.339,0.337,41.568,4774.317,6110.195,0,0,226.78,6703.653,367.221,61.107,0,0,2.035,0,43.498,0,286.933,0,36.993,66.514,102.205,575.589,764.372,4345.986,1255.14,0,178.541,1.713,18074.968,17.037,60.883,0,5749.882,14566.984,0,0,949.28,0,0,568.64,303.996,8764.846,0.292,0,0,16.702,168.227,0.887,23.291,123723.37,85.193,14431.502,0.064,0.004,0,0,0.001,41.815,0.661,0,3.284,0,23.39,0.31,0,47.163,0,11.36,0,0,68.664,19.2,0.049,0,1.205,0,0,0.013,0,0,297.396,0,0,0,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,0,0,0,0,0,0,0.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
