"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","GAB","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SYC","KIR","MDV","TON","COM","PYF","PSE","NPL","SSD","BDI","GNQ","DJI","GMB","SXM","CUB","BMU","GRL","FSM","PLW","UZB","BLM","SPM","BES","ASM","WLF","MSR","BTN","MNP","SHN","FLK","IOT"
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.02,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,8.344,0,0,0,0,0,0.33,0,0,0,0,0,0,3.793,0,0,0.714,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,3.3,0,172.796,3.634,0,39.647,10955.265,692.964,0.26,0,168.793,5.121,0.838,180.815,2.187,1.545,29.809,4563.663,0,113.393,0,0,676.102,0,3108.886,47.239,10.674,272.484,1.606,0,0,698.24,0,6.593,136086.907,0,0,285.171,0,6.515,0,2.039,0.228,2.863,219.718,38.331,292.808,0,100.333,51.771,0,0,0,48.883,200.654,751.829,970.422,0,41.414,11361.498,98.789,2.011,4.203,0,14.692,9.117,4.707,10.72,0,0.09,0,1214.974,7.349,1867.006,349.453,2.985,100.135,2255.562,1177.569,0.818,1.943,5225.132,59.098,0,79.126,5.173,17758.706,3.062,0,0,11.865,0,36.879,1.889,0,45.548,230.71,6927.673,53.217,738.866,11835.309,8.485,0.604,0,5.078,12082.926,0,72.987,110.626,86.407,0,0,163.585,0,6249.808,0,0,0,0,292.699,6.089,6.116,8945.602,0,84.58,0,2982.032,102.148,0,181.001,9.638,14223.362,703.662,22.724,0,0,0,9.318,416.721,822.637,0,0,0,0,84.837,0,162.939,1.44,6.049,2.61,16205.585,10710.329,40.186,2046.888,1.62,0,594.704,260.518,394.011,1.477,6.816,0,313.826,2902.099,0,0,2998.028,1.306,0,9.521,89.929,92.056,0,0,28.317,382.106,923.828,0.749,19.718,3586.483,86.982,13345.987,36.121,27.789,15.86,0,0,0,5.454,6.186,94.952,0,0,0.022,225.263,0.078,0,3.695,0,0,0,0,0,0,0,3.406,0.402,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,0.472,26.571,0,0,0,0.119,4.411,386.937,3451.042,0,0.733,18.242,0.133,0,42.251,0.61,1.655,0,22.521,0,0,0,0,55.458,0,1.8,0,1.445,21.722,0,0,0,3.753,0,1.618,440.994,0,0,19.92,0,0,0,14.821,5.765,0,3159.407,0,28.979,0,4.675,0.707,2.571,0.53,0,0.329,0,1.271,117.924,0,0,12072.388,0,0,8.468,0,0,0,0,0,0,0.771,78.958,0,3.966,14.209,10.076,0,2.564,216.188,76.286,0.535,0,336.449,241.01,1.688,2.185,0,93.927,0.557,0,0,1.512,0,186.729,0,0,2.042,91.901,0,0,0,12.304,0,21.857,0,0,935.282,0,1.632,3.399,4.822,0,0,0,0,1950.066,0,0,0,0,0.846,0.218,0,0,0,1.445,0,9.352,0,0,0.24,5.227,1.75,1807.765,119.802,0,0,4.636,574.076,39.827,0,0,0,0,0,0,0,5.231,0,22.479,0,9.656,6.412,1784.579,18.357,23.976,0,0.751,0,18.295,0,0,0,78.135,54.418,0,0,15.112,0,0,30.371,2.997,542.288,0,0,0,0,3555.923,2.736,14.068,4053.857,23.852,504.537,0,11.604,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0.48,1.238,0,0,0,0,0,0,0,0,0,0,0,0.734,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,0,0,7.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,3.821,0,0,0,0,34.18,84.609,360.148,0,0,0,0,0,4.178,0.543,0.851,0,598.22,0,0,0,0,0,0,15.1,0,0.138,803.044,0,0,0,5.255,0,12.355,5578.15,0,0,219.217,0,0,0,4.63,0,0,64.542,0,8.8,0,0.271,0,1.416,0,0,295.462,0,21.97,775.045,0,0,4137.008,0.296,0,0,0,0,0,0,0,0,0,13374.49,0,0.104,0,0,0.15,0.596,0,381.817,0,0,9434.446,1.008,10.8,0.919,0,655.673,8.448,0,0,0.094,0,0.73,0,0,0.04,5.048,0,1.313,0,60.11,0,2.046,0,0.102,3524.785,0,0.234,0,46.375,0,0.119,0,0,2464.711,0,0,0,0,22.466,0,0,0,0,38.484,0,0.019,0.216,0,0.039,9.891,4719.976,1020.075,0,0,3.289,0,0.256,452.341,0,0,0,0,0,0,0,0,0,18.546,0,18.752,6805.787,171.729,275.485,14.833,0,93.989,0,89.947,1.475,0,0,10.498,201.84,0,0,78.002,0,0,12.23,17.135,138.958,0,0,0,4,32.888,1.34,9.104,1207.605,0,6105.469,12.659,0,0,0,90.673,0,0,3.753,15.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",91.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.416,0.44,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,2.804,0,0,0,0,4.569,69.511,46.438,0,0,0,0,0,97.799,0,0,0,4.589,0,0,0,0,93.472,0,6.013,0,3.098,341.653,0,0,0,0,0,0,1429.69,0,0,5.297,0,0,0,0.251,1.518,0,161.077,0,2.028,0,0,11.015,0,0,0,0.32,0,3.534,3035.881,0,0,1152.662,0.215,0,0.308,13.308,0,0,0,0,0,0,613.473,22.057,0.034,10.499,2.556,0,0,263.163,416.644,0,0,792.01,0,0,0,0,129.991,0,0,0,0,0,3.357,0,0,25.383,0,0,0,0,7.065,0,45.649,0,1.176,15.533,0,0.307,0,8.526,0,0,0,0,204.121,0,0,0,0,47.584,0,0,0,0,36.065,0,0,0,0,0,0,1.224,11.671,6.324,0,0,0,32.478,58.485,0,0,0,0,0,0,0,0.101,0,5.281,0,17.296,92.735,119.175,9.037,90.456,0,2.634,0,436.297,0,0,0,8.586,134.025,0,0,0.259,0,0,17.279,0,13.426,0,0,0,0,4.247,1.378,0,2447.937,0,6256.123,0,0,0,0,0,0,0,0,0,0,0,7.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0.027,21.182,16.542,0,0,0,0,0.136,38.419,0,0.579,0,19.261,0,0,0,0,0,0,29.3,0,1.517,2090.562,0,0,0,0,0,17.356,67.805,0,0,0.469,0,0,0,0.226,0,0,101.422,0,2.229,0,0.19,0.131,1.383,0,0,0,7.476,6.409,120,0,0,252.492,67.696,0,8.384,0,0,7.068,0,0,0,1.99,172.635,19.457,0.191,0.72,0,0,12.658,0,5.432,3.559,168.307,68.665,6.224,0,0.015,0,40.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220.245,0,0,0,0,0,0,0,0,384.533,0,0,0,0,107.692,0,0,2.054,0,10.245,0,0,0,0,0,65.445,1.957,1.506,2.093,0,0,0,8.478,254.6,0,0,0,0,14.824,0,0,0,0,0,0,141.042,147.867,0,10.528,0,0,122.774,59.13,40.048,0,0,0,59.656,58.166,0,0,313.289,0,0,0,0,66.083,0,0,0,8.145,0.586,0.006,0,976.803,0,14623.984,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,302.619,417.609,0,49.803,0,3.7,61.996,352.666,7990.349,0,0.145,20.728,3.607,1.684,3049.773,6.97,23.513,1.243,470.124,0,0,0,0.997,1352.135,0,411.277,10.134,2.414,2381.635,19.883,0,0,41.958,105.156,410.439,4250.756,0,0,147.182,36.867,90.34,0,44.054,1800.347,229.77,3162.388,63.52,461.612,0,627.772,51.525,16.065,21.503,88.13,19.505,6.649,1896.229,7383.194,0,2.245,14661.334,300.074,0,665.346,0,6.5,7.599,0,0,19.642,182.114,512.14,1244.627,240.119,16.996,352.496,364.114,201.938,638.976,0,24.228,1.341,5290.953,323.041,243.954,29.18,0,584.909,134.176,4.171,0,182.305,0,52.438,0,2.125,56.453,9.199,0,51.675,6.208,179.336,122.316,1092.81,112.068,8.913,241.115,0.034,17.132,2.71,1479.215,1.771,15.592,81.846,0,2317.165,0,0,0,0,27.477,5.369,1.392,2459.644,0,240.185,0,43.942,19957.644,4.343,5.899,66.311,2.556,3284.239,871.514,8.649,0,19.984,3481.318,217.342,14.916,0,0,0,0,0,0,71.666,349.67,204.341,28.792,523.986,52.079,3336.042,8.975,809.217,637.578,18820.913,40.246,5569.178,4.15,1.402,0,1582.046,12038.537,51.438,0,27.154,9.277,1.795,655.164,336.445,1402.052,33.359,0,0,299.787,26.408,6.059,224.923,3448.705,51.219,208022.284,526.373,26.354,0,0,1.163,163.163,3.592,0,1563.435,0,0,4.714,1.17,0,0,0,0,0,0,715.159,15.006,0,0,9.985,0,2.541,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,3.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.916,0,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",294.015,3.289,107.16,0,1.395,0,0,76.151,2260.138,26089.591,0,8.27,3733.064,0.547,0,4662.781,491.356,138.1,0,5222.113,0,163.894,0,2.427,5302.423,36.031,593.618,262.184,1.087,21564.165,0,0,0,89.167,2.587,62.121,1264771.034,0,0,280.588,0.43,253.758,3349.877,211.404,46.26,0,15777.634,0,89.833,0,964.736,38.71,13.378,11.952,0,302.74,0.168,4518.794,32202.646,0,997.19,120328.955,0,0,29.677,0,0,0.515,0,0,0,3.422,511130.233,21610.342,3.115,41490.565,26.216,0,1198.269,8095.291,12595.731,5.644,9.973,0,71.153,157.706,600.319,0,363096.822,37.094,5.332,0,1.49,0,45.543,0,0,493.35,155.158,6391.146,26.369,1.129,71261.491,0,3.031,0,1.103,131331.204,2.627,78.333,19.646,1502.708,0,2.663,79.494,0,109468.557,0,0,0,0,1869.608,0.636,0.151,438.508,0,909.134,37.422,229.249,0,0,3.46,10.46,39012.032,7308.035,2294.191,0,0,9.82,3600.604,6715.265,0,0,171.916,67.555,0,0,0,28.545,0,134.189,0,45718.802,63037.03,6054.369,39305.179,2701.914,29.098,1873.194,273.362,7866.48,4.59,0,21.289,3709.916,7525.289,0,0,242969.71,8.644,0,918.959,477.671,52867.672,0,0,2.053,12.67,49.42,857.58,43.028,39081.891,0.571,626951.01,5.909,22.284,12.799,0,0,397.699,0,727,10.019,0,0,0,0,207.754,0,0,0,0,0,0,0,0,0,31.05,9.983,6.28,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,1.659,0,0,0,0,0,0,0,0,10.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,0,0,0,0,0,0,0,0.112,0,3.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,6.277,0,0,0,0,0,0,0,0,0,0,19.517,0,0,0,0,0,0,0,0,0,0.065,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0.353,0,0,3.065,0,0,0,0.053,0,0,0.059,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.781,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.506,0,0,0,170.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.749,0,0,0,0,0,0,0,0,16.055,0,0,30.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.458,0,0,0,0,0,0,0,0,0,130.092,0,0,0,0,0,0,0,0,0,0,0,0.492,0.729,0,0,0,0.112,59.206,0,0,0,0,506.218,0,0,0,0,0,0,0,0,35.945,0,0,3.45,0,0,0,0,568.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.599,6.415,0,0,0,0,0,0,0,0,0,0,0,16.323,0,0,0,0,0,0,0,0,0,0,0,64.172,7.076,0,0,0,0,0,0,0,12.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1.882,0,0,0,0,0,0,0,0,0,0,0.098,0,32.907,0,0,0,0,0.386,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.787,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960.737,0,0,0,0,2090.529,0,0,0,0,0,0,92.22,0,0,0,0,0,0,0,0,98.004,7.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,28.959,0,0,0,0,0,0,0,0,0,0,0,0,0,33.239,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.695,0,0,0,0,125.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.853,0,0,0,85.841,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",264.6,0,89.194,0,0,0,0.005,372.362,18229.347,4773.991,0,52.558,11.368,0.784,0.086,8592.509,1.291,10.183,0,11816.757,0,0,0,0.72,895.279,25.877,117.872,532.577,0,22606.193,0,0.036,0,1122.497,0,2157.325,1345875.538,0,0,461.247,55.695,1.645,0,57.77,0,94.412,579.68,0,151.146,0,5121.096,32.081,104.016,0.9,0,311.902,6.27,453.532,7412.249,0,0.181,98895.917,2.422,0,155.067,0,0.13,0.412,0,0,0,0.842,168135.911,5942.173,3.105,12805.502,654.719,190.209,68.045,1449.663,5372.27,0,0.068,284129.186,10.275,23.759,39.119,0,0,92.776,13.748,0.342,37.376,0,0.124,0,0,97.831,841.601,346.031,0,0,75822.189,5275.192,2802.216,0,1.625,41685.601,18.468,0.433,1.918,15.407,0.036,0.232,0,0,71063.815,215.845,0,0,0,2420.21,1.673,0,35.477,0,65.354,0,1339.047,43.163,5.355,7.719,179.014,4750.922,9964.747,96.267,0,0,66.906,2158.482,2942.971,35.981,0,0,0,0,0,0,352.222,0.86,15.199,0,9942.248,25103.294,8442.589,408604.159,1085.279,0,549.928,0,1098.705,0.009,0,0.198,1953.207,3329.305,0,0.01,62906.935,24.088,0,2610.901,1963.401,5156.105,0,201.688,0,1.742,711.115,1.374,972.02,6296.978,0.001,1343748.122,0,222.116,0.105,0,701.926,11.487,0.084,0,0.043,0,0,0,40.54,14.026,0,0,0,159.732,0,0,0,0,0,0,0.037,160.731,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,1.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.185,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001.49,0,0,0,0,0,0,0,0,0,0,0,3.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0,0,0,14.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0,0,0,1.751,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.622,4.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.759,0,0,0,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.493,0,0,0,0,0.346,0,0.108,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.395,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,2.771,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,100.024,0,65.274,0,0,6.264,0,0,0,0,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0,17.985,0,0,0,0,0,0,44.794,0,0,17.991,0,35.403,35.875,0,0,0,0,0,0,0,0,0,0,37.886,0,1.799,0,0,0,0,1.351,2.258,0,0,9.156,0.467,0,0,0,1.786,0,0,0,0,0,0,0,0,118.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.758,0,0,0,0,0.148,0,0,0,0,0.969,0.925,0,0,0,0,0,0,1.018,0,0,0,0,0,172.149,0,0,0,0,0,0,0,0,0,0,0,0.593,0,3145.53,0,0,0,6.157,0,0,0,0,0,75.548,14.22,0,0,0,0,0,585.304,2.318,11.294,0,0,0,0.102,23.919,0,0,4.363,0,63.379,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.946,0,0,0,0,0,0,0,0,0,0,0
