"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","FSM","GRL","SPM","ERI","MHL","TON","WLF","MNP","NFK","IOT","MSR"
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0.438,0,0,0,0,0,2.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,11.113,0,0,642.547,0,0,0,238.687,0,1.405,0,0,0,0,0,0,0,0,0,0,0,0,0,2.978,0,0,5.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.922,0,0,0,0,0,16.091,0.335,0,0,0,1.988,0,0,0,0,0,0,49.18,0,0,0,0,0,0,0,0,0,0,0,31.024,0,0,124.864,0,0,25.72,0,0,0,0,0,0,0,0,0.269,0,0,44.448,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.277,0.058,0,9.9,0,0,0,0,0,0,0,0,0,2.695,0.085,0,0,3.065,0,0,0,0,0,4.322,0,0,0,0,10.406,0,0,21.98,0,17.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",44.841,282.265,1218.557,0,2.491,324.879,3.836,326.585,5590.24,22498.515,137493.262,9.02,466.073,735.58,316.243,11.446,58069.747,0.758,15.776,210.062,876.401,27.87,16772.452,0.9,9.931,2.206,325.177,6133.166,17.772,7.394,1618.247,65.539,74.633,33944.782,2.942,11.147,0,2687.906,6.416,2847.878,328105.686,0,0,1708.683,0,5.768,60.107,4.135,475.622,4110.509,630.682,634.881,73759.997,3.056,34105.514,0.38,247.598,691.876,401.549,2.28,3122.991,8757.462,0,3.842,23228.985,171973.003,29.158,0,3.544,25.954,605.295,3.378,0,248.786,3.191,7015.569,25.451,0,275.67,1.779,8.266,253.249,156.24,32775.34,74547.489,1379.612,1043.461,5091.87,2386.4,3534.359,25939.858,114840.457,132.301,22.73,84165.256,2112.064,1924.469,154.002,0,34969.465,481.003,32.045,2304.047,1006.787,0,2483.108,15.324,259.995,4313.799,7943.452,72.084,41.114,15.402,113359.568,163.764,1637.142,347.401,6.366,270.365,24161.364,42.491,315.506,229.821,2595.917,206.453,970.999,141.18,0,348.975,195584.915,28.655,16.738,26.352,0,42.409,0,1941.484,165.574,1.003,280.927,0,16800.639,0,1903.674,821.725,200.671,269.005,1534.551,3731.691,118267.846,17314.352,3.397,0.689,1178.428,32722.196,66345.88,261.473,0,0,0,0,20.91,0.754,275.674,0,13850.307,71.426,2570.113,5.341,3.641,49477.538,44384.021,15241.201,31953.438,6105.718,6.19,9299.718,61.312,100044.625,374.944,142.031,35.906,3.12,45301.562,88785.914,112.325,6.026,15243.673,17.687,0,193.409,19513.763,2644.213,74937.401,340.25,0,0,57.632,4414.943,1264.741,3649.903,188139.375,442.098,413537.442,3.081,282.493,616.387,85.972,0,71.048,15.989,96.127,0,0,0.398,0.442,84.405,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0.893,0,0,0,0,0,0,4.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.715,0,0,0,0,9.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.699,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.028,0,0,0,0,7.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,40.24,2.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",7.231,125.019,6.691,0,0,0,0,0,0,10,1.917,150.499,10.675,0,1.335,0,19.428,0,0,0.046,4.887,0,2.049,0,0,0,0,2388.323,0,0,0,0,0,24.454,0,0,0,1.708,0,0,108.077,0,0,0,0,0,0,0,0,373.864,0,2561.604,13.69,0,19.563,0,0,0,1.725,0,0,0.865,0,0,2.706,126.358,0,0,0,0,2.589,0,117.017,0.527,0,0,0,0,0,0,0,0,0.173,16.282,20.39,3.714,1.48,64.888,16.329,9.573,129.981,360.113,0,0,28.785,0,30.171,2.285,0,3.982,15.522,0,0,41.76,0,71.097,4.64,0,210.336,2.056,0,0,0,0.116,0.219,0,60.834,0,0.832,5.915,0,0.021,14.469,6.662,0,0.606,0,0,0,237.787,0,0,0,0,0,0,6.982,0,0,23.806,0,3.678,0,9.467,4.632,0,0,4.292,0.202,63.867,589.955,0,0,8.192,826.846,0.534,0,0,0,0,0,0,0,0,0,54.851,0,98.085,0.167,0,111.695,16.399,0.507,0,4.061,0,76.808,0,106.76,0,0,0,0,1.548,21.277,0,0,5.085,0,0,0,226.527,3.266,53.26,0,0,0,0.23,2.095,38.194,9.376,448.212,1.03,194.095,0,0,0,0,0,0,0,0,0,0,0,0,0,8.938,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331,0,0,0,0,0,0,0,0,0,0,1.644,0,27.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,13.266,0,0,0,68.76,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,12.223,0,0,0.044,0,0,0,0,144.492,0,0.023,0,0,0,0,0,0.463,4.248,470.282,0,0,0,0,0,0,0.043,0,0,0,0,0,0,43.386,0,0,0,0,0,0,0,4.57,9.131,84.406,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.309,0,0,0,0,0,0,19.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,3.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0,0,0,0,0,0,0,0,0,0,0,7.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,2.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334,0,0,0,0,0,0,28.363,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0.254,0,0.148,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,0,22.737,0,0,0,0,0,3.351,0,0,0,0,0,2,0,0,0,0.229,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.154,0,0,0,0,0,0,4.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.717,0,0,0.008,0,0,0,0,0,0.489,0,0,0,0,0,0,0,4.767,0,996.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",2.132,25.721,2.031,0,0.251,28.776,0,6.521,20.474,5067.793,578.337,0.896,942.496,229.391,1.589,5.658,6821.83,0.445,3.981,140.45,29.314,2.107,3613.925,4.068,3.236,0,4.867,2033.693,74.585,3.271,1.055,54.064,1.491,3958.719,0,0,0,486.149,0,477.687,40158.261,0,0,343.085,0,43.108,13.509,0,305.773,30.965,9.913,916.224,709.519,1.374,1361.691,0,367.835,453.778,15.768,0,48.728,35.501,0,1042.902,173.265,11880.244,16.377,0,0,5.773,809.308,0,23496.55,44.267,17.522,334.385,0,39.09,1141.802,0,2.054,0,2.452,0,9422.44,685.921,2852.555,275.515,25.036,487.718,8376,1613.081,19.902,406.155,96758.83,0.793,6.359,11.521,0,41311.638,3.735,1.901,8.038,824.917,1.149,219.082,0,0.397,45.282,95.957,2377.716,12.991,0.771,15684.764,50.665,52.43,172.22,0,56.981,1444.493,3.27,19.304,3.586,276.734,0.595,4.624,38.191,0,2.285,31798.451,0,7.865,0,0,0,0.5,591.748,9.94,0,1774.333,0,884.504,0.188,710.744,1288.345,97.3,87.93,85.471,3069.19,751.432,632.392,0,0.988,39.894,145.238,5461.536,35.497,0,0,0.485,0,14.222,7.575,7.232,0,483.998,39.687,285.411,12.143,13.213,12982.63,3502.907,187.776,294.203,268.949,0,1590.457,184.513,3139.18,0,68.607,2.146,0.042,1103.524,2197.807,0,0,3369.29,0,0,80.255,153.528,26.6,763.131,0,0,0,63.834,184.671,267.18,59.356,24295.314,53.698,29314.206,3.364,356.455,1.086,15.698,1.254,18.219,294.241,12.516,0,0,0,0,0,0,0,0,0.36,0,0,0
"HUN",0.737,252.518,19.11,0,0,0,0,1.014,2896.579,448.458,3545.162,0,132.77,0,50.678,0,5658.222,8.29,0,3.589,298.029,0,2217.679,0,0,0,0,2754.505,8.149,0,2.626,0,0,938.629,1.009,0,0,0.211,0,1154.641,10788.402,0,0,311.822,0,0,0,0,13.438,4620.839,0,192.852,9060.218,0,1296.011,0,0,16.646,0.504,0,63.505,138.035,0,0,2044.341,12298.213,67.089,0,0,0,24.356,0,90230.705,0.021,0,594.212,0,0,0.02,0,0,0,0.379,3410.167,0,0.877,3.851,306.832,51.911,157.461,450.254,5993.909,3.602,0,1542.869,23.821,116.726,19.396,0,2641.14,36.6,0.045,0,186.974,0,1290.373,2.131,39.179,627.725,30.19,0,0.649,0,433.232,0,0,255.275,0,20.597,1352.206,0.049,89.388,117.331,61.133,0,27.178,0,0,0.518,17625.148,0,0,0,0,69.693,0,55.825,0,0,8.435,0,800.241,0,12.589,72.06,0,12.49,43.381,48.356,9518.399,352.844,0,0,223.809,11040.719,3148.771,0,0,0,0,0,0,0,0,0,349.191,0,2721.351,10.884,0,472.059,1071.542,7396.698,42.079,2038.851,0,187.57,0,2891.521,0,1.91,0,0,508.873,3731.886,0,0,133.207,0,0,0.9,8446.485,497.542,7113.92,0,0,0,0,1781.472,311.705,102.02,7159.547,0,21263.725,0,28.44,17.113,0,0,0,0,0,0,0,9.464,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,8.135,0,0,0,0,0,0,0,0,0,0,0,0,3.092,0,0,0,0,0,0,0,0,0,0,2.569,0,0,0,3.706,0,157.236,397.421,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079,0,0,0,0,0,0,0,0,0,3.719,1.932,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.783,0,0,21.027,0,0,0.805,0,24.284,0,0,0,0,0,0,0,0,0,0,0,6.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.519,0,0,0,0,0,0,0,0,0,0,0,50.356,0,0,0,0,0,1.305,0,2.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,0.414,0,0,0,0,0.82,0.043,0,0,1482.105,0,0,0,0,0,2.918,0,0,0,0,0,0,0,0.489,0,56.795,0,0,0,0,0,0,0,0,0,0,70.081,0,0,0,0,0,0,0,0,0
"IDN",0,0,86.873,0,0,0,0,0.035,3935.575,878.216,52.429,0,2.407,0,6.918,0,21.046,0,0,11.751,3.485,0,664.288,0,0,0,1.786,52.585,12.451,0,36.7,0,0.28,281.969,0,0,0,29.944,0,980.851,2122.692,0,0,202.168,0,0,0.35,0,14.722,3.431,0,0,239.576,0,0.384,0,2.204,39.276,55.088,0,10.268,10.14,0,2.757,72.759,5507.25,2.522,0,0,0,0,0,2469.322,0,0,4.118,0,0,0,0,0,0,4.087,2295.646,2796.288,36.392,0,0,0,6.985,72,4.863,1.558,15.547,5285.543,52.3,4.934,37.392,0,7562.85,13.147,0.097,0,27.225,0,0,0,0,27.119,0.836,0,1.169,0,4301.149,8.046,0,0,0,28.045,3371.707,4.628,29.712,4.259,41.65,0,0,0.426,0,3.651,118.356,0,0,0,0,0,0,108.783,6.955,0,1.015,0,149.865,0,27.434,21.96,1.441,351.847,128.236,284.139,9586.639,13.572,0,3.26,2.943,30.187,973.07,0,0,0,0,0,0,0,0,0,26.089,0,37.396,0,0,3861.738,6087.445,5703.122,4230.494,20.305,0,225.855,0,160.952,0,0,0,0,15,711.189,0,0.022,4645.519,0,0,0,48.471,52.755,686.98,0,0,0,0,38.191,5.464,653.415,392.22,0,4142.774,0,32.568,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
"IRN",7.7,0,0,0,0,0,0,9.191,0,25.604,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,65.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.126,0,0,0,0,0.358,0,0,0,0,4.081,0,3.783,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520.081,0,0,0,0,0,6.5,2.6,0,0,0,5.464,0.4,0,0,0,0,0,0,0,0,0,0,0,0,16.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.942,0,0,0,0,0,0,0.341,0,0,0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466,0,0.568,0,0,0,0,0.117,0.015,0,0,7.649,0,0,0,10.127,0,0.755,0,0,0,0,1.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,5.3,0,11.083,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.815,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0.029,170.473,0,0,54.916,0,2.397,0.467,3750.006,500.768,0,11.018,3.568,0.365,6.314,2057.183,0,0,1.367,6.047,0,303.51,0,0,0,1.143,14.575,5.797,0,4.094,0,0,64.11,0,0,0,9.54,0,14.088,2395.856,0,0,602.719,0,0,0.013,0,16.496,7.663,0,207.078,2783.075,0,2901.092,0,0,0,2.709,0,12.613,18.178,0,0.041,257.415,8074.408,4.131,0,0,0,4.82,0,19021.723,1.313,0.362,42.731,0,0,0,0,0,0,0,1089.716,244.756,15.935,35.949,3.324,0.151,0,1571.912,10038.561,1.313,0,4065.545,43.759,2335.346,3.238,0,1567.539,0.774,0,0,14.979,0,8.365,0,0.056,132.164,7.602,0,0.149,0,72.268,0,0,14.82,0,26.274,53.32,0,1.633,0,6.235,0.314,110.756,0,0,0,4332.013,0,0,0,0,1.292,0,425.389,7.736,0,3.233,0,562.865,0,2.291,0.644,0,0,10.073,82.248,1073.825,91.259,0,0,120.68,152.419,321.726,0,0,0,0,0,2.491,0,0,0,72.587,5.986,93.019,0.638,0,3054.137,1535.815,751.906,2.434,32.668,0,220.451,0.428,6560.119,0,0,0,0,763.957,1937.824,0,0,312.992,0,0,0,403.156,2.632,573.749,0,0,0,60.811,3.574,2.486,3.279,15957.992,0,5714.606,0,0,0,0,0,0,21.861,0.431,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,66.946,0,436.836,1844.25,4151.053,2403.702,0,0,0,1,0,500.164,0,0,9.152,25.787,0,3926.882,0,0,0,0,904.616,0,0,252.923,0,4.567,12037.453,0,0,0.706,13.842,0,611.584,20014.39,0,0,83.706,0,0,0,0,70.953,49.722,0,238.4,1047.525,0,565.539,0,109.623,56.777,666.351,0,4.224,208.684,20,0.127,77.381,3415.803,0.685,0,0,0,1188.877,0,15188.246,201.549,0,241,0,0,0.16,0,0,0,945.512,15722.828,1140.732,11.269,2795.901,0,0,1075.907,0,7825.129,126.61,1,5247.955,155.269,0,83.113,0,8484.034,0,2,0,0,0,27,0,0,221.52,26.336,5,7.012,0,1,0,0,0.224,0,65.959,1914.24,1.889,15.939,0,0,38,0,10.932,0,24.752,8364.676,0,0,0,0,0,0,413.488,19.058,0,78.73,0,417.071,0,0,105.385,16,1.741,275.115,226.712,5132.192,1003.788,0,0,0,77.826,1675.277,8,0,0,0,0,0,0,0,0,0,0,147.625,1,0,3759,1467.884,57.443,1478.519,309.152,0,1270.469,1.691,2246.171,0,0,0,0,348.827,806.235,0,0,23411.59,6,0,0,0,0,6849.517,1,0,0,24.687,38.71,12.082,0,6324.202,61.26,92019.353,0,606.195,1,0,0,0,89,1.604,0,0,0,0,0,0,0,0,0,0,0,0
