"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","GRL","VUT","NFK","FSM","PLW","SSD","BES","BTN","SPM","GNB","WLF","BLM","ATF","MNP","FLK","NIU","IOT"
"GEO",0,0,0,0,0,0,0,38.625,0,0,0.643,0,0,0,25.896,0,0.236,0,0,0,0,0,0,0,0,0,0.302,0,0,34.584,0,0,0,0,0,0,9.913,0,0,3.409,0,0,0,0,0,0,0,0,0,0,0.788,0,0,0,0,0,0,2.893,0,0,0,0,0,0,17.793,0,0,0,0,0,38.908,0,0,0,0,0,0,0,0,0,0,0,0.36,46.5,0,0,266.085,0,0,24.169,0.229,0,0,2.688,16.184,0,0,0,2.822,0,0.038,0,0,0,0,0,0,1.437,0,0,0,0,3.907,0,0,0,0,0,0,0,7.051,0,0,0,0,0,0,0,0,33.446,0,0,0,0,0.607,0,0,0,0,0,13.4,0,0,0,0.401,0,0,0,0,0,0,167.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,11.124,0,0,23.548,0,0.96,0,0,0,0,0,0,0.596,0,12.02,68.626,0,0,0,0,0,0,15.737,0,0,0,0,75.993,0,0,2.145,0,2.205,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",3959.328,187.504,1943.045,0,8.64,212.093,4.558,680.541,4706.048,20447.676,113373.385,562.65,441.699,1656.114,144.926,28.407,36048.418,1.142,278.591,1313.704,3,15599.395,16.247,6.981,9.434,84.502,6265.255,345.093,1.489,2342.369,68.918,49.381,33024.258,0.475,13.36,0.971,601.802,8.692,24593.809,395118.485,0,0,2108.085,0,4.921,31.938,0,355.208,4952.707,340.049,734.578,87686.41,9.061,36923.613,4.516,209.265,584.415,464.819,4.418,321.933,0,7696.777,5.436,29270.042,199618.317,38.285,3.107,41.308,745.23,3.155,0,128.957,57.449,0,8990.07,47.07,0,319.731,14.763,12.691,37.79,113.798,26901.663,69709.242,1147.968,9383.952,2701.96,1888.92,10930.092,6310,118710.5,106.105,16.158,81660.963,501.269,451.839,247.98,0,41550.118,1019.061,24.974,145.554,495.385,0,3150.514,0.755,277.23,4843.385,6625.477,12.907,5.886,3.158,9491.652,59.805,165.32,1337.382,30.467,313.773,35330.875,79.483,257.666,456.782,0,1920.289,24.918,473.471,190.642,0,432.658,190115.387,20.531,13.021,0.7,44.453,2021.299,127.7,0,1014.692,17652.346,3.024,2542.737,1398.637,142.171,166.656,2043.067,2697.048,113305.383,15836.398,0,2725.179,29276.371,18958.97,36.47,0,0,0,18.346,2.447,117.15,0,5941.536,57.624,4835.058,22.426,3.786,62339.444,43675.239,29253.927,101183.745,5217.014,572.269,22504.129,20.973,93054.709,173.363,6.681,13.733,42868.028,97524.048,138.932,57.594,24781.472,12.252,0,0,147.865,15591.769,625.285,60364.781,157.441,0,0,79.706,5895.529,1025.071,6077.455,189781.619,324.521,435727.919,41.941,228.405,451.928,74.882,83.27,60.762,16.382,134.571,3.563,0,0,0,5.062,101.048,1.955,24.069,0,0,0,0,105.452,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.228,1.439,0.295,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,0,0,0,0,0,5.773,0,0,0,0,0,1.004,0,0,0,0,0,0.633,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0.168,0,0,1.4,0,0,0,0,0.629,0,0,0,0,0,0,0,0,6.615,0,0,0,0,0,1.464,0,0,1.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297,0,0,0,0,0,0,1.004,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512,0,0,0,0,0,0,0.189,0,7.773,0,0,1.308,0,0.155,0,0,0,0,26.045,36.267,0.091,11.31,0,0,0,0,0,0,0,21.663,0,0,0,0,0,0,0,0,0,0.438,0,0,0,0,0.494,4.49,11.455,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.308,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,2.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,85.704,0.031,0,0,1.116,0,0,0,71.94,2854.349,13.451,0.281,0,0,0,113.082,0.118,9.018,0.233,0,0.222,0,0,0,0,3394.707,0,0,0,0,0,20.501,0.059,0,0,0.507,0,0,4.756,0,0,0,0,1.891,0,0,0.001,102.596,0,2431.693,8.234,0,46.96,0,10.335,4.81,0,0,245.801,0,0.42,0,10.216,115.503,0,0,0,8.127,0,281.112,5.308,0,0,0,0,0,0.034,0,0,0,0.107,132.575,0.274,8.473,5.438,0.59,0,11.358,60.123,596.139,0,0.24,16.973,4.789,0.029,0.023,0,52.264,1.326,0,0,23.204,0,1.196,23.749,4.153,25.963,0,0,11.3,0,0.555,0,0,141.877,0,0.239,0,1.068,0.132,10.788,0,4.003,0,1.041,0,0,0,180.577,0.819,0,0,0,0.592,0,0,30.253,27.323,1.667,0,26.631,0,0,3.239,10.36,22.39,191.737,0,13.456,1007.403,35.883,0,0,0,0,0,0,0,0,17.969,0,234.814,0,0,1411.037,17.233,0.677,0,4.919,0,56.933,26.915,117.154,0,0,0,22.804,36.217,0,0,36.308,0,0,0,0.123,229.723,4.228,447.687,0,0,0,0.019,0,38.328,10.093,1164.879,0,86.998,0,0,0,0,0,0,2.451,0,0,0,0,0,0,0,0,0,0,0,0,1.198,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.025,24.374,0,1.289,0,0.1,0,0,0,0,0,0.081,0,0,0,0,0,0.099,1.268,0,0,0.859,0,0,0,0,236.676,0,0,0,0,0,0,0,22.373,0,620.453,0,0,0,0,0,0,0.131,0,0,0,0,0,36.039,0,0,0,0,0,0,0,0,0,0.013,160.746,0,0.96,0,0,0,0,0.106,0,13.197,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.094,0,0,9.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.999,0,0,0,0,0,76.079,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.075,0,0,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,1.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.302,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,0,0,0,0,0,0,0,0,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0,0,0,0,0,0.287,0,0,0,0,0,0,0,0,8.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,13.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0.101,0,0,0.552,0,0,2.227,0,0.004,0,0,4.298,0.035,0,0,0,0,0,0,0,0,0,5.585,0,0,0,0,0,0,7.689,0,0,6.182,0,0,0,0,0.086,0,0,0,0,0,0,0,20.253,0,24.568,0,0,0,0,0,0,4.715,0,0,0,0,0,0,0,0,0,0,0,0,21.82,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.803,0,0,0,0,0,2.724,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,365.637,62.59,0,0,76.168,0,6.064,360.178,3518.993,549.208,7.199,1578.098,161.091,9.781,18.43,2255.311,1.176,154.988,96.588,23.058,4669.891,4.693,23.706,0,5.669,2038.503,105.413,6.089,37.2,67.837,5.958,3966.569,0,0,0.348,232.45,0,832.396,32025.756,0,0,440.305,0,138.96,15.678,0,350.653,64.523,0,2012.174,1190.737,4.94,3035.59,0,202.199,785.598,122.705,0,3.547,0,45.954,107.037,140.502,7070.973,16.058,0,5.853,940.749,0,25687.797,86.011,4.901,0,166.528,0.018,19.076,1408.213,0.133,1.99,1.581,9.484,0,10880.002,319.439,6419.622,207.8,15.849,309.409,3390.914,2099.667,2.687,169.155,2893.341,4.16,3.471,8.002,0,42293.778,46.426,0.565,8.697,16.138,0.193,109.099,0,2.047,72.966,6.504,241.16,17.306,15.565,22597.427,86.388,8.512,461.319,0,461.95,762.454,34.514,35.722,0.703,0,24.245,81.433,55.414,12.891,0,3.24,40285.803,0,3.209,0,0,457.219,50.197,0,425.887,651.286,0,252.612,116.907,400.747,173.192,83.232,2024.936,840.858,791.651,0,106.25,208.002,1252.247,157.768,0,0,0,25.932,0.074,0,0.068,157.784,8.648,14.98,41.823,2.9,30570.386,4369.725,122.866,727.608,217.091,0,1063.337,250.175,1619.568,6.963,0,1.604,2515.376,3156.239,0,2.587,3756.165,1.727,0,0,14.294,125.868,36.462,101.656,98.583,0,0,132.248,224.729,14.768,90.58,25499.48,57.539,27952.3,19.036,103.026,15.299,8.416,0.06,0,215.183,8.732,0,0,0,0,31.287,0,0,22.396,0,2.066,0,0,0,0,0,0,0
"HUN",0,84.297,159.974,0,0,0,0,3.896,1068.823,767.505,4502.645,0,16.309,0,44.706,0.108,6061.334,0,0.25,289.059,0,70.298,0,0,0,0,3297.152,3.45,0,0.337,0,4.335,1066.962,3.241,0,0,0,0,463.018,9843.886,0,0,265.586,0,0,0,0,156.617,4310.598,0,43.449,10879.107,0,1070.346,0,0,5.123,11.857,0,0,0,116.13,0,2135.401,7943.735,100.112,0,0,23.857,0,77271.669,0,25.44,0,483.386,0,0,0.443,0,0,0,3.151,2789.293,0,13.639,67.974,188.012,86.462,279.242,447.958,3155.854,0.354,0,1738.014,1.855,155.202,14.346,0,2494.875,65.375,0,0,97.3,0,1693.226,0,0,330.744,61.286,0,0.618,31.571,282.868,15.626,0,263.437,0,5.43,1326.543,16.396,112.279,151.693,0,125.306,0,80.559,1.703,0,0.382,15306.723,8.977,0.153,0.21,142.005,65.464,1.042,0,0.996,1077.939,0,27.526,0.418,0,0.473,8.275,4.5,14094.238,304.856,0,188.415,11415.2,2371.765,0,0,0.193,0,0,0,0,0,168.008,0,2167.151,0,0,558.466,174.18,4503.568,39.024,2452.25,0,317.722,0,4726.951,4.261,0,0,296.001,614.835,42.09,0,28.238,0,0,0,27.463,6364.234,2.626,7600.791,0,0,0,2.615,932.883,267.228,217.493,3356.246,0.235,7714.388,3.776,0.785,4.421,0,0,0,0,5.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0.76,35.557,0.494,0,0,0,0,0,1.149,0,0,0,0,0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.512,139.603,0,0,0,0,0,0,0,0,0,0,0,0,0,59.839,0,0,0,0,0,0,0,0,0,0,1.585,0,0,0,0,0,21.32,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0.592,0,2.981,0,0.502,0,0,0,3.322,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.957,0,0,33.157,0,0,0,0,0,0,0,0,65.033,0,0,0,0,0,0,0,8.251,0.208,0,0,0,25.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.336,0,4.697,0,0,0,0.46,0.053,0,0,128.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0.691,0,1,0,0.127,0,3.169,2847.69,800.293,41.221,0,0.98,0.204,13.605,0,4.805,0,10.908,6.891,0,906.621,0,0,0,0.687,75.755,170.726,0,21.8,4.151,1.915,305.672,0,0,0,6.077,0,1281.533,2224.039,0,0,248.821,0,0,0,0,22.622,7.929,0,0,587.954,0,2.553,0,10.516,131.963,29.965,0,1.052,0,12.355,0.171,78.933,3399.395,2.002,0,0,0,0,2278.109,5.6,0,0.336,0.236,0,0,0,0,0,0.207,5.936,1800.954,4403.335,23.861,0,0,1.884,8.612,104.522,24.044,0.753,0,4682.401,16.949,2.202,0.315,0,11359.361,3.525,0.1,0,31.292,0,3.834,0,0,38.609,3.896,0,2.654,0.051,3473.645,16.227,0,12.77,0,10.328,5763.566,0.072,1.482,6.193,0,88.604,0,0,0,0,6.998,135.253,0,0,0,0,62.766,0.79,0,7.518,102.191,0,223.457,9.728,12.074,283.794,94.127,375.193,14530.572,47.391,5.139,9.268,3.418,381.347,0,0,0,0,0,0,0,0,59.881,0,19.528,0.054,0,4106.945,3638.869,4272.315,5129.66,3,0,362.908,0,231.312,51.631,0,0,1.606,376.176,0,0.012,6038.962,0,0,0,0,114.217,25.769,1409.343,0,0,0,0,86.834,2.798,703.348,541.431,0.743,9707.529,0,40.454,3.861,0,0,0,0.362,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",9,0,0,0,0,0,0,17.036,0,0,0.204,0,0,0,0.142,0,0,0,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,1.045,0,0,0,0,0,0.165,10.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.695,0,0,0.035,0.058,1.851,0,0,0,17.081,0,1.856,0,0,0,0,0,0,0,0,0,0,0,0,0.948,0,0,0,2465.99,0,0,0,0,0,45.71,0.01,0,0,0,1.039,10.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,3.085,0,0,0,0.409,0,0,0,0,0.122,0,0,0,0.13,0,0,0,0,0,0,0,0.077,9.278,0,0.028,0,7.09,0,0,0,0,0,0,0,0,0,0,0,0,0,480.818,0,0.507,0,0,0,0,0,0,0,0,0,0.115,2.726,0,7.683,4.05,0,0,0,0,18.252,0,24.143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0.468,0,0,0,0,0,0,4384.67,2818.075,345.269,0,26.072,0,1.691,0,165.774,0,2.006,1.368,0.001,91.757,0,0,0,0,7.697,0,0,0.8,5.903,13.565,152.044,0,0,0.014,0,0,26.878,2335.911,0,0,37.714,0,0,0.024,0,6.44,5.324,0,3.05,3239.411,0,1943.562,0,0,0,3.195,0,0,0,46.443,0.316,119.668,13018.711,1.056,0,0,0,0,10196.23,1.507,0,0,23.344,0,0,0,0,0,0,0.792,491.688,250.133,7.503,16.643,0,12.195,0,462.787,2563.709,1.849,0,3014.395,0.55,0,8.196,0,1653.547,28.3,0,0,1.07,0,2.004,0,0,6.678,0.798,0,0.696,0,192.426,0.651,14.394,8.887,0,19.875,102.991,0,6.038,0.783,0.028,20.884,0,41.401,0.286,0,11.621,1691.457,0,0,0,0,280.592,0,0,0.758,549.317,0,10.624,0,0,0,0.886,28.73,1012.835,94.865,0,66.17,577.747,132.557,0.008,0,0,0,0,0.374,0,0,37.299,0.461,128.869,4.101,0,1559.082,1985.067,250.649,231.523,11.065,0,401.458,0,8667.41,0,0,0.017,502.632,2092.51,0,0,275.949,0,0,0,0,954.132,2.97,359.116,0,0,0,12.152,0.902,0,83.112,20363.757,36.442,8757.295,0,48.704,0,0.077,0,0,0,58.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,252.882,0,37,120,4482.896,4568.621,0,0,0,6.6,0.006,299.398,0,9.263,21.906,14.324,1072.903,70.751,0,0,0,1065.634,0.572,0,75.45,131.5,5.383,4604.287,0,0,0,155,0,677.107,460913.548,0,0,941.141,0,0,3.916,0,39.956,17.188,0,235.342,1026.631,0,294.572,0,1,37.693,476.008,0,1.986,0,187.681,0,199.257,4220.507,1.107,0,0,1131.852,0,13825.44,144,0,0,1736.397,0,0,42.129,0,0,0,12.421,3715,211.109,12.826,147.694,0,0,567.117,0,4722.714,15.595,0.189,9409.923,72.631,0,66,0,5572.669,0,0,0,0,0,160.505,0,0,85.632,17.888,0,4.339,0,0,0.854,0,29.974,0,66.023,1201.92,5.358,13.636,0.736,0,0,53.979,0,31.739,0,11.761,9145.992,0,0,0,0,374.739,9.868,0,62.17,458.723,0,0,88,1,118.62,623.202,120.54,3538.946,536.302,0,0,560.762,291,1.847,0,0,0,0,0,0,0,0,294,137.54,0,0,23121.622,1726.644,23.857,1556.352,424.35,0,1030.903,16,3300.402,0,0,0,272.248,434,0,0,18454.403,0,0,0,8,0,0,646,0,0,0,21.208,31.058,1.616,3.04,6476.472,62.913,56995.665,0,134.04,7.343,0,0,0,3,4.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
