"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","SPM","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","CCK","COK","GUM","LAO","NFK","TLS","TON","ARM","LBY","BDI","COD","GIB","LBR","BMU","GUY","KGZ","TCA","IRQ","KIR","SMR","COM","GNQ","GMB","WLF","IOT","VUT","STP","MNP","NIU","MHL","GNB","AIA","LSO","SOM","SHN"
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,0,0,6.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,9.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0,42.67,0,0,13.9,0,0,21.747,6545.636,165.306,0,0,11.274,0.022,349.114,0,0,0,0,884.548,0,0,0,2.662,9.899,21.898,0,8.74,4.475,530.386,0,0,0,73.645,0,152.083,18669.669,0,46.141,0,0,1.226,687.48,28.341,59.386,114.752,22.94,483.326,0,7.1,372.587,32.011,2.564,0,17.925,0,24.995,506.543,1283.384,11.318,0,0,2.986,0,7154.129,3.319,7.391,0,0,0.663,0,0,3.6,0,247.844,13.176,61.203,29.534,5290.809,3467.811,503.087,0,0,7608.898,24.518,33.474,0,0,5196.775,531.06,13.558,1.004,65.8,204.96,205.087,9.353,0,2257.794,0.008,0,15.636,0,51.228,310.376,0,0,0,15.461,0,0,0,0,74.965,948.146,0,0,0.863,125.118,0,0,76.475,32.275,0,77.36,871.424,0,0.682,4.968,305.239,1457.407,34.742,0,86.822,248.847,0,0,0,0,0,779.805,53.2,0,0,511.77,10873.807,34.181,103.414,90.345,378.53,0,227.759,0,0,0,5491.85,995.439,148.345,0,10357.448,0,0,0.031,3580.057,5.69,1468.623,0,0,0,133.343,0.212,1014.955,5447.513,0,22590.858,0,3.776,0,41.845,0,92.891,0.15,0,0,0,3.852,0,0,0,0,0,57.257,0,0,2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,6.735,0,0,0,0,0,0,0,0,0
"HUN",0,0,128,0,0,0,0,0,0.113,179.14,210.734,0,0,0,0,50.814,0,0,1,0,3.552,0,0,0,0,7.471,0,0.5,0,0,0.006,0,0,0,0,0,0,15.156,0,0.571,0,0,0,102.36,14.647,3.588,49.255,0,4.597,0,0,0,0,0,0,302.106,0,0,65.449,295.047,2.295,0,0,1.755,0,1994,0,33.96,0,0,0,0,0,0,0,0,0.503,0,0,3.676,5.52,1260.617,0,0,80.595,23.564,2,1.453,0,182.878,0,0.482,1.58,127.498,0,0,0,0,207,0,0,0,0,1,43,0,0,0,54.383,0,0.596,0,0,0,60.561,0,0,0,2.198,0,0,0,0.941,0,0,0,0,0,0,2.575,49.292,0.771,0,417.598,5.563,0,0,0,0,10,0,0,0,0,46.996,1.642,127.214,0,124.715,12.792,0,20.085,0,0,0,132.831,328.058,1,0,1751.443,21,0,0,0,0,2.783,0,0,0,242.375,3.659,0,429.931,0,314.245,0,0,0,0,0,0,54.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,2.456,4.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.056,0,5.35,0,0,15.637,0,0,0,0,0,0,0,0,0,0,15.099,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.637,0,0,0,0,0,0,0,8.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,395.651,0,0,0,0,0,0,6.635,0,0,0,9.249,5.938,0,0,4.512,0,0,0,0,0,0,0,0,0,0,0,0,38.938,0,1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0.322,194.208,0.742,0,0,0,5.981,2818.92,482.248,0,1.128,0,0,964.619,0,0.054,0,0,216.769,0,0,0,0,2.453,0,1.6,0,604.769,1505.75,0,0,0,59.865,0,0.853,796.754,0,25.384,0,0,4.066,1.425,0,0.737,2.454,0,0,0,0,0,0,1.3,0,2.928,0,0,42.41,1415.52,0.237,0,0,0,0,1461,0,0,0,0.249,0,0,0,0,130.525,59,0.163,0,0,0,0,238.986,0,0,3977.554,0,0,1.397,0,547.959,0,6.113,0,0.336,0,0,0,0,238.799,0.067,0,0,0,0.17,3169.068,0,0,0,0.507,0,0,0,0,0,3459.073,0,0,1.013,121.818,0,0,0,46.078,0,0,0,0,25.543,46.641,0,1646.772,0,0,1,2.36,0,0,0,0,0,0,0,0,0,10.983,464.365,4.767,0,0.498,0.308,0,165.814,0,0,0,16.486,25.062,0,0,1524.797,0,0,2.127,0,0,126.392,0,0,0,9.98,1.692,5.626,567.857,0,3944.151,0,0,0,0.051,0,0,3.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,6.004,0,2.211,0.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,46.24,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,4.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0.706,0,0,1.707,0,0,0,0.504,0,0,0,0,0,0,0,0,10.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,16.623,0,17.499,0,0,0,34.357,399.879,835.773,0,0,0,0,1016.997,0,0,0,0,2.264,0,0,0,0,13.937,0,0,0,0,22.567,0,0,0,5.49,0,11.33,422.533,0,4.57,2.938,0,0,148.154,0,0.227,368.114,0,3191.892,0,0,0,0,0,0,6.811,0,0,1282.537,10849.292,0.475,0,0,0,0,20095.499,0,279.54,0,0,0,0,0,0,127.448,20.396,8.786,12.663,0,0,144.968,13328.417,1.326,0,1075.759,0,0,0,0,1304.672,0,2.719,1.034,15.466,0,0,0,0,87.379,0,0,0.64,0,0,30.978,0,0,0,63.067,0,0,0,0,0,9895.585,0,0,0,4.217,0,0,0,179.642,0,0,4.243,0,0,1.913,0,617.163,899.496,0,99.62,218.791,0,0,0,0,0,0,0,0,0,126.345,226.113,53.372,0,15.048,617.28,0,6778.078,10.298,0,0,3245.155,1205.505,0,0,92.568,0,0,0,0,5.223,1276.654,0,0,0,28.504,0.876,4,21562.947,5.358,6357.99,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,1.724,0,0,0,0,0,0,0,0,0,0,0,16.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0,2461.276,818.655,133.746,0,0,0,0.086,860.524,0,0.415,0,0,540.89,0,0,0,0,20.721,0,0.8,0,0,738.813,0,0,0,0,0,208.074,2896.682,0,156.973,0,0,0,7.956,0,95.921,9.864,0,79.053,0,0,0.062,0,0,0,0.111,0,0,304.717,2762.107,0,0,0,19.181,0,3122,0,34.544,0,0,0,0,0,0.073,241.664,184,0.355,0,0,39.295,0,291.385,0,0,6192.661,261.9,0,0,0,10373.054,0,0,0,14.529,0,0,0,0,0,0,0,1.295,0,0,766.502,0,5.976,0,0,0,0,0,0,0,1212.517,0,0,2.153,160.212,0,0,0,28.58,0,0,0,0,0,21.386,1.453,245,248.724,0,18,1.28,0,0,0,0,0,0,0,0,0,26138.253,8957.212,0,0,42.099,4896.352,0,609.619,0,0,0,260.074,139.054,0,0,530.409,0,0,10.674,0,0,2906.905,0,0,0,0,0,0,1440.238,1.723,7514.013,0,1.454,0,35.713,0,0,17.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,2990.968,348.681,0,3.099,2.305,0,24.065,130.664,637.539,1022.389,0,16.299,4.651,0.756,1832.805,0,0,245.559,0,1333.471,2.867,0,0,0,78.764,0,11.752,3.41,28.521,668.845,69.83,0,0,3.439,0,124.074,788.49,0,247.353,0.648,24.684,86.835,1405.174,730.002,169.687,949.11,0.977,194.027,0,8.466,161.083,0,21.747,0.89,114.497,0,0,372.262,11600.683,10.605,0,2.316,46.737,0,9767.268,36.356,994.246,0,0.087,24.958,0,0,11.192,582.77,1023.38,5.173,222.142,3889.549,146.125,2320,0,5.355,18.651,1675.909,288.452,204.801,19.429,71.672,536.425,155.138,901.784,98.065,41.097,23.154,0,8.301,0,170.035,11.659,121.289,314.964,0,9.03,2936.947,0,5.264,0,174.182,0.62,15.446,0,0,4.677,8275.146,6.21,1.073,3.249,48.202,0,0,236.499,212.403,0,206.135,2.586,0.893,10.625,168.606,71.622,1378.412,1924.605,3091.14,334.373,577.38,0,0,2.643,0,0,188.532,9.315,1.701,0,498.657,742.346,377.139,67.843,622.505,839.357,3.966,6169.594,72.415,3.968,0,571.769,1957.99,54.524,0,227.665,0,0,187.971,532.788,400.923,1522.372,0,0,14.069,607.62,43.9,279.437,4013.854,66.362,14303.351,6.982,36.795,16.371,139.755,0,155.295,105.993,0.778,0,0,0,0,0,0,0,6.505,64.199,13.261,0,0,0,0,0,1.011,0,293.038,0,0,0,0,0,0,0,0,13.431,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.799,0,0,0.356,0,0,11.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,5.258,0,0.702,0,0,0,0,17.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,10.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,6.869,117.055,0,66.624,7.637,0,36.971,202.591,10670.513,1595.687,23.224,43.497,621.732,8.325,26624.311,0,109.547,6.358,0,22317.166,0,0,0,14.955,45.674,43.145,17.1,117.04,1.58,9418.971,0,0,0,822.775,0,326.887,189464.923,0,147.949,1.337,0,633.472,458.151,46.846,180.056,321.402,0,1147.839,0,5.91,58.272,44.921,175.98,0,10545.05,0,10.213,80858.102,53948.826,14.186,8.613,0,16.65,0,114953.732,8.589,246.129,0,0.84,25.487,191.351,0,13.076,139181.072,49448.48,35.413,8410.193,417.258,1358.152,5236.133,7694.413,1.328,18.249,0,50.859,42.445,35.236,241.797,284028.147,243.453,134.431,495.615,145.806,6262.862,964.167,7.973,0,29826.242,261.559,0,33.109,1.791,34.582,7567.185,111.81,5.865,0,143.579,0.078,40.229,0,0,31.941,41265.649,0,0,12.805,1472.315,2.381,2.28,4.808,713.157,3.167,270.891,697.77,8.862,102.397,236.378,25517.697,904.77,1515.275,96.719,1125,1772.261,0,0.339,6.902,0,0.188,4307.602,0,0,0,5756.4,42181.404,254.679,1731.989,73.397,1270.386,0,9264.99,0,36.268,2.343,9131.304,3705.877,63.978,0,23968.13,0,0,11.862,3273.81,120.723,1242.92,0,0,78.693,274.698,9.693,354.168,68337.936,28.022,522459.618,268.62,22.451,45.408,235.56,0,4.143,54.433,6.774,0,0,25.583,0,0,0,0,23.688,0,0,0,8.005,65.658,5.582,0,2.335,0,7.445,26.815,0,0,0,0,0,0,0,0,2.095,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,2.949,0,0,0,0,0,0,0,0,0,11.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.364,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,27.016,0,0,0,0,0,0,0,0,0,42.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.528,0,12.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.079,20,0,0,0,0,0,0,0,0,0,0,0,0,0,11.973,40.903,3.121,0,0,0,0,0,0,0,0,40.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41,0,0,0,0,0,0,0,0.457,0,0,0,0,0,0,0,9.382,0,0,0,0,0,0,44.32,0,0,0,0,0,0,0,0,56.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.386,0,0,0,0,0,0,0,0,0,0,0,0,16.042,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0.561,0,0.113,0,0,0,0,0.663,0,0,0,0,0,0,0,0,0,0,0,3.368,0,0,0,6.319,4.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,4.78,0,0,0,0,0,0,0.865,0,0,0,0,0,0,0,0,0,0,40.618,0,0,0,0,0,0,0,0,0,1.047,0,0,0,0,0,0,0,0,0.589,0,0,0.122,0,0,0,1.621,0,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.17,0,0,0,0,0,0,1.973,0,0,0,0,0,0,0,0,0,0,47.141,0,17.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,21.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0.646,58.153,0,8.017,0,0,1.171,802.556,1444.992,68.629,2.83,43.682,18.943,0.504,222.09,0,10.119,0,0,2278.106,3.235,0,0,4.114,19.715,0,4.5,0,0,1497.76,0,0,0,80.376,0,229.314,5942.539,0,76.967,11.504,0,33.989,44.955,4.839,17.525,142.046,110.353,183.741,1.733,37.158,70.359,16.326,1.82,0,18.304,0,14.866,496.664,2669.912,6.094,1.887,0,0.321,0,5520,17.063,99.829,0,0,36.337,0,0,0,4861.492,1021.133,1.346,635.747,18.864,156.473,3733.02,1549.198,1.518,9.914,41768.237,37.939,118.551,3.967,0,0,258.405,64.325,48.997,23.135,0,0.347,1.293,0,1740.612,40.892,0,26.794,0,4.346,2317.562,3.74,2.259,0,5447.325,1.453,119.352,0,0,5.485,1016.345,0,0,1.383,423.666,20.896,1.48,317.488,122.659,0,85.137,68.288,0.601,5.699,57.186,233.723,944.928,165.353,84.211,30.161,367.611,0,0,0,0,0,1649.499,0,0,0,347.943,1770.502,3.046,350.332,9.986,889.354,3.094,774.915,0,0,26.328,535.15,222.74,168.365,0,1411.904,16.929,0,0.28,1038.551,31.002,2449.013,0,0,0.149,59.543,8.735,605.832,2091.727,1.711,26719.834,0,69.079,5.301,9.891,0,0.47,9.792,0,0,0,0.66,0,0,0,0,0,159.138,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.986,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,1.916,0,0,4.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04,0,0,0,0,0,0,0,0,0,0,0,0,0,6.953,0,0,0,0,0,32,12.984,0,0,0,0,0.817,0,0,0,4,0,0,0,0,0,0,0.904,0,0,0,4.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,2.846,0,0,0,0,0,0,0,0,0,0,0,10.008,0,15.252,0,0,0,0,0,18.037,4.013,0,2.188,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.495,0,0,23.817,0,0,0,0,0,0,33.399,0,0,0.591,0,0,0,0,0.092,0,14.082,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,3,0,0,0,0,17.1,0,0,0,26.354,0,0,0,329.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.877,0,0,0,0,0,0,0,0,0,0,0,28.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852,0,0,0,6.235,0,0,0,0,0,0,0,0,0,0,0,0,0,2057.515,0,0,11.02,0,3.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.118,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,28.313,0,0,0,0,0,0,10.177,0,0,39.26,6.606,0,0,0,4.575,0,43.482,0,0,0,0,0,0,0,0,65.236,0,0,0,0,0,1,64.119,0,0,0,0,0,0,0,0,0,0,350.402,0,0,0,0,0,0,0,0,0,0,0,0,0,1.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.163,0,0,0,0,0,0,0,0,0,0,0,532.558,0,0,0,0,0,0,0,0,0,6.538,0,173.344,0,34.107,0,0,0,0,0,0,45.167,1.906,0,0,0,0,0,0,0,0.893,9.764,0,0,0,0.1,0,0,54.419,0,21.543,0,0,0,0,0,0,4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,13.435,0,0,0,0,0,0,0,5.187,0,0,0,0.062,368.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463,0,0,0,0,0,0,2.673,0,0,0,0,0,0.697,0,0,18.417,0,84.967,0,0,0,0,0,0,0,0,0,24.284,1343.779,0,0,0,0,0,501.18,0,0.365,0,0,0,0,0,0,0,2,0,0.208,0,1.744,116,162.757,0,0,43.389,0,0,0,0,0,0,0,0,35.622,0,0,0,0,0,0,0,0,0,0,4.989,0,0,0,0,0,0,0,0,0,7.834,0,0,0,0,0,0,0.303,161.332,0,0,0,0,0,0.168,0,0,46.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.049,0,0,193.523,0,0,0,40.495,101.885,0,0,0.24,0,0,0,0.485,0,11.74,0,0,0,0,0,0,358.217,0,1042.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,59.507,0,0,0,0,0,0,0,0,0,252.173,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.732,0,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
