"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","CCK","PSE","NFK","SSD","BTN","ATF","MHL","CYM","ERI","SPM","COM","LSO","GNB","SOM","TUV","WLF","FLK"
"GHA",0,0,0,0,0,2.554,0,0,0,0.001,0,0,0,0,0,0,0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0,0,0,0,0,0,3.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.237,0,0,0,0,0,0,0,0,24.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.363,0,0,0,0,116.202,8.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.861,0.613,4.753,0.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,62.125,103.745,0,0,0,0,0,0,1.386,127.174,0,0,0,0,0,0.843,0,0.509,15.303,0,127.326,0,0,0,0,0,170.544,0,0,0,0,0,24.128,0,0,0,0,0,0.76,0,0,0,0,0,0,0,32.88,0,436.843,0,0,9.392,0,0,0,4.324,0,0,2.913,0,0,133.968,0,0,0,1.801,0,450.749,3.387,0,0,0,0,0,0,0,0,0,0,0,1.569,0.965,0,0,0,0,0,19.989,101.014,0,0,13.199,0,3.348,0,0,0.148,0,0,0,24.82,0,0,0,0,0,0,0,0,8.738,2.916,0,0.899,0,1.13,62.741,0,0,0,0,0,0,0,0,0,0,3.702,0,0,0,3.051,0,0.074,0,0,0.864,0,8.754,0,0,0,0.593,1.8,0,0,0.607,0.377,0,9.628,36.559,0,4.943,139.581,8.97,0,0,0,0,0,0,0,0,0.577,0,10.24,0,0,30.79,1.941,0.103,0,0.956,1.38,0,35.619,0,0,0,3.839,22.561,1.322,0,1.804,0,0,0,0,0.782,14.328,27.169,0,0,0,0,8.837,118.323,42.37,0,19.617,0,0,0,25.099,0,3.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.888,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.891,49.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.458,0,0,0,0,12.588,0,0.008,0,0,0,0,0,23.03,12.089,169.951,0,0,0,0,0,0.293,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,59.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.416,0,0,0,0,0,0,0,0,2.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,6.628,0,0,0,0,0,0,2.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.005,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,1.859,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,1.404,0,0,0,0,0,0,0,6.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,0,0,0,0.097,0,1.036,0,0,0,0,0.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,63.228,6.493,0,5.393,259.688,0,33.443,395.331,5253.896,530.582,4.243,13.004,1573.112,4.209,3.969,21993.282,18.717,6.556,2.37,23.035,4467.185,2.409,0,0,0,10.565,760.509,65.816,0,0.601,178.374,19.93,1715.771,0,14.988,358.667,0,951.741,30642.895,0,631.541,0,0,0,0,110.813,23.665,0,1253.545,1354.818,0,654.289,0,35.429,1607.189,15.197,0,3.041,232.547,18.32,324.681,2867.895,37.936,0,0,109.828,5.536,13459.123,208.927,310.24,0,313.856,0,0.008,1.403,274.821,59.83,0,29.74,7.695,0,2768.374,5.968,9119.737,493.871,15.553,801.505,4545.372,1161.379,0.705,77.776,5526.543,535.74,9.513,475.962,9.817,37461.194,228.442,0.191,0,22.937,816.635,0,359.719,17.829,27.146,178.075,6.21,0.399,5812.084,26.633,11.816,805.469,0,74.35,897.515,330.157,5.418,8.404,0.008,23.249,1.63,3.267,6.947,0,130.443,97719.439,0,6.341,0,52.952,0,589.693,0.408,0,382.897,0,329.007,2.752,0.68,0,33.618,686.057,1.311,245.002,48.481,1685.317,0,1443.247,925.773,0,372.578,105.423,3649.03,0.994,0,0,0,15.889,0,0,0,2178.619,50.035,8.394,0,0,8507.61,7984.981,1672.866,184.501,58.02,1215.609,71.541,6454.561,2.386,0,0,1641.27,1127.067,43.15,0,11005.843,0,0,0,1.225,65.311,38.769,469.363,4.095,0,34.6,55.496,23.05,450.583,25412.722,51.556,16979.899,0,520.851,0,553.441,0,65.867,11.691,0,6.191,0,0,0,0,3.62,0,0,0,0,3.595,0,0,0,0,0
"HUN",0,0.871,25.26,0,0,0,0,14.597,1033.352,789.872,4301.154,0,41.33,0,0.692,0,2506.321,0,1.463,108.372,0,101.579,0,0,0,0,0,197.596,0,0,0.32,0,0,1004.16,0,0,0,0,739.952,538.244,0,33.908,0,0,0,0,0.354,287.311,0,51.982,3799.671,0,131.253,0,1.959,0,2.893,0,32.35,52.871,0,69.282,11045.652,7.025,0,0,6.114,0,17970.141,24.57,17.309,0,119.489,0,0,0,0,82.807,0,0,0.856,21.217,0,0.589,11.197,695.435,0,104.415,110.086,2579.215,0,0,643.767,226.337,59.598,2.735,0,510.467,50.507,0,0,7.178,38.69,0,0,30.129,18.9,0,0,0,29.953,0,0,1.308,0,1.983,2482.427,0,3.138,100.139,0,3.775,0,30.17,0,0,10.374,6952.236,15.566,0,0,11.646,0,33.075,0,0,78.451,0,234.13,0,0,0,7.053,0,0,0,4.913,2.842,0,1927.829,690.705,0,210.142,6503.953,2172.344,0,0,0,0,0,0,0,0,83.749,9.843,489.174,0,0,163.551,156.822,2320.599,3.725,356.614,79.168,0,2018.216,0,0,0,196.809,360.698,0,0,1231.2,0,0,0,0,2246.883,72.093,1852.126,5.902,0,0,5051.258,38.551,37.157,6053.763,0,2798.876,0,47.476,0.298,2.794,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,9.749,0.408,0,0,0,0,0,0,0,0,0,0,8.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.533,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.416,0,0,0,0,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.433,0,0,0,0,0,0.473,0,0,0,0,13.993,0,0,0,0,0,0,0,0,0,0,103.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,7.858,0,0,8.957,0,0,0,0,0,0,1.669,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0.311,164.815,0,0,1.961,0,0,691.195,2380.114,134.831,0,0,0.782,6.837,10.353,2341.982,0,11.172,14.508,0,2463.578,0,0,0,0,31.66,182.034,0,0,60.2,0,0,1629.952,0,0,7.718,0,21.375,2526.233,0,940.199,0,0,0,0,11.845,30.274,0,0,633.35,0,96.661,0,0,0.01,18.063,0,0,15.145,0.049,732.408,2499.496,31.506,0,0,0,0,2433.133,0,0,0,0,0,0,0,0,0,0,0,28.263,1484.59,6037.636,3.106,0,0,0,4.971,14,35,0.987,6.8,21947.814,8.4,43.508,0,0,4907.038,0,0,0,43.806,0.08,3.023,0,0,0,0,0.717,0,875.019,0.033,0,0,0,200.519,4888.765,0,2.188,14.975,0,25.911,0,0.192,0,0,0,1510.507,0,0,0,14.862,0,1075.709,44.873,0,0,0,255.506,0,0,0,0,0.022,0,2347.949,441.943,24.79,0,11354.251,0.545,5.789,0,0.198,1353.137,0,0,0,0,0,0,0,0,105.333,0,33.657,0,0,293.571,28802.962,1225.734,18.554,50.263,418.364,0,466.759,0.838,0,0,2.953,118.153,0,0,5653.273,0,0,0,4.777,162.593,165.582,376.587,0,0,0,66.799,1.082,102.13,542.674,0,127.289,0.054,89.231,0,480.571,0,0,0,0,1.27,0,0,0,0,0,0,59.21,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0.104,1.132,10.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0.536,0,0,0,211.251,0,0,0,0.107,0,8.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624,0,0,0,0,9.89,0,0,63.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.528,0,0,0,0,0,0,0,0,0,0,0.068,0,0,2.546,0,0,0,0,0.323,0,0,0,0,0,0,1.154,0,0,14.853,0,0,0,0,0,0,0.736,0,0,0,0,0,0,9.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,1.532,0.197,0,3.276,0,0,1.161,38.153,2636.7,844.497,0,10.825,0,5.594,0,2145.204,0,1.944,4.347,0,766.125,0,0,0,0,0,308.354,0,0,2,0,1.822,50.127,0,0,0,0,0,1953.781,0,0.448,0,0,0,0,94.499,41.786,0,0.235,85.292,0,922.362,0,0,0,0,0,0,6.17,0.656,413.783,11953.599,5.432,0,0,11.478,0,929.359,4.588,1.171,0,130.437,0,0,0,0,0,0,0,283.638,457.434,372.701,16.099,5.517,0,3.474,0,757.787,1624.981,0,1.84,6161.034,9.811,9.401,1.538,0,578.568,20.067,0.445,0,12.189,0,0,0,60.776,11.422,2.399,0,0.326,257.368,0,0,2.161,0,0.932,201.623,3.968,1.906,0,0,1.748,0,57.674,0,0,0,4419.131,0,0,0,0,0,506.334,0,0,0.019,0,1122.458,0,0,0,13.896,0,0,0,4.87,34.419,0,659.867,252.906,0,735.49,3798.688,302.349,0,0,0,0,0,0,0,0,199.105,0,38.095,0,0,1660.944,2533.636,24.495,498.242,57.068,325.311,0.046,2791.277,0,0,0,1718.02,1586.546,0,0,604.038,0,0,0,0,761.911,2.764,694.949,0,0,9.867,50.913,0.79,33.272,41485.88,0.498,5652.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028,0,0,0,0,0,0,0,0,0
"ISR",0,59.56,0,0,1.44,9.93,0,1441.067,1170.184,2106,1863.236,0,0,0,5.021,0,271.893,0,1.322,23.221,2.147,936.711,0,0,0,0,0,193.32,0,0,75.502,0,0.139,2426.557,0,13.776,7.164,0,2140.726,1129,0,107.897,0,74,0,0,11,219.421,0,36.969,112,0,75.457,0,109,138.383,16.853,0,1797,203.195,0,446.698,2241.837,0.552,0,11,1839.742,0,15352.839,6.366,0,0,410.547,0,0,0,4.373,2,0,0,42.465,2785.415,208.449,4.886,77,0,0,111.756,0,13075.458,3,0,5665.927,532.35,1.968,1151,0,10178.857,0,659.9,0,0,15.409,0,0,135.941,53.189,0.975,0,0.064,714,0,0,10,0,64.699,1647.334,0,16.366,2.021,0,0,0,0,2.582,0,0,6120,5,0,0,6.539,0,324.026,19.62,0,60.397,0,368.019,0,0,0,0,39,456,45.53,200,168.206,0,462.664,1541.463,0,0,142.989,874.314,46.25,0,0,0,0,0,0,0,0,10,60.695,0,0,5164.48,3860.037,30.602,712.772,145.632,4956.982,2,898,232,0,0,486.822,479.401,0,0,2182.797,0,0,0,13.594,0,0,11345.212,0,0,3,125.913,371.226,0,8547.16,26.871,43540.203,0,311.402,24,37.138,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",16.967,472.108,559.697,0,9.492,98.791,0.173,31.059,302.185,3592.009,5872.773,0,45.672,244.997,11.154,2.534,5939.537,0,24.248,271.894,0,1027.885,0,0,0,0,1.928,334.39,0,0,1476.04,0,92.961,541.738,4.129,0,44.676,0,866.326,2701.04,0,612.785,0,402.609,33.422,0,105.438,607.123,82.508,353.732,2972.836,0,823.617,0,14.254,229.436,27.381,12.379,437.992,709.439,0,1841.832,44848.963,6.859,91.785,1.696,106.724,0,26551.165,40.249,0,0,3954.899,0,0.827,0,3.165,0,0,0,22.255,1855.491,4709.372,310.178,54.652,777.721,32.524,183.921,1578.082,0,37.868,25.113,1008.288,240.557,223.219,48.735,0,4767.277,189.52,4.792,0,399.811,347.845,0,721.905,551.553,70.476,14.79,13.819,0,670.355,16.025,23.887,374.887,0,67.299,2254.463,0,72.002,4640.314,0,460.76,25.785,248.759,2.851,0,2.318,5332.86,11.982,0.634,0,42.934,0,173.758,4.918,0,1182.548,0,624.341,0,0,0,251.157,13.252,43.242,208.491,435.291,78.807,0,13882.195,2402.15,0,939.607,4921.101,4777.837,0,0,0,0,0,0,0,0,2304.448,197.787,174.18,0,0,3524.161,891.361,1781.428,119.011,986.82,575.456,111.385,11110.666,43.858,64.897,0,2146.982,7793.186,8.268,0,2633.368,0,0,0,26.354,2809.01,545.471,4886.002,0,0,27.469,2718.983,39.544,862.79,7674.579,46.525,13160.496,3.592,57.052,0,517.729,0,14.619,0.006,0,19.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.223,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
