"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","CCK","PSE","NFK","SSD","BTN","ATF","MHL","CYM","ERI","SPM","COM","LSO","GNB","SOM","TUV","WLF","FLK"
"SYC",0,0,0,0,0,0,0,0,0,0,4.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,29.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",170.849,0,45.504,0,0,0.785,0,0,23.55,1053.913,560.226,0,10.531,502.931,1.01,0.299,615.31,0,0.802,0.548,0.931,166.089,0,0,0,0,0.163,14.231,64.328,0,4.712,2.317,7.335,248.342,0,0,212.81,0,60.413,882.742,0,46.108,0,2.677,2.653,0,0,1.143,0,0.031,282.94,0,20.276,0,0.667,9.353,13.129,0,52.14,5.633,0.102,357.415,3113.459,0,0,99.609,145.326,0.386,10170.13,83.378,0,0,2.171,0,0,0,21.797,5.828,2.946,0,8.79,151.878,16.134,121.131,456.56,89.123,6.234,59.193,1853.986,391.439,0.73,0.459,711.372,0,15.938,292.026,16.721,2029.322,9.674,0,3.111,6.213,0,0.615,0,11.324,0.764,0,0.04,6.455,306.937,9.178,4.491,0.058,0,336.227,1149.303,0,0,0,0,46.231,4.82,54.212,1.859,0,193.721,481.779,0,0,0,0.689,0,74.373,0.297,0,220.051,0,382.939,0,0,0,7.16,0,0,18.175,22.538,20.982,0,351.691,4.939,0,59.469,10.228,723.207,0,0,0,0,0,0,0,0,124.116,15.934,3.395,15.123,24.245,0,1717.887,80.815,132.084,19.915,2463.099,0,1400.92,5.849,0,3.429,118.76,1981.961,0,0,871.425,15.341,0,0,1.557,2867.819,38.274,361.591,9.795,0,10.405,21,0,578.836,1073.97,90.865,3836.786,0.69,0.23,0,6.733,0,19.833,22.173,0,0,0,0,40.382,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",55.069,0,18.859,0,25.042,102.958,0,0,52.36,7612.598,776.748,0,5.908,1458.964,0.11,0.14,754.6,5.683,6.179,0.219,1.403,520.666,0,0,0,0,1092.39,8.721,899.007,0,0,117.893,6.173,981.034,0,0,463.954,0,2259.897,23446.407,1.959,123.855,0,2.047,0,0,40.757,3.072,0,2.405,172.39,0,153.33,0,0,70.81,2.688,7.058,0.344,25.569,2.214,53.542,3547.971,18.752,0,1.05,0,0,13512.207,34.849,0,0,6.615,0,0,16.119,31.042,0.481,0,0,1.727,14242.25,3996.017,0.117,9489.632,156.414,6.952,10.92,4143.914,1716.272,5.024,0,10994.706,113.97,3.713,25.42,0,13364.48,41.195,0,12.051,1.546,22.315,0,0,5.07,0,208.731,27.27,0.28,31547.094,42.19,0,24.552,0,30.052,33599.796,25.36,0,0.037,0,50.279,35.983,5.143,0.067,0,40.115,2728.793,0,0,0,6.41,0,426.987,0,0,147.158,0,67.389,0,0,0,265.305,70.081,36.938,0,63.881,1751.684,0,84.967,10.079,170.175,111.761,8.032,55.14,0.837,0,0,0,0,0,0,0,283.854,0,4.119,6.918,0,14567.686,0,29.536,1834.952,52.027,518.662,0,27.306,3.206,0,0,34.753,717.971,0,0,31490.373,0,0,0,2.875,1332.381,87.679,104.649,0,0,1.205,2.248,0,186.985,1333.262,0.576,44454.784,0,7.646,210.057,146.311,0,0,14.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0.321,0,0,0,1.201,0,0,42.105,27.802,1984.603,0,0.101,0,0,0,38.304,0,0,0.293,0,47.3,0,0,0,0,0,25.415,0,0,17.549,0,0,5.319,0,0,0,0,49.236,66.748,0,120.118,0,0,0,0,0,15.752,0,3909.754,3154.978,0,1745.733,0,0,0,0,0,0,21.513,0,3.169,732.906,0,0,0,1.735,0,1263.195,0,0,0,0,0,0,0,0,0,0,0,0,5.784,863.221,0,0,0,0,4.382,43.957,583.922,0,0,111.815,0.389,0,0,0,10.761,6.941,0,0,0,4.188,0,0,0.558,297.008,0,0,0,3.835,0,0,1.041,0,0,8833.283,0,3.031,9.953,0,0.012,0,3.187,7.005,0,0,1463.698,0,0,0,0,0,9.07,0,0,0.997,0,10.549,0,0,0,1.631,0,0,0,0,5.279,0,1617.241,0.731,0,1.264,65.63,437.121,0,0,0,0,0,0,0,0,3.351,0,73.704,0,0,42.784,18.884,0,1.068,20.068,20.797,0,165.641,0,0,0,28.044,62.628,1.552,0,24.098,0,0,0,0,52.414,0,23.343,0,0,0.366,133.189,0.787,13.855,1254.147,0.34,132.726,0,10.009,4.759,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,10.144,0,0,0,7.46,0,0,177.93,796.371,3.164,0,3.737,0,0,0,124.666,0.11,0.457,0.466,0,2.029,0,0,0,0,10.612,1.606,1.027,0,0,14.732,0,304.166,0,0,0,0,43.202,191.644,0,41.233,0,86.902,0,0,0,5.651,0,0,256.229,0,10.57,0,0,0.656,0,0,0,1.314,0,0,252.776,0.841,0,0,0,0,2312.32,0,0,0,51.841,0,0,0,0,0,0,0,28.215,337.318,0.249,23.942,360.555,0,0,0,5,47.568,1.931,2.425,3722.357,7.1,0,0,0,1622.508,0,0,51.828,108.634,0,0,0,2.341,0,0,7.391,0,604.943,0,0,0,0,18.928,371.164,0,0,0,0,16.766,243.6,20.369,0,0,0,915.703,0,0,0,0,0,61.624,2.045,0,0,0,97.301,0,0,0,0,0,0,0,29.762,139.956,0,31.441,34.71,0,0,2.92,199.942,0,0,0,0,0,0,0,0,29.6,0,4.139,0,0,356.133,896.32,0,0,0.18,19.28,0,1594.234,0,0,0,30.271,14.381,0,0,1957.175,0,0,0,1.286,160.754,1.771,77.879,0,0,0,23.71,0,0,4131.272,0,718.605,0,8.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,36.195,3.309,0,0,0,0,0,1.611,45.786,182.115,0,0,0,0,0,17.484,0,0,338.828,0,13.995,0,0,0,0,0,65.539,0,0,3.602,0,0,1.78,0,0,0,0,72.152,626.415,0,0,0,0,0,0,0.388,981.431,0,10.235,171.727,0,24.782,0,0,0,0,0,0,62.168,0,54.262,172.57,0,0,0,20.431,0,1826.211,0,0,0,20.523,0,0,0,0,0,0,0,0,235.853,524.185,0,3.465,0,0,0,36.134,713.184,2.556,0,311.91,4.4,0,0,0,123.126,0.131,0,0,15.084,8.242,0,0,46.845,0,0,0,0,3.155,0,0,0,0,0,20.949,0,3.351,170.751,0,1.298,0,0,0,0,0,34.294,0,72.733,0,0,0,7.424,0,0,0,0,9.111,0,0,0,0,4.412,0,0,0.679,0.405,0,238.89,0.25,0,7.279,104.436,1992.55,0,0,0,0,0,0,0,0,20.781,0,618.375,0,0,242.816,172.326,69.084,0,0,20.636,0,262.59,0,0,0,322.611,87.196,0,0,1209.291,0,0,0,0,14.964,0,53.811,0,0,0,71.778,312.762,140.953,56.495,0,44.222,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,13945.027,0,0,265.665,0,0,18.261,1473.701,15.367,0,0.823,0,0,0,57.891,0,0,0,2031.757,52.22,0.012,0,0,0,0,3.645,0,0.499,0,0,5.251,447.971,0,10.746,0,0,100.67,4355.832,0,94.006,0,9.172,502.254,0,0,0,0,2.221,56.947,1.451,28.341,0,0,35.411,0,25.178,4.501,8.829,206.4,18.847,369.272,0,0,36.303,0,1.089,779.668,136.488,0,0,6.602,0,0,0,0,26.282,0,0,0,31.714,5.539,0,342.474,0,1.744,2.163,37.713,39.584,68.175,0,28.277,3.6,7.817,2336.468,0,871.965,15.458,0,0,0.884,0,0.004,4.246,0,6.395,0,66.596,187.531,4.792,1.416,62.454,1.101,2.058,150.809,5.249,0,0,0,0,8.248,500.397,5.135,3969.894,0,0,35.824,0,0,0,0,0,50.896,0,0,437.606,0,177.976,0,0,0,1.402,5.298,0,0,41.218,5.59,0,66.181,23.389,0,47.509,9.923,6.336,1.253,0,0,0,0,0,0,0,6910.065,9.019,0,5.313,28.006,494.289,571.015,0,0,5.525,0,470.558,4.202,0.67,0,546.82,23.804,58.955,0.714,0,37.098,0,0,0,33.569,8.416,1.403,136.377,0,0,74.837,0,0,1891.377,1297.761,331.989,514.423,1.036,4.029,0,0.036,0,0,602.363,0,0,0,0,0,0,0,0,216.894,0,0,187.251,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,6.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,16.386,303.573,0,556.301,933.283,0,29.142,995.594,1897.09,539.398,0,11.883,0,0.984,0,659.566,0,38.347,47.882,0,1447.735,0,0,0,0,38.451,593.851,0,0,33.951,0,0.724,331.158,231.095,0,13.779,0,660.147,2010.815,0,445.976,1.55,0,7.173,0,58.461,59.074,176.017,90.247,1660.938,0.764,305.274,0,76.774,113.621,9.693,305.78,6.839,172.705,0,611.977,14574.745,3.151,0,10.502,69.138,3.715,4203.15,85.326,71.757,0.65,1361.972,0,0,0,1.763,41.659,0,0,130.298,479.55,1592.404,28.01,18.386,325.901,0,111.472,1117.197,5266.48,2.292,9.272,53.595,9.626,38.594,82.93,0,539.106,21.094,0,0,68.806,135.77,0,11.154,22.078,25.892,0,2.215,0,29.909,1.518,0.79,72.368,41.91,15.282,1842.071,170.127,1.503,3.624,0,1857.119,0,6.095,0.192,0,0,1412.583,1.816,2.824,0,19.61,0,79.947,99.226,1.645,18.304,0,92.336,0,0,0,15.85,59.958,0,3.04,758.185,18.972,0,1136.776,13518.293,0,56.239,2637.462,2951.936,0,0,0,0,0,0,262.062,0,483.968,17.882,96.184,0,0.051,239.481,568.599,218.957,21.069,53.312,697.143,0,0,0,3.454,0.45,1280.638,692.73,1.223,0,386.203,0,0,0,0,1427.336,199.681,877.437,0,0,3.512,31.725,66.668,228.782,3526.52,0,4354.068,1.888,161.221,0,982.777,0,0,0,0,10.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,6.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,3.611,0,0,0,0,0,0,0,0,0,1.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0.59,8.511,1059.494,0,0,93.311,0.59,934.769,115.868,903.035,918.086,0,92.694,0.147,7.822,8.196,644.729,0,1.543,170.818,109.373,1139.842,2.518,0,0,0,0.147,14.022,0,0,11.845,0,0,412.164,0,0,202.363,0,3272.332,6104.269,0,315.702,0,0,0.147,0,32.029,747.166,26.568,17.269,129.85,144.208,6391.226,0,19.778,24.609,16.913,0,37.491,2554.86,0,5700.97,1750.207,5.978,78.82,0,13.534,0,5308.394,1601.38,0,0,228.193,3.394,0,0,151.883,223.913,0,309.228,21.254,1882.84,376.535,73.777,25.068,87.676,931.522,135.942,1276.128,2327.69,6.167,11.07,1259.791,689.453,13.333,17.269,0,3098.486,2.214,0,0,88.63,135.227,0,0,140.356,43.542,2.201,0,0,277.249,0,24.502,8.993,0,24.521,444.47,0,1.17,37.686,0,231.432,200.678,10.922,1.27,0,1.772,1674.851,10.037,11.07,0,25.092,0,91.503,60.517,0,375.059,0,16885.325,0,0,0,94.613,171.809,0,1.335,131.484,4.132,0,2732.156,421.36,23.173,6.346,166.613,1276.137,219.633,0,0,0,0,0,0,0,1397.8,5.608,139.927,0,114.539,547.67,1028.472,39.41,5.166,33.505,939.197,36.658,671.106,781.705,0,0,0,2141.969,0.147,0,1116.616,0,0,0,10.072,343.324,42.362,873.631,5.608,1.918,0.973,225.595,0.59,88.857,2487.461,10.037,11153.608,429.819,136.957,0.442,87.146,0,0,4.177,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",24.211,0.095,589.863,0,11.35,410.321,0,179.955,146.986,2682.528,22271.421,0,6.484,2.322,0.958,0,8253.806,0,0.8,27.552,0,727.531,0,0,0,0,29.091,212.309,0,0,26.763,0,5.932,752.772,0.385,0,124.218,0,429.191,21339.079,0,77.553,2.6,0,184.967,0,97.919,235.972,4.927,36.972,3534.939,0,362.125,0,6.749,4.297,16.739,0,153.624,72.055,0,2949.042,8011.09,1.55,0,0,19.295,0,50938.459,4.806,0.01,0,112.231,0,0,0,3.024,3.999,0,0,0.255,405.836,2139.697,4.376,30.566,52.451,0.771,57.323,364.32,1520.436,0,0.275,11530.705,6.671,58.594,24.561,0,15551.491,0.769,0,0,2.832,54.444,0,184.101,57.025,920.497,0,8.107,0,1261.374,59.304,0,19.694,0,6.522,3879.112,2.002,6.001,1.894,0,161.056,0.479,37.934,6.707,0,0.381,3223.039,0.01,0.472,0,6.285,0,163.451,0,0,14.474,0,567.626,0,0,0,31.077,0,11.893,25.397,15.853,111.327,0,749.981,142.732,0,50.495,1274.627,884.102,32.426,0,0,0,0,0,0,0,96.633,0,32.524,0,0,2361.512,4310.532,75.575,26.733,86.031,1075.48,0.036,788.007,11.2,0,0,824.563,0,0,0,430.978,57.77,0,0,1.551,152.512,130.424,936.26,1.206,0,0,74.706,2.493,64.709,3545.73,51.851,37181.51,2.025,24.743,5.402,46.664,0,1.004,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275,0,0,0,0,0,0,4.495,0,0,0,0,13.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.321,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0,0,323.428,6.119,0,0,0,0,0,0,0,5.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,39.262,4.361,0,0,839.798,0,0,13426.795,18734.555,399.537,0,6.929,734.807,0.75,0,14343.888,0,2.498,22.239,0,3976.907,0,0,0,0,11.356,0.167,1007.871,0,187.9,676.697,2.175,2904.96,0,0,14.108,0,1704.449,17054.624,0,11221.17,0,0,0,27.201,0.122,148.633,0,82.84,583.884,0,10717.04,0,76.722,3867.407,0.022,0,0,585.654,0.518,27.472,9902.309,1.393,0,0.409,0,0,7834.167,104.393,0,0,110.38,0,0.118,0,0.267,0,0,0.278,5.661,2761.133,287.362,7.209,10025.291,8.385,0,17.982,2879.186,397.955,1.407,0.283,65660.363,10.1,20.068,0.197,0,11544.999,11.785,0,443.702,12.623,0,0,0,0.31,2.914,0,0,0,7268.268,16.453,0,0.104,0,22.471,3067.955,0,0.431,1.72,0,27.904,63.57,21.235,0,0,0,2659.853,0,1.131,0,1.823,0,8863.946,0.06,0,0,0,625.318,0,0,0,2567.831,0.057,2.596,37.213,3462.394,5925.617,0,9463.148,63.313,0.417,2.424,22.658,154.082,0,0,0,0,0,0,0,0,1253.173,0,19.533,1.278,0,21608.4,6891.41,5387.814,2703.561,15.964,10674.059,0.366,654.663,0,0,0,4800.01,1193.305,0,0,0,0,0,0,351.352,199.53,0.263,1839.067,0,0,66.603,11.724,49.486,164.883,552.281,244.121,211079.745,0,835.089,0,30010.366,5.492,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.415,0,0,0,0,0,27.129,0,0,0,0,0,4.36,0,0,0,17.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.379,0,0,0,0,0,0,0,0,0,0,1.173,0,32.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.699,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
