"AND","ARG","AUS","AUT","BHS","BGD","BRB","BEL","BOL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CAN","LKA","TCD","CHL","CHN","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FIN","FRA","ATF","GAB","GEO","GMB","DEU","KIR","GRC","GTM","HTI","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","LBN","LVA","LTU","LUX","MAC","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MSR","MAR","MOZ","OMN","NAM","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","ROU","RUS","RWA","SHN","LCA","SPM","SMR","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","THA","TTO","ARE","TUN","TUR","TKM","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","SCG","DZA","HND","NPL","SDN","SLB","CAF","FJI","PYF","GHA","KGZ","LAO","VUT","NFK","TON","UGA","WSM","LBY","MNG","BDI","GIN","ZMB","AGO","AZE","VCT","KWT","MDG","TCA","GUY","SYR","QAT","ALB","CPV","BEN","GRL","GNB","SUR","UZB","YEM","ARM","CMR","COM","MYT","DJI","MRT","MDA","TGO","WLF","BHR","BLZ","COK","TJK","IRQ","MHL","SOM","LBR","LSO","TUV","ATG","GRD","AFG","CYM","KNA","AIA","BMU","ABW","FSM"
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.423,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.868,0,2.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,18.487,0,0,0,0,0,0,0,0,0,0,1.223,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,5.374,0,0,0,0,258.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.504,0,0,0,0,0,0,0,0,0,0,0,0,20.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.087,0,0,0,0,0,0.011,0,0.089,0,0,0,0,0,0,0,0,0,2.677,1.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,1.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,1.646,16.897,111.314,0,0,1.184,251.294,0,0,0,143.334,0,0,12.376,0,0.5,0,1133.43,0,1.6,3.29,341.422,1.019,0,0,6.567,0,3.044,0,1874.621,120.956,0,1.01,1.62,2.07,0,0,2.076,0,5.786,148.286,0,0,0,0,399.462,0,0,5.565,0,11.042,7,0,0,0,6.83,0,1328.416,0,0,3241.038,0.6,0,0,0,38.073,0.137,0,0.276,0,0,0,34.962,0,0,0,0,0,0,0.528,0,0,0,310.825,0,0,1.786,0,0,0,22.471,0,16.582,0,0,1.79,0,53,8.073,0,0,22.78,0,0,0,0,0,0,0,0,0,0,2.2,123.009,1.856,0,49.135,29.704,0,13.639,0,0,0.889,123.737,0.053,0,0.025,5.194,0,0.07,0,0,57.962,0,56853.01,0,0,1.364,0.013,0.014,2.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.407,0,0,0,0,0.429,0,0,0,0,0,0,8.206,0,0,0,0,0,0,0,0,0,210.428,0,0,0.58,0,0,89,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,100.277,0,0,72.852,0,0,0,0,0,0,0,0,12.334,0,0,0,0,0,0,0,0,0,0,0,2.182,0,0,0,0,0,0,0,0,0,0,31.797,0,0,0,205.394,10.85,0,0,0.992,0,10.175,0,0.485,0,0,0,0,0,0,0,0,0,0,0,0,25.762,1.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.015,0,0,0,0,0,0,0,0,0,0,26.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.727,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0.148,100.302,492.035,0,0,0,14077.657,0,0,0,120.088,0,0,112.072,0,0,0,2222.236,380.147,0,2.36,111.039,0,0,0,0.905,10.776,0.673,0.675,8.806,1611.173,0,0,1.404,0,1.093,0,0.064,0,397.291,1654.282,0,0,0,1.651,26886,0,18.322,0,0,54.116,204,0.201,0.892,0,34.958,162,11069.042,1.693,0,428.706,6.5,0,2.105,0,26.272,2.837,0.38,0.121,6.297,0,0.31,510.86,0,0,0.6,0,20.759,0,5.969,0,0.237,0.253,0,0,0,3.299,0,0,0,57.054,0,0,0,0,0.934,265.618,99,208.027,0,8,7.099,1.415,0,0.489,0,0,0,0,0.272,0,0,35.865,116.02,27.991,0,3.683,512.971,0.285,398.78,0,1728.087,3480.693,19.604,0.343,0,7.573,93.826,0,22.07,0.564,0,11815.344,31.98,69555.331,0,0.66,3.223,2.207,4.255,0,0,0,0,0,0,0,0.668,0,0,0,0,0,15.147,0,0,0.413,0,0,2.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905,11.925,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.052,0,0,0,7.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,1.991,1067.055,47.66,0,0,0,0,0,0,0,25.223,0,0,0,0,0,0,241.223,0,0,8.138,12.544,0,0,0,0,0,0,0,0,5.529,0,0,5.079,0.157,0,0,0,0,0.707,0,0,0,0,0,140.965,0,0,0,0,27.708,0.136,0.589,0,0,32.971,3.813,14.57,0,0,25.987,0,0,0,0,7.165,0,0,0,0,0,0,16.166,0,0,0,0,0.85,0,0,0,0,0,13.436,0,0.639,0,0,0,0,1.532,0,0,0,0,0.159,6.32,0,3.241,0,0,0,0,0,0,0,0,0,12.184,0,0,0,0.051,72.108,0,0,0.514,11.485,0,29.632,0,8.019,76.924,2.121,0,98.123,0,18.771,0,0,0,5.031,250.143,0,3766.596,0,0,0,0,0,0,0,0,3.902,0,40.279,0.375,0,0,0,0,0,0.914,0,7.543,0,0,0,0,0.134,0,0,0,17.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIC",0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0.807,0.619,5.691,0,0,0,0,0,0,0,0.188,0,0,2.14,0,9.3,0,2.024,0,0,0,1.144,0,0,0,0,0.55,9.202,0,12.24,135.18,0,0,0,0,0,0,5.521,0,100.992,158.486,0,0,0,1.484,422.35,0,5.482,0,0,28.491,1.461,21.933,0,0,1.28,0,253.299,0,0,0,0.4,0,0,0,23.916,0,1.27,0,0.35,0,0,9.268,0,0,8.923,0,0,0,4.651,0,0,0,29.342,0,0,0.122,0,0.015,0,0,0,0,0,0,4.357,0,0.411,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,244.782,0.039,0,0.434,0.978,0,6.898,0,1594.341,12.08,0.372,0,0.352,0,0.078,0,0,0,2.23,430.723,2.554,219.916,0,0,0,0,229.712,0,0,0,0,0,0,0,0,0,0,0,0,0,44.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,10.771,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,1.187,0,0.24,0,0.34,0,0,0,0,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0,0,0,0,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,4.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0.503,0,0,0.983,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0.075,16.293,86.109,479.343,0,0,0,23.002,0,0,0,1214.561,0,0,2.633,0,33.5,0,1348.297,0,0,0,1780.331,0,0,0,0,0,0,0.012,512.742,383.704,0,0,0,0,0,0,5.554,0,3887.5,314.436,0,0,0,0,25642.282,0,0,0,0,24587.893,1770,10,58.324,0,14.255,75.728,13.244,0,0,26407.313,0,0,0,0,1313.225,0.11,0,0.328,0,0,0,16158.81,0,0,14.213,0,2052.483,0,0,0,0,0,9716.181,0,0,11.63,0.01,0,0,232.95,0,0,0.511,0,0.02,0,1483.268,0,0,11,10.639,0,0,0,0,0,0,0,0,0,0,485.796,4605.866,68.994,0,53.398,144.056,0,239.884,0,4.295,46.47,2962.51,0,0,0.115,552.675,0,1.44,48.896,0,1622.671,0,54314.31,0,0,0,2.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.159,2.572,0.032,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,26.731,0,0,0,0,0,0,0,0,0.131,0,0,0.333,0,0,0,1.668,0,0,0,0,0,61.144,47.788,0,0,0,0,101,0,0,0,0,8194,2,0,0,0,0,56.375,4.837,0,0,0,0,0,0,0,0,0,0.563,0.266,0,0,0,0,0,0,0.511,0,0,0,0,0,0,0,5.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0.985,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.048,0.113,0,0,0,215.065,0.855,0,0,0,0,0,0,96.403,0,0,6.734,0,433.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0.932,6.648,0.014,0,0,0,3.3,0,0,0,36.383,0,0,0,0,0,0,0,0,0,1.491,0,0.633,0,0,0,0,0,24.058,0,0,0,0,0,0,0,0,0,0,0,33.88,0,0,0,0,357.06,0,0,0,0,0.886,10,0,0,0,0,0,0.242,49.4,0,0,0,0,0,0,1.229,0,0,0,0,0,0,6.212,0,0,0,0,0,0,0.683,54.485,0.296,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,16.835,0,0,0,0,0,0,3.605,0,0,0.146,0,0,0,0.276,0.203,0,0.11,0.001,0,3.229,0,7.331,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.371,0,0,0,0,0,0,0,0,0,42.564,0,0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,0,0,0,0,0,0,0,0,5.119,0,0,0,0,31.518,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.419,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.176,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,61.533,107.375,0,0,0,0.018,0,0,0,0,0,0,0.077,0,756.8,0,73.618,0,0,0,32.611,0,0,0,0,0,0.434,0,6.699,20.289,0,11.675,0,0,0,0,0,0,18,6.28,0,0,0,0,4972.636,0,3.151,0,0,79.407,18.825,0,0,3.506,251.637,52.616,54.448,0,0,52.141,62.544,90.575,81.605,1.524,104.016,0,0.041,22.632,0,0,0,6.594,0,0,0,0,3.269,0,0,0,0,0,219.702,0,0,0.074,0,0,0,10.785,1.5,0,0,0,0,0,4.607,1.305,0,0,0,0,0,0,0,0,0,0,0,0,0,59.634,1.133,6.978,0.415,0,512.704,0,88.896,0,74.26,204.82,0.432,0,0,0,40.282,0,51.669,0,58.933,44.173,0.934,418.057,0,0,0,0.508,0.826,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,18.022,0,0,0,0.33,0.007,0,0,0,0,0,64.8,0,0,0,0,0,0,0,3.18,0,18.948,0,0,0,0,0,5.027,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
