"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRD","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","ZMB","CXR","COK","DJI","GUM","MNG","TON","SOM","SSD","TKM","NPL","ERI","MRT","HTI","SPM","TCA","GRL","IRQ","BES","FSM","MHL","PLW","GNB","YEM","ATF","TUV","BLM","KNA","NIU","NFK","TKL","BTN","MNP","FLK"
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,0,0,1.694,0,0,0,0,0,1.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0.006,0,0,4.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,1.611,0,0,0,0,0,7.903,131.651,115.636,0,0.345,0,0,0,92.677,0,0,0.951,8.327,203.079,0,0,0,0.11,5.114,0,0,377.421,0,0,29.999,0,0,0,1.036,0,15.355,25582.719,0,27.644,0,0,0,1.845,7.525,4.144,0.689,23.3,0,937.892,0,6.064,1.274,0,0,0,450.666,0,2571.336,778.24,0,0,0,0,0,1524.403,0,0,0,13.918,0,7.226,0,0,0,142.679,212.848,2.393,114.563,1.842,11.922,46.067,252.041,15.434,0,217.501,0.524,6.907,47.185,0,173.931,0.248,0,0,0.46,0,42.694,0,0,682.193,0.345,0,0.222,11.054,14.48,718.922,1.151,4.548,0,220.877,0.457,0,0,1.567,0,0,0,0,1591.866,0,0,0,0,0,11.479,0,1134.161,0.459,2891.779,0.21,0.23,0,0.194,1.554,14.5,0,447.538,110.983,0,2.302,1840.435,1230.712,3.313,0,0,0,0,0,0,16.045,0.69,7.761,0,0,87.509,117.806,137.464,8.024,10.784,22.939,0,195.279,3.734,0,0.306,0,73.353,0,0,334.162,0,0,501.244,11.262,22.795,8.812,60.078,155.859,0.69,453.299,2.071,1516.669,0.048,1.289,0.23,0,0,0,0,0,0,0,0,0,0,47.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,73.129,0,0,0,0,0,5.76,167.984,1370.425,0,0.472,12.657,0.153,0,179.88,0,19.492,1.386,0.128,49.541,0,0,0,0,26.334,1.26,0,6.198,0,9.988,696.022,1.738,0,507.645,50.713,24.223,11.575,34773.88,0,6.801,0,0,1.476,72.995,7.48,0,150.117,596.073,0,33.161,0,0.307,0.236,0.872,0,0,2.836,0.12,49.13,917.826,0,0,8.764,0.019,0.473,11643.75,0,0,0,0.457,0,1.536,2.373,0,13.866,30292.343,629.607,1.613,10.905,1.67,53.284,1781.836,567.585,1.749,0,1619.864,0.686,0.361,46.734,0,805.308,52.691,0,0,4.088,0,75.619,0,0,45.244,120.875,0,0.247,0,517.131,0,0,87.489,7.113,147.006,2.987,0,0,20.244,0,0.207,0.703,0,905.945,0,0,0,0,0,1.372,3.482,0,0.768,2073.022,20.978,0.024,0,0,26.303,6569.504,0,160.024,225.459,0,19.67,269.431,442.696,0.737,0,0,0,0,0,0,36.595,76.143,6.791,0,0,245.983,214.348,272.977,85.428,28.37,60.631,0,176.758,0,2.638,0,53.845,0,0,7.623,7288.904,0,0,34.991,2.045,69.411,1.579,2.852,2.816,37.384,943.625,0.448,11034.829,60.982,0.879,7.07,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0.008,0,0,0,36.217,3442.381,1263.946,0,16.204,4.631,0.376,0,3058.844,0,0.479,1.089,4.355,22098.567,0,0,0,0,23.302,219.315,0,78.1,4618.664,0.411,52468.383,0,0,0,6.183,0,5.952,153754.643,0,50.583,0,3.324,0,3.176,24.026,0,0,3223.138,0,256.487,0,390.719,1.866,147.543,0,108.461,992.914,0.011,476.972,13280.505,0,0,0,0,0,136563.532,0,0,0,34.928,0,0.246,16.003,0,0,82555.436,6465.874,0.19,9453.624,485.51,8.843,2371.966,3568.357,3.497,0,84025.049,0.224,358.568,91.61,0,19739.416,1.006,0.023,3486.161,66.049,0,52.548,9.605,0,4.095,0.066,941.558,0,2.909,59809.266,120.753,0,0,0,14722.05,8.219,0.027,0,179.842,0,1.699,2.839,0,156217.913,0,0,0,0,33.526,107.554,0.033,0,205.109,26.473,621.636,379.745,29.302,0,40.717,489.544,0,2943.185,1337.326,0,0,289.752,395.814,0,0,0,0,0,0,0,272.329,1.917,38.324,0,0,50281.244,53629.339,94.449,147128.461,1300.421,393.523,0,24758.2,0,0,0,389.986,2079.79,0,0,0,0,1.551,221.572,39.027,12559.527,0,790.063,0.142,110.746,8338.023,0,171296.733,0.513,0.126,0,0,0,0,805.297,0,0,0,0.027,2.453,0,0,0,0,0.229,0,2.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",634.884,264.549,12.588,0,0,104.042,0,0,0,2657.944,2.64,0,133.054,282.88,14.754,0,1.918,0,0,0,2.108,0,0,0,0,0,0,12.65,16.359,8.5,0,39.089,2.175,0,0,11.807,248.445,0,0.063,6.751,0,0,13.936,19.378,60.275,0,0,0,0,0,1.666,42.404,0,0,0,0,0,36.15,0,0.426,0.428,13.222,0,0.502,83.335,0,0,30.392,17.32,0,0,0.295,0,0,3.738,0,0,218.571,861.017,0,0.703,20285.917,0.215,0,1955.919,2.782,0,1.234,1.185,43.487,189.865,0,0,141.043,0,0,6.53,0,0,45.047,5.581,0,0,0,0.17,81.87,0.001,189.946,173.954,0,169.955,0,0,0,0,0.036,11903.679,3337.214,0.593,0,31.226,0,0,0,0,55.485,2.25,0,193.64,67.487,0,1894.148,0,38.822,0,0,35.667,0,1942.126,2.053,0,0,113.822,58.519,24.754,0,0,1.492,0,0,0,815.819,75.645,203.792,2.971,61.313,711.352,2.701,0,337.131,0,9.804,32.755,149.798,3468.061,0,0,184.814,1.242,296.346,7.42,0,0,0,0,0,4225.816,278.313,0,0,68.617,34.048,41.184,62.797,140.841,0,1.929,0,0,0,16.11,0,0,125.929,0,0,0,1983.496,36.064,12.776,0,155.815,31.827,0,0,0,0,397.326,0,0,0,0,0,6577.861,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,70.395,0,0,0,0,0,0,13.143,137.863,0,0,0,0,0,3.901,0,0,0,0,0.111,0,0,0,0,0,0,0,0.3,0,2.621,9.22,0,0,0,0,81.281,0,24.299,0,0,0,0,0,0,0,0,0,65.635,0,0.563,0,0,0,0,37.757,0,52.581,0,1.832,1703.413,0,0,0,0,56.762,894.655,0,0,0,0,0,0,0,0,0,0,777.664,0,0.12,0,0,6,0,18.989,0,55.861,0,0,0,0,0.065,0,0,0,38.776,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,14.797,0,0,0,336.274,0,0,0,0,0,0,0,0,0,0,6.847,0,91.844,0,4.299,0,0,0,0,0,0,0,37.746,146.515,0,0,39.467,131.521,0,0,0,0,0,0,0,53.221,2.787,24.456,0,0,7.727,0.041,2.091,0,22.132,3.581,48.105,682.706,0,0,0,55.804,11.503,0,0,37.236,100.324,0,88.353,0,4653.824,45.951,2.363,0.064,0,62.072,0,890.404,36.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.605,0,0,0,0,0,0,0,0,0,0
"TUR",132.757,34.149,15.279,0,0,1.869,0,38.883,0,1.26,1575.263,0,0.148,0.864,56.407,0,1.767,0,0.029,58.596,0,2.677,0,0,0,0,287.36,0.181,0,2.115,0,1.51,2449.127,0,0,0,0,0,0.806,998.475,0,0.416,0,0,0.79,0,5.561,0,803.135,21.029,1.817,1.681,0,0,0.885,0.241,0.487,3.991,85.533,0,9.463,308.825,0,0.562,990.011,0,25.7,5097.536,5.113,0,0,216.434,0,0,102.372,0,0,4.056,1726.572,0,0.486,337.4,1.286,31.098,1256.44,1.52,80.304,0,67.793,47.715,0,0,18.609,7.107,4.606,0,93.624,0,0.491,0,40.079,0,0,0,0,1.015,156.198,20.898,4.736,0.595,0,3.173,14.217,10.368,0,354.333,0,22.026,0,0,21220.056,0,0,0,0,0,0.006,0.102,12.908,72.671,17.043,2.895,0,0,0,0.278,0,0,167.016,253.885,0,14.158,1385.202,56.609,0,0,0,0,0,0,0,244.054,60.574,72.327,0,1.71,5.776,285.956,5.759,0.566,407.456,2.733,0,1557.108,3361.161,0,0,9.442,46.869,8604.902,0,3.307,0,0,120.484,306.912,0,2.242,1875.38,142.178,75.611,68.837,0.714,56850.231,0,0.368,18.386,0,0,0,0,0,0,0,0,0,0,124.171,0,0.72,0,0,9.447,0,0,0,0,543.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.255,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,15.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.036,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,1.169,0,0,1.273,0,0,0,0.408,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0.827,0,0,0.195,0,0,0,0,0,0,3440.12,0,0.249,0,0,0.298,28.083,0,0,0,1.78,0,1.394,0,0,0,0,0,0,5.554,0,0,0.272,0,0,3.426,0,0,4.097,0,0,0,0,0,0,0,0,0,1.105,94.146,0,0,0,0,56,0,0,0,0,11.748,0,0,0,1.75,0,0,0,0,0,0,0,0,0.827,0,0,0,0,6.821,0,0,0,0,7.233,36.011,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0.037,0,0,0,0,62.998,0,0,0,0,0,0,0,0,0,9.092,0,0,13.027,0,0.345,0,0.179,0,0,3.448,0,0,0,0.164,1.212,0,0,0,0,0,3.923,0,0.15,0,0,0,0,0.071,0,4.559,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,1.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511,0,0,9.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,4.682,0,0,0,0.001,0,0,0,0,0,0,0,0,0,1.279,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,5.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,1.727,0,0,0.249,0,0,0,0,0,0,0,33.801,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807,0,0,19.943,0,0,0,0.417,6.49,0,0,0,0.102,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,17.222,0,0,3.438,14.989,135.948,77.045,4.372,975.246,2106.081,7.425,17.29,72.221,1.228,872.254,2649.497,0,0,0.673,20.576,194.415,0,0,18.764,6.443,260.193,0.9,38.29,23.497,0,9.445,3136.446,0,0,2.886,0,6.399,32.625,7011.886,0,9.137,0,2.113,0,2.003,118.076,0,20.944,1958.188,7.109,2363.228,0,2.308,13.435,0.361,0,0.223,450.734,0.107,764.796,6939.999,0,0,1.089,0,0.082,53904.754,82.16,75.808,0,56.849,100.565,0.072,0,0.028,0.144,21726.146,3411.734,14.32,7.286,0,7068.618,1591.944,11452.908,21.858,8.439,2772.227,30.645,5.589,27.864,0,407.7,24.983,0,0,4.823,0,114.944,0,2.803,235.778,39.333,0,4.275,9.141,1588.901,15.342,1.843,321.674,11.806,217.987,13.425,1.498,0,5.539,1.477,50.05,1.074,0,9401.158,0,0,0,0,0,216.359,0,20.184,154.049,484.113,9.545,3.789,0,14.697,2.252,2259.285,0,2361.206,1885.412,0,227.866,5074.097,722.851,24.529,0,0,46.325,1.562,0,0,184.602,1.95,53.061,56.36,2.906,3291.749,3613.5,739.333,10.089,264.851,992.961,54.361,3522.235,5.858,0,0,1973.88,1579.305,0,0,498.456,0,5.339,262.054,86.034,1590.055,13.668,3.58,4.341,90.739,0,8.061,35338.846,2.29,3.31,9.817,0,0,0,1.968,0,0,0,0,0,0,0,0,3.863,0.224,0,0,0,0,0,0,58.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.603
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.139,0,0,1.957,0,0,0,0,0,3.125,0,0,0,0,0,0,3.617,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745,0,0,0,0,20.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,4.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",367.457,0,128.132,0,0,79.347,592.38,2.642,1523.335,5657.439,5390.701,1548.417,53.162,74.554,1.182,729.258,2803.888,191.307,51.558,5.931,75.754,10574.375,222.072,5.354,657.756,14.502,465.756,80.645,9.111,690.171,7.583,24.399,89525.024,0.577,1039.558,8.157,203.519,3.337,1561.222,223113.1,0,1555.169,0,47.918,32.572,1365.563,4.693,0,105.095,8139.706,6.083,1739.12,20.963,1481.265,384.532,466.439,3.969,61.358,3091.595,207.885,1809.838,63742.13,4.272,0,18.205,164.447,0,121047.659,255.871,0,0.112,98.992,440.128,913.933,70.373,388.372,337.231,323534.399,3212.207,470.102,6089.429,0,5406.397,28131.289,7006.732,4.327,536.159,49685.553,101.493,148.171,97.887,0,44530.55,886.058,0.259,0,101.916,0,217.063,151.18,4.084,539.868,149.3,100.681,26.286,48.959,86972.986,37.947,94,39.103,0,423735.214,1.098,13.518,210.5,24.113,1.16,319.506,114.817,0,13893.233,53.492,334.849,107.057,0,0,553.009,132.08,74.755,589.55,1035.721,1828.411,895.431,0,83.984,251.6,60353.186,0,6284.263,275.137,0,718.702,606.236,16285.48,0.494,0,67.157,205.766,92.791,2.946,0,2381.843,39.629,93.367,0.747,118.388,15505.814,164806.609,745.846,17939.699,407.426,1580.607,244.996,3889.053,0,80.607,9.162,5755.402,14055.503,0,0,34938.985,19.2,546.387,1983.886,155.787,4849.815,232.291,149.729,5.503,636.659,51574.144,503.43,0,89.02,67.531,0.175,151.074,0,0.556,117.557,0,0,0,0,2.004,0,12.411,0,0,2.214,6.47,15.745,749.193,0,128.891,0,449.844,0,4.936,608.617,25.884,0,0,0,0,0,157.476,0,0,0,0,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,0,0,0,0,0,0,0,0,0,30.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.197,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,2.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,46.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.613,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.253,0,0,0,0,0,0,0,0,0,0,0,0,4.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WLF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
