"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRD","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","ZMB","CXR","COK","DJI","GUM","MNG","TON","SOM","SSD","TKM","NPL","ERI","MRT","HTI","SPM","TCA","GRL","IRQ","BES","FSM","MHL","PLW","GNB","YEM","ATF","TUV","BLM","KNA","NIU","NFK","TKL","BTN","MNP","FLK"
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,11.957,0,0,0,0,0,0,0,10.828,0,0,0,0,0,0,2.638,0,0,19.291,0,0,0,0,0,0,320.367,0,0,0,0,0,0,0,0,0,0,0,112.064,0.259,0,0,0,0,0,0,0,0,2124.325,113.349,0,36.085,0,0,0,0,0,0,0.073,0,0,0.536,0,0,0,0,0.223,59.836,1.236,0,0,0,0,0,0,0,0,0,0,0,0,7.434,0,201,126.564,0,94.817,0,0,189.19,13.281,0,0,0,0,0,0,0,0,0,0,10.993,0,0,0,0,0,0,0,152.994,0,0,0,0.941,0,3.53,0,0,14.008,0,16.266,0,0,0,0,0,0.022,0,0,47.167,0,0,0,0,0,0,0,0,0,6.232,0,0,164.437,8.68,2.55,0,0,0,0,0,0,0.395,0,27.783,0,4.104,0,1.131,0.145,0,4.056,0.184,0,3.712,0,0,0,1.611,3.669,0,0,0,0,0,52.633,15.516,8.699,0,0.133,5.109,0,15.059,0,5.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,1.302,0,0,0,7.961,0,0,0,0,0,0,0,0,0,42.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,2.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,10.797,0,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,1.192,0,0,0,0,0,0.093,0,0,0,0,0,0,0,5.048,0,1.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,1.342,0,0,0,0,0,2.5,0,0,0.319,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,7.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",72.171,0,0,0,55.014,27.269,0,0.158,15.105,40959.109,446.435,0.432,57.103,1126.864,5.804,0.25,147.092,0,60.792,0.576,4.561,4403.559,0.091,51.133,0,1.71,747.607,1749.372,30.905,5.012,0,6.874,4456.45,0,0,0,79.199,0,11.55,141954.984,0,7.368,0,0,20.715,155.776,1.443,0,4.093,223.148,44.358,272.33,0,78.217,48.348,1.648,0,3.841,20.805,27.925,108.365,1264.878,0,0,29.854,0,533.766,14187.965,439.304,1.722,28.018,65.188,0,66.785,0,105.032,0.521,0,1325.903,6.915,893.478,328.611,151.589,15733.521,1468.524,16.01,105.116,1616.181,6.878,1.726,685.839,0,23199.946,0.304,0,6.8,10.817,59.109,63.016,0,8.579,95.245,289.714,4124.484,28.585,72.675,10112.314,205.703,487.937,1.41,0,1941.892,15.057,0,0,24.932,4.729,0.517,379.895,0,5172.303,0,1.5,0,0,0,377.765,0.759,5.792,303.886,50.015,1182.792,24.64,1.497,146.215,1.202,20126.345,0,5568.951,22.144,0,17.667,43.137,1017.908,787.008,0,0,0,0,14.884,0,19.358,0.201,0.941,14.345,9.317,79568.405,10643.225,34.663,2823.212,4.169,11821.722,438.082,824.4,1.665,1.279,0,259.145,2076.303,0,0,3025.46,6.038,10.372,8.82,0.329,82.366,522.51,1091.416,2.332,156.689,8941.507,222.305,8857.135,5.472,27.002,25.208,9.345,0,0,30.151,0,0,0,19.606,0,0,0,0,0,3.362,0,0,5.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,6.964,0,0,0,0,0,1.254,4.467,69.147,3836.819,0,0.574,0,0.226,0,61.969,0,2.185,1.445,1.193,16.526,0,0,0,0,727.713,2.708,0,0.61,0,35.843,113.901,0,0,0,60.772,0,16.216,687.786,0,2.799,0,0,0,2.518,19.603,0,0.785,835.485,0,74.894,0,44.328,0.361,4.31,0,0,94.823,0,212.805,535.525,0.186,0,0,0,0,5506.058,2.136,0,0,10.442,0,0,0,0,0.626,313.541,0,1.075,15.282,0,0.425,461.717,2696.874,0,0.179,90.689,6.011,0.23,0,0,53.221,3.113,0,0,0.358,0,378.504,0,0,12.719,2.54,0,0,8.01,28.955,0,0,0.185,0,363.611,0.879,0.929,0,3.361,0,0,0,0,5760.274,0,0,0,0,0,1.507,0,0,6.03,21.246,12.962,0,0,1.397,1.244,2.115,0,2515.034,56.822,0,2.201,385.781,119.41,0,0,0,0,0,6.669,0,10.616,0,28.931,0,0,31.025,17.28,4094.333,18.168,43.876,19.742,0,296.909,0,0,0,611.594,87.397,0,0,33.386,0,0,13.588,2.909,618.456,0,3731.354,3.024,2.071,6848.781,1.292,779.374,0,2.953,0.621,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.522,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,10.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.743,0,8.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,1.186,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0,10.397,0.219,0.426,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0.099,19.597,0,0,1.13,71.701,468.343,0,0,0,0,0,1.295,0,0.173,0.05,0,1470.608,0,0,0,0,0,26.796,0,35.5,0,0,517.438,0,0,0,0,0,6.436,8024.753,0,890.089,0,0,0,5.617,0.017,0,0,101.816,0.923,39.75,0,0.551,4.115,0,0,0,228.642,17.367,64.821,1832.435,0,0,0,0,0,15739.327,0,0,1.013,187.432,0,0,0,0,0,13639.985,0,0.42,0,0,495.224,3.198,1.218,0,0,1312.742,0.124,0,0,0,590.407,8.492,0,0,0.156,0,0,0,0,8.377,0.083,0,0.062,0,50.528,10.226,0,0,0,1218.292,0,0.154,0,185.568,1.689,1.149,0.086,0,4803.267,0,0,0,0,0,13.558,0,0,0,40.004,3,0.004,0,0,10.003,2906.808,0,1440.541,235.606,48.452,0,2.356,140.901,0,0,0,0,0,0,0,0,0,24.629,0,0,9.965,8617.414,202.892,95.287,22.287,205.208,0,667.454,0,0,0,4.837,202.026,0,0,564.489,0,0,2.071,17.621,600.56,0,277.858,0.765,0,1794.517,0,10072.129,21.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",92.493,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,3.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1,0,0,0,0,12.672,0,0,0,0.406,0,0,1.708,0,0,0,0,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,0,0,56.722,40.683,0,0.575,0,0.061,0,117.291,0,0,0.164,0,31.862,68.675,0,0,0,1160.224,0,0,16.5,0,0,386.696,0,0,158.828,1.291,0,0.565,2948.672,0,6.114,0,0,0,0.848,1.444,0,0,211.073,0,7.104,0,0,0,0,0,0,3.075,0,5.205,332.195,0,0,1.298,0,0,2583.228,5.043,0,0,0.307,36.784,0,0,0,0,274.859,1.604,27.659,0.161,0,0,628.832,569.769,0,0,733.575,0,0,248.457,0,353.069,0,0,0,0,0,0,0,0,1.207,1.378,0,0,0,4.861,0.324,0,212.339,0,48.926,0,0,0,11.306,0,3.656,0,0,45.529,0,0,0,0,0,60.78,0,0,0,38.175,0,0,0,0,0,0.173,0,41.424,2.33,0,0,4.622,286.478,0,0,0,32.19,0,0,0,3.252,0,15.029,0,0,44.031,337.117,20.368,0,135.712,0.166,0.2,31.425,0,0,0,28.213,68.255,0,0,2.498,0,0,0.206,0,70.178,0,10.266,28.861,0,443.824,0,4126.654,0,0.073,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,22.324,0,0,0.123,263.753,4.373,0,0,0,0,0,259.408,0,0.081,0,0,35.981,9.731,0,0,0,0,0,0,1.1,2.192,0,3600.649,0,0,0,0,0,14.024,529.888,0,0,0,0,0,11.05,0,0,1,58.867,0,3.404,0,0,0.968,10.206,0,0,0.344,0,90.362,6985.134,0,0,0,0,2211.958,159.496,40.679,0,0,0.819,0,0.342,0,0,6.763,245.873,38.916,0.102,2.071,0,2,0,73.704,0,98.729,334.117,0,0,109.254,0,99.89,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,127.854,0,0,0,0,0,0,0,0,466.884,0,0,0,0,0,46.846,0,0,0,0.341,0,0,0,0,183.193,1.647,0,22.689,0,0,0,71.806,7.416,0,0,0,0,0,0,0,0,0,1.747,0,0,22.769,102.053,2.292,21.369,2.486,2.941,0,60.13,0,0,0,87.376,63.516,0,8.514,29.056,0,1,0,0,342.303,0.022,2.205,7.437,0,22,3.457,17947.365,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",42.537,337.582,303.667,0,0.194,141.117,3.016,93.655,180.771,616.742,3724.646,12.096,5.617,81.955,179.288,0.158,6115.965,0,13.022,60.664,0,303.807,0,0,4.805,0.159,545.383,2.652,2.775,65.226,0,29.354,374.739,39.533,0,0,31.445,0,129.481,9213.017,0,147.668,0,0.507,18.954,46.286,903.51,7.113,280.707,2448.252,13.357,1107.499,0,106.096,79.364,24.345,0,162.622,175.176,0,297.859,10077.459,7.951,0,18.278,0,54.6,15212.744,25.882,7.275,0,1001.052,0,11.426,1.772,0,13.42,1254.273,4496.617,18.853,65.474,493.979,872.125,439.172,0,32.894,2.278,944.809,77.978,161.552,32.244,0,191.282,18.585,0.031,2.546,486.839,0,28.215,72.836,0,32.22,137.068,2.189,26.938,0,527.718,13.194,106.418,1306.468,1186.31,647.153,11.752,4.84,0,1002.212,44.882,1.676,1046.003,0,8052.027,0,0,0,13.99,0,9.649,52.459,0,264.576,290.77,87.305,97.48,0,0.465,133.316,63.01,0,5665.093,851.15,0,99.071,3257.89,2770.189,197.776,0,0,0.445,5.626,0,0,85.014,205.32,126.698,6.9,18.427,744.482,453.576,1904.064,37.915,2299.608,2931.674,11.817,4007.727,32.913,230.81,0,2766.482,6127.156,0,0,103.095,108.382,0,749.228,264.32,2397.432,60.844,234.464,27.078,362.958,3990.634,27.649,207558.661,994.114,24.519,9.289,0,0,0,152.411,0,0,0,0,0.037,0,0,38.124,0,0.175,142.548,199.765,0,0,0,0,0,0,0,0,0,32.234,10.375,0,0,0,27.662,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,1.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.239,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,103.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",272.723,0.781,0,0,0,0,0,0.798,614.64,2207.438,36151.474,0,3.206,2765.945,9.604,0,5806.68,0,4.724,20.665,0.157,7049.417,0,0.235,0,0,2944.844,17.17,0,418.262,38.781,2.043,16241.208,0,0,0,9.848,0,54.425,1154090.142,0,92.139,0,0,2.592,28.457,9.381,0,0.015,27990.36,1.295,121.051,0,927.667,5.616,5.906,0,0.366,162.034,4.316,3909.328,28969.963,0,0,0,0,0,125274.919,13.286,0,0,50.434,0,0.277,2.201,0,0.784,570722.935,21873.802,4.862,44885.43,82.744,682.605,7407.995,10782.861,0.713,0.495,0,36.526,0,12.08,0,409109.279,34.744,0.088,0,1.46,0,102.536,0,0,851.958,69.859,5726.695,0.26,0.084,98901.179,0,4.111,5.904,0.523,78601.867,6.897,4.75,0,86.233,0,0.036,2.334,0,115717.826,0,0,0,0,0,1026.705,18.308,0,127.868,1536.398,173.31,3.261,0,6.984,69.653,27398.485,0,5729.799,2933.094,80.842,0,7768.283,6264.232,0,0,0,0,0,0,0,7033.483,19.793,142.872,0,0,21855.539,82610.935,9704.828,93212.267,2352.484,231.839,0.144,6440.654,16.129,0,0.199,4140.733,12248.291,2.355,0,499019.248,2.717,2.419,696.267,1991.993,5179.263,19.515,445.481,97.297,2352.392,23668.627,12.675,607890.966,43.348,125.954,12.988,0,0,0,25.872,0,0,0,0,22.607,0,0,0,0,131.795,0,0,0,0,0,0,0,0,0,0,74.155,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.457,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,19.01,0,0,0,0,0,0,5.518,0,0,0,0,0,0,0,0.04,0,17.357,0,0,0,0,0,0,2.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,1.962,0,0,0,0,0,0,0,11.689,0,0,0,0,0,0,0,12.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.109,0,0,0,0,0,0,0,0,0,0,0,29.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.617,0,0,17.397,0,0,0,0,0,0,0,0,0,126.777,0,0,0,0,0,0,0,0,0,0,739.36,0,0,1.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478,0,0,0,0,0,0,0,210.233,0,0,0,0,0,22.964,0,0,0,0.134,0,32.105,0,0,0,0,0,246.077,0,0,0,0,994.375,0,1110.397,0,0,0,0,0,0,73.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.071,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.019,0,0,0,0,0,0,24.815,0,0,6.184,0,0,0,0,0,0,0,0,0,0,0,0,30.676,0,0,0,0,0,17.369,0,0,0,0,0,0,21.137,0,2.961,0,0.168,0,0,0,0.28,0,0,0.206,0,0,0,0,0,0,0,0,9.301,0,0,0,0,0,0,0,6.572,0,0,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,46.754,0,0,11.296,0,205.889,0,0,0,0,0,4.634,0,2.396,0,0,0,0,0,0,0,0,0,0,12.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.515,0,0,0,0,0,0,0,0,0,0,6.01,0.107,0,0,0,0,192.563,80.524,0,0.684,0,0,0,0.004,0,0,0,0,0,0.252,0,0,1797.559,0,0,0,0,1103.567,0,0,0,0,0,0,0,370.319,0,0,0,0,0,0,73.682,156.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.692,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,37.638,0,0,0,0,430.666,0,0,0,1.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
