"AFG","DZA","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","NCL","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","SLB","BDI","CCK","KIR","LAO","VUT","NFK","MNP","GNB","ALB","BTN","LBY","ATG","CAF","NRU","ABW","SUR","SMR","COM","MYT","SPM","MHL","ASM","GUM","LBR","NIU","TLS","GNQ","TKL","FSM","PLW","AIA"
"HND",0,0,0,0,0,0,0,8.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,30.397,0,0,0,375.275,2764.522,143.065,0,0,51.333,0,0,158.927,0,0,0,0,778.341,0,0,2.877,41.523,16.625,0,74.8,2.182,643.242,0,0,44.313,0,81.623,20196.709,0,41.958,1.364,0,0,164.251,183.473,0.38,44.565,302.164,0,807.409,0,2.212,43.917,19.253,0,0,1.045,0,20.821,222.266,1337.73,0,0,2.154,0,0,0,11980.753,0.679,0,12.742,0,0,1.302,0,0,0,6.155,0,58.085,1.012,60.141,13.704,0,4484.474,6578,520.573,13.03,0.891,3822.497,0.4,6.634,0,0,4159.8,217.832,0,5.63,0,20.837,0.261,171.486,249.038,47.299,0,2599.314,0,0,9.987,0,38.35,284.402,0.3,0,0,55.363,0.032,0,0,5.148,6058.43,51.034,4.803,184.256,0,0,80.407,123.781,84.428,27.036,3.753,2.549,2.749,603.375,0,940.215,75.243,0,29.948,17.48,0,0,0,0,0,0,984.926,0,0,0,410.789,8165.325,11.055,131.85,60.913,0,363.345,1.065,42.96,0,0,5145.442,2005.165,48.515,0,7735.19,2.641,0,0,2956.371,0.161,1635.535,0,0,0,0,158.658,0.699,926.579,3902.813,0,24206.009,0,32.315,0,226.745,0,50.308,7.479,0,0,0,0,0,0,0,0,0,0,1.923,0,17.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,0,0,0,0,0.139,10.301,153.869,0,0,0,0,0,1254.354,0,0,1,0,19.125,0,0,0,6.85,0,2.2,0,0,40.848,0,0,0,0,0,619,0,0,0,0,0,0.344,18.235,0,1.4,19.907,0,6.979,0,0,0,0,0,0,0.586,0,0,355.199,605.169,3.152,0,0,2.054,0,0,1663.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157,43.128,373.051,0.596,0,261.867,1,10,0.021,0,30.79,0,0,0,0,0.292,106.8,0,0,0,0,4621,0,0,0.453,0,0,1.277,0,0,0,0,0,0,0,0,30.488,0,0,31.101,0,0,0,1.822,0,0,0,0,1.117,4054.651,0,33.448,16.414,0,232.87,27.852,0,0,0,0,0,0,0,0,0,0,26.704,26.509,48.388,0,24.904,0,59.813,0,1.323,0,0,488.95,275.372,0,0,42,0,0,0,0,0,16.212,0,0,0,0,76.27,5.476,0,323.455,0,47.078,0,0,0,0,0,0,46.275,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,102.715,2.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.992,0,0,0,0,2.262,7.5,0,0,0,0,0,0,0,0,0,0,0,6.363,0,0,0,0,0,0,0,0,0,7.453,8.957,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0.617,0,0,0,0,13.316,0,0,0,0,49.947,0,0,0,0,2.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0,0,0,0,0,0,19.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.73,0,0,0,0,0,0,0,7.607,0,0,0,11.961,0,0,0,0,0,0,0,0,0,0,0,0,0,19.958,0,3.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,6.4,0,0,0,211.443,115.984,380.301,0,0,0,0,1.455,556.627,0,1.012,0,0,298.318,0,0,0,1.692,0,2.3,0,0,1547.216,0,0,105.778,0,0,581.851,0,11.2,0,0,0,0,6.946,0,0.298,1.349,0,115.77,0,0,0,0,0,0,0.151,0,0,52.481,2049.215,0,0,0,0,0,0,2720.12,0,0,0,0,0.082,0,16.053,0,0,0,332.194,70,0,0,0,0,0,0,108.343,0,0,6213.867,0,0,0.48,0,100.893,0,0,0,0,0,4.652,0,0,0,0,82.401,0,0,0,0,0,1766.34,0,0,0,0,0,1.678,0,0,243.644,0,0,61.315,0,0.041,22.5,43.821,0,0,0,0.61,37.768,7.364,0,1569.115,104.017,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,211.121,2.226,0,1.516,0,1.437,0,433.476,0,0,131.892,146.189,0,0,671.21,0,0,0,3.5,0,221.79,0,0,0,0,0,0,7.289,1388.683,0,452.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.527,0,0,0,0,0,0,0,4.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.747,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,310.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,7.307,34.769,0,37.5,49.41,130.878,1872.674,0,0,0.493,0.375,0,3361.804,0,0,0,0,150.637,0,0,0,2.185,0,40.293,0,0,19.368,0,0,0,0,24.176,348.77,0,2.154,0,0,0,0,36.926,0,11.475,189.075,0,2225.409,0,9.029,0,0,0,0,4.504,0,0,1857.461,4181.996,0,0,0,0,0,0,45430.143,0,0,2317.702,0,0,2,0,0,0,0,397.06,6,6.07,2.988,0,0,0,156.94,14465.033,0,0,2118.122,39.4,0,0,0,3870.836,22.374,0,0,0,3.14,0,31.362,0,0,0,3.946,0,0,38.189,0,0.434,55.152,0,0,0,60.568,0,0,0,0,9436.864,0,0.27,190.574,0,0,0,35.797,0,0,0,0,0.127,0,0,661,2875.634,0,59,1905.433,0,0,0,0,0,0,0,0,0,0,159.637,200.883,56.906,378.861,0.672,0,627.613,0,6059.375,0,0,3206.563,346.698,0,0,25.619,0,0,0,23.161,0,215.812,0,0,0,0,0,0,0,51652.393,0,2306.03,0,0,0,7.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.85,23.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0.313,0,1.256,87.592,837.495,98.646,0,0,0,0,0,358.314,0,1.347,0,0,4182.235,0,0,0,29.265,0,0.2,0,0,413.793,0,0,0,0,168.318,501.628,0,30.148,0,0,0,0.236,0.594,0,51.16,90.903,0,51.672,0,0,0,0,0,0,2.039,0,0,437.314,4734.454,0,0,0,2.335,0,0,6063,0.928,0,43.444,0,0,0,0,0,0,0,679.302,263,2.635,0,0,0,15.871,0,1014.632,0,0,16828.124,4.5,0,7.185,0,1882.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160.242,0,0,0,0,0,0,0,0,1488.734,0,0,689.245,0,0,0,311.441,0,0,0,5.533,12.972,5.641,0,125,508.229,0,53,61.118,0,0,0,0,0,0,0,0,0,0,535.647,8685.982,15.541,0,101.672,0,958.332,0,491.254,0,0,586.284,112.646,0,0,310.33,0,0,0,0,0,4557.516,0,0,0,0,0.96,2.765,0,2893.373,0,11751.237,0,11.47,0,3.569,0,0,493.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,46.638,6.749,8.601,628.257,1380.226,323.262,901.465,0,3.549,0.285,24.732,5.542,657.357,0,3.399,47.722,0,1226.055,0,0,0,57.097,0,3.9,2.559,2.534,1008.269,125.554,0,11.162,0,334.044,2436.744,0,392.11,975.767,0,0,13.19,410.818,182.279,191.141,1517.715,2.11,294.945,0.346,3.938,86.134,0,16.124,11.464,51.786,0,11.159,314.624,9668.229,6.756,0,2.165,18.217,4.528,0,8842.081,2.667,0,1063.861,0,0,12.676,0,0,0,0,390.77,941.118,33.067,245.213,2434.632,0,145.776,1080.41,0,150.186,12.937,1413.676,100.23,25.75,20.429,0,829.293,1374.995,3.94,210.076,0,24.282,29.422,4.39,2.491,6.099,27.675,91.012,7.523,9.383,396.53,0,8.942,400.371,0,41.271,0,290.151,4.09,86.339,0,10.093,2100.054,0,13.389,65.015,1.589,0,25.164,1735.996,53.123,15.438,2.101,9.708,38.345,34.369,0,689.743,1859.099,4072.308,685,612.129,0,0,0,2.909,0,0,538.803,20.709,0.639,0,1587.933,437.88,218.914,135.771,567.292,23.197,874.495,2.079,5900.322,0,0,552.594,1374.993,89.001,0,1346.391,0,0,131.733,416.925,362.722,2291.89,15.088,0,0,3.445,316.191,21.494,681.914,4191.404,9.414,11418.822,1.19,27.264,14.69,274.073,0,1.541,422.917,5.259,0,8.291,0,0,0,0,0,0,0,35.279,0,2.592,0,0,0,0,19.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.663,0,0,0,0,0,0,0,0,0,0,0,16.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,6.983,0,0,0,0,0,0.197,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,52.621,129.262,0,0,3251.795,10874.794,863.341,4.332,19.798,555.517,4.941,3.275,18150.36,3.269,119.457,20.028,0,25597.238,0,0,14.2,14.123,361.278,52.531,80.316,15.375,10020.949,0,0,758.946,0,872.325,160821.826,0,203.095,0,0,0,42.186,271.002,43.021,146.653,340.985,0,4951.616,0,44.806,17.294,13.662,3.135,0,4762.898,0,13.802,47651.49,69071.941,60.49,0,0,2.339,16.47,0,187620.442,3.271,0,333.49,0,1.445,15.671,1.688,0,3.936,20.472,122360.448,38536.009,30.952,8345.785,1002.974,0,2150.809,9233.098,14397.02,45.45,17.128,0,6.583,58.543,56.714,209.729,273617.477,119.214,0,289.358,0,34.579,75.889,10274.241,818.411,26.58,0,31591.165,0.745,0,16.422,18.85,37.697,15099.748,8.886,11.285,0,131.978,2.199,87.1,0,21.584,52213.241,49.352,14.792,856.135,3.48,0,44.444,1237.951,536.568,696.623,141.588,5.623,240.983,24478.513,10.895,306.515,407.929,27.098,141.28,1699.984,0,0,0,0,0,0,812.053,0,0,0,4267.92,55925.787,601.514,1537.065,108.415,0,1537.187,0,7319.041,11.825,3.986,13036.606,4841.267,32.94,0,32079.138,0,0,2.83,2511.576,47.259,1207.003,7.864,0,0,6.184,176.674,37.523,268.388,102790.95,21.716,789397.729,2.373,38.644,53.89,393.049,4.027,64.529,49.509,0,0,0,0,16.47,24.54,0,0,11.274,0,45.622,18.661,0,0,4.957,0,0,184.011,0,0,1.78,0,0,2.388,26.196,35.106,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,6.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,2.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.843,0,0,0,0,0,0,0,0,0,0,0,0,19.494,0,7.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374.184,0,4,0,0,0,0,0,0,0,0,0,0,0,21.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.2,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.453,0,0,0,0,0,0,0,1.056,0,0,0,5.864,0,0,18.925,0.057,0,0,3.716,0,0,0,0,0,0.236,0,0,0,0,0,0,0,14.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.135,0,0,0,0,8.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,9.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.798,13.096,0,0,0,0,0,0,0,112.716,0,0,0,0,0,0,0,0,0,0.384,0,0,0,4.54,1.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,2.059,0,0,0,0,1.701,0,0,0,0,0,0,0,0,0,0,0,23.878,0,0,0,1.307,0,0,0,0,0,0,0,0,0,0,0,0,9.399,0,0,0,13.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.994,0,0,0,0,0,0,0,0,0,0,0,0,0,87.041,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0,0,0,0,0,0,0,5.536,0,0,0,0,0,0,3.358,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.473,0,0,0,0.921,0,0,0,0,0,0,70.854,0,0,0,0,0,126.242,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,102.375,3.343,0,0.974,1736.827,1066.806,156.995,0,20.805,8.954,2.596,0,329.474,0,7.247,0,0,1775.849,0,0,2.856,20.48,0.678,3.199,10.197,0,1794.503,0,0,75.485,0,177.63,5361.127,0,52.092,0,0,0,37.139,31.735,0,37.986,108.459,126.211,33.171,0.458,7.076,76.475,0,9.967,0,2.126,0,10.972,360.885,3163.591,1.951,0,0,0,0,0,6125,45.701,0,636.34,0,0,19.526,0,0,0,0,4538.879,1237.89,2.139,213.987,3.442,0,289.312,18631.16,1872.929,1.323,6.4,23005.231,48.704,64.172,1.203,0,0,280.028,1,248.924,0,18.165,34.087,0,0,0,0,771.834,0,3.768,1.862,0,16.2,1720.145,10.167,1.15,0,6732.437,0,9.249,0,2.211,1056.339,0,1.879,228.382,1.388,0,563.152,105.147,63.895,30.731,6.325,6.46,29.22,154.53,0,919.144,91.305,99.961,1.934,496.148,0,0,0,0,0,0,417.548,0,0,0,415.954,2777.332,5.377,464.607,13.85,0,1552.167,0.025,1951.586,0,0,928.368,118.394,60.894,0,4800.077,0,0,0.694,1049.198,47.125,3621.701,0,0,0,0,66.059,13.103,604.303,1682.672,0,21858.006,0,92.534,34.156,67.029,0,0,6.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.929,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4.376,0,0,0,0,0,0,0,4.394,0,0,0,0,0,0,0,161.289,0,0,0,0,0,0,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.845,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,2.984,4.825,0,0,0,0,0,3.316,0,0,0,0,0,0,0,0,0,0,0,0,0,3.183,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,8.061,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.073,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.48,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,0,0,0,18.926,0,0,0,0,0,0,0,0,0,0,0,3.738,29.272,0,15.528,0,0,0,0,0,0,0,20.618,0,0,0,0,0,0,0,0,0,18.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,7.509,0,0,0,0,0,0.889,0,0,0,0,0,0,0,0,10.051,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189,0.069,0,3.008,0,0,0,0,0,0,42.733,0,0,4.899,5.374,0,0,0,0,0,0,12.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,28.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,24.709,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0.091,0,0,0,0,0,0,0.102,0,0,0,2.554,0,0,0,0,0,0,0,0,0,0,1470.699,0,0,3.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.899,0,0,0,0,0,0,0
"LTU",0,0,0,0,17.557,0,0,0,0,0,0,3.275,0,0,0,0,0,0,0,0,0,0,0,0,12.531,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,43.831,0.153,0,48.783,0,0,0,0,0,0,17.74,0,0,99.043,1.908,0,0,0,0,0,0,4.379,0,0,0,0,0,0,0,0,0,0,6.122,0,0,0,0,0,0,0,0,0,0,0,2.505,0,0,0,0,0,0,7.729,0,103.378,0,20,0,0,0,0,0,0,0,0,0,0,0,2.759,0,0,0,0,0,0,2.687,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,28.227,0,0,0,749.396,0,0,0,0,0,0,0,0,0,0,0,0,42.354,0,0,0,0,0,0,0,0,16.343,0.298,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,28.278,0,82.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,273.347,0,0,0,0,0,0,0,0,0,0,0,263.703,0,0,0,0,1539.584,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0,0.761,0,10.749,0,0,0,0,0,96.102,0,2.467,0,365.391,0,0,0,0,0,0,0,0,0,72.236,1190.331,0,0,0,0,0,0,348.966,0,0,0,0,0,0,0,0,0,0,83.766,5.346,0,0,0,0,0,67,49.739,0,0,6.648,0,0,0,0,0,0,0,0,0,0,44.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,62.107,0,0,0,0,0,0,0,0.045,102.932,0,0,0.659,21.96,0,0,0,0,0,0,0,0,0,20.121,0,0,0,0,0,0.118,0,109.485,0,0,23.292,5.838,0,0,1.604,0,0,0,0,0,0,0,0,0,0,0,0,0,71.122,0,76.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
