"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","COL","COG","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","SLB","CXR","CCK","KIR","NFK","TON","BDI","GUM","TCD","COD","GNQ","RWA","SUR","KGZ","GNB","TCA","MYT","GIN","LBY","TKM","COM","DJI","SPM","WLF","CYM","ATF","TJK","VUT","COK","LSO","NIU","MHL","TUV","STP","FLK","FSM","PLW","AIA"
"ISL",0,0,0,0,0,0,0,0,0,4.402,4.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511,0,0,0,0,0,0,0,0,1.174,0,0,0,0,5.263,0,0,0,0,0,0,0,0,0,1.131,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.629,0,0,0,0.509,0,0,0,0,0,4.525,0,0,0,0,0,0,0,10.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.226,0,0,0,0,0,0,0,0.077,0,0,0.138,0,0,0.256,0,0,0,0,0,0,0,0,0,0,29.207,0,13.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,0,0,0,0,0,19.385,2006.1,701.451,0,0,0,0,0,202.78,0,0,0.165,0,49.768,0,0,0.962,0.059,0,0.4,0,0,1695.824,0,0,60.929,6.77,2535.6,9.322,0,14.257,31.264,0.527,8.392,10.082,0,0,0,0,20.621,0,0,0,4.976,0,85.583,2165.81,0,0,0,0,0,7640,0,0,0,0,0,0,0,0,0,361.078,82,0,0,0,0,0.085,1,320.424,0,0,7717.666,0,0,0.784,0,346.698,0,0,2.786,0,0,0.319,0,0,0,0,142.938,0.038,0,0,0,4.043,1422.393,0,0,0,3.457,0,0,0,0,0,496.609,0,0,0.517,59.404,26.41,0,0,4.343,0,0,0,0,0,15.092,5.07,2594,79.381,1.133,0,3.724,24.807,0,0,0,0,0,0,0,0,1.959,18629.69,1.134,0,0.579,0,0.891,0,33.784,0,0,1481.786,19.443,0,1483.959,0,0,0.247,0,0,2821.456,0,13.24,0.893,17.284,1626.691,0,2515.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0.346,0,0,0,0,0,0,0,0.412,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.196,1.47,0,0,0,0,9.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,113.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,3.471,79.167,0,0,0,0,0,0,0,0,0,0,0,0,124.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",8.23,0,26.333,0,0,0,0,144.413,0.129,133.905,866.462,0,0,0,0,12.05,3658.929,0,0,0,4.145,48.827,0,0,0,170.427,0,0,0,0,13.094,0,0,4.908,0,84.964,11.256,0,0,82.277,0,7.229,343.586,0,697.969,0,0,0,0,0,0,37.222,0,440.131,20111.354,4.359,0,0,0,0,27660.728,0.508,0,259.044,0,0,0,0,0,0,368.687,71.073,5.412,0,0,0,0,295,13107.36,0,0.156,744.012,0,2.444,0,0,319.947,0,0,12.781,6.426,0,15.769,53.291,1.26,0,0,256.816,0,0,0,0,0.733,171.182,0,0,0,61.18,0,0,0,0,0,10657.287,0,0,2.869,1.903,0,0,0,669.264,0,2.589,0,0,0,21.454,17.598,770.154,431.2,0,0,122.94,351.802,0,0,0,0,0,0,0,0,14.093,397.251,111.335,0,10.983,0,1470.659,0,9449.327,0,0,1421.731,2671.532,0,125.737,0,0,0.227,0,0,383.366,0,8.784,0,0.425,20596.254,0.153,16468.833,0,0.734,0,6.86,0,0,0,37.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,1.306,0,0,17.097,315.085,831.48,296.594,0,0,0,0,5.06,136.6,0,0.291,0,0,583.703,0,0,0,10.076,0,0,0,0,1494.749,0,0,6.559,385.552,3370.768,10.747,0,0.541,20.531,8.173,31.732,16.135,0,50.765,0,0,114.39,0,0,0,4.779,0,418.694,1577.705,0,0,49.555,0,0,3886,0,0,14.714,0,0,16.999,0,0,0,837.726,195,1.94,0,0,0,0.464,0,653.279,0,0,4767.529,0,0,39.815,0,11254.903,0,0,0,0,0,42.894,0,3.928,0,0,0,0,0,4.135,0,0,1125.58,0,0,0,0,0,0,0,0,0,1071.274,0,0,15.708,278.711,0,0,0,144.976,0,0,0,0,0,5.726,0,471,59.106,0,0,30.288,11.898,0,0,0,0,0,0,0,0,25552.226,15535.835,4.797,0,85.5,0,5085.896,0,1381.561,0,0,354.24,34.613,0,912.926,0,0,0,0,0,4295.548,0,0.16,1.015,0,2895.176,1.722,5079.473,0,0.059,0,2.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,4850.137,396.747,0,5.355,3.892,24.99,121.304,161.817,1832.954,5206.03,0,2.123,22.662,4.309,0,2478.024,0,9.17,28.891,0,733.299,3.163,0,0,153.117,0,50.298,13.831,2.131,655.878,3.804,0,6.238,267.092,2277.859,189.451,8.061,9.99,1148.914,156.538,229.466,1054.842,23.655,325.818,0,45.84,203.836,0,71.629,3.902,166.828,3.353,455.388,14551.962,40.991,0,79.08,0,0,12806.089,177.589,0,1233.015,0,0,13.064,0,0,0,1445.905,437.024,34.715,126.509,2035.75,301.532,363.339,888.392,0,9.307,53.238,2014.038,75.099,18.509,35.721,0,720.34,35.927,0,307.619,65.338,0,105.777,8.265,52.394,43.91,0,135.579,21.424,0,204.204,0,17.258,712.084,0,4.213,0,104.721,10.38,126.908,0,0,48.166,2661.441,0,0,4.825,159.197,0.393,0,195.468,445.653,0,254.708,49.214,51.054,35.071,99.736,35.66,4059,2672.459,0,165.816,2146.628,967.51,0,0,0,0,475.618,29.611,37.877,7.087,519.488,1796.621,523.249,55.27,647.07,0,1377.852,0,8804.787,0,0,623.371,2787.415,7.804,309.877,0,0,63.172,413.277,189.997,1548.209,35.996,3192.23,86.669,130.552,5177.428,31.907,7905.72,6.996,5.342,31.457,775.006,0,0,166.776,1.732,0,0,0,0,0,0,2.576,0,1.116,61.49,1.545,0,0,11.607,0,0,1.193,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,897.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,17.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.815,0,6.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.674,0,0,0,0,0,0,0,27.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.328,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",1953.795,0,76.726,0,102.343,3.202,0,11.515,470.977,12752.543,2692.95,5.451,33.922,71.267,7.294,5.898,17811.354,0,0.423,8.861,0,18787.532,0,0,4.243,27.56,10.262,117.628,5.373,3.734,10857.378,0,0,384.015,2181.931,122267.064,278.618,0,77.415,638.251,10.215,94.841,1474.257,27.508,651.896,0,15.58,132.511,0,267.572,3.305,7525.517,9.476,40938.377,40337.79,20.01,0,106.467,18.491,0,124219.48,6.074,0,359.094,1.11,1.81,28.834,0,0,0,47029.387,28783.692,39.014,18932.631,394.014,14.485,1712.393,1581.167,9085.31,2.319,3.264,0,68.561,210.433,0,195.108,248757.494,245.079,2.752,242.143,23.545,26.184,183.464,6309.465,548.589,1.427,0.483,19703.404,9.641,34.171,25.723,209.558,34.181,15465.586,14.494,4.374,0,105.421,0.123,53.744,0,0,44.813,41225.194,3.219,0,44.465,1568.705,5.176,0,25.198,1198.021,0,551.005,723.186,8.9,0.725,108.678,29380.388,1145.177,1146.559,0,162.105,599.152,1676.778,0,2.878,0.504,0,1425.549,0,0,10.28,10699.271,50982.191,877.425,2821.551,90.252,0,1568.9,0,8217.235,7.251,0,9006.48,4974.489,18.362,52794.577,0,0,8.15,3024.483,28.646,1738.985,0,84.312,27.864,621.413,75747.427,107.977,365447.224,826.128,21.175,89.394,91.947,2.674,21.736,91.229,0.304,0,0,0,0,0,0,0,156.247,0,0,0,0.22,25.267,0,0,0,0,0,22.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,11.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.884,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,9.915,0,0,0,2.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.394,92.793,0,0,0,0,0,148.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1670.392,0,89.036,2.886,0,0,0,0,0,0,0,0.411,4.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,39.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.095,0,14.692,0.233,0,0,0,4.408,0,0,0,0,0,0,31.639,0,10.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.095,37.865,0,0,0,0,0,0,0,0,0,0,0,0,0,8.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.568,0,0,0,0,0,0,0,4.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.641,0,0,0,0,0,11.362,0,0.442,0,0,0,0,0,0,0.049,0,0,0,1.439,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,15.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,13.857,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0,15.264,0,100.552,0,0,0,1.357,0,0,0,0,0,0,0,0,0,0,0,0,13.025,2.104,0,0,50.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0.504,12.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,9.611,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,2.469,0,0,0,0,0,0,0,60.841,0,0,0,0,0,0,0,0.05,0,26.308,0,0,0,0,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,1.076,135.786,0,15.538,0,0,0.042,238.126,1475.422,118.748,5.212,13.531,56.722,0.655,4.499,476.704,0,0.968,19.205,0,3531.857,0,0,4.653,15.289,0.767,0,42.254,0.043,1082.455,0,0,87.074,195.049,19606.179,215.11,0,19.751,49.236,13.579,26.988,144.286,119.366,44.005,0.468,15.987,358.131,11.5,47.548,0,42.298,7.673,390.604,1902.295,5.212,0,0,0,0,3134.28,16.166,0,194.144,0,12.497,63.326,0,0,0,6961.939,666.044,4.261,1092.986,162.843,9.54,109.388,571.443,1605.358,5.281,0,49004.847,30.23,213.751,15.093,0,0,340.274,0,53.215,141.658,0,34.827,0.339,0.399,27.529,0,823.378,19.66,0,10.518,0,8.73,3408.52,26.797,4.274,0,7585.714,0,74.573,0,0,2.171,675.83,0,0,0.611,280.318,2.969,22.888,496.251,240.266,0,100.523,81.219,0,11.686,59.194,264.939,1168.627,90.279,71.192,87.829,49.639,1034.363,0,0.151,0,0,2444.233,0,0,0,387.453,2598.009,6.545,709.471,9.971,0,865.451,0,1643.191,0.746,0.055,1568.548,425.904,179.402,2234.928,0,0,0.238,958.493,89.679,3540.333,0,45.012,7.888,561.109,1816.406,0.229,22136.314,0,42.373,0.883,5.027,0,12.262,16.846,0,0,0,0,0,0,0,0,12.494,0,0,0,0,0,0,0,0,0,0,35.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0.328,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.532,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,7.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239,0,0,0,0,0,0,0,0,0,0,0,0,0,25.372,0,5.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.599,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0.201,0,0,0,1.995,0,0,0,0,0,0,0,0,0,0,0,0,3.114,0,0,0,0.118,0,18.99,9.052,0,0,0,0,0,0,0,0,2.412,0,0,0,0,0.099,0,0,8.295,0.077,0,0,0,5.66,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,1.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.512,4.502,0,0,0,0,0,0,0,0,0,0,3.948,0,0,0,0,0,0,7.828,0,0,0.072,0,0.253,0,0,0,0,0,0,1.408,0,0,0.124,0,6.455,0,3.453,0,0,179.664,0,0,0,0,0,0,19.297,0,2.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0.431,0,27.081,0,0,0,0,0,0,0,0,0,0,16.588,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,6.13,0,1.252,0,0,0,0,0,0,203.124,0,0,0,0,0,2.988,0,0,30.369,0,0,1.075,0,0,0,0,0,0,0,0,0,0,0,0,1.4,10,0,0,0,0,0,0,0,0,56.837,0,0,0,0,0,19.739,0,0,0,0,0,0,0,0,0,0,0,0,1.335,0,0,0,0,0,0,0,1.131,0,0,0,0,0,0,0,5.691,0,0,0,0,0,0,0,0.011,0,0,0,0,19.029,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,11.156,0,0,3.684,0,0,0,0,0,0,0,1996.893,0,0,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,4.055,0,7.604,0.233,0,0,0,0,0,11.847,0,0,0,0,0,0,0,0,0,0,38.26,0,0,0,0,0,0,0,1.174,0,0,0,0,0,0,8.948,0,13.677,0,0,0,0,0,0,222.743,0,3.758,6.786,0,0,2.814,0,0,13.053,0,38.581,0.498,0,0,0,0,0,0,57.568,6.333,3.914,0,0,0,0,0,67.664,0,0,6.259,23.928,0,0,0,55.135,0,0,0,270.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.306,0,0,0,0,0,0,0,25.673,0,0,0,0,0,0,0,14.953,0,0,0,0,180.495,0,0,0,0,0,0,0,0,29.36,0,124.957,0,146.8,0,11.226,0,1.365,0,0,2501.206,0,0,0,0,0,0,4.839,1.921,1.303,0,18.206,0,0,62.439,0,39.997,0,0,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,4.038,0,0,0,0,0,0,0,5.37,0,0,0,0,0,199.338,0,0,0,0,3.247,0,0,0,0,0,0,0,0,0.988,0,0,0,0,0,0,0,0,3.978,0,0,49.565,0,79.194,0,0,0,0,0,0,0,0,42.852,677.452,0,0,0,0,0,505.414,0.018,0,1.868,0,0,0,0,0,0,0,1,0,0,0,0,0,84,89.608,0,0,10.753,0.2,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,1.443,0,0,0,0,0,0,0,0,0,12.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.225,105.655,0,0,0.712,0,0,0,0,0,6.869,0,0,0,0,64.654,10.963,0,0,0,0,0,33.779,0,0,19.088,76,0,0.202,0,0,0,0,0,38.532,0,0,3.185,0,121.442,0,1595.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,0,0,0,68.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.561,0,0,0,0,0,0,1,0,0,0,661.18,0,0,0,0,10.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.001,0,0,0,0,0,0,0,0,0,0,0,0,9.186,0,0,0,0,0,0,0,0,0,0,0,0,29.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.991,0,0,0,0,0,0,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
