"AFG","ALB","AZE","ARG","AUS","AUT","BGD","BEL","BOL","BRA","BLZ","BRN","BGR","BLR","KHM","CAN","LKA","CHL","CHN","COL","CRI","HRV","CUB","CZE","BEN","DNK","DMA","DOM","ECU","SLV","EST","FIN","FRA","PYF","GEO","DEU","GHA","KIR","GRC","GRL","GIN","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JPN","JOR","KEN","PRK","KOR","LTU","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MDA","MAR","OMN","NLD","ANT","NZL","NER","NGA","NOR","PAK","PAN","PER","PHL","POL","PRT","ROU","RUS","RWA","KNA","LCA","VCT","SAU","SEN","IND","SGP","SVK","SVN","ZAF","ZWE","ESP","SWE","CHE","THA","TTO","ARE","TUN","TUR","UKR","EGY","GBR","TZA","USA","BFA","UZB","VEN","YEM","SCG","ZMB","PRY","SUR","URY","MMR","FJI","LAO","MDV","PNG","VNM","TON","UGA","DZA","BIH","COD","CYP","HND","JAM","SYR","MKD","BDI","GAB","GMB","GTM","LBN","MRT","SYC","GUY","NIC","CAF","BHR","KWT","LVA","MOZ","COG","ETH","AGO","CMR","TCD","COM","GNQ","HTI","NCL","SPM","TGO","WLF","AND","VGB","ERI","KAZ","LBY","GNB","QAT","SDN","TJK","BRB","MNG","MHL","MNP","COK","CPV","ARM","KGZ","BTN","NPL","FLK","SOM","ATG","BHS","BMU","CYM","GRD"
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.711,0,0,0,0,9.866,0,2.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0,0.633,94.107,0,9.07,0,0,0,0,0,0,0,0,1.468,97.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.81,561.909,0,0,0,0,0.588,0,0,0,0,15.687,6.775,826.455,0,0,0,61.929,0,0,0,0,0,0,6.052,3.997,0,1.43,0,0,0,0,71.883,0,0,0,0,0,0,0,0,0,0,7.5,6.849,0,0,0,0,0,0,0,0,596.057,1.818,0,44.968,0,9.89,45.911,20.358,0.587,0,4.53,0,0,0,7.291,172.443,0,2972.767,0,0,0,0,0,0,0,2.213,0,0,0,0,0,0,0,0,15.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.622,0.886,0,0,0,0,0,0,0
"SGP",0,0,0,122.442,1332.146,19.856,3.209,131.564,0,553.346,0,12.389,4.29,0,10.845,1850.125,9.163,0.974,570.959,0,0,0,0,4.083,0,17.768,0,0,4.278,0,0,9.291,249.334,0,0,2084.588,0,0,0,0,0,5430.728,40,0,807.165,50.616,40.16,64.934,300.598,0,796.547,0,5.889,0,10122.709,0,0,0,0,32927.817,0,0.872,0,944.005,0,4.373,0,70.733,0,121.826,1.746,0,52.985,139.657,0,0,4872.503,184.405,1.589,9.959,13.648,0,0,0,0,0,0,662.143,0,0.516,1.007,73.251,0,139.322,8.8,20.877,6600.23,0,163.438,0,30.609,0,94.527,561.939,0,5802.985,0,0,0,0,2,0,0,0,0,1.328,19.236,0,3.578,20.561,25.052,0,0,1.014,0,0,0,0,0,7.632,0,0,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.693,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,1.218,0,0.842,0,0,0,0,0,66.242,0,0,0,0,0,0.536,0,0,0,340.281,0,0,0,0,1.837,0,0,0,0,0,0,11.694,0,0,0,0,0,0,27.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,0,0,0,0,0,2.171,0,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,162.595,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.792,0,28.631,0,1.989,0,0,0,0,0,0,0,0,0,0,0,14.943,0,0,0,0,0,0,4,0,0,0,0,0,59.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.802,0,14.612,0,0,0,0,5.418,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378,0,0,0,0,0,2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,26.96,0,0,0,0,0,3.588,0,0,0,0,0,0,0,35.862,0,0,0,47.345,0,2.431,0,0,0,0,0,0,0,0,0,0,0,12.626,0,0,0,0,0,0,0,0,0,0,0,0,2.447,0,0,0,9.126,0,6.854,0,0,6.004,2.078,0,0,0,3.526,0.977,0,0,0,6.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.227,0,0,0,67.883,0,4.624,0,0,0,0,0,0,0,0,103.649,6.276,21.983,0,0,0,0,0,3.955,0,0,0,0,0,0,0,0,0,0,0,0,0,23.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.058,0,4.795,1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,0,252.989,158.81,62.376,0,92.337,0,7.37,0,0,0,0,0,3.061,0,18.995,42.161,79.667,0,0,96.436,20.743,0,10.468,0,1.63,3.291,0,0,87.966,335.98,0,0,5104.597,1.829,0,19.713,0,0,66.974,1,0,0.631,0,2.173,14.072,319.731,0,245.419,0,0,0,11.843,0,0,0,0,0,0,1.076,0,86.782,0,1954.756,0,206.941,0,1.072,0,0,276.025,0,0.764,789.228,0,60.069,457.87,0,0,0,0,0,0,47.742,2.522,73.502,34.009,0,12.012,733.612,3.707,0,92.474,1143.794,16.174,0,0,45.856,6.595,0,0,761.639,0,807.689,0,0,155.816,0,0,0,0,0,5.953,0,0,0,0,0,0,0,0,524.442,0,0,0,0,0,0,0,0,0,0,0,0,55.162,0,0,12.629,0,0,0,0,3.218,0,0,0,0,0,0,0,0,0,0,0,0,2.281,0,0,0,0,54.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,0,80.729,76.572,130.819,0,180.053,0,56.914,0,0,0.781,1.044,0,91.661,0,13.92,26.402,9.972,7.459,22.883,0,7.874,0,1964.36,0,0,0,0,9.771,2351.274,2392.768,0,0,5217.271,0,0,13.574,0,0,250.173,12.912,9.9,0,0,12.231,0,655.379,0,5366.617,0,3.281,0,412.534,0.899,0,0,0,15.364,0,14.767,0,57.838,1.193,1.128,0,460.984,0,8.213,0,0,1138.07,2.386,4.931,0,0.765,4.624,0,0,18.289,0,0,0,0,6.115,0,49.277,3.816,1.193,12.25,22.629,0,349.699,0,1799.593,14.301,0,6.861,2.495,0.957,0.529,0,2396.791,0,7164.219,0,0,3.897,0.596,2,0.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242,0,0.594,0,1.044,0,0,0,3.511,1.79,0,2.341,0,0,0,0,1.939,4.036,68.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,0,17.067,54.918,461.005,0,129.543,0,60.091,0,0,5.418,0,0,9249.126,19.405,13.218,2.166,29.865,3.077,3.96,0,30.167,0,87.329,0,0,9.668,3.947,0.652,58.895,650.71,0,0,4809.673,0,0,21.376,0,0,68.908,61.044,1.811,7.294,9.207,2.63,431.976,1181.387,2.206,282.913,3.935,0,0,35.297,0,0,1.96,0,128.729,0,1.24,1.053,9.438,0,13.27,0,167.844,0,92.714,0,3.126,82.319,0,0,12.502,0,169.923,41.885,28.862,40.084,2.705,0,0,0,11.824,0,71.746,44.828,41.302,7.508,104.671,0,62.652,500,0,1198.035,0,44.594,1.931,40.247,0,4.759,1609.196,0,11967.365,0,0,4.517,0,9,0,0,0,2.799,0,0,0,0,0,0,0,0,130.745,0,0,1.11,0,0,0,5.057,0,0,0,0.707,0,0,0,0,0,0,0,5.347,0,0,0,0,0,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,20.619,462.214,134.968,111.235,0,0,8.786,0,0,0,0,23.356,2237.214,0,0,117.672,0,0,28.359,0,2.615,0,5.269,0,0,0,0,0,212.605,769.679,0,0,759.003,0,0,0,0,0,4324.741,2.152,1.069,2.585,0,90.116,167.212,500.822,0,19427.64,0,0,0,6669.765,0,0,0,0,3037.747,0.692,95.375,0,167.368,0,0,0,0,0,14.149,0,0,499.191,0,0,0,1671.734,180,5.458,0,0,0,0,0,0,0,22.785,37.483,5047.034,0.857,2.018,0,0,104.233,13.251,980.987,0,0,0,0,203.341,0,0,1889.73,0,15981.551,0,0,0,0,2,0,0,0,0,7.525,0,0,0,0,4.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,0,0,0,3.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3.449,0,2.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0,0,0,0,4.531,0,0,0,0,0,0,2.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.724,0,0,0,0,0,0,0,0,1.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,0,0,0,0,30.529,0,5.209,0,0,0,0,0,0,0,0.858,0,0,0,0,0,0,0,0,0,0,0.819,1.329,0,0,0,0,0,0,0,0,0,0,0,0,14.386,0,3.189,0,0,3.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",0,0,0,65.115,353.927,210.409,0,561.389,0,82.474,0,1.924,77.748,3.259,33.295,5988.374,0,29.967,129.222,16.552,2.194,3.719,7.186,72.157,0,2442.557,0,12.331,4.177,0,0,1759.149,8526.015,0,0,8924.219,16.593,0,53.299,0,0,1267.375,89.321,351.841,1.136,152.592,5258.803,6695.428,3672.802,1.259,2038.292,11.801,301.235,8.123,3562.949,4.219,0,0,30.94,204.566,2.354,14.237,12.996,149.056,0,305.895,12.184,3823.689,0,148.801,0,8.881,638.424,88.437,0,5.727,77.869,978.694,995.383,5.596,10.431,0,0,9.746,0,351.089,0,110.949,1013.676,7.107,10.7,487.673,14.405,1204.257,4757.862,4791.886,370.779,14.851,2.927,15.52,275.674,4.06,129.174,0,38.713,56464.043,0.66,0,6.584,0,1,27.146,0,0,12.673,0,0,0,72.918,0,0,0,43.673,5.007,0,0,23.695,0,0,8.359,0,6.713,0.837,1.576,0,1.741,0,0,0,0,0,44.343,0,0,0,0,79.977,4.138,0,0,0,0,0,0,0,0,0,0,0,2.885,0,3.465,0,425.069,5.335,0,0,0,0,0,0,0,0,8.184,0,0,37.038,68.901,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",2.841,0,0,2225.491,4363.699,1500.526,6.552,830.869,91.905,5852.287,181.811,0,6.583,0,0,45668.552,0,816.103,1872.496,1534.576,123.124,37.489,0,254.286,0,1569.861,69.63,594.456,262.962,102.704,10.907,2314.17,13364.658,1.719,0,54918.277,17.572,0,51.356,0,0,6389.099,36.968,14.931,6235.536,0,2662.237,8034.673,4998.494,115.413,80798.091,4.393,32.069,0,8145.333,1.699,0,21.083,0,34483.512,0,154.338,2.755,72471.692,0,672.207,275.475,18209.551,59.037,899.612,30.618,40.465,1301.677,138.96,857.654,2046.174,41864.987,26.587,458.803,15.118,147.87,0,0,24.924,2.875,73.515,39.807,4251.347,36225.681,173.218,292.376,2564.012,805.047,5816.003,6664.871,1141.354,1094.965,62.889,274.428,51.59,317.104,36.339,1070.428,17185.715,646.545,0,59.632,0,262.054,69.272,68,3.569,6.491,3.55,71.949,0,0,223.505,21.493,79.507,0,0,3.789,395.153,0,86.608,9.597,670.309,18.719,5.864,2.208,0,26.541,3.004,99.368,0,0,0,0,116.84,0,5.951,10.475,0,18.212,0,38.679,109.399,16.296,0,0,18.5,139.602,0,0,0,0,0,6.875,0,0,0,0,0,0,0,26.296,0,0,0,0,0,0,0,0,17.565,0,0,143.339,36.649,8.998,39.294,3.494
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,1.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
