"AFG","ALB","DZA","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BRA","IOT","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MDA","MSR","MAR","OMN","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","KNA","AIA","LCA","SAU","SEN","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CCK","KIR","VUT","NER","NFK","TON","VGB","LBY","MDG","MOZ","TKM","GRD","AGO","BDI","COD","GIN","RWA","SDN","BMU","BLZ","HTI","VCT","SUR","SLE","TCD","COM","COG","GNQ","ERI","DJI","GMB","MWI","MNG","SPM","SYC","WLF","IRQ","MHL","TJK","CYM","BTN","MNP","PLW","TUV","WSM","GNB","FSM","SHN"
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.884,0,0,0,0,4.899,0,0,0,0,0,0,0,0,0,0,0,0,0,15.055,0,0,0,0,0,0,0,0,7.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.712,0,0,0,0,385.02,0,0,0,0,0,0,51.017,84.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841,0,0,0,0,0,0,3.519,0,0,0,0,0,0,0,0,0,0,1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,5.947,0,0,0,0,29.779,0,0,0,0,0,0,0,0,0,80.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.874,0,0,3.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.141,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234,0,0,7.005,0,0,0,0,0,0,0,0,6.055,0,0,0,0,0,0,0,0,0,0,0,2231.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64,0,47.531,0,1.166,0,1.722,0,0,0,0,0,0,0,0,0,0,0,0,40.557,0,0,0,0,0,0,0,0,0,7.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,100.733,0,0,0,1853.268,1146.817,998.33,0,7.62,2.913,0,1.124,493.477,1.194,0,2605.853,0,0,23.197,2.596,0,0.559,1.102,1102.075,0,0,90.225,266.982,6077.071,0,61.322,0,31.26,73.076,0,34.853,95.156,61.8,29.153,0,1.056,46.21,0,1.842,3.835,0,7.787,267.201,3872.155,5.717,0,0,10869.58,27.438,0,281.826,0,13.099,0,18.552,16507.902,60.589,14.544,1533.511,18.136,191.365,1838,1040.014,3.073,0,10142.317,0.747,31.536,16.279,0,0,45.524,3.415,6.945,69.157,1.099,0,14.903,19.909,0,500.129,4.605,0,5.175,1.077,13.377,832.159,0,0,1171.871,3.23,0,12.135,1367.014,0,0,5.246,126.434,16.227,204.166,93.896,96.423,13.064,8.879,30.661,53.929,301.358,900.479,70.165,7.881,62.464,283.708,0,0,0,416.059,0,309.544,1862.921,83.431,587.447,26.799,0,795.97,0,1342.815,250.573,92.313,39.716,6516.021,0,226.155,890.391,23.94,721.362,0,0,14.455,75.384,118.768,6693.529,0,10788.097,0,91.404,35.794,37.037,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,11.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.408,0,0,0,0,3.199,0,1.277,0,0,0,0,0,0,0,0,0,0,0,0,1.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.029,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.156,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,3.249,0,3.852,0,0,0,0,7.891,6.879,0,0,3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,29.651,0,0,0,0,0,0,0,0,0,0,0,0,0,4.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.802,0,0,0,0,0,0,0,0,526.633,0,0,148.074,0,0,0,0,4.899,0,0,0,0,0,0,0,0,1.264,0,0,0,44.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626.862,0,0,0,0,0,2.567,0,0,0,0,0,0,0,0,4757.302,0,0,0,0,0,0,0,0,0,0,0,0,0,12.138,0,424.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,0,2.477,0,0,0,0,0,1.92,0,0,0,0,0,0,0,22.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.59,0,0,20.854,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087,0,0,0,0,0,0,0,19.804,132.064,0,0,0,0,0,0,0,0,0,0,6.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.837,0,0,0,308.151,0,0,0,0,0,0,0,0,0,0,0,26.811,0,0,0.569,0,0,0,0,0,0,0,2.327,0,0,101.501,0,0,51.137,0,59.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,2.193,0,34.839,0,0,0,0,0,54.105,0,0,2.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.105,0,0,0,0,0,0,0,0,0,892.858,0,0,0,180.556,0,0,0,0,0,0,0,0,0,6.802,0,0,0,1,100.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.471,0,0,4.384,0,0,0,0,0,0,4.056,0,0,8.289,0,0,0,56.887,178.067,45.859,0,2.423,0,0,0,0,13.277,0,0,0,0,0,108.932,0,10.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,0,0,0,0,9.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.583,0,0,0,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,95.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,2.141,14.871,0,0,950.838,624.857,137.11,0,0,0,0,0,970.329,0,0,1814.337,0,0,0,6.14,0,0,0,350.487,0,0,49.251,407.065,180.907,0,14.826,0,3.367,11.854,0,17.866,158.666,0,326.948,0,0,0,0,0,1.392,0,1.507,585.417,5469.641,2.233,0,0,9090.189,0,0,5.92,0,0,0,0,319.212,1238.993,16.286,23.701,0,218.776,4,1731.512,4.335,0,14738.226,0,0,0,0,349.907,2.819,0,0,8.572,0,0,0,0,0,0,0.523,0,0,0,9.054,276.74,0,0,0,1.385,0,0,122.963,0,0,0,125.543,0,0,19.301,0,7.76,0,2.181,16.794,68.829,106.087,317.654,0,13,4.823,0,0,0,4.961,0,23.704,29153.547,276.68,99.394,274.614,0,22.141,0,2868.817,328.917,133.789,0,1328.67,0,0,16.078,0,33.386,0,0,0.629,0,221.58,7137.075,0,19506.824,0,1.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,485.134,1.083,0,0,0,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.083,0,0,2.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.028,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.948,0,0,0,2.267,0,2.825,0,0,0,0,68.804,0,0,0,0,0,5054.527,0,35.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143,0,0,38.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.241,0,0,0,0,1.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,0,5543.216,232.725,0,0,0,0,0,2.453,9.291,0.595,0,1137.151,0,0,0,0,0,0,0,13576.598,0,0,0,1710.717,61.704,0,175.512,0,68.852,0,146.126,0,1.739,0,14.526,0,3.36,3.89,25.861,0,0,0,0,22.308,207.419,0,0,0,13902.761,0,0,0,0,207.529,0,3.398,0,790,0,0,0,59.446,1174.136,7.813,0,119.1,1987.564,0,0,0,0,52.797,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,8.275,0,0,0,5.383,0,0,0,7.399,0,1.197,0,4353.5,8.544,0,9.192,0,55.557,0,14.408,13.538,0,185,393.275,0,44.242,107.223,0,0,0,0,0,1.111,535.543,0,0,3.415,0,9.839,0,163.331,0,6.981,0,16.5,0,0,0,0,50.093,0,0,0,0,0,1061.29,0,427884.978,0,101.248,0,37.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.996,0,1.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.947,0,0,0,43.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.125,0,101.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0,8.212,3.383,0,42.049,180.182,2991.693,4772.397,0,7.733,12.083,0,0,13341.878,251.331,7.733,1844.87,0,0,52.381,0,180.808,0,21.749,942.065,1.449,0,1.933,69.934,644.278,0,11.599,0,0,201.651,79.714,91.649,1070.119,0,9409.917,0,0,0,0,8.216,71.305,0,0,3034.829,23342.016,9.38,0,12.566,61406.082,166.974,0,1642.642,0,0,0,0,604.634,1342.519,34.781,20.801,608.995,2113.172,1823.443,20738.856,13.024,0,4950.688,0,16.321,55.099,0,1536.506,36.733,13.533,0,45.761,42.074,0,68.877,130.177,294.831,190.25,0,0,22.408,0,2.284,76.054,6.766,0,261.533,11.654,0,0,0,33.833,5.8,0,291.754,0,199.317,928.915,16.916,1.933,0,2.862,516.224,126.78,2380.124,2073.405,21.266,151.638,417.733,0,0,0,215.565,0,129.181,540.885,655.622,19.333,142.813,0,680.77,4.349,16863.519,11952.536,4073.612,73.949,547.087,0,0,390.047,33.462,5034.798,0,10.149,23.593,34.769,872.41,34945.939,28.516,22163.096,0,47.901,102.465,18.461,0,58.254,22.971,0,0,0,0,0,0,0,0,0,0,1.449,4.833,0,0,0,0,0,0,10.633,0,0,0,0,5.316,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,1.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
