"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","SCG","ZMB","CCK","KIR","GUM","LAO","VUT","NFK","MHL","RWA","VCT","BDI","BEN","LBR","CYM","GRL","GRD","SPM","YEM","MYT","IRQ","GNB","DJI","TCD","GNQ","ERI","BLZ","SOM","FSM","STP","TON","WLF","TLS","LSO","SMR","TKL"
"HKG",0,0,47.26,0,0,0,0,0,283.16,4133.144,52.699,0,303.769,12.51,0,0.932,546.474,0,0,0.575,0,0,684.351,0,0,3.436,46.744,35.836,0,2.268,0,377.03,0,0,104.865,202.613,10624.421,0,14.19,0,2.952,0,0,93.544,250.797,1.395,78.947,242.682,148.375,0,7.218,34.861,10.762,0,3.486,0,9.536,77.422,583.787,0.619,0.903,0,0,0,11299.173,2.064,0,283.344,13.959,0,0,0,0.034,0,218.35,20.103,40.585,30.072,3694.982,5581,162.04,18.741,1.047,6507.081,7.861,231.351,1.118,0,3458.273,5.502,0,12.479,11.121,0,7.03,118.631,285.218,0.491,0,1308.915,0,0,2.884,0,3.939,335.663,0,0,0,149.951,0,21.755,12.495,0,282.257,5461.102,0,0,0,285.848,0,0,18.204,0,73.201,91.492,31.866,1.393,3.691,0.837,1177.62,871.538,97.991,0,2.003,690.489,0,0,0,0,2839.374,0,0,0,216.351,19241.227,66.853,213.675,127.617,273.159,1.113,146.062,0,0,0,7396.696,791.783,29.137,0,8064.879,0,0,3967.515,1.044,2657.537,0,0,26.669,1.547,0.691,125.375,8200.74,0,29939.229,0,6.481,0,84.774,0,0,0,0,0,0,1.299,2.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.567,0,0,0,0,0,0,0
"HUN",0,0.597,0,0,0,0,0,0,0.519,12.356,115.877,0,0,0,0,0,97.035,0,0,0,3,0,0,0,0,0,6.69,0,0,0,0,14.156,0,0,0,0,2446.581,0,0,0,0,0,0,0,28.614,0,3.883,18.562,6.779,0,0,0,0,0,2.522,0,0,72.705,147.42,0.697,0,1.134,0,0,2047,0,0,0,0,0,0,0,0,23.657,0,0.103,4,0,14.243,36,1.47,0,0,226.071,0,0,0,0,84.855,0,0,0,0.733,0,41.855,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.848,0,0,0.518,1.748,0,0,0,0,52.537,0,0,0,0,0,16.208,51,48.817,0,175.136,2.162,0,0,0,0,0,0,0,0,3.5,0,56.872,0,22.075,0.512,0,7,0,0,0,2.435,44.796,0,0,5.363,0,0,0,0,1.834,0,0,0,29.144,3.214,0,89.95,0,161.539,0,0,0,3,0,32.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358,44.27,0,0,0,0,0,0,0,0,0,0,0,4.047,0,0,0,0,0,0,0,0,0,21.482,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09,0,0,0,0,22.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.956,0,0,0,0,0,0,0,0,0,0,0,7.106,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,33.193,0,0,0,0,0,1.504,0,0,0,2.481,0,0,0,0,0,0,0,0,0,0,0,3.231,0,3.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,15.054,0,0,0,0,0,213.589,4.025,21.677,0,0,0,0,0,1200.8,0,0,0,0,0,464.242,0,0,0,0.688,0,0,0,0,1214.393,0,0,158.377,5.868,68.361,0,2.665,0,0,0,0,0,0,0.464,7.152,1.536,0,0,0,0,0,0,0.146,0,0,30.948,5349.363,0.387,0,0,0,0,31965,0,0,0,0,0,0,0,0,70.18,59,0.045,0,0,0,0,126.286,0,0,9904.658,0,0,0,0,369.94,0,0,0,0,0,0,0,0,0,0,81.915,0.19,0,1.779,0,0,827.77,0,0,0,0,0,0,0,0,0,11.049,0,0,0,33.511,0,0,0,0,4.517,0,0,0,0.233,45.428,15.605,2377,860.213,0,0,2.722,0,0,0,0,0,0,0,0,2.753,125.153,8.551,0,1.216,0.111,0,1098.7,0,0,0,1612.653,12.01,0,0,2734.845,0,0,0,0,179.67,0,0,0,0.75,1.307,0,1007.329,0,1480.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,6.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.813,0,0,0,0,0.003,0,0,0,0,0,0,0,0,14.956,0,0,0,0,0,0,0,0,0,0,0,4.951,0,0,0.27,0,0,0,0,0.692,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,7.213,0,1.635,0,0,0,936.571,1027.04,1406.99,0,0.476,0,0,0,2004.086,0,0,0,0,0,0.539,0,0,0,48.426,0,106.1,0,0,12.813,0,0,0,6.7,166.464,0,141.629,0,0,0,0,4.005,40.146,0,102.17,327.514,4410.465,0,0,0,0,0,1.002,0,0,1453.152,6285.338,0.697,0,0,0,0,35809.848,1.613,0,475.283,0,0,0,0,0,73.844,157,56.918,0,0,0,199,17204.489,0,0,3247.82,0,0,0,0,2415.459,0,0,0,0,0,0.214,0,0,0,0,102.557,0,0,32.573,0,0,106.383,0,0.992,0,34.045,0,0,0.208,0,0,13305.292,0,0,0,117.591,0,0,24.448,0,70.776,0,0.587,0,0,0,0,1336,478.713,0,2,35.923,0,0,0,0,0,0,0,0,77.315,211.51,9.195,0,3.859,663.317,29.329,6019.067,0,119.681,0,2273.474,286.38,0,0,46.422,0,0,0,0,1678.867,0,0,0,488.76,0,0,39222.359,0,2321.559,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,78.117,1167.923,4585.026,365.36,0,0,0,0.336,0,346.677,0,0,0,0,0,178.196,0,0,0,21.771,0,0.1,0,0,340.791,0,0,0,399.294,655.861,0,16.605,0,0,0,0,0.086,0.272,0.124,92.12,205.722,95.436,0,0,0,0,0,7.338,0,0,497.557,2353.72,0,2.053,0,0,0,6279,0,0,50.144,1.097,0,0,0,0,565.096,159,0.2,0,0,111,0,424.026,0,0,16870.627,0,0,0,0,1339.418,0,0,0,2.368,0,1.657,0,0,0,0,0,0,0,0,0,0,2365.26,0,0,0,0,0,0,0,0,0,1141.685,0,0,0,155.385,0,0,5.616,0,1326.545,0,0,0,1123.973,4.734,0,277,3055.332,0,14,128.277,0,0,0,0,0,0,0,0,640.746,10025.029,3.403,0,165.907,5147.041,64.642,2149.917,0,0,0,579.539,369.827,0,0,112.869,0,5.26,0,0,3694.661,0,0,0,1382.92,0,0,2577.495,0,18854.018,0,0.975,0,3.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,22.993,51.061,0,1.115,51.659,0,12.606,1129.43,1296.08,1982.283,0,8.505,1.407,1.025,2.251,579.982,0,0,81.219,41.939,0,532.958,0,0,0,17.211,0.631,4.1,0,1.884,728.132,0,0,5.759,216.047,570.079,0,230.546,0,2.204,1.782,0,5.084,410.278,119.644,386.935,624.739,193.568,9.843,199.033,133.229,0,8.99,82.209,0,0,435.523,8763.879,5.392,0.073,0,0,0,13204.543,0,0,1129.964,10.198,1.243,1.944,0,0,639.354,1022.185,55.742,112.231,153.481,321.859,1599.863,0,11.563,1.407,2458.55,86.249,20.51,9.664,0,1170.826,113.22,0.977,116.469,42.482,1.313,41.49,12.935,0,25.163,4.762,207.034,8.761,13.609,98.578,0,54.67,834.921,0,2.414,0,158.488,6.536,52.609,1.34,0,32.818,1856.682,37.496,0,23.267,129.68,0,0,29.481,0,912.499,24.107,2.675,188.784,8.872,34.132,58.284,1216.034,1565.182,32.327,529.869,329.893,0,0,0,6.006,229.399,39.865,0,0,1348.421,753.575,184.304,123.95,809.852,569.964,0,6856.486,7.07,0,0,508.603,1188.101,3.38,0,404.137,0,119.258,371.82,640.254,2073.684,0,0,7.266,140.148,90.525,787.75,3886.534,4.227,6728.029,0.703,105.796,11.155,159.617,0,70.236,2.605,0,0,0,0.767,0,0,0,0,0,25.928,0.583,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842,0,0,0,0,7.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,0,128.694,5.845,121.013,4.454,0,0,4640.21,17821.079,2304.845,37.68,56.581,540.15,0,536.16,9694.302,415.53,0,55.022,0,20.932,42818.532,2.57,2.041,2.375,114.508,66.805,20.97,2.487,0.087,23559.08,0,0,3428.782,1378.262,126710.015,0,377.425,0,0,0,0,281.233,235.119,94.788,128.877,885.376,16747.055,0,360.713,11.179,52.424,12.063,9837.734,0,5.975,77546.335,148061.315,77.443,0,0,0,0,321187.985,6.012,0,497.201,93.685,0,0,0,10.29,154664.196,18980.046,58.025,7631.868,689.284,1081.757,19919.405,18160.079,3.305,0.438,0,148.327,59.308,22.732,292.441,435530.464,320.23,5.057,90.494,2.748,3.804,83.558,5116.493,824.38,58.297,0,43857.014,220.365,0,62.664,0,122.605,14756.43,9.659,0,0,90.766,0.292,1575.561,0,0,14.437,65100.095,7.144,0,6.484,618.823,14.094,0,26.416,0,1328.314,525.369,1213.132,338.871,81.047,88.979,21690.434,1332.363,462.182,87.283,88.016,1175.461,0,0,0,2.093,972.827,58.399,2.564,0,8290.558,89407.723,291.235,1346.496,164.945,1365.551,6.643,8054.866,179.484,0,10.095,49865.542,4407.483,98.492,0,67852.603,0,21.221,1573.464,103.69,4000.065,0.231,0,0,82.82,18.833,1229.314,275373.663,7.497,1190326.072,22.807,85.989,248.433,408.478,0,2756.905,0,0,3.582,90.169,5.196,3.433,0,8.304,0,2.579,0,0,28.587,0,0,0.933,0,26.388,0,110.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0,0,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,21.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,58.71,0,0,0,0,0,0,0,0,2.626,0,0,0,0,1.112,1,0,0,0,0,0,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,4.459,31.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.206,0,0,0,0,0,0,0,1.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,0,0,0,0,0,0,0,14.866,0,0,0,0,0,0,0,0.501,0,0,0,0.908,0,48.554,0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,110.514,0,0,0,0,0,0,53.396,0,0,0,0,0,0,0,0,0,5.334,0,0,1.249,0,0,0,0,0,1.1,0,0,0,0,0,0,1.822,0,0,1.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.293,0,0,1.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.97,0,0,0,0,0,0,0,0,0,7.366,0,0,0,0,0.92,0,0,0,0,0,0,0,0.472,5.218,0,0,0,0,5,0.1,0,0,0,0,0,0,0,0,64.754,0,0,0,0.966,0,0,3.027,0,0,0,0,0,0,0,43.041,0,0,0,53.238,0,0,0,0,8.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,78.827,0,0.293,0,0,0,2398.76,1108.512,94.095,0,2.69,4.347,0,0.308,1070.984,0,0,26.685,0,14.34,1955.757,0,0,0,19.349,0.863,45.454,6.918,0,1297.113,0,0,100.944,271.594,5395.153,0,93.693,0,0,0,0,20.753,125.598,0,30.424,102.198,37.13,0.644,0.862,36.589,0,0,3.111,0,18.219,283.933,8311.012,5.11,0,0,0,0,5427.861,33.075,0,211.593,18.851,0,0,0,0,11747.331,121.085,7.894,770.572,13.163,216.087,8869.755,1683.688,8.887,0,15809.171,40.064,14.426,3.321,0,0,694.678,0,718.299,8.677,1.7,26.933,0,0.112,0.309,0,1418.231,0,0,33.525,0,9.098,1201.761,0.688,4.931,0,2010.789,1.887,6.336,0,0,2.279,1524.708,0,0,0.934,150.838,3.372,0,257.509,0,186.138,16.771,28.746,8.65,44.987,56.107,960.163,908.601,340.791,9.466,93.826,421.482,0,0,0,0,1152.097,0,0,0,385.419,2407.272,118.066,203.015,24.601,2106.629,5.77,1166.072,0,0,0.582,434.336,86.766,78.294,0,16389.753,0,3.878,4808.248,35.377,3825.509,0,0,0,57.387,26.683,237.254,2595.622,0,18538.954,0,106.139,46.617,69.707,0,40,0,0,0,0,0,0,0,0,0,0,0,180.268,0,0,0,0,0,0,0,0,0,2.737,0,0,0,0,0,0,1.322,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,4.514,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.059,0,0,0,0,0,0,0,2.335,0,0,18.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,0,0,0,0,0,0,0,3.45,0,0,0,57.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.393,0,3.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,41.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.425,0,0,0,0,0,0,0,0,0,15.401,0,0,0,0,0,0,0,0,0,5,0,0,0,1.042,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,80,0,0,0,403.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,0,0,2590.451,0,0,0,0,0,0,0,0,0,0,0,0,333.852,0,0,70.928,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,18.541,0,0,70.094,15.77,0,0,4.713,0,0,9.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,5.866,155.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.204,0,0,0,282.964,0,0,0,0,0,0,0,0,62.519,1.138,0,0,0,8.039,0,0,0,0,0,79.722,0,0,0,0,0,0,20.198,0,0,0,0,0,361.18,0,0,46.673,0,42.616,0,0,19.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,0,25.29,0,0,0,0,0,56.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.052,0,0,5.945,149.598,0,0,0,0,0,0,0,0,8.823,1380.866,0,0,0,0,0,405.591,0,0,0,0,0,0,0,0,0,9.674,0,0,0,0,93.885,56.939,0,0,4.953,0,0,0,0,0,0,0,0,0,0,4.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.824,0,0,0,0,0,0,8.17,0,64.957,0,0,0,0,0,0,0,0.744,0,2.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,108.654,0,0,0,33.481,54.512,0,0,1.79,0,0,0,35.877,0,0,0,0,0,0,0,129.432,0,72.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.539,0,0,0,0,0,0,85.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.051,0,0,0,0,0,0,0,0,0,4.712,0,0,0,0,3.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0,0,0,0,0,0,0,0,0,6.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
