"AFG","ALB","AND","AGO","ATG","ARG","AUS","AUT","BHR","BGD","BRB","BEL","BIH","BWA","BRA","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","COL","MYT","COD","CRI","HRV","CUB","CYP","CZE","DNK","DOM","ECU","SLV","EST","FIN","FRA","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","ANT","NCL","NZL","NIC","NOR","PAK","PAN","PNG","PER","PHL","POL","PRT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","THA","TGO","TTO","ARE","TUN","TUR","UKR","MKD","EGY","GBR","USA","URY","UZB","VEN","YEM","SCG","ZMB","DZA","BOL","BEN","PRY","BTN","TCD","FJI","PYF","VUT","NFK","LBY","NGA","SYC","SYR","UGA","TZA","BFA","GAB","MDA","RWA","NPL","ABW","AZE","ETH","KAZ","GRL","ERI","DJI","LBR","FSM","SDN","BDI","COG","GNQ","GIN","KGZ","MRT","NER","GNB","QAT","WLF","ARM","DMA","GRD","IRQ","TKM","WSM","VCT","SOM","COK","FLK","TON","BHS","LSO","MWI","SHN","BMU","BLZ","MHL","KNA"
"MYS",0,0,0,0,0,325.633,956.7,951.46,0,0,0,8414.805,0,0,2089.772,0,0,15.293,0,51.7,0,0,10240.394,0,0,2.277,0.356,4772.25,0.865,0,0,0,2.91,0,0,1188.58,182.43,0,0,0,75.376,696.272,5261.062,0,0,92393.327,0,0,0,0,0,0,0,0,22141.2,1172.776,8.485,374.607,0,267.158,1990,576.038,0,0,39468.801,0,14.247,0,6339.441,0,0,5.297,0,11.692,0,2138.888,0,0,0,0,0,0.047,1322.645,0,0,0,0,0,0,2.834,12222.639,0,0,880.281,0,283.751,0,41.439,0,158.101,40782.631,193.286,3.698,1,11.846,0,0,0,1.8,0,0,124.412,62551.039,63.724,19.733,2967.026,413.704,0,354.13,0,0,191.414,711.088,2268.782,0,0,3.738,0,87.8,13.74,0.007,0,1780.041,173382.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.561,0,0,0,0,0,0,0.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,19.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,51.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX",0,0,0,0,0,16.662,420.413,121.898,0,0,0,120.238,0,0,160.776,0,0,0,0,0,0,0,2006.507,0,0,0,2.935,226.44,1.695,0,0,7.39,0,34.992,0,19.258,102.982,0,0,3.299,0.204,16.758,99.774,0,0,1030.765,0,0,0,0,1.24,0,0,3.331,1.961,10,0,0,0,0,2,943.055,0,0,1223.591,0,0,0,22.637,0,0,0,0,0.388,0,0,0,4.873,0,0,0,0,0,0,0,0,0,0,0,0,49.775,0,0,22.687,1.277,27.333,0,1.262,0,0.569,6.67,0,0,0,7.01,0,0,0,0,0,0,0,12.009,2.035,0,38.315,19.78,0,3.724,0,0,0,3.159,254.902,0,0.103,0,0,0.261,1.45,0,0,239.291,50216.223,0,0,1.444,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAR",0,0,0,0,0,0.395,0,32.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.096,0,0,0,0,38.257,0,0,0,0,0,0,0,27.948,1.888,0,0,0,0,311.04,17.55,0,0,40,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1.928,0,0,137.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.486,0,0,264.775,0,0,0,0,0,0,0,0.679,0,0,8.736,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,41.429,0,0,30.849,2.88,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0.04,0,0,0,72.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.333,0,0,0,0,0,27.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,6.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,0,0,0,0,1.254,206.429,215.228,0.08,0.063,0,3361.338,0,0,22.954,0,0,42.299,0,0,0,0,1819.065,0,0,375.31,4.095,11.639,14.659,0,0,0.077,14.966,0,0.138,29.528,2918.642,0,3.874,0,0.226,360.583,656.947,0,0,16599,3.055,0,0,97.163,0,0,0,0,10.927,336,3.191,47.265,0,37.392,843,8108.299,6.767,0,3922.231,0,7.074,0,56.132,0,0,1.443,1.394,1.439,0.712,0,0,78.524,0,0,3.258,0,19.34,0,0,2.356,0,4.224,8.756,0,0,0,0,1.834,0,106.758,0,0,0,1.476,0.549,0,195.564,11,8.226,0,0,0,0,0,0,4.262,35.792,67.543,0,1.621,1394.241,0.151,339.877,0,0,2255.336,2368.724,40.743,0,0,0,7.72,54.587,1.37,0.667,0,2641.498,49916.505,7.818,0,4.523,0,0,0,0.014,0,0,0.104,0,0,0,0,0,0,0,46.883,0,0,20.224,0,0,54.044,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,38.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,33.618,390.328,19.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.576,0,0,0,0.674,8.624,0,0,0,0.015,0,0.14,0,0,41.762,0,0,0,0,3.974,1.685,0,0,221.882,0,0,0,0,0,0,0,0,58.04,0.259,2.681,0.533,0,12.679,13,20.814,0,0,17.407,0,0.108,0,4.986,0,0,0,0,0,0,0,0,12.052,0,0,0,0,37.396,0,0,0,0,0,0,0,48.774,0,3.263,0,0,3.073,0,0,1.429,0,0,0,0.519,0,0,0,0,0,6.458,0,0,0,22.036,0,0,1.496,7.787,0,21.829,0,0,2.738,299.073,9.02,0,0,1.658,0,30.77,0,0,0,67.012,2014.863,0,0,0.1,0,0.906,0,0,0,0,0,0,0,68.295,0,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.755,0,0,5.405,1.611,1.064,0,0,0,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,3.266,0,0,0,0,0,8.772,0,0,19.457,0,0,0.297,0,0,0,1.042,6.88,0,0,0,3.894,0.93,0,0,0,0,7.696,0,0,8.383,181.033,0,0,0,0.131,122.355,79.584,0,3.852,289.158,0,0,0,4.111,0,0,0,0,16.611,0.271,12.026,1.077,0,1.864,5.326,131.405,0,0,8.357,0,0,0,0,0,0,0,0.107,0,16.175,0,0,29.354,0,0,0,0,0,0,0,0,6.804,0,0,0,46.415,0,0,0,0,0,0,0,0,0.436,0,0,1.105,0,8.799,0,0,0,0,0,0,3.605,69.546,0.021,0,15.205,0.384,0,38.112,0,0,1469.889,85.102,0,0,0,0,0.419,0.433,0,0,0,283.309,118.516,0,0,0,0,0,64.84,7.187,0,0,0,0,0,0,0,0,0,0,1.43,0,0,11.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,0,0.262,0,0,0,0,0.629,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0.083,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,24.929,102.746,815.293,0,0,0.01,15.087,0,0,634.36,0,0,4.531,0,6,0,0,2096.661,0,0,0,0,20619.614,0,0,0,0,0,0,0.013,240.276,71.871,0,0.116,0,69.894,4999.049,432.357,0,0,22719.211,0,0,0,0,0,0,0,0,14431.81,913.707,0.035,43.478,0,100.144,4,18.652,0,0,9079.937,0,0,0,1757.324,0,0,0,0,16.409,0,0,0,10259.488,0,0,6.591,0,1497.37,0,0,0,0,0,0,0,5702.413,0,0,31.11,0,272.421,0,0,0,0.066,0,1252.279,0,1,0.655,0,0,0,0,0,0,24.348,9124.104,71.762,0,18.631,125.427,0,611.972,0,0,0.88,264.963,267.105,0,0,0,0.26,284.937,8.78,0.019,0,1080.641,45262.234,0,0,0,0,0,0,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,80.635,0,0,0,0,0,0,0,0,0,0,0,0,37.11,0,0,0,0,0,56.614,46.673,0,0,140.657,0,0,0,0,0,0,0,0,25902,0,0.188,0,0,0,56,5.006,0,0,60.519,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0,0,0,0,0,0,0,0,0.118,0,0,0,3,0.893,0,0,0,0,0,0,0,0,0,0,0.928,0,0,1.87,0,0,3.926,37.132,0,0,0,0,0,0,6.46,0,0,0,1078.925,0,0,0,0,2,0,0,0,0,0.01,0,0,0,0,0,0,0,37.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,5.658,0,0,0,0,0,0,0,0.826,0,0,6.96,0,0,0,0,0,0,0,0,77.725,0,0,2.068,0,0,0,0,0,0,0.935,0,1.931,0,0,0,0,0,0.346,1.966,0,0,7.548,0,0,0,0,0,0,0,0,22.06,298,0,0,0,0,0,0.068,111.556,0,1.655,0,0,0,0,0,0,0,0,0,0,0.12,0,16.055,0,0,0,0,0,0,0,1.243,1.648,0,0,0,1.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.691,112.508,0,0,0,7.341,0,0,0,0.018,0,2.308,0,0,9.379,24.744,0,0,0,0,0.211,0,0.01,0.965,0,0.95,200.037,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.104,0,0,0,0,0,0,2,0,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.791,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0,11.212,0,6.96,41.644,50.961,0,0,0,0.68,0,0,13.398,0,0,2.14,0,632.1,0,0,174.525,0,0,0,0,2.954,0,0,0,0,0,108.875,1.09,2.926,7.644,0,0,0,0,37.042,7.917,0,0,3659.641,0,0,0,9.387,0,0,0,0,17.08,0.301,0,0,3.603,5.42,87.58,30.939,0,0,45.885,68.761,147.243,0,2.598,0,0,0,5.305,1.96,0,0,0,0,0,0,0,0,0.622,0.082,0,0,0,0,0,0,17.737,0,0,0,0.04,2.6,11.703,0,0,0,0,2.774,0,0,0,0,0,0,0,0,0,43.83,0,3.304,0.094,0,143.734,0,42.204,0,0,3.915,7.447,0,0,0,0,0,0.23,260.779,0,0.933,41.645,312.782,0,9.075,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,19.371,0,0,0,0,0,0,0,0,0,0,44.557,0,0,0,0,0,0.11,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
