"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","BTN","SLB","PSE","NRU","TLS","TON","BLM","FLK","ATF","GNB","DJI","HTI","COM","PLW","MHL","WLF","MNP","CAF"
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,15.548,1.229,0,0,0,0,0,0,65.418,20.969,0,0.253,0,0.051,0,177.089,0,0,0.225,0,25.686,0,0,0,147.669,0,0,0,0,0.568,9.693,0,0,4.527,0,0,20.887,0,0,55.832,0,3.787,0,0,16.877,0,552.223,1.482,0,21.348,0,0,0,0.97,0,0,0,1.073,0,0.698,670.247,0,0,0,0,285.497,1.31,0,0,0,0,0,0,0,0,0,0,7.966,0,3.178,0,0,0,3.975,27.485,87.766,0,0,9.771,0,45.016,13.594,0,1.376,15.321,0,0,10.853,0,1.638,0,0,0.581,0,0,3.319,0,0.096,0,0,0,0,0.57,1.698,0,0,2.655,0,8.951,0,0.279,0,0,8.645,0,0,0,0,3.455,0,0,0,0,24.246,0,0,7.018,0,0.031,0,0,0,0.274,20.071,5.503,126.12,0.033,389.333,6.272,0,0,0,0,0,0,0,0,0,32.137,4.85,9.362,0.272,0,10.836,0,0.121,0,0.758,0,10.323,2.324,9.93,0,0,0,0,0.146,56.691,0,0,8.166,0,0,0,41.218,7.052,488.109,0,0,0.27,0,53.182,34.219,789.195,0,122.389,0,0,0,0,0,0,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.865,0,0,0,0,0,0,0,0,0.052,0,0,1.103,0,0,0,0,0,0.682,0,0,0,27.809,0,0.025,0,0,0,0,0,13.942,4.707,274.981,0,0,0,0,0,0,115.122,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,49.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,0,0,0,0,0,0,3.911,0,0,0,0,0,0,0,36.275,0,0,0,0,0,0,0,7.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.942,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195,0,0,0,0,0,0,0,0,0.467,0,0,0,0,0.906,218.91,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,2.5,0,0,0,0,2.172,0,0,0,0,0,0,0,195.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,2.625,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,0,0,0,0,0,0,0,0,1.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,3.946,1300.431,0,2.062,50.044,0,61.532,318.282,7018.361,644.557,3.826,3.645,133.72,1.36,7.89,1420.884,15.952,8.232,5.028,5.186,5609.606,22.908,0,14.509,1117.912,51.118,0,195.3,88.86,6.35,2475.082,1.922,0,180.292,0,2569.934,34057.188,0,0,618.269,89.274,0,0,84.831,57.501,3.259,477.363,1216.336,0,2230.277,0,298.271,386.112,14.145,0,65.116,0,90.662,25.262,458.464,9132.064,87.504,0,207.605,0,21473.247,276.795,11.483,0,1255.862,0,0,6.958,556.307,1.404,0.188,3.207,0,4017.713,44.277,4481.674,62.057,240.709,709.705,8831.155,927.49,20.785,220.916,131333.988,98.772,2.175,209.35,0,12453.885,4.063,0,888.837,17.953,0,439.12,0,31.49,67.103,24.936,133.342,1.128,3.48,3802.445,61.009,36.857,591.957,0,200.077,1855.829,7.782,7.156,0.586,0,76.8,1.36,390.72,2.611,541.908,61170.219,0,26.287,0,0,34.544,43.228,195.826,14.284,4.497,223.001,0,0,844.774,2.656,63.667,3708.098,101.007,23.446,622.982,1534.374,1702.875,684.002,20.559,47.132,12674.204,1.593,0,0,0,81.322,0,0.74,0,0,1274.985,2.412,30.157,21.185,0,6373.403,9212.02,11491.994,232.152,19.69,1.884,5661.165,218.983,4024.3,0,54.774,93.924,0,1948.098,2765.904,0,0,9712.892,1.509,0,89.662,72.539,21.02,304.59,0,0,203.773,44.862,17.189,350.812,22313.906,38.981,22627.927,9.621,583.796,1.961,1656.479,20.534,0,1.7,0,0,2.544,0,0,0,0,0,0,0,0,0,4.108,0.122,5.798,0,4.462,0
"HUN",0,55.032,214.776,0,0,0.57,0,3.139,896.834,855.351,8889.371,0,10.803,0,4.045,0,1176.44,0,3.589,242.311,0,273.945,0,0,0,1241.292,0,0,17.924,0,10.51,1255.981,0,0,0,0,1521.997,2616.945,0,0,16.069,0,0,0,77.881,1118.709,0,107.881,3303.718,0,705.877,0,0.64,3.255,2.184,0,0,0,562.635,0,52.851,19949.015,29.098,0,13.368,0,58437.834,3.163,20.902,0,388.799,0,0,0,0,0,0,0,884.385,0,1.888,1.126,26.399,0.148,113.047,334.887,5499.257,0.568,0,2782.667,43.558,79.718,6.664,0,985.112,107.707,0,0,137.967,0,210.387,0,0,39.982,49.93,0,0.047,0,121.761,24.856,0,410.692,0,4.527,2645.785,0,3.142,66.329,0,14.79,0,89.65,0,0,15294.253,0,0,0,0,57.49,0,46.814,0,0,6.879,0,0,305.338,0,0,198.887,0,0,248.977,0,5534.184,1083.252,218.198,9594.251,1091.06,0,0,0,0,0,0,0,0,0,295.192,3.587,1098.301,0,0,168.611,35.205,1614.465,36.542,957.242,0,221.939,0,2846.923,0,0.246,0,0,633.026,1001.748,0,0,896.553,0,0,0,11285.591,1.183,5664.778,18.022,0,0.887,7416.23,91.12,132.028,9204.162,14.613,3950.692,0,211.745,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,5.791,0.587,0,0,0,0,0,0.059,0,0,0,0,13.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569,0,0,4.171,0,0,0,0,0,0,0,1.41,0,24.947,0,0,0,0,0,0,0,0,0,0,17.523,0,0,0,0,12.04,0,0,0,11.033,0.111,0,0,0,0,0,0,0,0,0,0,0,0,15.115,2,7.801,0,0,2.345,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.273,0,0,0,0,0,0,0,0,0,26.562,0,0,0,0,0,0,0.771,0,0,0,0,0,3.777,0,0,0,0,0,1.138,0,0,0,0,0,78.131,0,0,0,0,0,0,1.611,0,0,0,0,0,0,0,1093.751,0,0,0,0,0,0.026,0,1.461,0,0,0,0,1.898,5.908,0,0,48.085,0,0,0,0,0,0,0,0,0,0,0,0,6.572,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,180.985,0,0.045,0,0,2.185,1096.049,1274.9,83.627,0,1.613,4.11,4.685,4.133,177.908,0,0.784,12.015,0,4008.881,0,0,0.004,26.29,36.139,0,0,0,0,581.773,0,0,282.661,0,9.872,2589.977,0,0,790.57,0,0,0,49.661,0,0,0,537.245,0,72.975,0,3.781,160.063,33.076,0,13.794,0,80.317,1.313,415.068,9947.668,10.911,0,0,0,3678.755,0,0,0,0,0,0,0,0,0,0,9.429,700.891,8463.364,2.588,0,0,0,5.857,4,200.274,2.844,7.081,32697.467,10.045,0,0,0,9509.208,3.206,0,0,2.633,0,8.102,0,0,0,0.316,0,2.262,0,7651.257,0.106,0,3.961,0,231.263,2868.776,0,4.284,3.677,0,20.661,0,0,0,0,295.222,0,0,0,0,21.099,0,544.203,25.782,0,3.78,0,0,306.819,0,20.397,3.499,28.582,776.595,152.29,30.299,8014.223,173.005,76.358,6.877,3209.463,0,0,0,0,0,0,0,0,0,6.93,0,27.411,2.135,0,1179.019,29802.754,1526.239,1155.982,29.53,0,238.263,0,611.732,0,0,0,0,28.629,604.567,0,0,10619.679,0,0,8.867,167.707,471.832,483.66,0,0,0,51.541,10.137,26.926,599.241,0,16932.873,0,34.761,0,0,0,0,0,0,0,0,0,2.206,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0.125,176.852,0.711,0,0,0,2.986,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242,0,0,11.392,0,0,0,0,0,0,0,0,0,0,0,0,1.018,0,0,0.324,0,0,0,0,0,0,0.001,6.153,0,0,5.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1.72,0,1.152,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.343,0,0,0,1.791,0,0.908,0,0.495,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,2.674,0.104,0,0,33.94,0,0.018,48.289,4734.311,746.977,0,2.445,0.002,47.383,14.583,4780.968,0,4.04,15.638,21.692,5548.456,0,0,1.296,167.624,0,0,0,0,0.192,25.987,0,0.003,2.468,0,25.443,1572.5,0,0,51.813,0.728,0.845,0,92.081,165.031,0,29.168,117.681,0,1040.926,0,0,0.029,1.06,0,0.685,0,1505.637,0.776,374.883,7737.533,0,0,0.677,0,13873.42,14.437,0,0,130.186,0,0,0,0,0,0,0,389.12,107.67,21.921,16.54,0,0,0,1082.206,7289.373,0.098,0,5051.771,30.774,12.248,26.51,0,341.016,128.633,0,0,24.653,0,29.689,0.372,0,507.25,1.666,0,0,0,54.599,0,0,1.335,0,0.651,68.819,0,1.516,0,0,105.226,0,34.787,0,0,4374.951,0,0,0,0,6.889,0,478.486,0,0.32,14.108,0,0,587.869,0,5.777,0,0,13.091,29.671,0.023,926.9,214.98,53.783,104.242,559.738,0.007,0,0,0,2.295,0,0,0,0,537.112,11.882,35.806,0,0,1381.591,2399.856,29.773,26.463,219.537,0,373.347,31.323,5381.41,0,0.438,0,0,1615.077,2308.134,0,0,804.796,0,0,24.172,467.28,0.058,1115.82,0,0,0,12.363,0,46.185,27968.477,0.594,4568.473,111.813,9.762,0,0,0,0,0,0,0,0.152,0,0,0,0,0,5.593,0,0,0,0,0,0,0,0,0
"ISR",0,4,0,0,1.889,108.801,0,207.894,787.785,4294.858,878.335,0,0,0,28.271,0,890.456,6.938,21.111,9.098,51,4014.714,0,0,0,459.618,0,0,15.469,1188,3,2456.318,0,0,36.488,0,2111.717,10047.459,0,0,111.839,0,0,0,57.798,18.11,0,121,584.316,0,326.611,0,487,38.457,1,1,153.517,0,201.257,1,179.327,1492.724,0,0,244.326,0,3461,36.807,0,0,378.786,0,0,0,83.203,0,0,2.521,1995.103,498.674,7.797,92,0,0,269.952,0,10554.861,0,6,1459,227.085,60.615,230,0,7204.493,0,0,0,0,0,181.386,1,0,129.143,33.187,4,2.142,0,1,0,0,0,0,24.749,2082.177,3,8.325,6.882,0,0,0,0,21.134,0,7254.078,17,317,0,0,10.875,0,241.101,5,0,377,0,0,450.86,0,0,1,0,17.024,427.155,142,754.139,1556.737,0,477.509,827.169,15.608,0,0,0,0,0,0,0,0,0,0,160.522,0,0,10080.535,8780.52,15.545,1741.616,39,0,2068.723,0,1178,0,0,0,0,757.965,947.363,0,0,2626.083,0,0,14.787,0,0,9189.514,0,0,79.723,19.468,1.798,1,5073.796,45.058,49059.676,65.714,255.459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ITA",0,747.728,950.907,0,0,88.893,6.941,1505.367,363.233,6185.452,5129.361,3.272,5.188,1023.61,33.927,14.453,5067.61,12,9.37,74.128,0,1792.243,0,0,8.246,538.488,15.656,5.431,833.686,2.987,35.032,1930.493,3.897,0,42.506,2.28,4929.077,9911.353,0,0,3258.352,341.996,0,0,126.97,1544.171,525.577,606.851,2907.286,8.55,2004.41,0,62.113,449.703,84.909,52.55,6.293,10.613,370.849,0,1057.119,42344.925,20.52,6.793,311.335,0,36380.898,91.293,0,0,11050.118,0,0,0,75.998,4.268,17.259,6.929,1426.555,10053.084,21.604,447.43,292.493,532.635,264.924,3631.569,0,21.959,47.981,2867.294,343.884,463.668,21.74,0,981.581,1283.804,18.214,7.63,881.958,0,992.82,0,220.455,490.751,98.78,4.937,5.589,0,1406.181,1144.617,105.695,575.272,0,64.08,3475.213,5.531,77.087,43.402,0,493.709,21.569,246.863,23.681,1.707,5811.096,3.936,0,127.686,0,14.645,0,93.13,49.944,0.486,1283.627,0,0,466.042,0,652.924,145.358,112.051,71.152,329.385,1955.618,12755.696,2882.882,852.937,10961.519,2629.46,2.522,0,0,0,0.884,0,8.145,0,0,6856.29,77.545,572.137,0.188,0,3941.442,1297.8,2009.637,354.924,1205.378,0,2318.371,14.468,14662.918,0,0,2.608,0,2309.637,14097.684,5.53,0,7154.303,5.536,0,91.291,9413.248,6894.453,7373.639,2.746,0,59.927,1631.915,61.989,7164.195,12910.396,20.792,13102.444,62.252,157.097,6.225,5.354,0,16,0,0,0,18.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.383,0,0,0,0,0,59.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0.497,0,0,0,0,0,0,0,0,4.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.912,0,1.311,0,0,0,1.084,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,2.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0,0,0,0,2.522,0,0,0,0,0,0,0,0,0,10.259,0,5.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",147.566,20.973,82.692,0,0.435,257.258,0.712,11.445,2323.197,7583.94,654.4,0,19.948,529.507,4.045,1.816,4125.228,0.204,47.063,85.24,0,14340.499,1.84,0,16.332,208.874,208.407,0,2.342,135.631,6.432,19295.752,0,0,250.443,0,951.112,344785.98,0,0,866.286,68.123,43.759,0,118.579,5.42,26.837,8.162,5403.484,0,273.887,0,35.008,47.989,60.653,0,125.921,0,207.508,156.54,7272.749,21854.233,43.089,3.088,26.781,0,163860.243,71.431,2.55,9.075,61.451,1.33,0.301,64.241,4.586,0,0,11.486,155395.297,3539.879,90.492,19627.751,639.133,60.086,2947.257,3521.648,5592.796,36.483,2.858,0,146.017,37.837,113.713,0,102360.581,299.497,21.592,5.213,81.548,0,26.898,2.946,4.438,102.319,16155.113,284.696,16.348,28.66,18119.962,12.21,10.274,4.807,0,610.441,20592.113,118.324,12.323,60.962,0,182.292,53.359,605.659,0.81,2.394,36226.726,6.289,0,0,0,37.067,9.254,1060.372,6.893,0,168.179,0,0,1824.045,0,857.923,1642.353,205.026,8.807,222.94,11589.89,1996.449,1385.135,288.165,271.075,7586.282,6.665,0,2.525,0,0.248,0,0,0,0,996.35,0,109.824,0.327,0,18338.008,37569.302,3849.194,20854.262,25.241,0,1738.224,0,3460.557,0,7.047,2.162,0,1432.562,6454.291,0,0,157476.294,10.406,0,6.956,4049.155,306.083,1213.001,0,0,0.002,41.974,38.274,702.762,22279.865,2.118,351589.042,0,139.449,13.692,162.089,0,2.03,7.233,0,20.255,33.071,0,0,2.077,0,0,0,0,905.905,40.737,0,2.484,379.042,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,1.997,0,0,0,0,0,74.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.835,0,0,4.577,0,10.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.054,0,0,0.045,0,0,0,0,0,0,12.94,0,0,0,0,0,0,3.391,0,0,0,0,0.571,0,0,0,0,0,0,106.743,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0.918,1.12,0,0,0,0,0,0,3.847,0,0,17.726,0,0,50.301,0,0.326,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,14.088,0,0,0,0,0,0,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,0,0,0,0,150.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199,0,8.87,0,0,0,0,0,0,0,0,0,0,0,0,8.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.499,0,0,0,0,0,0,0,0,0,0,0,98.571,0,0,0,0,0,0,0,0,0,0,0,17.567,0.121,0,61.261,0,0,0,0,0,0,0,0,0,0,140.737,0,5.838,0,0,0,0,0,5.652,0,0,16.093,0,0.143,0,0,0,0,0,0,0,16.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
