"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CAF","LKA","CHL","CHN","COL","MYT","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","ATF","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","ZMB","BDI","VCT","BOL","PRY","COK","KIR","LBY","ANT","WSM","YEM","IRQ","SDN","TCD","COG","GAB","RWA","BFA","GNQ","SPM","BMU","BTN","SLB","COM","ERI","DJI","PSE","LBR","PLW","TKM","GIB","GRL","TON","FSM","CPV","GNB","WLF","LSO","NIU","SOM","SHN","KNA","CYM"
"ISR",0,0,0,0,0,0,0,0,0,6010.639,2.16,0,0,0,0,0,55.265,7.019,0,11.543,0,0,0,0,0,20,0,0,12.645,0,0,285.844,177.556,3.895,0,0,16.363,0,0,0,14.742,0,4.648,0,17.6,0.133,0,0,0,0,0.115,2552.085,0,0,0,0,121.895,5.777,1.217,0,0,0,0,0,0,0,32.323,0,1.212,0,0,32.285,0,422.976,0,0,490.071,0,0,9.678,0,163.362,0,0,0,0,0,3.157,0,0,0,0,0,0,0,14.709,0,0,684.2,0,0.119,9.565,0,0,0,0,0,0,159.137,0,0,0,0,1.498,0,0,0,1.931,0,0,0,0,4.947,3,0,7.7,26.241,0,0,45.182,5.549,0,0,0,0,0,6.786,0,0,9.652,8.938,5.28,0,12.006,36.735,0,1042.204,0,0,1473.132,16.516,0,0,60.465,0,0,0,0,215.585,0,0,4,17.652,0,0,29.884,3.404,4937.731,0,0,5.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,11.409,37.427,0,0.221,20.452,0,13.046,119.491,168.834,1217.263,0,1.684,25.758,2.278,0,3312.51,96.746,0,1743.721,0,0,0,581.479,0,20.85,0.81,115.558,265.667,0,11.453,140.742,5291.544,182.201,3.201,30.496,26.796,63267.58,323.422,27.833,323.711,7.224,134.837,0,40.671,7.344,10.13,7.293,90.072,0,182.301,14857.419,3.377,0,0.179,1.712,37991.429,37.433,1502.184,0,0,18.456,8.118,0,0,0,282.448,3128.304,150.113,43.985,105.231,300.039,349.719,0,32.398,5.069,76.359,32.444,93.447,10.756,0,152.509,2.768,0,0,13.986,0.28,44.886,16.829,0,17.735,0,132.292,0.543,0,118.056,0,14.906,300.567,0,2.606,68.39,0,526.49,0.083,28.154,0,0,6856.286,0,18.185,0,230.541,1.568,0,10.062,0,138.96,0,39.572,4.836,1.81,128.408,2.996,0,747.05,442.882,0,5.218,1636.378,2196.907,0,0,0,106.269,55.136,20.081,0,0,738.299,1059.666,1091.498,370.69,659.082,260.942,0,107383.897,0,0,1196.454,5793.323,102.055,0,671.722,0,1.862,196.555,230.891,1790.315,0,0,46.054,40.93,5.996,265.282,1404.323,36.397,2323.638,28.25,0,73.878,0,7.791,0,0.392,0,0,0,4.698,0,0,0,270.333,34.337,0,266.713,0,0.042,46.429,0,0,0,0,0,0,21.449,0,0.513,0,0,0,0,0,0,0,9.933,8.404,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,4.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",32.243,0.336,22.462,0,0,0,0,3.81,1504.545,41868.053,27312.472,0,23.072,6359.998,2.357,0.308,113790.009,11.194,0,8089.625,0,0,7.298,1845.118,0,129.658,491.991,1.335,14407.336,0,11.026,605.586,994451.956,82.216,0,2233.009,15.725,177.135,0,1644.38,157121.954,0,1121.29,0,23.564,0,5.043,14.01,726.147,247.286,6562.518,58589.855,0.14,0,7.281,0,713342.681,0,1508.64,0.866,0,0,0,0,0,4.321,738842.529,382707.368,5.442,31909.833,67.736,951.61,13217.915,130335.768,16.791,1.31,0,12.138,29.883,428.214,0,465359.061,29.298,1.097,0,14.173,32.983,246.798,3356.405,15227.215,51.317,0,77730.207,0.894,0,2.132,0,7.002,152147.702,0,2.816,2.467,0,5.565,0,2.228,0,0,46769.762,0,4.128,243.225,1802.692,711.833,0.035,4.131,0,1064.977,0,610.253,1.219,0,211.442,135854.419,0,1467.013,257.273,0,82.387,1682.964,3761.856,0,0,0,223.98,318.48,103.193,0,0,42492.051,155587.321,1398.922,52431.957,1047.328,11821.769,0,98164.751,0,0,7065.569,10870.984,6.886,0,185736.273,0,0.047,16350.505,647.576,304.856,0,0,78.14,2911.764,4.868,6.085,585847.835,47.688,651146.81,24.428,3.53,352.384,0,0,0,649.163,21.302,0,0,0,0,0,5.903,14.082,0,0,0,0,0,4.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.649,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31,0,0,0,3.752,0,0,0,0,1.126,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,0,0,0,0,0,0,0,0,0,0,0,294.671,0,0,0,0,434.898,3.095,0,0,0,38.466,0,0,0,0,0,0,0,0,0,0,0,349.369,0,0,0,22.809,0,0,0,0,0,0,0,0,0,0,125.674,0,0,0,0,0,0,0,0,0,0,0,169.541,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,6.248,0,0,0,0,0,0,0,0,0,82.625,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.937,0,0,0,0,0,0,0,0,0,0,17.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,121.178,0,2.795,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,0,7.234,0,0,0,0,0.123,45.537,2100.619,736.746,0,0,70.676,0,55.892,1271.553,60.784,0,496.177,0,0,0,408.673,0,17.121,0,0,3676.419,0,0.384,3.969,243588.648,19.599,0,0,94.709,22.041,0,55.777,196.698,0,739.667,0,275.425,3.981,0,1.088,46.313,0,679.365,3001.885,0,0,0,0,69222.643,9.079,71.451,0,0.669,94.249,0,0,0,0,177075.67,3759.159,0.624,1519.276,76.53,60.737,356.065,34700.126,0,0,57555.083,9.142,12.875,40.592,0,0,0,0,0,0.03,42.903,12.916,37.36,203.469,0,0,6503.063,0,0,0,0,0,6630.06,0.181,0.024,0,0,1.711,0,0,0,1.25,13799.164,0,0.016,0,197.196,0.05,122.814,9.393,0,8.747,0,8.234,24.283,0,70.237,534.867,0,3054.086,10.127,0,0.42,64.947,335.547,0,30.1,0,11.665,0,9.315,0,0.001,2092.625,13556.188,743.548,616.613,379.041,513.734,0,65946.912,0,10.042,650,441.414,86.3,0,2310.844,0,0,103.035,11.418,2266.3,0,0,0,53.985,0,8.236,2494.509,0,19774.29,0,0,29.378,0.234,0,0,0,2.92,0,0,0,0,0,0,0,147.622,0,6.257,0,0,0,0,0,0,0,0,0,0,0,35.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,5.894,0,0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.124,20.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.945,0,0,0.228,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0,74.863,0,0,0.008,0,0,0,0,500.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,100.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0,0,0,0,0,1.327,0,0,18.291,0,0,0,0,0,3.991,0,0,0.419,0,0,0,14.358,0,124.454,0,0,141.558,0,0,0,4.033,0,0,0,0,0,0,1.619,7.158,0,17.35,0,0,0,0,0,35.228,0,6.225,34.706,0,0,0,0,30.839,0,0.865,0,0,0,0,0,0,0,59.462,42.973,0,0,0,0.449,29.667,627.568,0,0,27.003,0.502,0,0,0,0,0,0,0,0,82.083,0,0,0,0,0,0,0,0,0,0,0,3.129,0,18.818,0,0,0,0,0,0,0,0.204,0,0,0,0,0,0,0,0,7.394,0,0,0,0,0,0,0,277.153,0.471,0,0,23.554,134.228,0,0,0,0,0,0.134,0,0,0,2.722,0,0,0,0,0,240.283,0,0,18.683,0,0,0,0,0,0,0,0,0,0,0,0,19.258,0,0,5.583,0,431.224,0,0,0,0,0,0,0,0.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,8591.467,0.216,0,0.168,0,0,0,0.231,0,0,0,0,1.145,0,0,0,1.254,0,0,0,0,0,0,0,0.846,0,0,0,0,0,0,0,0,0,0,741.765,0,0,0,0,2462.843,0,0.226,0,0,0,0,0,0,0,0,0,0,1.468,0,0,0,319.806,0,0,0.116,0.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.299,0,0,0,0,0,0,0,0,0,30.309,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,4.778,0,0,0,1.128,0.868,0,0,0,1.642,0,0,0,0,0,0.302,0,0,0,0.346,0,4.081,0,0,1.038,198.324,0,0,0,0,0,0.45,0.478,0,0,0,0.577,0,0,0.376,10.149,761.662,2.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",0,0,0,0,0,0,0,0,0,0,2.161,0,0,0,0,0,9.073,0,0,7.883,0,0,0,0,0,0,0,0,3.053,0,0,0,836.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,12060.624,0,0,0,0,0,0,0,0,0,23.778,0,0,0.299,0,0,0,2.746,0,0,7.147,0,0,0,0,42.397,0,0,0,0,0,0,0,0,0,0,6.107,0,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,10.858,0,0,1342.891,6.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.759,0,10.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",0,0,0,0,0.069,0,0,0,1213.141,3181.772,2197.583,0,0.064,0,0.168,0,185.28,0.042,0,7468.768,0,0,0.229,137.572,0,179.7,0,0,6354.041,0,0.668,2.739,69504.024,6.474,0,0,0,270.916,0,0,6460.269,0,13.008,0,0,0,0,0,295.039,0,2746.761,6664.456,0,0,0,0,184800.704,0,0,0,0,0,0,0,0,0,114373.539,2354.472,2.709,49.113,0,3011.7,2,13385.481,4.027,0,154639.362,0.132,0,64.758,0,34591.888,0.06,0,0,1.339,0,0.585,0.065,0,0,0,0,21.317,0,0,0,0,19198.848,0,1.433,6.59,0,0.837,0,0,0,0,30353.889,0,0.016,0,883.254,0,0.239,0,0,990.373,0,8.9,0,0,0.18,193.964,0,1393.156,4.982,0,5.811,368.986,345.805,0,0,0,0,0,41.775,0,0,1851.524,106040.102,743.603,303.907,2391.06,333.728,0,23563.606,0,0,5487.489,236.711,0,0,19969.765,0,0,3.835,104.499,887.256,0,0,0,1239.522,0.94,0,33004.498,0,144762.183,1.015,0,0.527,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,1.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,1.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT",0,0,0,0,0,0,0,0,0.412,0.021,10.135,0,0,0,0,0,0,0,0,0.123,0,0,0,0.308,0,0,0,0,1.624,0,0,0.092,19.498,0,0,0,0,2.182,0,0,1.053,0,0.469,0,0,0,0,0,0.745,0,0.121,0,0,0,0,0,637.01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1.283,0,33.504,0,0,259.767,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.698,0,151.758,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.417,0,0,0,0,0.491,0,0,0,0,0,5.605,0,0,0,108.243,0.69,0,0,1.065,0,4538.199,0,0,0.23,0.48,0,0,0,0,0,0,0,2.191,0,0,0,0,0,0,3.488,0,63.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,1.202,0,0,0,0,0,0,0.125,0,0,0,0,0,3.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
