"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CAF","LKA","CHL","CHN","COL","MYT","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","ATF","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","ZMB","BDI","VCT","BOL","PRY","COK","KIR","LBY","ANT","WSM","YEM","IRQ","SDN","TCD","COG","GAB","RWA","BFA","GNQ","SPM","BMU","BTN","SLB","COM","ERI","DJI","PSE","LBR","PLW","TKM","GIB","GRL","TON","FSM","CPV","GNB","WLF","LSO","NIU","SOM","SHN","KNA","CYM"
"CHE",0,0,2.709,0,12.62,42.862,0,0,14.163,111.514,2958.473,0.936,0,36.004,1.956,0.173,212.511,2.505,0,111.271,0,0,0,614.531,0,3.374,0,4.223,365.86,0,543.343,12.09,182.671,25.523,0,0,8.072,91.292,0,0,379.879,6.984,235.868,0,8.543,1.115,1.625,0.906,16.452,0,231.07,3536.543,0,0,0,0.239,40498.77,1.749,33.171,0,0,1.653,3.455,0,3.884,9.002,21932.352,840.55,0.822,12.87,184.687,23.612,386.246,15168.212,0.916,0,584.555,3.664,15.865,14.276,0,118.97,2.123,0,0,1.52,2.105,0.612,432.694,0,45.215,0,56.304,0,6.489,0.05,0,16.871,151.509,0,0.111,0,0,5.854,0,2.759,0,0,369.114,0,0,0,19.512,0,0,3.445,0,66.59,0,3.847,0,0,16.861,15.703,0,125.575,106.633,0,0,789.805,64.488,0,0,0,71.493,3.11,5.781,0,0,480.999,125.442,32.842,9.731,47.779,34.254,0.605,3237.831,0,0,137.312,0,0.146,0,125.618,0,4.842,45.081,9.147,55.499,0,0,0,12.923,4.962,35.026,1961.325,2.303,5499.154,8.247,0,16.855,0,0,0,0.24,0.548,0,0,0,1.932,0,0,0.464,0,0,0,2.243,1.006,17.226,0,0,0,0,0,0,0,0,1.884,0,0,0,0,0,0,0,7.682,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0.057,0,0,0,0,0,68.145,2177.123,527.75,0,0,2.088,0.051,0,4421.497,0.354,0,1988.627,0,0,0,285.614,76.785,0.4,11.743,0,3207.837,0,1.102,0.208,11786.683,2.702,0,0,34.962,12.72,0,0,9959.89,0,32.633,0,0,0,0.058,0,125.57,0.086,20.994,1366.303,0.02,0,0.125,0.576,22895.283,0.332,0.272,0.005,0,0,0,0,0,0,47020.476,6258.707,0.092,597.942,0,6.419,76.353,12800.457,0,0,64353.34,0.014,0,0,0,11398.605,0,0,12.861,0.06,0,0.828,0.015,927.261,1.8,0,17434.645,1.664,0,3.513,0,0,2468.905,0,0.608,0,0,0,0,0,0,0,288.886,0,0.325,0,560.085,0,0,0,0,243.668,0,0,0,0,0.695,19.949,0,212.712,4.425,0,0,92.033,4.551,0,0,0,0,3.439,31.661,0,0,1388.8,49900.785,149.106,330.161,61.079,38.931,5.383,605.275,0,0,475.187,4.028,5.795,0,0,0,0,295.255,25.783,119.862,0,0,0,74.226,0.04,1.468,43.947,0.006,31511.477,2.392,0,0,0,0,0,0.008,0,0,17.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0.225,0,0,0,0,1.176,0,0,0,0,0,0,0,0.345,0,0,0,0,0.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332,0,0,0,0,0,0,0,0,0,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0
"ARE",301.196,0,0,0,0,0,0,0,0,0,0,0,2.503,0.98,0,0,0,0,7.358,0,0,0,0,0,0,0,0,0,0,0,0.866,0,5317.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.68,0,0,0,1.473,0,0,19.159,13.351,14193.719,0,0,0,0,0,0,0,0,0,5.768,0,0,0.14,382.19,0,0,200.635,15.166,0,11.957,25.525,0.423,148.527,0,0.237,0.1,0,0,0,0,0,0,0,0,2.285,0,6.551,0,0,0,0.971,0,0,0,0,0,0,4.052,40.507,2.648,0,2.947,0,0,0,0,0,0,387.691,0,0,0,284.33,0,0,0,0,0,0,5.155,0,1.326,0,3.147,0,0,0,8.515,82.832,0,0.156,0,5125.671,0,0,0,0,5.179,1.858,2133.168,0,2.759,7.082,3.92,3.786,0,0,0,0,0,0,7.852,0,0,163.711,1.371,0,0,48.468,45.964,11.984,0,0,0,17.925,30.674,0,0,0,0,0,0,0,0,0,1539.242,29.743,0,0,0,33.729,0,0,0,0,0,0,0,4.222,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,8.817,0,0,0
"TUN",0,0,19.473,0,0,0,0,0,0,0,10.476,0,0,0,0,0,0,14.915,0,60.959,0,0,0,2.291,0,0,0,0,0,0,0,0,23.903,0,0,0,0,0,0,0,144.017,0,0,0,0,0,0,0,0,0,0,20.629,0,0,0,0,648.154,0,0,0,0,0,0,0,0,0,67.558,0,0,0,0,0,0,12.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.157,0,0.686,0,0,4.366,0,15.463,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.228,0,0,0,0,0.155,0,0,0,0,0,29.627,0,0,0,0,0,0,0.037,0,0,37.534,0,0,0,2.551,0,0,0.147,0,0,0,0,0,0,0,0,0,0,0,2.473,0,65.24,0,0,0,0,0,0,0,0,0,0,1.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0,26.489,0,0,0,0,30.549,14.487,204.431,13.565,0,0,0,0,0,106.797,4.696,0,1.652,0,0,0,5.127,0,0,0,0,16.508,0,1.683,19.935,37.567,0,0,0,0,2.448,0,9.492,48.259,0,272.687,0,0,0,0.922,3.182,2.773,0,4.951,158.386,0,0,2.94,0,500.282,0,9.782,0,0,0,0,0,0,0,13.554,12,0,0,25.651,554.057,0.124,270.066,0,0,0,9.98,1.675,78.475,0,9.525,11.551,42.986,0,17.126,0,14.498,0,0,0,0,0,0.014,0,0,0,0,0.961,0,6.374,15.994,0,23.981,0,0,1.947,0,14.601,0,0,0,204.399,0,0,84.344,0,0,0,0,0,0,0.09,8.019,0,1.102,1.156,0,0,17.064,108.481,0,0,0,1.119,0,8.099,0,0,0.073,0,0,0,5.615,0.7,0,406.28,0,0,14.009,75.31,6.56,0,0,0,0,0.2,2.213,0,0,0,0,31.489,4.982,71.006,6.767,0,431.594,0,3.02,0,0,0,0,0,0,0,0,1.774,0,0,0.56,530.164,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.016,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,90.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.403,0,0,0,0,0,0,0,0,0,0,353.555,0,0.41,0,18.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",27.15,0,0,0,0,0,0,0,0,3.87,423.937,0,0,0.652,0.41,0,86.468,0,0,0,0,0,0,1.547,0,3.756,0,91.801,1779.932,0,0,0,1767.299,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,130.142,58.1,0,0,0.622,0,1243.879,0,0,0,0,0,0,0,0,0,0.157,457.869,0,0,0,0.69,40.93,1297.415,0,0,9.465,2.919,0,0,0,123.612,0,2.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,3.011,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0.05,41.436,0,0,0,348.771,0,0,0,0,0,0,0,0,14.54,601.921,0,0,0.271,0,0,11588.176,0,0,0,9783.452,0,0,133.222,0,0,0.84,0,0,0,0,0,0,40.731,0,0.94,0,0.81,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,2.463,0,0,0,0,0,0,0,0,2429.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.162,0,0,0,0.597,2.327,0,0,0,0,1747.879,0,0,0,0,0,0,0,0,0,0,0,0.467,0,0,0,0,6.825,0,10.863,0.129,6.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",61.378,0,45.703,0,3.207,8.538,0,8.837,15.65,652.214,5755.847,0,7.715,0,0.321,18.762,11909.683,4.433,0,180.66,0,0,0,146.294,0,10.5,0,3.933,4022.06,12.865,5.892,646.645,1712.908,80.416,0,1.363,6.753,63.512,0,16738.727,2940.404,1.614,1804.548,36.589,9.411,5.279,4.516,38.616,1021.852,0,2224.415,30738.384,57.187,0,6.782,21.035,580551.916,49.763,47.688,1.131,0,5.952,0,0,1.268,0,19534.101,1670.954,21.402,15.565,0,5658.667,1729.715,145132.845,5.802,2.635,1975.062,21.812,5.268,9.011,0,361.315,442.073,0.607,0,1.592,24.117,184.652,720.698,0,0,2.215,1270.856,5.029,76.839,142.974,0,17.255,525.369,0,0.275,0,0,1.335,0,48.476,0.201,0,23952.686,0,0.378,0,207.509,10.798,0,169.738,0,477.046,0,15.449,0,0,22.909,34.722,0,1826.942,603.02,0,24.297,2515.21,193.179,102.52,0,0,88.416,1.761,238.974,6.884,0,5090.468,2978.695,939.996,9.979,177.58,1078.491,4.803,117932.832,0,2.069,5695.431,6098.944,4.643,0,168.49,0,222.179,151.161,20.235,967.299,0,0,362.296,35.799,8.575,13.247,0,35.073,35455.574,1.577,0,49.149,0,0,0.076,1.095,0.405,0,0,139.925,0,0,0,0,23.199,0,0,0,0,0.555,0,0,0,0.271,0,0,3.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.688,0,0,0,0,0,0,0,0,0,0.925,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",57.9,0,48.391,0,0,2621.308,49.128,7.88,661.011,31378.288,5445.085,164.631,13.22,21.253,20.978,87.692,61842.262,16.236,1.742,16396.624,111.538,43.447,1.663,843.04,0,247.583,43.5,5.45,94137.672,0,28.99,2420.951,83217.803,1932.639,0,51.663,911.324,199.832,0,20.778,2002.392,0,6617.63,38.754,2500.397,1046.266,568.729,49.591,178.627,87.559,4927.067,116093.218,21.788,0,726.547,67.557,530203.956,90.981,319.599,43.319,0,816.15,406.868,343.473,749.145,811.431,86628.961,1657.522,120.06,435.079,0,2887.295,10731.055,69065.29,18.616,963.161,163452.262,36.03,914.968,1096.895,0,150859.265,141.04,2.925,0,23.036,390.766,272.033,232.877,559.991,18.249,121.2,102130.56,0.714,8.309,46.556,0,4.752,218514.341,173.151,5.41,1.898,2.321,28.193,17.7,182.208,189.875,11.794,31685.87,259.561,85.209,33.54,776.317,842.027,48.64,8075.289,0,1120.928,6.2,1813.413,335.451,334.188,1031.766,1450.002,0,2355.245,6914.267,0,72.34,1230.09,2327.757,10.475,0,0,719.41,376.944,99.316,0,183.801,28017.175,58817.359,497.291,164.95,1040.921,3549.19,81.693,184642.861,292.023,85.628,9308.059,9957.805,0,63.5,28521.288,19.152,143.247,3034.213,32.115,3296.417,21.444,0,639.624,369.937,10.889,33.184,53451.226,431.4,0,91.797,22.392,420.301,12.58,15.183,74.533,328,15.435,2.965,24.8,0,158.798,12.4,257.944,1322.614,0,141.984,11.324,50.707,265.361,21.502,0,0,184.304,0,12.4,0,0,22.338,0,24.177,16.084,0,0,0,3.761,36.491,12.852,60.192,0,0,6.2,0,0,48.508,222.785
"URY",0,0,0,0,0,0,0,0,1.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.805,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.391,0,17.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
