"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","GUM","TLS","SSD","ERI","PSE","BES","IOT","SPM","WLF","MNP","NIU"
"DJI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.178,0,0,0,0,0,0,0,0,0.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.168,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,5.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GEO",0,0,0,0,0,0,0,139.322,0,3.8,0.12,0,0,0,52.601,0,0.181,0,0,0.308,0,0,0,0,0,0,0,2.157,0,0,0.2,0,0,0.168,0,0,0,0,0,0,7.384,0,0,0,0,0,0,0,0,0,0,0,8.406,0,0.017,0,0,0,0,0,0,8.981,0,0,0,38.605,0,0,0,0,0,0,25.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,5.579,18.614,0.011,5.394,2.9,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0.733,0,0,0,0,0,0.123,0,0,0,0,0.224,0,0,0,0,0,0,0,0.073,0,6.85,0,0,0,0,99.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.286,0,0,0,0,0,0,4.01,0.475,0,0,0,0,0,16.334,31.485,0,0,0,0,10,0,74.447,0,0,0,0,45.434,0,0,0,0,37.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",39.116,141.919,3248.412,0,214.204,413.543,3.303,391.605,3716.777,21572.091,104143.97,36.432,910.033,891.836,451.134,98.034,66184.467,31.889,0.389,245.938,914.764,75.064,13823.626,9.685,0,24.567,159.27,6031.303,323.129,8.905,1308.797,125.005,113.492,28152.007,13.769,5.06,0,2102.799,32.412,4159.091,418598.625,0,0,2711.011,0,22.943,24.035,0,280.896,5078.166,231.875,861.016,83104.603,28.47,25265.776,0,173.598,403.598,299.302,18.943,440.643,5553.964,0,16.146,11170.423,242161.461,46.057,6.833,11.982,33.262,432.817,3.581,0,121.259,9.103,0,7609.152,37.454,76.358,413.099,13.183,7.919,2711.51,76.853,33218.09,66618.098,1081.437,1546.213,1227.764,4747.111,14175.129,4584,113326.531,376.718,8.435,134309.416,511.736,1231.923,382.762,0,45590.129,2132.531,26.597,723.911,534.693,0,1797.885,4.437,477.613,4876.446,7038.752,58.753,32.194,27.186,10143.645,144.275,91.915,300.945,52.731,239.736,36688.165,163.732,485.402,226.04,0,2221.057,158.291,1308.16,254.724,0,221.731,160212.75,32.51,5.677,11.592,40.685,0,2208.383,72.518,18.726,1192.488,0,20992.826,0,0,0,2435.305,1060.988,4.406,260.354,2136.157,2034.945,147055.19,14382.382,0,3907.482,29575.415,20857.744,256.863,0,0,0,0,23.313,0,128.429,0,4097.196,102.521,4137.428,84.169,9.014,58111.425,35722.442,33207.235,10695.593,5876.37,12.62,23628.143,32.635,97128.446,171.061,95.296,7.17,43330.036,103583.974,164.733,15.386,21507.324,20.612,0,0,77.064,20086.319,2300.687,47245.069,262.79,0,4.41,69.896,4532.91,571.883,12540.402,205626.187,3807.976,497338.244,112.206,412.311,749.443,23.223,0,120.244,106.254,0,0,17.147,1.901,99.65,2.582,0,0,1.118,0,0
"GHA",0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,1.419,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0,0,0,0,0,0,1.089,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,54.043,0,0,0,0,1.627,0,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.141,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.306,0,1.929,0,0,0,0,15.024,0,0.135,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,5.827,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,702.229,7.388,0,0,3.745,0,0.031,0,22.35,96.104,1.46,11.635,0,11.317,0,56.228,0,0,0.625,12.682,0,2.062,0,0,0,0,4077.244,0,0,0,0,0,4.671,0,0,0,0.085,0,10.944,44.244,0,0,2.995,0.283,0,0,0,0,96.779,0,2186.408,3.781,0,27.501,0,1.567,1.06,0.956,0,0,0.629,0,0,10.676,132.703,0,0,0,0,0.8,0,104.926,4.719,0,0,0,0,0,0,0,0,0,0,5.429,105.158,1.114,0,0,13.164,0,80.658,478.173,0,0.709,7.02,16.12,2.001,5.507,0,7.977,3.472,0,0,11.895,0,0.72,6.667,0,0.023,1.511,0,3.562,0,5.936,0.734,0,117.094,0,4.389,0,0,0.183,15.118,0,38.958,0,0.195,0.129,0,0,159.533,0.104,0,0,0,0,1.728,0,0,54.313,0,364.706,0,3.375,0,0,18.91,0,0,0,0.068,8.763,83.494,0,64.479,905.643,2.487,0,0,0,0,0,0,0,0,0,6.079,0.423,132.645,0,0,69.818,27.734,26.02,1.066,22.564,0,27.394,0,54.589,0,0,0,126.223,83.737,6.996,0,0.355,0,0,0,0,343.69,11.167,107.881,0,0,0,0.244,0,27.017,4.708,269.715,1.572,319.849,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.583,0,0,0,0,0,0,0,0,0,0.156,0,2.414,0,0,0,0.426,0,0,0,0.005,0,0,0,0,190.067,0,0,0,0,0,0,0,12.387,0,503.664,0,0,0,0,0,0,0.069,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.979,233.469,0,0.1,0,0,0,0,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.244,0,0,0,0,0,21.725,0,0,0,0,0,0,0,0,0,0,0.201,0,0,0,0,0,0,42.712,0,0,0,0,0,0,0,0,64.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161,0,5.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.224,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,0,0,0,0,0,0,33.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.354,0,0,0,0,0,0,0,0,0,1.558,0,0,0,0,0,0,6.036,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,3.651,0,91.245,0,0,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,0,0,0,0,623.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,0,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903,0,0,0,1.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.376,0,0,0,0,0,0,0,0,1.848,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,0,0,0,0,2.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,11.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",6.314,80.415,710.187,0.079,0.172,700.177,0.403,4.46,161.991,4386.63,571.564,0.857,231.056,478.248,2.181,2.868,460.322,0.922,0,6.178,42.45,9.311,4135.411,11.167,1.552,0,25.372,2629.063,100.342,1.518,2.628,42.054,16.01,1771.725,0,0,0,1009.305,0,875.616,41559.993,0,0,121.252,0,13.694,26.795,0,330.889,22.03,0,178.876,433.769,7.799,2910.646,0,94.559,764.37,9.09,0,28.109,48.562,0,237.851,230.357,13605.782,33.077,0,0,21.768,380.339,0.109,18112.755,123.716,0,0,484.727,0,0.258,1190.194,0,78.364,3.306,2.642,0,5654.947,104.575,8643.232,308.506,22.207,334.24,5728.972,1676.642,16.781,164.615,3221.568,14.123,0.494,9.539,0,28453.126,16.054,0.079,5.323,10.804,0.876,92.549,230.471,0,69.915,2.751,258.067,48.969,23.805,34701.568,238.268,6.409,418.978,0.201,125.742,4069.28,122.161,33.788,58.198,0,194.932,21.946,25.781,12.836,23.894,2.641,54643.977,0,13.513,0,0,0,453.658,131.153,0,486.579,0,634.354,0,0,0,132.225,415.996,173.292,430.498,82.431,12204.561,813.263,1017.488,0,1576.53,189.737,1793.513,506.768,0,0,0,0,17.59,1.231,2.807,0,90.94,72.161,41.299,48.292,0,34639.569,5027.638,194.683,485.832,177.872,64.393,948.688,60.422,1804.486,0,0,163.827,2214.473,2544.902,360.872,0,3286.339,1.025,0,0,22.263,283.97,47.731,126.46,0,0,19.978,111.497,117.806,27.405,118.79,36291.026,212.464,11689.714,92.964,122.735,54.369,25.736,3.211,0,781.07,88.839,10.532,0,0,290.621,0,0,0,0,0,0
"HUN",1.63,277.122,20.048,0,0,0,0.038,0.472,651.846,903.728,3750.733,0,21.792,0,4.705,0.4,2884.569,0,0,5.336,280.967,12.049,339.338,0,0,0,0.98,3303.383,7.294,0,3.596,0,0,4237.124,0.377,0,0,9.151,0,423.497,7795.471,0,0,38.605,0,0,0,0,67.768,3881.055,0,82.944,7210.452,0,1313.353,0,0.036,2.42,5.007,0,7.235,235.319,0,0,886.987,9983.432,166.556,0,0,0,20.938,0,46590.281,5.311,17.351,0,530.459,0,0,0.121,0,0,0,0.167,720.302,0,14.582,12.553,65.528,43.678,33.024,306.069,3580.104,7.059,0,875.175,5.193,67.451,32.304,0,1252.395,22.782,5.184,0,73.311,0,991.237,0,0,1134.914,27.486,0,3.005,1.926,870.599,0,1.964,93.15,0,5.828,917.044,7.185,23.967,94.036,0,57.584,0,76.862,6.766,0,7.417,9364.134,0,0,0,149.23,0,59.233,3.966,1.301,14.088,0,941.437,0,0,0,1.14,0.502,0,0.125,44.913,176.988,12564.698,558.113,0,172.567,7769.828,1610.985,2.371,0,0,0,0,0,0,0,0,63.199,0,2393.67,0.841,0,255.212,160.177,4136.24,9.493,1361.06,0,1023.875,0,4732.246,4.752,0,0,1045.185,459.191,0,0.021,688.82,0,0,0,0,1961.138,28.72,6243.794,0,0,0,3.499,2233.855,387.787,32.268,2732.82,0.153,19380.784,25.51,39.248,4.464,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0.45,69.968,1.601,0,0,0,0,0,1.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.149,2.56,0,0,0,0,0,0,0,0,0,0,0,0.079,0,14.415,0,0,0,0,0,0,0,0,0,5.933,5.57,0,0,0,0,0,0,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0.421,0,0,0,0,0,0.503,0,0,0,0,0,0,0,0,0,0,0,0,1.087,0,0,0,0,0,0,0,0,1.03,0,0,26.656,0,0,0,0,0,0.84,0,0,0,0,5.208,0,0,0,0,0,0,0,0,0,2.092,0,0,0,0,74.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,1.583,0,0,0,0.528,0.114,0,0,123.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.164,0,13.684,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0.005,0,0,0,0,0,0,4.319,963.945,771.127,75.805,0,1.55,0.858,3.715,0,22.626,0,0,18.066,5.676,0,1097.685,0,0,0,1.744,23.711,121.944,0,3,0,0,1289.551,0,0,0,28.015,0,907.795,1902.637,0,0,173.402,0,0,0.875,0,21.914,0,0,0,1604.212,0,0.54,0,28.903,67.098,8.229,0,0.432,8.18,0,3.084,157.782,4224.751,4.025,0,0,0,0,0,2914.245,0,0,0,25.883,0,0,0,0,0,0,18.838,2425.025,5770.633,10.482,0,0,0,3.216,68.052,18.364,0.113,32.96,4916.238,0.25,0.915,26.699,0,12856.801,0.319,0.325,0,5.675,0,6.365,0,0,31.033,4.201,0,0.027,0,4782.604,8.311,16.009,0,0,7.206,24617.987,5.39,0.157,3.096,0,105.807,0.358,0,0,0,6.718,163.306,0,0,0,0,0,82.683,11.073,0,8.807,0,135.462,0,0,0,8.675,1.236,9.998,34.693,103.549,265.663,19969.313,0.027,0,0,8.734,2324.537,0,0,0,0,0,0,0,0,0,181.442,0,38.241,0.233,0,5686.13,2049.041,954.511,3889.951,11.92,0,427.133,0,360.804,0,0,8.403,10.717,374.554,0,0,8948.269,0,0,0,0,37.994,76.569,626.594,0,0,0,0,58.629,6.15,1937.081,1137.907,0,21863.353,0,2.752,0.024,0,0,0,0,0,5.638,0,0,6.002,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,9.304,0,0,0.032,0,0,0,0.757,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,6.045,0,0,5.242,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,2.745,0,0,0,0.055,0.167,0,0,0,0,13.872,0,5.033,0,0,0,0,0,0,0,0,0,0,0,154.774,0.227,0,0.05,0,0,0,0,0,0,0,0,0,0,0.51,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,1.127,0,0,0,0,2.413,0,1.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,1.189,0,0,0,0,0,0,4.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,1.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.171,0,0,0,0,0,0,0,0,0,0,1.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,0,0,0,0,0,1.538,1207.988,3863.684,259.854,0,6.616,0.189,10.024,0,346.645,18.028,0,0.256,1.217,0.517,117.779,0,0,0,0.029,17.797,0,0,0.2,0,0,323.802,0,0,0,0.311,0,23.068,12667.247,0,0,1.885,0,0,0,0,6.311,7.575,0,26.698,1310.535,0,452.912,0,0,0.051,2.989,0,2.626,69.928,0,0,77.028,12687.208,6.812,0,0,0,45.081,0,5406.607,4.569,0,0,43.142,0,0,0,0,0,0,0,1774.863,241.462,9.168,65.951,0,0,0,408.249,35364.979,0,0,6723.047,6.457,0.076,53.063,0,270.637,0.55,0,0,1.487,0,5.278,0,0,7.165,2.058,0,0,0,76.56,0.59,1.598,5.682,0,17.703,0.633,6.706,3.665,2.132,0,0.696,0,6.613,38.64,0,0,7965.301,0,0,0,1.071,0,286.527,0,0,0.532,0,268.469,0,0,0,3.165,0,0,47.839,2.116,99.13,504.571,430.869,0,207.753,759.909,96.877,0,0,0,0,0,2.005,0,0,0,81.44,0,114.973,6.445,0,1527.011,1563.772,382.707,129.152,18.562,0,219.489,0,27271.74,3.778,0,0,151.127,1362.334,0,0,679.014,0,0,0,0,664.962,0.775,648.776,0,0,0,9.921,20.435,0.042,12.327,27168.443,0,7157.69,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
