"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","GUM","TLS","SSD","ERI","PSE","BES","IOT","SPM","WLF","MNP","NIU"
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,11.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,24.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0,29.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0,0,0,0,6.644,0,5.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.306,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.221,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0.17,0,0,0,0,24.369,0,7.232,0,0,0,3.864,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,4.175,0,0,0,1.817,0,0,0.18,0,0,0,0,0,0.931,0,0.713,0,0,0,0,0,0.278,0,0,0,0,0,0.031,0,0,0,0,1.506,0,0,0,0,0,0,237.058,0,0,0,0.701,0,0,0,0,0,0,0,0,3.836,0,89.214,0,0,1.976,0,6.494,0.431,1.456,0,0,6.076,0,0,4.662,16.096,0,0,0,0,0,0,0,0.973,0.087,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0.482,0,0,0,0,0,162.374,0,0,0,0,0,0.077,0,0,0.387,0,25.72,0,0,0,0,0,0,0,0,0,4.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.277,0,0.019,0,7.261,21.439,0.041,0,0,0,0.157,0,21.292,0,0,0,2.431,10.755,0,0,0.136,0,0,0,0,0.56,0,0,0,0,0,0,0,0,5.868,325.563,0,83.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.624,0,0,0,0,0,8.245,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.759,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.791,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.028,0,0,0,0,0,0,0,0,0,0,17.498,0,0,0,0,0,0,0,0,0,0,0,1.584,0,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0.004,0.341,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,6.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,82.457,0,0,0,0,0,0.553,26.566,42.708,90.036,0,0,0,1.99,0,186.242,0,0,0,1039.364,0,63.965,3.212,0,0,5.352,27.318,0,0,114.769,0,0,23.412,0,0,0,3.414,0,0,773.951,0,0,5.31,0,0,0,0,0,153.852,0,0.854,6.104,0,91.632,0,0.062,104.945,0,0,0,0,0,0,133.557,19.108,0,0,0,0,0.458,0,7502.183,11.906,0,0,3.392,0,0,0,0,0,0,0,9.655,37.377,1.36,0,0,0,0.516,0.181,95.103,0.919,0,38.98,0,0,0.027,0,47.699,113.306,5.329,0,7.667,0,18.794,0,0,0,0.035,0,0,0,35.209,0,0,0.696,0,0,27.48,0,0.02,868.175,0,0,0,0,0.784,0,0,496.532,0,0,0,0,0,0.105,0,0,795.058,0,13.892,0,0,0,6.637,0,0,5.324,0,0,20.999,21.139,0,0,24.641,6.46,0,0,0,0,0,0,0,0,0,7.862,0,0,0,0,293.009,76.905,2.396,6.595,284.972,0,0.035,0,70.895,0,4.712,0,5.203,56.35,0,0.4,15.273,0,0,0,0,95.88,7.519,28.101,0,0,0,0.889,0.509,584.573,2.584,216.484,0,782.323,0,0.406,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.71,0,0,0,65.625,0,0,0,0,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.763,0,0,0.001,0,0.043,2.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,1.214,0,0,0,6.508,0,0,0,0,0,0,0.04,0,0,0,2.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.445,0,0,0.651,0,0,0,0,0,0,0,0,0,0,0,215.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,1.121,0,0,0,0,0,0,0,0,0,8.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",126.459,0.041,451.255,0,0,81.264,0,0.327,149.986,587.835,1904.553,0,87.714,4606.16,0.244,0.078,879.428,0.049,352.419,32.945,0.422,219.475,576.419,75.588,0,0,2.722,8.986,57.746,23.776,0.048,2.089,5.149,426.769,0,0,3.746,1135.266,0,74.344,4149.391,0,0,322.68,0,25.676,100.416,0,19.989,2.435,10.227,7.851,19.289,37.43,91.74,0,0.402,142.461,79.137,3.755,480.315,4.236,0,31.946,655.085,6677.731,0.672,0,0,59.059,7.469,43.498,11382.299,483.598,0,0,11.547,0,0,28.607,91.915,3.865,0,224.835,486.866,355.237,2.288,165.777,7.567,521.336,27.654,9974.292,311.592,940.212,0.992,484.808,7.198,69.043,615.682,1.671,787.251,66.564,0,10.045,63.457,13.867,0,0.065,137.467,8.472,1.369,0,2.145,2.171,371.63,489.812,6.151,1.374,0.704,192.959,429.699,8.714,0.049,1.28,0,173.234,67.734,217.113,2.288,1.734,1617.444,1912.548,0,0.005,0,0,0,261.284,66.901,72.325,594.187,0,106.419,0,0,0,146.366,1.379,0.982,11.387,171.232,73.019,186.892,503.977,0.013,267.081,28.953,843.814,61.638,0,0,1.752,0,0.363,0,0,0,1230.361,61.14,5.139,23.464,2.301,0,5882.395,56.958,664.947,14.845,235.883,456.312,48.313,643.278,301.473,0,0,86.457,251.713,116.056,1.332,939.617,17.021,0,0,19.933,6322.162,3906.148,333.244,0,0,0,137.112,15.492,0.238,575.036,786.555,117.705,20838.237,11.355,13.445,15.17,0.412,0,363.291,122.957,0,0,5.789,0,6.475,0,0,0,0,0,0
"SGP",15.521,97.139,302.497,0,0,149.048,0,83.395,315.041,8208.794,2841.393,0,115.884,2630.885,0.742,0,923.779,0,0,5.777,3.808,0.227,4965.443,0,0,0,611.129,19.871,3334.3,0,56.249,443.233,0,2719.616,0,0,0,466.752,0.969,2784.752,37364.432,0,0,61.61,0,33.854,0.535,0,79.587,45.03,0,18.728,693.808,0,602.821,0,0.209,141.759,9.304,0,153.479,68.549,0,113.91,1323.85,9176.78,0.328,0,35.595,15.047,145.124,0,22485.137,10.402,10.533,0,30.641,0,0,125.616,0,46.248,0,39.343,22599.932,1751.088,6.65,8877.405,23.067,504.004,157.545,2924.441,5878.328,2.581,0,6995.541,10.191,557.951,2.54,0,12878.423,2203.3,0,35.2,115.713,0,6.713,0,0,3.839,54.725,40.973,6.667,0,26196.887,267.202,0,156.349,0,81.205,43833.794,41.556,0.013,38.049,0,230.936,47.241,170.482,212.231,0,33.398,10100.138,0,0,0,7.302,1.71,263.869,3.041,0,46.947,0,2858.723,0,0,0,107.884,55.057,39.182,179.557,69.505,11207.592,1280.683,439.796,0,136.351,48.948,1674.301,0.435,0,0,0,0,0,0,0,0,5318.142,0.069,41.275,91.535,0,37907.553,0,33.816,12203.707,1574.278,0,2296.602,40.666,15354.149,0,0,0,2204.421,1260.963,0,0,30352.877,0,0,0,4.969,2520.232,587.253,791.752,0,0,0,0.748,11.494,4.75,332.104,37622.572,0,72045.512,0,0,5.984,0,0.079,0,0.018,48.479,12.222,0,2.785,1.316,0,0,0,0,0,0
"SVK",0,24.183,0,0,0,0,0,0.815,282.866,149.338,1307.885,0,0.432,0,8.884,0,426.682,0,0,0,4.549,0,129.987,0,0,0,0,877.088,0.053,0,112.995,0,0,71.819,0,0,0,0.9,0,112.333,267.559,0,0,11.913,0,0,0,0,1.192,261.802,1.902,82.902,11259.928,0,320.138,0,0,0.41,0,0,0,250.186,0,0,23.024,897.421,2.458,0,0,0,0,0,6781.059,0.976,0,0,134.724,0,0,0,0,0,0,0.219,805.003,2127.95,2.609,2.043,0,0.275,0.469,59.762,1029.484,0,0,377.555,201.467,0.263,0,0,40.715,4.906,0,0,6.831,0,102.843,0,0,709.06,4.124,36.014,0,0,19.825,0,0,0.146,0,1.552,261.681,0,1.693,5.217,0,30.944,0,42.483,0,0,0,1580.397,0,0,0,0,0,37.991,4.193,0,1.656,0,212.441,0,0,0,36.587,0,0,0.965,8.957,21.967,5405.607,0.226,0,1.117,1707.352,1174.006,0,0,0,0,0,0,0,0,0,5.038,0,52.064,1.541,0,36.593,23.061,0,15.718,208.279,0,4.417,0,93.401,0,0,0,45.14,1376.276,0,0.011,85.923,0,0,0,0,62.412,0,133.751,0,0,0,0,150.411,3.971,551.888,16342.836,0,1457.96,0,9.899,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,1.082,0,1.732,1378.528,725.871,1581.062,0,21.199,21.978,0.108,0,442.496,0,0,12.205,56.129,0.326,850.712,0,0,0,5.991,0.235,13.677,0,34.7,345.853,1.72,2197.026,0,0,0,2.448,0,45.705,11072.013,0,0,37.864,0,0,0,0,0.871,40.805,0,0,1274.242,0,4.415,0,0.449,57.698,0.135,0,20.743,2.937,0,0,4.457,1468.193,1.576,0,0,0,0,0,1520.351,0,0,0,6.462,0,0,55.86,0,0,0,2.949,2070.895,8936.984,21.813,511.68,0,0,5.072,40.457,261.001,13.07,0,18140.998,3.491,0.218,0.966,0,50361.858,40.546,0,332.103,105.264,0,17.208,0,0,1.43,1.998,0,4.777,0,1313.743,1.979,0,0,0,7.143,1835.686,0.309,1.838,41.486,0,15.644,6.943,0,0,0,1.613,3318.328,0,0,0,0,0,122.889,81.784,0,0.849,0,308.01,0,0,0,55.253,0,0,0,29.255,145.715,287.437,2.207,0,161.143,285.657,67.427,0,0,0,0,0,0,0,0,0,25.274,0,169.022,0.1,0,73.549,1619.4,5058.451,0,44.66,0,128.903,0,392.553,0,0,0,9.554,192.14,0,0,5611.76,0,0,0,0,135.623,2.53,107.759,0,0,0,0.351,41.579,0.402,1501.445,5137.904,0,99561.839,0,11.115,44.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,4.745,0,0,0,0,0,0.149,352.508,894.542,2910.404,0,1.233,0,6.366,1.327,53.818,0,0,56.042,721.603,0,27.641,0,0,0,0,224.36,0,0,19.77,0,0,99.499,0,0,0,0.037,0,938.067,2086.631,0,0,10.135,0,0,0,0,6.198,8534.81,0,353.925,905.171,0,405.9,0,1.465,0,0.141,0,0,16.606,0,0,374.415,4833.394,0,0,0,0,0.026,30.596,2189.988,0,0,0,283.476,0,0,4.5,0,0,0,1.086,1400.374,11323.509,1.498,48.267,0,0.009,1.248,62.029,2213.596,12.473,65.076,505.242,4.38,46.376,0,0,405.365,12.629,0,0,15.378,0,28.15,0,0,200.931,0.073,10.702,0,0,18,2.549,0.846,25.906,0,0.124,1193.468,0,0.144,278.285,0,0.458,0,0,1.723,0,0,24412.62,0,0,0,0,0,138.978,0,0,0,0,57.574,0,0,0,107.382,44.941,8.231,0,6.195,4.28,1206.334,372.489,0,9.204,782.464,981.318,0,0,0,0,0,0,0,0,0,8.728,0.168,3139.488,0.462,0,25.554,663.662,682.028,81.518,0,0,2.333,0,495.982,0,0,0,27.536,346.323,0,0.011,68.726,0,0,0,0,1236.144,0,1021.802,0,0,0,0.115,68.95,156.819,7.712,80.592,0,968.934,0,13.24,0,0,0,10.208,0,0,0,0,0,83.865,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0.004,0,0,367.535,0.383,0,47.918,768.666,40.252,0,0.197,5.851,4.485,0,125.963,0,0,0.189,0,1868.234,1386.208,0,0,0,0.027,6.073,0.051,1.731,0,0,41.513,438.275,8.637,0,0,3.299,0.04,104.053,51.38,0,0,18.152,0,4.418,835.346,0,0,5.796,0,60.266,46.155,3.118,22.217,0,2.039,1.066,0,0,113.208,0.151,0,0,15.915,7565.01,0,0,6.52,10.94,0,4.347,2429.048,249.759,0,0,790.532,0,0,0,271.123,1.629,0,1.931,14.092,5.621,7.627,469.014,0,8.542,24.548,99.838,725.858,52.506,0,130.862,16.657,0,739.851,0,416.728,6.118,0.006,0,0,279.643,0,0,0,2.998,0.437,0,137.094,223.325,569.405,0.91,357.856,3.167,5.243,436.19,21.401,0.35,0.149,0,0,4.931,1156.232,0.204,2920.411,0,0,1470.979,0,0,0.14,0,1.54,60.692,1.749,0.912,478.306,0,6.894,0,0,0,1.251,42.099,8.436,0,33.803,26.812,3.695,0.875,0,0.794,78.004,29.39,34.042,0,2.966,0,0,0,0,0,0,166.751,31.789,0.553,78.564,43.793,10187.874,179.267,0.007,91.468,0.103,0.021,0,1292.675,740.37,30.425,0,813.719,5151.863,1466.043,0,0,189.73,17.988,0,0,0.401,1391.741,0,16.721,0,0,0,78.434,0.435,0,30.994,1372.38,335.663,856.475,406.962,8.778,0,0.986,0,0,1744.573,0,0,0,1.989,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.529,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,0.024,0,0,0,0,0,0,0,0,4.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,9.949,0,0,0,0,0,0,12.661,0,0,0,0,0,0,0,0,0,0,0
"ESP",0.295,9.569,342.018,0,160.966,25.128,3.095,10.035,610.61,1994.26,1165.434,0,92.685,86.125,8.989,2.063,2746.284,4.301,0,93.31,87.081,0,709.539,0.225,0,0,3.132,3870.6,60.397,0,11.362,0,16.028,1088.856,97.809,0,0,30.21,0,1943.408,3130.329,0,0,987.06,0,1.847,0.468,0,107.673,368.74,2570.979,132.953,3647.448,1.695,908.982,0,282.219,569.044,566.44,84.371,6.553,348.928,0,2.653,1715.364,38552.504,23.655,0,0,9.106,61.323,0.878,19564.723,11.445,472.395,0,1533.05,0,0.391,213.694,10.595,2.987,0.26,13.959,784.583,2145.865,88.293,157.025,278.295,59.449,1037.658,1343.274,20430.639,29.197,126.726,2035.611,89.2,95.292,11.852,0,5816.658,207.02,0,0,544.198,0,100.023,0.154,30.772,285.102,96.234,8.576,15.851,0.73,401.669,8.404,5.895,145.89,21.306,104.719,5539.892,8.68,14.519,2.64,0,9324.017,19.05,342.619,65.851,0,26.543,18321.499,0,36.594,5.597,20.589,0,429.431,9.217,5.907,31.93,0,754.482,0,0,0,177.749,176.04,0,77.281,483.862,105.852,5566.946,24148.4,0,177.11,1314.021,535.737,1.895,0,0,0,0,1.838,0,563.017,2.558,1936.209,142.143,92.98,7.74,0,817.272,585.458,1903.754,132.831,396.753,0.762,1876.769,0,0,16.573,0.197,0.13,863.716,1506.223,0,0,581.139,3.711,0,0,30.562,2747.093,160.091,540.316,0,0,0,4.176,97.389,7.738,341.029,15591.481,3.239,7781.486,1.368,367.341,4.104,0.147,0.233,0,7.882,0,0,0,0,31.216,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,0,0,3.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.585,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.318,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,23.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,6.52,0,0,0,0.349,0,0,1.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.142,0,0.941,0,0,0,0,0,0,0.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,206.759,0.194,0,0,0,13.178,0.546,0,0,0,0,0,0,0,0,0,0,0.407,0,0,0,0,0,0,0,0,3.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.709,0,0,0,0,0,0,0,39.601,0.829,0.35,0,0,0,30.265,0.752,0,0,0,0,0,0.012,0,0,244.167,0,0,0,0,0,0,0.383,0,0,0,0,0,0,0.347,0,0,2.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
