"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GEO","DEU","GHA","KIR","GRC","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","ZMB","ARM","LBY","NIU","PSE","SSD","SDN","UZB","AGO","BDI","CAF","GMB","KGZ","CYM","BMU","GRD","MYT","ERI","DJI","GAB","GRL","FSM","MHL","PLW","GNB","SOM","TKM","YEM","WLF","GIB","BLM","BTN","BES","COK","TUV","ATF"
"HUN",0,0,26.859,0,0,0,0,1.298,2.1,1325.415,0,0,0.043,0,279.875,0.08,57.753,0,42.043,0,0,0,0,62.452,0,6.287,0,0.161,19.247,0,0,0,5.225,698.561,0,0,71.313,0,0,0,2.91,46.886,0,0,240.261,0,711.759,0,1.816,7.209,12.034,0,0,0.656,0,0,0.047,842.469,0,0,95015.438,0,0,660.943,0,0,0,0,0,0,72.497,0,0.299,1.929,0,0,7.597,39.595,2603.118,0,0,98.75,4.311,0,3.712,0,485.55,0,0,0.636,0,8.426,0,3.733,312.788,0,0,0,8.16,0,0,0,0,0,491.049,0,0.758,0.712,0,10.108,0,0,0,0,0,3089.356,0,0.183,0,1.468,0,0.203,0,0,0.085,5.417,0,0.075,0,8.955,3.895,7.453,1202.141,12.272,0,0,9518.191,34.664,0,0,0,0,0,0,0,0,7.174,0,10.593,0,0,5.818,2.14,638.669,1.658,53.42,5.602,11.926,197.143,0,0,79.177,84.881,0,0,824.947,0,0,1.911,0.922,13.97,218.124,0,0,7658.641,0.492,34.643,5351.489,0,980.264,0,14.022,16.504,0,0,0,0.134,0,0,0,0,0,1.549,0,0,0,1.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,0,0.727,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0.26,0,0,0,0,1.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,4.826,0,0.028,0,0,38.145,95.8,399.574,0,0,0,0,0.006,196.086,0.19,0,1052.1,0,6.63,0,0.001,0,6.488,9.6,0,2.578,279.879,0,0.302,0,25.462,9785.402,0,0,149.859,0,0,0.24,0,0,0,0,89.351,9.269,0.579,0,0.262,0,0,0,0,245.829,0,0,4.014,500.957,0,0,2226.629,0,1.465,0,0,0,0,0,0,0,6349.395,4.174,1.806,0,0,1.25,0.224,0,31.083,0,0,933.763,1.06,0.403,0,0,25.137,0,0,0,0,0,0,0,2.773,0,0,0,288.427,11.716,0,0,0,0,7353.676,0,0,0,0,28.676,0,9.95,0,0,0,93.653,0,0,0,0,0,159.815,0,0,60.605,4.711,3.276,0,3.263,0,4.284,1740.566,25.77,0,703.926,0,1.92,426.725,0,0,0,0,0,0,0,0,0,0,1.353,0,0,8.436,37628.83,12.647,59.213,9.628,16.801,0,5.168,0,0,4.145,104.89,0,0,44.33,0,0,0,1.487,21.189,6.872,0,2.6,18.609,0,1.149,891.791,65.151,2349.769,0,13.05,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,3.017,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.25,0,0,0,0,0,0,0,0,0,4.083,0,0,0,0,0,0,0,48.001,0,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.744,0,0,0,0,0,0,0,0,0,1.635,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0.106,0,0,0,0,0.318,1.165,288.621,23.066,0,0,0,0,50.672,0,0,0,5.142,0,0,0,0,10.698,0,12.1,0,0,44.728,0,0,0,0,674.787,0,0,1.357,0,0,0,5.744,0.086,0,23.617,1744.682,0,135.881,0,0.032,0,0,0,0,0.051,0,0,2.35,4621.302,11.905,0,954.51,0,0,3.692,0,0,0,0,0,3.412,28.347,3.191,0,0,0,86.33,0,58.723,551.026,0,0.34,175.327,0.977,0.049,0,0,142.086,0,0,2.861,0,0,0,4.557,3.745,0,0,0,19.83,0,0,97.043,0,0.454,29.582,0,3.384,0,0,2.512,0,0,0,0,0,0.5,0,0,0,3.606,0,6.245,0,0,2.05,2.955,0,0,0,0,0,0.974,60.337,11.555,0,14.074,28.301,50.508,0,0,0,0,0,0,0,0,0,0,0.883,0,0,14.466,37.048,710.35,0,0.265,1.533,0,159.804,0,0,19.833,672.58,0,0,0.322,0,0,0.146,36.866,0.337,192.592,0,2.088,0.621,4.062,0.001,2114.214,0,3050.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.092,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,2.329,299.371,0.833,0,0,0,0,26.447,4.588,0,0,20.683,0,0,0,0,2.029,0,63.3,0,200.217,33.964,0,0,0,7.07,2,0,0,0,0,0,0,19.259,0,0,1.654,284.846,0,13.372,0,0,0,1.378,0,0,0.401,0,0,15.299,3409.027,0,0,205.904,0.227,0,0,0,0,0,0,0,0,146.537,9.445,0.046,0.285,0,0,46.38,0,18.378,0.181,424.206,92.799,17.472,0.845,1,0,11.502,0,0,0,0,0,0,0.637,0,0,0,0,0,0,0,0,0,0,440.051,0,0,8.079,0,0,0,0,0,0,0,219.684,0,0,0,0,0,94.962,0,0,0,13.035,0,0,0,0,7.253,33,4.385,0.275,0,0,4.384,56.905,33.472,0,0,0,0,0,0,0,0,0,1.371,0,0,357.22,32.801,0.229,2.403,66.426,77.411,0,107.774,0,0,38.485,94.782,0,0,49.911,48.02,0,0,0,0,1,0,66.756,1.542,0,0,99.467,62.9,6700.41,0,6.08,0,0,0,0,0,0,0,0,0,0,3.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",0,109.455,185.999,0,5.966,0,6.524,468.414,172.501,6541.442,1.739,1.846,115.837,0.301,2130.363,4.575,71.03,0,875.853,0,3.011,0,0,1624.083,2.689,124,0,17.02,397.234,9.255,36.28,0,6529.199,5321.294,0,0,61.552,0,23.3,393.657,40.958,708.653,448.705,805.691,1121.554,96.648,880.892,0,24.473,75.388,23.28,0,6.796,863.748,0,0,223.196,9639.667,5.271,3.893,30640.76,41.145,0,10233.534,0,12.936,0,0,6.108,9.294,763.685,2177.321,7.949,11.253,112.855,116.308,116.964,650.462,0,12.259,2.681,2914.138,6.185,79.038,149.022,0,795.572,23.903,0,41.137,0,16.599,0,82.828,123.207,0,87.136,8.838,69851.559,15.558,0,793.001,0,74.853,124.405,0.726,17.745,2.458,0,754.311,1951.853,0,0,0,25.658,7224.436,0,0,0,29.81,0,28.005,5.331,10.968,159.988,78.433,840.051,0,0,6.439,91.097,23.676,3241.611,2062.909,0,291.749,99895.163,3479.87,0,0,0,0.833,0,0,0,0,679.266,88.914,109.36,0,6.094,4367.398,2090.647,2648.635,191.953,547.883,68298.161,14.491,4907.053,0,0,996.429,6496.858,0,0,48.586,49.627,0,8.87,307.507,468.095,1436.471,0,181.249,3801.679,37.409,199.923,11139.667,16.119,9273.916,20.974,24.29,277.727,0,0.363,1.555,15.977,0,1.267,0,20.089,0,87.004,48.273,0,0,0.006,0,0,0,0,103.327,0,0,0,0,0,0.957,57.727,28.696,0,2.062,0,0,0,0,2.796,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,2.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.036,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",53.079,0.015,81.285,0,0.447,0,0.815,338.481,2195.189,7937.703,0,3.568,2791.922,0.004,3824.137,11.09,11.26,24.586,7024.943,0,957.644,0,8.122,2732.638,94.681,630.4,667.113,24.553,12572.525,0,27.052,0,169.965,1843579.725,0,0,244.977,0,0,5.492,24.362,37.958,10.708,0,42842.894,0,299.092,0,85.589,6.495,137.631,0,4.767,365.4,0,0,9932.979,37579.553,1584.775,0,122112.726,0.247,0,26.963,0,0.175,0,0,0,0,536966.335,77026.621,7.042,70014.474,140.444,0,1805.88,12962.561,9471.39,2.204,114.284,0,46.085,14.283,110.954,0,598434.555,148.61,9.074,5.33,1229.042,124.732,0,252.05,271.881,4946.348,0,18.763,76745.309,0.086,0,3.132,0,3.086,49967.828,102.409,126.888,9.543,0,7.675,0.59,0.021,3.634,0,27.995,50511.47,0,0,0,0.723,0,1546.527,69.188,0,18.123,1515.346,119.611,69.331,11.958,13.58,89.791,68026.827,14488.911,3709.545,0,86.448,1155.665,2536.5,0,0,0,0,0,0,0,92.222,25.109,20.3,188.232,0,0,23474.991,90648.329,4937.075,59962.616,680.832,244.559,0,6491.929,0,0,6759.31,8305.053,0,0,328406.896,0,10.411,28.393,166.643,130.871,3770.092,0,13.156,488.203,1507.411,29.737,20663.502,6.324,446184.114,77.251,6.666,71.279,590.395,0,0.768,0,0,0.29,0,0,0,1.801,0,0,0,0.072,0,0,0,0,0,59.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0.323,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,162.619,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,12.024,0,0,0,0,225.047,0,0,0,0,0,0,0,0,0,94.86,0.529,0,0,0,0,0,0,0,0,0,0,0,0.474,33.944,0,0,150.995,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.327,0,0,0,0,0,0,0,0,96.392,0,213.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.565,0,0,0,0,0,0,0,0,0,0,53.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.039,0,0,0,0,0,0,0,0,0,0.149,0,0,0,0,0,0,14.903,0,0,0,0,0,7.867,0,0,0,0,0,0,4.993,429.872,0,9.555,0,0,0,0,0,0,1.997,0,52.772,0,183.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.608,0,0,0,0,0,0,0,0,0,0,0,5.341,0,0,0,0,0,0,0,0,0,0,0,0,4.334,0,0,0,0,0.592,0,0,0,31.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.574,0,0,0,0,0,0,0,3.662,0,0,0,0,0,0,0,0,0,0,3.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.385,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,0,0,20.045,0,0,0,0,0,0,0,0,0,90.064,0.182,0,0,0,0,0,0,1.019,5.724,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,628.818,0,0,0,0,648.396,10.638,0,0,0,0,27.52,0,0,0,0,0,0.05,0,0,2.041,0.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.428,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,5.067,0,0,0,0,0,0,0,0.629,0,0,0,0,0,0,0,102.295,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,4.712,0,0,1.706,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.756,0,1.535,0,0,0,0,0,0,0,0,0,0,1.551,0,0,0,0,0,0,0,0,0,0,0,0,0,14.396,0,0,0,46.643,0,0,37.299,0,0,0,0,0,0,0.099,0,0,0,0,2.118,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",18.712,0,206.69,0,0,0,0,539.105,11574.33,4590.46,0,232.914,158.504,0.258,12336.252,17.922,17.154,0,17348.28,0,0,0,0.28,770.973,344.793,121.811,201.099,0,11472.475,0,908.905,0,94.076,1830784.338,0,0,191.081,0,0,0,14.152,5.892,0,377.919,1532.441,0,498.187,0,130.776,1100.471,11.55,0,0,61.803,0,46.986,1220.022,9963.094,0,0.004,83362.484,0.073,0,5104.706,1.206,54.219,0,0,0,0,322557.57,4937.134,1.195,8448.474,478.921,23.87,16.488,1849.202,12879.578,0,0,630822.628,34.044,47.6,27.408,0,0,21.478,0,9.664,0,0.234,0,21.175,223.387,70.948,0.051,0,23528.289,0.004,247.64,1835.631,0.886,48.511,64030.146,134.333,0.187,0,0,564.624,1457.481,29.555,0,0,3.101,46060.493,0,0,0,0,0,594.492,15.945,0,83.335,16.041,392.386,56.408,0,2.63,16.204,8953.762,4915.057,157.379,0,10.028,2193.179,2629.872,0,0,0,0,0,0,0,0,998.48,21.824,16.75,0,0,12719.632,13182.122,21841.868,313565.916,423.542,557.324,19.805,1412.578,0,0,507.139,1207.453,0,0,9628.97,0,0,2.061,649.65,457.456,3834.789,0,10.025,140.276,214.982,378.153,11562.754,0.203,181217.14,0,0.934,4.698,0,0,0,0,0,0,0,0.171,597.551,2.406,0,0,0,0.033,0,0,0,0,0,29.695,0,0,15.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.464,0,0,0,0,0,0,0,20.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.14,11.19,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0.191,0,2.227,0,0,0,0,0,0,46.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.403,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,1.235,0,0,0,0,197.425,0,4.1,0,0,0.031,0,0,0,0.635,69.369,0,0,1.03,0,0,0,0,0,0,1.705,201.01,0,55.412,0,0,0,0,0,0,27.072,0,0,16.858,0,0,0.055,96.395,0,0,0,0.694,0,0,0,0,0,4.334,0,0,0,0,0.902,1.738,0,0,0,0,15.762,0.068,0,0,0,0.662,0,0,0,0,0,0,478.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0.371,0,0,0,0,0,0,0,0,0,3.296,0,0,0,0,0,0,0,0,0,0,0,48.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,2.115,0.026,0,0.049,0,0,0,0,0,10.38,3.867,0,0,0,0,0,0,0,0,7.015,0,0,1.495,0,0,0.654,0,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,0.57,0,0,0,0,0.953,0,16.061,0,0,0,0,654.961,0,0,0,7.487,0,0,0,0,37.742,0,853.772,0,0.095,596.815,0,0,0,4.447,10.046,0,0,0,0,0,0,0,0.08,0,18.648,801.966,0,135.996,0,0,0,0,0,0,31.818,0,0,19.643,4.02,0,0,530.082,0,0,149.13,0,0,0,0,0,0,750.067,85.601,0,0,0,0,16.073,0,1201.635,0,0,2.989,17.711,0,0,0,0.061,0,0,0,0,52.464,0,0,0,0,0,0,0,0,0,0,0,0,924.05,0,0.042,0,0,0,0,0,0,0,0,5.943,0,0,0,0,0,0,0,0,0,14.472,0,0,0,0,0,0,86.412,0,0,0,119.853,1098.504,0,0,0,0,0,0,0,0,0,0,0.789,0,0,1.026,1.275,6478.097,22.843,6.579,72.775,0,96.006,0,0,3.377,52.783,0,0,0,0,0,0,0.152,10.753,0,0,0,17.477,0,0,94.616,0,892.484,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUX",0,0,1.286,0,0,0,0,0,3.446,71.34,0,0,0,0,25343.896,0,0,0,17.36,0,0,0,0,1327.222,0,0,0,1.053,10.329,11.48,0,0,13.892,14.594,0,0,0.033,0,0,0,0,0,0,0.61,0.35,0,5.164,0,0,0,0,0,0,0,0,0,31.655,2860.434,0,2.458,3413.011,0,0,0,0,0,0,0,0,0,0,142.024,0,0.06,1.424,0.465,2.556,0,128.796,12.46,0,0,0.93,0,0.085,0,0,0,0,0,0,0,0,6.118,0,0,0,0,0,0,0,0,0,0,1.919,0,0,0,0,4.113,0,0,0,0,0,330.995,0,0,0,0,0,1.484,0,0,0,0,1.563,0,0,0,0,0,0,2.946,0,0,0.232,6.131,0,0,0,0,0,0,0,0,2.819,0,0.72,0,0,1.675,3.268,3.032,0,0.668,9.384,0,3.074,0,0,6.914,22.577,0,0,0,0,0,0,2.986,2.219,5.624,0,0,0,2.088,0.622,21.346,1.112,19.648,0,0,0,0,0,0,0,0,0,0,0,1.395,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
