"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","STP","SLB","KIR","VUT","NFK","PLW","SSD","BTN","ERI","CAF","SPM","TCA","GMB","MHL","GNB","ATF","PCN","FSM","BES"
"PSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEU",10.107,265.782,861.748,17.156,43.965,126.584,4.691,470.32,1780.14,15304.466,108786.305,1085.159,214.043,378.348,156.887,11.614,68290.544,6.311,169.78,740.562,18.421,12471.897,7.973,0,9.793,89.673,5196.703,173.035,19.851,2631.478,15778.464,40.186,15745.793,3.544,10.204,484.535,612.244,3191.526,296316.921,0,0,3820.668,2.138,32.443,62.596,0,365.994,4137.255,220.188,717.083,75384.506,11.088,32870.851,8.727,86.758,673.037,322.432,2.163,1021.623,6876.806,0,12.433,18896.849,195959.361,50.18,0,52.863,638.226,42.144,0,359.61,3.786,7513.53,0.128,19.805,0,226.254,3.993,6.214,14.1,122.304,25314.616,73024.551,1211.677,8823.733,4215.234,1886.197,6529.432,14454.18,100780.606,128.156,21.197,69602.967,294.892,528.758,436.305,1.101,32078.803,1995.941,73.187,256.103,864.426,0,2635.687,23.433,242.368,3507.935,2905.955,22.525,4.237,80.345,15640.996,78.879,324.412,828.249,171.729,159.069,20208.431,62.35,162.634,166.103,0,1431.916,109.206,911.512,132.772,0,13.842,159903.505,8.734,3.115,10.576,38.233,1540.873,58.075,1.139,379.424,0,13796.168,0,966.986,306.838,4.869,207.997,1007.012,995.964,105023.906,19941.75,0,1770.052,30828.617,35832.415,9.168,0,0,0.131,0,26.925,12.422,98.817,16585.805,241.254,4788.503,10.349,136.133,45076.445,24408.994,16552.069,15328.457,6173.867,0,8157.272,85.823,101108.813,139.441,17.321,0,45706.998,80869.987,72.572,43.312,12113.365,5.018,0,0,98.145,16217.455,1183.878,40422.869,7535.428,96.861,3358.605,989.97,3135.564,160853.757,124.731,369836.098,30.201,328.552,832.568,83.19,0,1.037,28,74.293,0,0.417,0,0,0,3.856,137.543,0,8.79,0,3.732,0,155.11,0,0,2.805,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.314,0.391,0,0,0,0,0,3.326,0,0,0,0,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.573,0,0,0,0,0,0,0,0,0,379.473,0,0,0,0,0,0,0,1.748,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.536,0,1.195,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.618,0,0,0.93,0,0,0,0,0,0,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,35.063,0,0,0,0,0,0.457,0,14.723,3.568,1.599,0,0,0,0,2.254,0,0,0,0,21.317,0,0,0,0,2873.49,0,0,0,0,0.731,9.882,0,0,0,0,0.437,135.53,0,0,0,0,0,0,0,0,33.239,0,1591.66,4.441,0,29.909,0,0,0,4.845,0,1.147,0.457,0,0,0.257,28.404,0.187,0,0,0.051,0,194.358,0,0,0,0,0,0,0,0,0,0,0,3.276,7.841,11.652,0,6.91,5.438,2.091,67.239,510.762,0,0,1.611,0.09,7.503,2.058,0,25.982,0,0,0,10.258,0,0,4.537,0,187.524,0,0,10.522,0,0,0.111,0,36.652,2.435,1.716,1.073,0,1.352,3.095,0,0.631,0,0,0,0,0,167.062,0,0,0,0,0.158,0,0,14.221,0,3.182,0,0,27.189,0,0,6.93,0.886,3.263,249.662,0,2.158,821.248,0.84,0,0,0,0,0,0,0,0,26.978,0,3.507,0,0,8.934,15.179,0.037,0,2.085,0,35.442,0,74.465,0,0,0,0.935,9.896,0,0,12.565,0,0,0,0,528.221,8.904,37.262,0,0.848,8.029,18.209,14.087,448.657,236.863,156.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,0,0,0,0,0,0,0,0,0,43.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0.419,0,0,0,0,44.336,0,24.761,0,0,0,0,0,0,6.977,346.857,0,0,0,0,0,0,0.165,0,0,0,0,0,1.884,0,0,0,0,0,0,0,0,0,0,83.308,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.828,0,0,0,0,0,0,1.93,0,0,2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,4.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.909,0,10.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.001,0,0,0,0,0,0,0,0,0,0,0,0,14.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.368,0,0,0,0,0,0,0,0,0,0,0,0,0,237.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0.787,0,0,0,0,0,0,0.38,0,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.634,0,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0.103,0,0.006,0,0,0,0,0,0,0.172,0,0,0,0,0,5.483,0,0,0,0,0,0,13.211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13.206,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.125,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0,0,0,0,0,0,0,6.99,0,72.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",19.389,3.491,5.202,0,2.039,163.567,0,6.972,145.983,7818.754,376.228,3.393,16.965,345.434,1.191,14.494,24508.109,27.424,4.235,22.237,49.357,4243.299,10.134,0,0,4.597,1379.312,993.336,13.016,3.115,41.71,13.786,1634.196,0,0,274.258,0,151.584,35412.374,0,0,394.075,0,56.481,14.502,0,220.632,239.53,0,1148.765,642.188,0,1285.531,0,385.455,352.005,59.643,0,18.297,49.722,0,10.397,207.187,9973.764,14.561,0,128.976,322.786,298.168,26566.4,46.04,37.598,312.427,0,11.405,62.015,859.802,0,0,0,82.559,0,4072.122,320.951,7453.355,168.982,251.88,675.897,8261.393,980.046,7.852,186.87,90370.353,1.895,346.043,76.739,0,4380.759,2.723,13.562,3.074,5.386,0.151,330.53,0,67.733,12.281,51.678,166.776,254.842,10.824,10716.555,68.133,94.259,335.612,0,56.334,1416.552,42.668,11.746,0.835,0,302.16,79.323,169.833,72.399,0,1.408,29326.558,0,14.334,0,0,365.789,15.07,31.06,258.272,0,161.338,2.898,116.64,389.17,103.378,152.639,64.093,3141.898,939.228,285.539,0,20.596,173.506,18437.139,1.119,0,0,0,0,11.144,0,17.911,1146.595,18.936,12.661,3.084,0,9539.787,4241.723,154.113,374.466,110.584,0,668.458,57.738,2383.891,61.772,0,2.531,3089.108,1335.572,0,0.883,3267.679,0,0,0,96.497,79.621,38.157,249.717,79.922,88.671,56.992,4.858,208.083,32781.541,195.349,28409.659,22.448,268.451,114.661,71.169,0,2.84,18.912,18.411,0,0.047,0,6.123,0,0.089,0,0,0,0,0,0,0.149,3.064,3.13,0,0,0,0
"HUN",0,106.013,33.988,0,0,2.187,0,2.586,1749.302,607.339,4632.275,0,225.149,0,55.297,0,3641.15,0,3.202,276.835,0,948.188,0,0,0,0,3269.111,0,0,5.039,0,1.001,1848.629,0,0,73.756,0,1216.345,5342.093,0,0,254.249,0,0,0,0,134.856,2992.373,0,200.392,7359.149,0.149,379.222,0,0.401,0.159,1.027,0,4.14,298.828,0,0,138.585,15764.948,73.993,0,0,15.163,2.638,71997.152,20.173,0,379.071,0,0,0,32.612,0,0,0,2.847,4895.725,0,2.056,118.179,196.478,0.592,151.027,204.087,4144.515,5.18,0,4874.649,38.059,218.028,1.137,0,3284.723,229.649,0,0,207.444,0,851.466,0,11.735,430.385,12.092,0,0.506,0,130.524,0.185,0,166.789,0,1.292,1221.089,0.004,120.985,150.344,0,245.953,0,51.385,0,0,33.606,23702.006,0,0,0,27.963,32.68,0,0,3.95,0,984.857,0,1.917,16.508,0,15.171,42.32,113.132,5956.161,284.21,0,231.815,10024.984,2539.486,0,0,0,0,0,0,0,0,600.272,0,2312.56,0,0,516.145,380.662,5494.071,22.188,1298.964,0,428.225,0,5499.606,1.446,0,0,515.673,2278.154,0,0.019,1783.177,0,0,0,0,4267.123,51.474,10279.838,1.027,0,4413.305,278.092,134.61,8546.128,0,15612.785,0,77.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.494,0,0,0,0,0,0
"ISL",0,0,0.537,0,0,0,0,0,0,16.739,0.469,0,0,0,0,0,0,0,0,0,0,61.409,0,0,0,0,0,0,0,0,0,0,1.946,0,0,1.446,0,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,5.328,0,0,0,0,0,0,0,0,0,0.028,42.849,0,0,0,0,0,2.757,0,0,0,70.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.342,0,0,0,0,0.62,0,0,0,0,0,0,0.687,0,0,0,0,0,1.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0.044,0,0,0,0.239,0,4.581,0,0,0,9.545,5.296,0,0,11.021,0,0,0,0,0,21.159,0,0,0.557,0,0,0,6.065,0,11.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,21.527,198.038,24.757,0,0,0,15.791,1110.424,797.069,75.551,0,26.975,1.29,5.636,0,16.431,0,9.698,16.468,0,1250.427,0,0,0,1.517,57.74,0.218,0,19.1,0,0,479.739,0,0,73.578,0,275.062,1715.303,0,0,729.515,0,0,0.987,0,0.304,8.597,0,0.16,661.828,0,1.385,0,0,46.646,63.378,0,106.482,20.619,0,0.113,263.333,3038.982,11.808,0,0,0,0,3063.455,0,0,0,0,0,0,0,0,0,0,11.168,209.596,2734.096,29.479,0,0,0,5.897,4,9.701,0.375,61.108,13361.887,25.772,5.855,3.587,0,3716.02,6.062,0.045,0,0.744,0,0,0,0,19.122,3.169,0,0.487,0,528.07,0.711,0,16.151,0,272.792,2592.889,0,2.121,11.456,0,53.592,0,9.061,0,0,11.3,32.758,0,0,0,0,380.469,30.189,0,0,0,249.286,0,97.704,0,0,374.514,138.37,524.405,6547.886,54.227,15.403,0,4.963,4542.175,0,0,0,0,0,0,0,0,0,0,34.264,0,0,3066.727,8207.003,1853.414,3103.003,40.276,0,320.201,0,267.699,0,0,0,269.729,647.612,0,0,5696.845,0,0,0,0,8.131,56.037,469.322,0,0,112.174,7.203,564.85,680.351,0.025,3833.748,0,84.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0.365,0,24.182,0.035,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,5.696,0,0,12.377,0,0,34.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,0,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0.754,0,1.756,0,0,1.558,0,0,0,0,2.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0.469,0.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0,0,0,0,0,0,0,0,0,0,0,0.2,0.02,0,0,0.122,0,0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0,0,0,0,0,0,0,0,0,0.435,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,5.041,0,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0.187,0,17.212,0,0,0.98,0,1.941,8.165,4492.66,436.15,0,20.873,0,0.021,0.579,2968.971,0,1.763,3.685,0,1687.972,0,0,0,0,10.506,0,0,0.1,0,0.214,453.296,0,0,0.253,0,11.026,1249.075,0,0,6.804,0,0.077,0.568,0,33.837,1.033,0,6.057,224.797,0,767.73,0,0,0.063,5.8,0,0,37.298,0,0,299.805,5381.776,1.528,0,0,0,5.467,8318.947,36.853,0,31.215,0,0,0,10.819,0.719,0,0,0.289,302.45,258.144,8.73,26.743,0.199,0.331,0,712.075,5200.594,0.734,0,9990.664,0.208,2.485,16.926,0,325.311,112.163,0,0,4.762,0,57.637,0,0,139.365,66.533,0.23,0,0.905,185.146,0,190.964,7.419,0,21.021,113.075,3.497,0.588,0.002,0,5.671,0,217.678,0,0,0.774,3732.648,0,0,0,0,342.93,1.19,0,11.553,0,939.101,0,3.641,0,0,0,6.599,101.909,1020.959,416.755,0,108.537,70.416,178.221,0.338,0,0,0,0,2.236,0,0,32.577,0,208.129,0,0,1780.585,1473.478,337.324,9.121,13.046,0,216.172,1.563,6824.15,0,0,0,1121.807,1733.245,0,0,320.999,0,0,0,0,183.144,7.883,449.09,0,0.551,0.067,0.289,44.405,20394.671,4.309,12379.693,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,121.81,3,8224.921,1444.205,845,683.741,0,0,0,4,0,523.071,0,4.984,3.552,24.158,3709.785,0,0,0,1,1058.219,264,0,15,44,221,12172.807,0,0,28.057,0,2586.614,727767.597,0,0,305.543,0,2,0,0,18.209,25.716,0,471.487,229,0,173.709,6,0.995,80.323,1.753,30,14,156.244,0,51.662,38,1350,0.21,0,0,66.576,0,4189,256.167,0,123,0,0,0,8.572,0,0,0,9501.085,4462.23,152.89,3.989,84103,0,0,126.871,0,6979.618,4.124,0,2867,32.962,40.386,328.145,0,9969.153,0,0,0,0,31.848,47.508,0,0,186.89,3.915,3,0.031,0,0,0,0,32.254,0,27.01,1728.43,0,80.005,3,0,0,0,0,16,0,10.214,7857.688,0,0,0,0,823.129,1.715,0,26.331,0,165,0,0,60,0,69,227.305,164.384,2721.118,835.069,0,0,420.566,1298.242,47.075,0,0,0,0,0,0,0,0,5.145,110.403,5.906,0,8711.635,963.809,23.604,1552.073,189.812,0,1319.689,2.743,3372.474,0,0,0,89.223,334,0,0.8,11952.351,0,0,0,1,0,0,10052.462,0,13.763,602.462,391.876,6.731,8728.862,17.644,66701.666,3.718,67.18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"ITA",0,1878.813,2437.194,0,17.388,77.326,0.89,30.789,644.019,4020.225,3293.992,0,39.594,2706.462,27.229,80.203,4225.765,0,47.635,152.061,2.492,3586.473,27.02,0,0,10.153,1350.232,40.83,0,523.024,0,113.967,1677.872,4.602,0,101.201,1.161,1359.866,8966.317,0,0,3225.915,0,106.698,20.98,0,206.581,1512.866,643.834,585.682,7963.348,59.285,1393.631,0,117.342,645.079,76.208,0,330.863,242.289,3.78,0,1586.821,36927.436,102.939,136.409,0,227.153,1.796,26877.962,3283.027,0,3443.214,1.78,0,0,23.498,0,0,0,36.327,3109.915,2304.282,109.057,140.665,236.093,296.41,635.749,4331.536,0,40.776,58.165,1749.761,130.533,697.855,51.955,0,2203.716,713.52,6.273,8.308,589.673,0,554.073,22.925,29.229,689.583,139.164,1.388,2.825,0,3155.751,150.3,68.878,987.333,1.659,96.771,18163.814,11.194,26.468,87.738,0,572.208,2.496,534.074,18.116,0,18.436,6250.066,0,0,87.98,0,105.341,32.395,1.161,1108.228,0,812.408,0,357.122,445.663,8.122,41.898,487.082,295.567,12841.637,2844.969,0,849.706,4889.653,2222.756,0.705,0,0,0,0,0.693,373.25,0,5510.406,16.997,318.518,11.361,6.285,6779.61,1649.232,3038.186,430.699,2007.15,0,755.039,15.476,17837.087,16.74,0,0,3467.458,6918.427,0,11.053,1547.87,4.741,0,0,35.532,7108.023,1028.286,17291.626,63.504,33.625,603.852,217.201,7822.013,11282.889,17.357,11806.727,68.307,86.257,22.474,89.931,0,0,1.133,0,0,0,0,0,0,0.45,0,0,5.179,0,0,0,1.658,0,0,0,0,0,0
"CIV",0,0,0,0,0,1.057,0,0,0,0,8.441,0,0,0,0,0,1.651,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.553,0,0,0,0,0,0,0.249,0,0,0,0,0,0,1.346,0,0,0,0,0,0,0,0,0,0,0,1.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,1.391,0,0,0,5.172,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0,8.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,0,0,0,0,0.383,0,0.022,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,2.524,0,0,0,539.026,0,82.587,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
