"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","COK","GIN","KGZ","MRT","VUT","MNP","GNB","SOM","TON","ATF","GMB","RWA","TKM","BTN","CXR","MSR","SPM","COM","BEN","GNQ","DJI","PSE","LSO","MHL","PLW","WLF","AIA","FSM","NIU","TUV","SHN"
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.334,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805,0,2.788,0,0,0,0.796,0,0,0,0,0,0,0.05,0,29.878,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,65.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.869,0,0,0,0,0,1.956,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0,1.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0.619,71.385,0,0.203,357.634,0,39.028,697.369,16753.626,142.071,0,0,112.262,1.341,1.716,9837.535,0,3.426,2.711,0,7738.147,2.653,0,0,0,10.281,313.645,0,0,0,58.269,0.276,193.649,0,0,0,50.986,0,446.351,20410.427,756.674,0,1.976,0,43.952,118.421,0,293.181,240.662,632.417,0,0.585,670.979,15.155,3.23,0,34.767,0.339,69.838,9092.623,68.016,0.12,19.929,17586.525,10.665,0,0,346.018,0,0,0,154.533,0,0,0,0,2649.32,8.75,1485.264,152.816,0,2272.969,6922.916,4225.387,33.619,0.026,147834.483,68.36,13.981,33.891,437.386,7706.122,402.813,0,30.398,54.804,1.549,22.128,113.303,551.443,335.12,1.099,0,4893.888,3.538,0,4.365,95.218,783.219,0,5.544,15.352,80.797,2.486,0,0.445,0,15.14,10559.893,1.089,0,37.472,964.599,0,0,97.942,0,1432.586,33.687,203.845,10.606,27.016,112.507,350.7,0,2121.415,180.308,0,1.825,30.585,173.634,0,0.443,0,0,0,3661.523,0,42.376,0,0,2245.996,2648.278,2617.27,11201.185,115.74,1774.295,0,5930.2,70.982,0,0,4517.876,342.564,374.548,0,17885.324,0,0,2.8,258.174,12.022,334.131,0,3.618,101.323,1.113,110.023,15281.487,1.222,18746.264,0,19.041,0,866.135,0,190.169,0,0,0,2.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,0,0,0,0,0,0,0,0,0
"HUN",0,1.777,0,0,0,0,0,0.966,1.034,193.483,1627.46,0,0,0,1.048,0,182.078,0,1.758,110.51,0,188.552,0,0,0,0,0,160.285,0,0,1.622,0,0,34.924,0,0,0,0,0,1.223,1110.451,10.788,0,0,0,0,272.41,0,5.107,2221.573,57.294,0,0,0,0,0,0,108.542,0,109.007,4774.603,0.368,0,1,6350.842,0,0,0,158.351,0,0,0,0,0,0,0,444,0,2.421,1.112,0,0,52,25,3901.888,0,0,236.286,5,35.449,0,0,2030.916,4,0,3.941,14.391,0,0,34.455,10.821,0,0,0,0,0,27,16.508,0,18,0,10,121,0.084,0,0,0,0,0,1334.361,0,0,2.029,18.045,0,0,0,0,142.11,0,0,0,0,8.306,0,0,2067.966,11.875,0,2,5932.2,2646.127,0,0,0,0,0,13,0,745.817,0,0,30.51,1.312,1513.613,15,579,17.298,0,818.804,0,0,0,281.96,72.81,8,0,363.726,0,0,0,97.899,56.209,143.66,0,0.238,417.454,81.469,163.887,503.501,1,1057.538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,336.075,0,0,0,0,0,0,30.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568,0,0,0,0,0,842.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0,0,0,0,408.281,0,0,0,0.559,10.792,0,0,0,0,0,0,0,0,0,0,0,0,2.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.207,0,275.292,0,0,0,0,0,0,0,0,0,9.758,0,0,0,0,0,0,0,0,1.181,40.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0,0,27.902,0,0,0,0,0,0,0,0,7.39,0,0,0,5.548,0,0,0,0,0,0,0,0,0,0,0,22.494,0,7.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,2.821,0,0,0,0,0,602.604,435.197,264.362,0,9.854,0.666,4.245,6.343,12632.245,0,0,56.167,0,2679.883,0,0,0,0,1.546,2.673,0,0,50.5,0,0,1498.178,0,0,0,0.172,0,78.001,26937.966,137.55,0,0,0,0.103,111.926,0,0,5216.728,1.229,0,0,0.216,0,0,0,59.823,0,194.476,3112.011,23.783,0,0.183,3802.903,0,0,0,0,0,0,0,0,0,0,0,12.297,136,5.21,0,0,0,0,3,0,0.239,1.02,7975.332,0,0,0,0,846.531,0,0,49.27,0,0,0,0,4.892,2.96,0.851,0,469.131,15.467,0,118.26,0.067,4108.912,0,5.068,0,200.129,0,0,0,0,0,713.83,0,0,1.002,233.706,31.425,0,0,0,164.559,23.927,0.026,0,9.936,257.084,41.029,0,2511.009,2.112,0,0,0,1945.641,0,0,0,190.164,0,0,0,46.018,0,0,44.294,3837.944,733.074,17.493,84.484,227.908,0,1023.642,0,0,0,4.772,53.042,0,0,6060.381,0,0,3.821,27.274,11.182,486.776,0,0,264.48,3.247,100.998,760.603,0,20174.944,0,25.149,0,47.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0.134,0,0,0,0,0,0,2.058,254.05,0,0,0,0,0,0,0,0,0,0,44.774,0,0,0,0,0,1.353,0,0,0,0,0,21.272,0,0,0,0,0,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.641,0,0,0,0,0,0,0,0,0,0,0,2.825,0,0,0,0,0,0,0,19.382,0,0,4.452,0,0,0,0,68.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307.959,0,0,0,0,0,0,0,0,67.108,0,0,0,0,0,0,0,12.225,0,0,0,0,0.616,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.069,0,0.852,0,0,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,290.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,82.39,0,0,0,0,0,14.104,1346.033,439.242,0,0,0,5.635,0,680.957,0,0,0.366,1.788,205.349,0,0,0,0,0,4.304,0,0,76.1,0,0,193.874,0,0,0,0,0,10.315,1652.815,4.418,0,0,0,0,103.954,0,7.498,165.089,394.93,0,0,0,0,0,0,48.142,0,683.926,3149.537,0,0,0.726,10972.891,0,0,0,2689.478,0,0,0,0,0,0,0,455.762,5,58.891,0,0,0,0,549.528,690.754,0,0,94.549,0,0.678,0,0,5.378,0,0,3.157,101.087,0,9.743,1.797,6.845,0.325,0.325,0,7.955,1.008,0,0,0.816,128.536,0,1.466,0,284.473,0,0,0,0,0,4459.881,0,0,0.415,145.798,0,0,0,0,2025.269,7.795,0,0,0,2.48,0,0,1180.028,100.833,0,1.515,974.239,2914.972,0,0,0,0,0,13.679,0,6.413,0,0,365.285,449.886,39.914,10.773,22.321,870.304,0,4686.332,0,0,0,252.144,4780.572,0,0,137.247,0,0,0,194.242,3.131,1143.865,0,0,490.62,0,0,2415.151,9.451,1204.5,0,0,0,54.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0,0,0,0,0,0,0,0,0
"ISR",0,80,0,0,0,34,2,1034.386,154.067,4006.084,642.881,0,16,0,1.406,11,1455.025,0,5,6.377,1,2458.397,0,0,0,0,0,102.722,0,0,288.241,0,3.96,2807.965,0,0,0,98.299,330,1515.768,4242.81,123.74,0,0,0,3.278,110.206,0,87.907,1888.601,60.846,0,126,4.155,17,2,0,5.337,3,249,5171.853,0,14.78,204.353,10103.528,4.562,6,0,660.573,0,0,0,285,5,0,1,4521.383,267.193,2.879,21,0,0,350.729,0,2682.045,0,7.257,1979,110,226.637,59.285,0,7085.09,14,1,0,427.979,11,0,82.279,17.603,20,0.969,0,29,0,0,16.062,15.184,1978.955,0,130.612,0,11,2.145,1,1,0,0,1823.925,3,0,0,1565.959,0.123,0,112.341,0,239.791,7,27,0,82.423,400.635,534,0,2230.187,900.312,0,2,2227.566,243,0,2.542,0,0,0,4,0,313.337,0,0,4269.961,3838.93,820.272,277.385,198.494,2179.083,0,5612.69,0,0,0,72.69,201.824,0,0,3566.626,0,0,6,8,0,1078.793,5,1.124,66.648,27.802,0,1514.328,17.922,31889.347,0,297.482,35,11,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0
"ITA",0,362.261,123.651,0,2.725,0,0,97.371,287.524,1908.747,2318.125,0,38.752,335.59,160.883,1.475,4567.677,0,27.74,173.182,5.955,2163.337,0,0,0,0,502.357,387.047,0,5.647,619.578,0,6.502,494.553,8.797,0,0,20.953,0,429.432,3087.004,307.122,13.368,3.776,8.442,10.849,2709.568,358.621,457.884,4309.311,663.437,0,30.309,516.226,395.135,129.758,20.606,4335.661,0.157,1012.821,47758.643,177.715,4.526,54.019,15491.08,33.982,0,0,3186.602,0,0.109,0,29.025,0,0,5.388,518.032,4596.115,5.415,313.857,805.649,116.172,596.704,960.408,0,14.709,23.171,2131.672,162.081,168.972,61.152,0,1569.325,579.846,0,557.859,273.645,0,8.27,984.92,259.092,44.817,10.821,0,579.153,36.36,2.764,267.559,70.074,907.573,0,44.332,57.502,2329.326,11.249,139.681,2.986,0,0,2636.754,0.099,0,17.703,100.691,97.564,0,334.049,0,1625.008,157.404,2.281,0,202.481,148.541,120.784,0,15226.852,3885.197,0,1296.057,5245.763,8527.443,0,3.56,0,0,0,4569.359,51.739,758.659,0,9.212,3857.428,670.148,2410.817,332.396,1726.925,637.266,0,21338.773,79.731,0,0,925.19,4981.912,411.867,5.051,1174.032,0,0,6176.233,11290.987,830.329,4615.933,0,66.431,773.969,73.783,456.236,4518.049,5.443,7264.603,12.299,53.972,0,463.988,0,1.919,0,0,4.415,9.332,0,0,0,31.408,0,0,0,0,5.425,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,0,0.279,0,0,0,0,0,0,0,0,0,0,5.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",6.877,0.015,217.317,3.366,4.423,32.04,31.587,10.849,2247.72,15954.547,3676.369,29.05,141.271,133.294,39.67,4.631,34852.713,8.102,23.589,134.746,1,25975.776,0,0,0,0,329.64,202.066,124.39,0,122.833,63.647,1341.677,14657.949,1.256,0,0,387.858,0,1452.965,679234.341,594.882,0,0,0,55.265,558.199,17.805,125.261,10896.521,935.81,0,171.293,127.118,99.955,8.744,50.858,166.894,10.268,18351.574,22823.149,9.143,2.373,1.92,164546.114,6.796,14.274,0,465.642,2.245,0.268,38.3,64.479,0,0,32.552,221840.944,39154.185,59.77,10841.946,158.813,6.732,6328.86,3707.904,10760.969,5.73,32.821,0,56.963,72.385,5.175,14.959,222030.068,137.579,12.423,919.007,188.151,52.555,6.298,42.48,13745.5,392.577,10.033,0.478,15897.507,2.442,0,50.806,2387.642,15004.101,52.15,23.824,0,99.585,4.736,82.792,0,0,0,88521.865,137.212,0,63.693,4648.443,6.439,0,84.904,0,1862.469,369.387,1431.734,15.007,67.39,406.491,10157.114,0,1395.273,1171.272,0,166.133,538.047,5369.377,0,0.453,11.754,0,0,7296.504,0,250.885,17.486,0,7831.645,62799.625,3480.88,13601.765,37.885,1867.398,0,9257.058,2.289,0,0,13330.276,5583.374,112.247,0,110319.135,0,0,18.425,6949.207,13.017,12404.022,0,0,397.502,48.86,1195.742,41460.751,9.133,384501.845,10.378,104.09,143.728,1567.444,4.003,12.14,3.376,0,31.739,0,16.531,3.877,0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,41.411,0,31.828,3.782,0,0,9.057,0,0,0
"KAZ",0,0,0,0,0,0,0,1.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0.872,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.09,0,0,0,5.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5325.946,0,0,2.164,0,0,0,0,0,0,0,0,2.049,0,34.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,0,0.35,0,0,0,0,0,49.895,0,0,0,0,0,0,0,0,0,0,0,0,46.092,0,0,0,0,315.685,0,0,0,0,0,68.602,0,25.695,0,0,0,0,0,79.385,0,26.708,0,0,0,0,0,18.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,8.732,0,0,0.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,11.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,0,0,0,13.884,21.811,3.178,74.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.621,0,0,0,0,0,0,0,0.738,0,0,0,0,0,2.362,0,0,0,8.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.307,0,0,0,0,0,0,0,1.656,0,0,0,0,3.981,0,0,0,0,27.2,0,0,0,0,0,0,0,0,5.993,0,0,0,0,0,0,0,0,0,13.261,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,2.835,0,0,0,0.075,7.475,0,0,0,0,0,0,0,0.205,0,0,145.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.417,0,0,0,0,0,1.074,0,0,0,0,1.961,0,0.049,0,0,0,0,4.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",15.35,0.042,59.906,0,14.693,83.534,0,102.979,404.125,1467.25,215.003,0,119.801,112.788,8.707,0,239.151,0,15.056,16.365,0,5346.764,0,0,0,0,1.594,73.449,5.3,0,335.4,12.704,0.366,1419.632,0,0,0,54.489,0,274.14,217976.827,248.891,0,93.6,0,57.024,158.448,0,58.459,188.002,158.945,0.183,27.247,63.273,3.118,0.664,0,94.201,14.05,218.304,3350.197,2.372,0,3.274,22605.603,16.242,0,0,180.176,3.919,0.068,51.914,11.006,0,0,8.122,52533.414,1664.94,2.968,4410.775,904.628,24.554,291.479,3278.134,1481.421,1.516,0,75774.804,75.247,217.87,48.203,0,0,309.638,3.038,208.218,79.411,0,34.644,78.919,4.057,23.503,2.53,426.08,12030.313,76.808,0,0.634,17.875,6932.052,80.613,27.107,0,319.897,0.833,601.334,0,0,0,2349.399,0.626,0,4.412,403.601,20.982,0,107.614,0,1169.21,251.607,89.927,1.47,22.884,137.787,2874.48,0,5304.795,186.711,0,81.144,169.364,3241.463,0,35.087,0,0,0,4853.682,0.995,88.716,0,0,1699.929,9523.739,2618.623,3692.41,83.033,629.36,0,1083.433,25.276,0,7.639,809.033,128.525,249.909,0,5955.972,0,0,0.839,4259.277,71.15,2145.269,0,0.914,87.283,16.174,719.536,2139.464,11.495,54490.575,0,3.043,33.267,108.154,0,12.877,29.11,0,0,2.95,0.78,8.2,7.08,0,0,0,0,0,0,458.636,0.47,0,0,0,0,0,0,0,3.891,0,3.5,1.007,0,0,0.422,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,1.122,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0.898,0,0,0,0,0,0,0,0,0,0,0,0,1.266,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0.621,0,0,6.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.083,0,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
