"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","KIR","GIN","GNB","SOM","TON","ATF","BDI","COM","BEN","GIB","GRL","RWA","TKM","SUR","SPM","PSE","LSO","LBR","MNP","FLK","NIU","NFK","WLF"
"GTM",0,0,0,0,0,0,0,0,0,0,3.147,0,0,0,0,0,0,0,0,0.559,0,0,0,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.403,0,0,0,0,0,0,0,0,274.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.192,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.716,0,0,0,0,0,0,0,6.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,2.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,0,0,0,0,0.1,9.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,3.707,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,2.312,241.276,0,5.605,779.562,0,0.189,121.825,14180.358,204.272,0,31.965,250.405,2.616,1.871,2847.298,0,0.457,17.504,1.078,0,1256.069,0,0,1.395,211.401,58.761,0,74.742,16.375,355.849,0,0,0,112.017,0,230.032,27979.799,189.232,0,0,0,0,123.212,321.412,0,83.172,76.634,592.862,0,13.828,1714.564,14.626,0,13.373,0,12.975,0.583,129.243,936.92,3.615,0,0,26.888,0,12621.759,4.114,253.619,0,0,46.521,0,0,0.423,0,3700.642,0.879,2856.883,27.878,0,918.077,4270.095,2912.849,36.838,0.053,3106.867,0.56,7.936,19.816,625.739,6575.801,263.423,7.371,24.09,65.032,49.061,14.548,19.407,195.697,254.999,55.657,4.867,7347.037,3.536,0,12.46,0,12.932,883.971,11.676,17.307,5.228,0,481.435,5.047,35.935,20.067,0,1.669,22121.445,0,6.38,78.897,0,63.097,0.45,0,49.622,779.561,0,0,1.637,88.376,20.847,7.316,29.514,9.169,258.195,0,183.481,277.41,0,44.242,419.5,133.399,0,0,0,0,0,0,5564.478,0,22.652,0,0,7600.485,3164.013,2559.336,271.471,48.437,721.939,0,3541.697,0,0,5246.965,280.055,140.333,0,10933.542,0,0,5.469,3176.377,4.26,394.384,0,1.872,34.052,31.311,465.982,23322.552,9.707,12656.966,0,97.038,1.561,1310.104,0,127.232,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,13.812,0,0,0,0,0,0,0
"HUN",0,10,0.062,0,0,0,0,1,2.421,777.405,1326.352,0,8,0,5.566,0,389.958,0,0,0,75.065,0,132.943,0,0,0,335,0,16.5,0,0,59.223,0,0,0,0,0,11,764.976,6.237,0,0,0,0,1.02,367,0,5.383,3082,58.128,0,0,0.432,0,0,0,0,53,0,201.327,3197.19,1.862,0,0,12.469,0,2927.201,0,77.554,0,0,3.857,0,0,0,1,0,1.469,2.135,0,0,4.528,32.125,3093.146,0,0,360.683,26.821,1.268,0,0,478.766,0,0,0,4.756,30.892,0,16.853,1.578,0,0,0,19.878,0,0,2.275,0,0,590.151,0,2.134,21.842,0,162,0,0,0.352,0,0,333.827,0,0,0,0,28.529,0.516,0,0,430.13,0,0,0,0,0,0,0,4.017,0,0,2348.873,19.933,0,11,2361.772,1009.736,0,0,0,0,0,0,3,0,321.466,0,0,124.478,215.929,1528.324,0,529,11.313,0,458,2,0,288.828,69.294,0,0,85.283,0,0,0,2,0,202.459,0,0,6822.913,40.365,0,747,1,819.387,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,262.483,0,0,0,0,0,0,0.317,0,0,0,0,0,24.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.965,0,0,0,0,0,0,0,2.241,0,0.174,0,16.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.605,0,0,7.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.365,0,0,0,0,0,0,0,0,0,0,78.113,0,0,0,0,0,0,0,0,0.912,0,0,0,18.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,1.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,2.123,0,0.356,0.746,0,0,188.913,950.83,226.911,0,5.074,3.739,0.622,5.012,3619.488,0,0,4.476,26.805,0,1159.802,0,0,13.068,24.151,0,38.6,0,0,1.307,0,0,0,31.629,0,31.716,2096.206,114.713,0,0,0,0,30.65,61.367,0,0,1361.625,3.707,0,0,0.027,0,0.034,0,0,2.769,0,222.482,1081.589,37.966,0,0,0,0,1896.466,0,0,0,0,85.046,0,0,0,56.723,0,4.24,0,0,0,2.698,1,2.205,0,0,6858.567,5.976,0.161,0,0,1306.377,0,0,0,48.672,0,0,0,4.696,0,0,0,1026.673,5.631,0,0,0,0.304,5364.689,0,7.87,6.947,0,126.694,0,0,0,0,0,375.075,0,0,0.566,0,190.473,25.783,0,0,155.736,0,0,0,162.617,0,0,262.64,303.69,14.933,0,3803.208,6.135,0.06,0,5.78,481.028,0,0,0,0,123.6,0,124.277,12.063,19.214,0,0,75.116,12158.416,507.244,116.074,17.827,379.43,0,652.861,0,0,23.973,45.691,0,0,2866.235,0,0,5.095,0.645,28.384,279.912,0,0,55.737,1.674,87.513,11.145,0,15519.831,0,25.9,0,7.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,1.209,0,0,0,0,0,0,0,0,0,0,0,0.502,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,0,0.037,0,0,0,0,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388,0,0,0,0,0,72.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714,0,0,0,0,0,0,0,86.868,0,0,0,3.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670.934,0,0,0,0,0,0,0,0,73.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.729,0,0,0,0,0,0,0.745,0,0,0,0,0,0,1.234,0,0,24.373,0,0,0,0,0,0.478,0,0,10.444,0,4.03,0,0,0,0,0,0,35.626,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0.545,19.469,0,12.218,0.001,0,0.005,18.507,1116.92,226.431,0,5.319,0,0,0,222.229,0,0,0,0.021,0,374.151,0,0,0,3.102,0,107.6,0,0,361.883,0,0,0,2.961,0,0,634.318,13.527,0,0,0,0,0.048,15.423,0,0.525,125.453,528.366,0,0,0,0,0,0.252,0,58.726,0,4333.436,4464.768,0,0,0,5.229,0,14899.276,0,1691.044,0,0,0,0,0,0,498.015,3,21.021,0.055,0,0,0,307.684,345.682,0,0,284.458,0,1.632,0.004,0,233.71,14.623,0,0,131.672,0,0,0,8.247,0,0,0,257.578,0,0,0,0,6.534,154.461,0,4.82,0,0,78.613,0,0,0,0,0,2648.688,0,0,0,0,190.008,0,0,0,2240.579,0,0,0,18.918,0,0,0,12.827,1.047,0,673.803,670.241,0,106.7,1814.068,1422.381,0,0,0.657,0,0,0,89.954,0.871,12.525,0,0,766.419,1409.863,26.376,81.967,404.512,500.798,0,638.597,0,0,58.259,4847.657,0,0,577.321,0,0,0,263.536,0,1215.139,0,0,83.429,21.524,33.302,8104.86,0,2498.766,0,0,0,15.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0,0,0,0,0,0
"ISR",0,90.353,0,0,0,85.558,0,381.754,485.185,4277.723,456.761,0,1,0,0,1,458.558,0,0,3.215,1,0,2106.172,0,0,0,80.009,0,41.079,0,445,2508.848,0,0,0,9,0,814.051,3471.271,66.83,0,0,0,0,163.832,57.468,0,44.289,363.54,124.183,0,34,3.373,0,0,11.487,0,2.173,0,333.486,2250.701,0.219,0,0,371.066,0,11732.573,337.249,1248.667,0,0,0.347,0,0,4,2477.853,264.095,3.668,3,0,0,37.278,0,1432.674,25.749,0,2734.055,13.4,0,44,0,9559.603,0,1,0,0,2.189,0,166.253,17.968,1.351,0,0,4,0,0,0.675,0,39.835,1401.862,0,2.862,8.502,0,8,0,0,0,0,0,1667.765,0,8,8.989,0,310.033,0,0,31.152,308.24,0,0,0,0,8.155,0,800.466,159.098,6,0,1176.139,1207.21,0,0,856.693,301.382,0,0,0,0,0,0,0,0,95.859,2,0,5765.904,2188.525,1243.326,333.401,182.649,2749.15,0,4118.762,0,0,99.857,278.373,0,0,1945.937,0,0,23.986,0,0,6145.091,0,0,378.207,0.352,0,2210,0,23340.984,0,147.241,0,10,0,0,0.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"ITA",0,208.838,369.929,0,13.897,77.096,0,38.588,374.854,4219.327,2926.183,0,67.942,624.527,380.451,8.451,4823.229,0,0,14.692,660.636,47.986,791.466,0,0,0,362.673,0,961.068,0,14.127,958.736,35.294,0,0,65.046,0,920.994,8445.256,504.548,0,1.917,152.459,0,28.55,1119.752,0,370.407,2611.362,575.45,0,31.649,216.158,10.968,0,1809.571,5.681,2215.902,0,799.473,45807.83,151.774,0,0,31.082,0,21182.757,7.666,2039.091,0.096,0,19.111,0.16,0,66.887,1290.584,1938.45,23.842,14.536,896.916,69.606,361.15,1004,0,10.306,127.159,1052.335,192.67,347.343,6.337,0,2130.272,56.387,0.69,0,378.255,61.815,1371.06,998.819,538.003,4.919,28.519,5.183,442.418,5.53,0,255.894,0,57.324,605.535,0,13.218,22.529,0,1046.869,15.115,69.905,2.282,0,0,2182.151,0,16.222,6.476,0,81.388,0.726,0,1407.149,894.39,0,0,0,163.485,27.938,0,14.096,557.161,77.649,0,11881.635,3419.512,0,294.387,15099.457,2496.533,0,0,55.547,0.015,0,0,373.999,5.008,935.152,0,0,1613.593,375.159,1179.526,109.015,1357.581,609.621,0,14379.378,33.462,0,499.597,2082.449,1161.027,0,727.596,0,0,371.833,1870.501,322.108,4911.473,0,101.6,265.129,3044.862,840.462,5650.957,425.974,8342.844,0,20.418,0,80.687,0,5.325,0,0,0,0,2.259,0,0,0,1.585,0,0,0,0,0,0,0,0,29.625,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.72,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,4.61,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,2.632,0,0.182,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",3.43,21.921,162.918,0,0,25.215,31.442,21.689,1558.797,8836.223,2613.332,19.16,119.478,170.297,7.515,0.68,21863.472,0,2.745,23.849,47.686,0,13774.069,0,0,90.149,91.578,146.137,109.139,427.373,37.936,11483.084,3.002,0,0,711.632,0,1107.396,486841.629,616.582,0,13.893,0,0,57.3,676.775,25.01,113.193,10042.215,618.755,0.139,1.677,77.702,17.63,0,6.413,0,324.629,3.373,12245.718,20853.513,13.958,6574.022,0,18.937,0,102087.914,2.314,307.383,1.37,8.169,66.671,0,0,10.674,198054.521,23183.019,64.646,5837.927,556.088,28.837,4952.335,2395.059,7368.785,0,15.9,0,66.925,49.761,25.221,13.411,142959.079,169.733,0,2.433,340.447,98.476,1175.757,34.23,2682.539,214.566,1.01,0,11247.287,4.065,0,62.97,0,719.45,10048.835,13.529,12.931,32.269,0,42.109,0,207.907,0,0,59.476,58885.453,21.14,0.97,72.785,0,1860.012,4.203,0,311.697,1885.288,0,18.321,0.29,257.031,1205.782,13.936,213.321,740.306,5566.793,0,1521.45,1015.4,0,1273.075,531.873,2600.367,0,0,0.802,3.959,0,0,570.715,34.455,154.335,0,0,15455.148,37021.925,2242.243,3655.629,216.386,7091.009,0,5504.302,0,0,12844.394,7545.058,55.52,3.098,79585.968,0,0,15.694,3859.179,2.358,9100.254,0,4.953,20.62,50.4,2307.303,28693.505,17.702,282261.292,0,50.554,2.273,771.362,0,8.255,21.001,4.074,0,0,0,0,184.032,0,0,0,0,0,0,0,2.251,0,0,13.469,0,9.005,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,28.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.098,0,0,0,0,0,0,0.638,0,0,0.02,0.019,0,0,0,0,0,0,0,0,0,0,48.102,0,0,0,0.448,0,10.644,0,5.738,0,0,0,0,0,0,3.717,0.02,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0.011,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0.469,0,0,0,0,0,0,0,0,0,0.649,0,0.743,0,0,0,0,0.057,0,0,0,0,0,0,0,233.56,0,112.704,0,0,0.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,0,13.487,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666,0,0,0,0,0,175.06,0,0,0,0,0,0,0,0,0,0,0,0,0,39.08,0,30.033,0,0,0,6.259,11.821,0,0,0,0,0,0,0,15.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.703,0,0,0,0,5.738,0,0,0,0,0.103,0,0,291.114,0,2.239,1.69,13.672,0,0,0,0,0,41.323,0,0,0,0,0,0,42.08,9.042,0,12.187,0,0,0,0,0,594.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.207,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.575,0,0,0,0,12.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.49,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.572,0,0,1.513,0,0,0,0,0,0,0,0,0,0,0,0,0,2.129,0,0,0,0,1.637,6.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,3.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273,0,0,159.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.918,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0.125,0,0,0.891,0,0,0,0,0,0,0,0,0,0,0,282.403,0,0,0,0,0,0,0,0,0,5.516,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.105,0,0,0,0,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",9.2,2.039,20.076,0,0,72.028,0,7.73,887.528,1275.176,224.613,0,55.164,126.844,3.6,0,1445.14,3.4,0,1.344,7.257,0.01,2004.592,0,0,41.488,70.177,0,29.477,16.304,0.609,1226.721,0,0,0,149.39,0,301.563,95825.82,575.232,0,0,0.676,0,11.467,101.216,4.847,46.672,485.981,45.059,0,25.288,451.271,3.248,0,3.598,0,33.232,7.028,580.261,2597.557,9.551,0,2.556,10.514,0,24564.619,8.614,185.78,0,2.567,25.865,0,0,3.369,61840.33,3407,9,4677.774,1220.119,83.322,439.911,2225.244,1711.86,2.135,0,58154.823,283.276,134.569,21.973,0,0,654.863,8.25,5.3,146.075,106.834,1322.62,56.247,1.629,191.705,5.686,3.005,2106.4,79.317,0,4.752,0,164.926,18193.102,91.687,12.471,4.643,0,40.765,23.422,33.204,0,0,2.588,1029.537,0,0.661,7.402,0,191.8,457.704,0,398.307,5014.99,0,0.2,0,256.744,62.317,0,25.119,177.937,2516.026,0,3675.522,237.368,0.32,281.877,470.886,6880.531,0,0,0,0.669,0,0,3527.394,0,50.168,0,0,2315.275,14381.44,2278.227,2570.534,70.255,739.802,0,1677.135,40.063,8.713,214.733,118.237,402.305,0,4593.96,0,0,2.994,2525.993,109.364,1919.841,0,0,112.01,15.89,797.087,2392.265,2.482,56923.086,0,87.48,352.891,306.054,0.274,83.474,6.347,0,0,2.834,0,0,0,0,0,0,0,0,0,0,30.248,5.192,0,0.185,0,0,14,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0,1.35,0,96.629,0,0,0,1.743,0,0,0,0,0,0,0,0,0,3.751,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,2.935,0,0,0,0,0,35.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.337,0,0,0,9.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
