"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NFK","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","VUT","TCA","CPV","GNQ","BES","PSE","SPM","BTN","COK","FSM","TLS","WLF","MNP","BLM","IOT"
"DEU",973.626,390.804,691.541,0,78.583,258.502,8.001,1080.813,2435.283,26522.763,105148.296,800.558,0,857.45,65.587,22.387,62576.312,2.554,144.342,1115.298,31.819,14285.727,4.479,0,384.283,6870.845,288.585,1.626,703.5,138.041,62.009,19449.823,16.702,789.857,16.873,3278.218,387634.295,0,0,1787.993,0,31.48,76.949,498.027,4894.536,320.193,738.239,97620.669,26.532,29145.012,0,191.829,511.233,348.06,364.839,0.571,6131.239,0,9.761,24744.27,204099.368,42.41,12.581,1.903,53.29,783.701,106.607,0,252.142,9.041,0,12939.662,35.232,34.542,0,140.036,10.045,0.416,3.897,133.152,28511.898,78619.501,697.788,2040.308,1599.032,2476.908,13039.694,9869.414,149406.399,413.316,14.68,120940.237,1594.196,632.723,379.053,0,43750.442,602.632,175.994,709.392,387.725,0,7790.746,8.843,831.376,4136.931,9723.486,32.86,65.131,55.767,84676.399,86.01,99.01,792.837,21.029,141.991,40485.355,151.361,390.695,349.191,0,1085.779,21.03,1571.335,126.935,0,155.755,156068.104,14.82,4.626,0,47.372,1919.85,155.228,5.273,978.205,0,23708.128,0,0,290.534,198.655,6.332,332.067,1808.972,1936.853,0,150006.306,23993.689,0,4034.63,36918.905,43441.895,327.964,0,2.715,0,28.363,1.145,40.459,0,11439.93,583.532,6800.617,15.842,4.576,38318.113,32199.965,19140.654,6231.225,5948.01,10.602,14586.399,66.248,98995.505,555.474,48.026,4.779,22.372,40816.717,114466.754,148.999,83.879,16119.664,25.498,0,141.059,14497.7,2315.498,38159.83,182.903,0,284.656,3297.113,427.282,13022.945,205368.837,348.293,380168.252,28.121,371.231,269.975,46.853,8.739,129.438,198.191,0,25.13,70.979,0,3.791,23.277,1.217,165.53,4.497,24.696,0,0,0,0,0,0,0
"GHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,1.906,0,0,0,0,0,0,4.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905,0,0,0,0,0,0,0,0.409,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.446,5.078,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,2.703,0,0,11.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026,0,0,0,0,0,0.211,0,0,0,0,0,0,0,2.661,0,0,0,0,0,0,0,0,0,0,0,0,0,6.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRC",0,69.308,7.307,0,0,0,0,0,0,22.221,9.075,44.499,8.913,0,0,0,33.097,11.048,0,33.487,0,2.295,0,0,0,3680.635,0,0,0,0,0,17.985,5.071,0.748,0,22.301,29.575,0,0,87.794,0,0,0,0,65.758,0,2113.253,29.893,0,7.955,0,0,5.004,0,15.274,0,0.386,0,0.346,15.118,388.052,0.142,0,0,0,3.888,0,183.289,0,0,0,0,0,0,2.238,0.001,0,0,0,0.17,51.357,783.933,0.404,1.695,0,0,31.861,30.597,509.639,0,0,8.511,0,19.707,0.582,0,11.672,11.676,0,0,1.713,0,1.345,3.214,0,1.003,0.051,0,0.515,0,13.313,0,0,160.686,0,0,0,0,1.534,9.028,0,0.638,0,3.718,0.011,0,0,123.281,1.284,0,0,0,0,0,0,6.747,0,11.034,1.695,0,0,13.764,0,0,1.224,0.973,0,80.955,367.998,0,4.024,942.674,10.605,0,0,0,0,0,0,0,0,355.824,0,76.941,0.576,0,185.018,59.335,19.496,1.778,35.162,0,6.953,0,199.151,0,0,0,0,2.286,13.381,0,0,4.453,0,0,0,57.669,0,61.761,0,0,0,0.59,11.22,386.909,819.274,11.919,232.319,0,1.746,0,0,0,0,1.221,0,0,0,0,0,0,0,1.045,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.438,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,2.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,4.178,0,0,0.668,0,0,0,0,0,0,0,0,0,12.229,0,0,0,1.21,0,0,0,304.465,0,0,0,0.1,0,0,0,30.022,10.6,701.379,0,0,0,0,0,0,17.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.871,35.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.649,0,0,0,0,0,0,0,138.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627,0,0,0,0,0,0,0,0,2.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.501,0,0,0,0,3.979,0,0,0,0,0,0,0,0,0,0,0,0,2.899,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,4.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0,0,0,0,0,0,5.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,0,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0.872,0,0,0,0,0,12.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.793,0,0,0,0.704,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,3.782,13.819,25.683,0,0,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2319.617,0,0,0,0,0,0,0,0,0,0,0,0,3.763,0,0,0,0,0,0,0,0,0,0,0,1.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0.224,498.532,0.097,0,76.525,0,1.714,37.174,4469.507,273.696,0,110.629,189.857,0.564,34.732,1325.916,11.109,22.857,3.656,619.411,4230.382,3.286,0,180.416,1517.927,185.745,2.06,6.178,46.152,1.5,2210.159,0,1029.047,0,821.656,41911.414,0,0,268.706,0,19.792,34.053,446.623,28.046,0,121.135,510.854,4.89,1269.204,0,198.631,460.776,50.117,0.409,0,123.175,0,30.066,64.795,11001.784,23.84,0,0,1.654,1385.311,0,15597.254,20.464,0,2.419,1009.53,1.393,0,32.503,1477.492,0,0,4.441,99.548,0,5229.414,30.944,7114.09,54.966,17.776,437.206,3992.08,1756.246,60.905,111.825,3077.953,43.175,779.416,14.201,0,16530.722,9.435,40.134,9.282,4.851,0.482,140.459,7.055,11.447,114.29,14.667,276.505,1.953,16.62,18199.958,54.04,3.085,178.801,0.054,101.371,831.233,6.38,31.693,85.306,0,122.215,42.263,187.992,8.866,0,119.282,41976.013,0,33.842,0,0,639.789,20.106,0,189.57,0,670.731,0,0,440.241,632.97,91.074,1014.037,61.239,4746.434,0,3126.525,558.504,0,529.157,133.602,2070.791,4.06,0,0,0,0,0,7.347,0,228.7,167.963,221.208,51.303,0.3,34153.526,4543.631,129.932,928.01,190.175,0,505.877,141.203,2525.563,4.795,31.001,97.94,0.218,2055.075,1390.424,252.226,0,3782.096,5.891,0,24.41,166.003,69.082,114.248,0,0,54.043,85.57,4.818,73.459,28146.788,45.046,14429.661,1.1,48.209,19.236,13.567,0.434,0,74.986,0,0,0,0,0,0,0,123.809,0,0.202,0,16.779,0.944,0,1.99,0,0
"HUN",0,67.379,7.301,0,0,0,0,0.767,136.38,789.122,4722.53,8.049,8.45,0,4.19,0,2334.566,0.009,7.943,297.174,13.446,21.431,0,0,0.147,3287.126,0,0,1.032,0.824,0,1003.967,0,0,0.182,495.897,9983.468,0,0,58.818,0,0,0,259.682,3941.621,0,104.224,7489.347,0.207,1115.349,0,0.102,32.022,20.013,0.316,0,484.014,0,0,761.998,22602.933,81.388,0,0,0,8.05,0,35284.744,0.049,1.744,0,1836.625,0,0,0,0.25,0,0,0,0,855.583,0,19.089,34.979,7.798,61.122,189.417,318.273,3276.8,46.377,0.268,891.363,3.008,5.699,22.311,0,905.637,30.512,0.08,0,0.643,0,282.219,0,0.891,1411.435,18.882,0,13.237,6.621,287.668,0,0,117.383,0,2.848,805.287,4.871,19.103,93.258,0,394.757,1.697,26.482,14.923,0,0,17959,0,0,1.877,221.063,60.269,14.41,2.684,10.417,0,714.195,0,0,6.421,0.956,0,9.46,102.411,0.188,0,10412.076,699.439,0,172.952,13441.114,457.95,0,0,0,0,0,0,0,0,344.765,0.414,2381.772,0,0,101.832,145.808,4307.76,25.349,1693.173,0,849.291,0,2762.388,0,0,0,0,8854.105,852.574,0,0,33.113,0,0,20.537,374.235,0.087,6395.432,0,0,1.075,902.377,334.475,143.453,2715.851,0,23343.551,37.333,4.054,0,0,0,0,0.474,0,0,0,0,0.653,0,0,0.49,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,8.965,10.137,0,0,0,0,0,0.005,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,298.817,0,0,0,192.526,13.743,0,0,0,0,0,0,0,0,0,0,2.817,0,8.471,0,0,0,0,0,0,0.012,0,0,0,0.188,0,0,0,0,0,0,4.16,0,0,0,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,11.474,0,1.331,0,0,0,0,0,0,0,0.497,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,11.028,0,0,12.54,0,0,0,0,0,0,0,0,16.442,0,0,0,0,9.916,0,0,0,0,8.328,0,0,0,0,0,0,1.729,0,0,0,0,0,0,25.33,40.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,53.017,0,0,0,0,7.24,0.015,0,0,80.758,0,0,0,0,0,0.128,0,0,0,0,0,0,25.079,0,37.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0.7,69.283,0,0,0,0,11.431,3056.626,727.447,124.119,0,0,107.602,11.336,0,111.246,0,5.734,4.512,0,2677.017,0,0,0.7,0,86.407,0,0.1,0.02,0,1413.262,0,16.821,0,1455.637,2649.134,0,0,133.818,0,0,0.912,23.581,0.137,0,0,941.798,0,3.239,0,11.883,39.764,0.994,10.429,0,3.456,0,0.958,30.423,3700.073,1.994,0,5.269,0,0,0,7846.286,0,0,0,0,0,0,0,2.072,0,0,0,0,4018.973,7157.763,16.223,0,0,0,5.663,0.663,17.828,0,63.312,4722.012,14.866,10.973,10.017,0,10162.902,10.031,0,0,0.282,0,0,0,0,39.628,6.005,0,0,2.959,3961.647,0,0,0,0,10.947,12286.206,12.172,4.837,1.479,0,84.235,0,0,0.723,0,0,153.986,0,0,0,0,74.151,1.004,0,99.522,0,265.32,0,0,4.747,216.318,4.195,37.841,69.141,71.392,0,20592.838,2.418,0,0,5.281,5563.898,0,0,0,0,0,0,0,0,150.72,0,7.827,0,0,5351.29,2172.099,525.189,4104.811,70.632,0,805.714,0.005,271.735,0,3.708,0,76.715,6.297,1210.666,0,0.103,11240.162,0,0,0,139.692,0,1742.247,0,0,0.015,21.754,1.242,3012.195,4199.679,0,20800.061,0,10.65,17.282,0,0,0,0,0,0,0,0,0,0,0,2.635,0,0,0,0,10.488,0,0,0,0
"IRN",0,0,0,0,0,0,0,2.369,0,0,0,0,0,0,2.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.567,0,0.374,0,0,1.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0.065,79.459,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.106,0,0,0,0,47.385,0,0,0,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.628,0,0,0,8.826,0,0,0,2.154,0,36.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,6.885,0,0,0,0,0,0,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,4.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0.108,1.405,0,0,0,0,0.165,0.362,2135.293,452.336,0,0.193,0,3.99,0.423,444.927,6.141,0.171,26.555,0,208.583,0,0,0,2.443,0.005,0,1.433,0,8.052,226.562,0,0.171,0,6.833,2553.702,0,0,0.313,0,0,0,9.231,100.959,0,37.194,288.13,0,1143.904,0,0.074,3.804,1.694,57.593,0,35.806,0,0,130.547,11882.324,1.09,0,0,0,0,0,12955.752,0.142,0,0,13.774,0,0,0,0,0,0,0,0,406.938,61.658,3.815,4.369,0,35.173,0,330.036,1427.339,0.092,1.583,2411.116,1.583,14.369,7.683,0,322.688,7.798,0,0,0.319,0,3.551,0.044,0,107.234,12.706,0,0.36,1.192,211.51,0,0,2.8,5.397,3.905,67.238,0,22.603,0,0,127.51,0,0,2.072,0,0,7463.75,0,0,0,0.724,225.706,0.744,0,22.454,0,365.975,0,0,19.669,0,0,0,2.561,7.765,0,594.281,187.851,0,98.076,767.829,75.946,0,0,0,0,0,0,0,0,265.659,10.716,172.372,4.637,0,1492.819,2311.037,369.878,54.033,88.938,0,118.845,0,73398.635,0,0,0,0.057,427.719,1490.524,0,0,805.732,0,0,0,664.513,12.354,310.353,0,0,24.2,17.647,26.081,251.877,5030.43,0,5802.055,2.139,8.534,0.109,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,8,0,0,0,180,0,42.627,406.186,3434.337,2430.584,0,0,0,33.277,0,323.929,0,2.243,0.85,0,6111.606,0,0,0,661.071,1.192,0,127.388,0,25,2095.379,0,46,0,481.78,19204.343,0,0,245.019,0,1,0,12.476,161.497,17,296.236,691.041,0,157.408,0,62.516,2.261,141.305,96.129,0,89.286,19,0,90.982,13345.889,1.178,0,0,0,143.336,7,10750.377,120,2,0,1054.521,0,0,0,20.838,0,0,0,0,7966.671,549.203,11.598,0.933,0,0,60.805,0,2016.26,37,0,11934.432,43.509,1.532,89.129,0,12470.235,0,0,0,0,0,11.859,0,0,119.607,7.291,3.223,14.613,0,0,0,0,6.193,0,29.97,1215.277,7,33.685,11.095,0,0,2.159,0,2.672,0,0,7579.248,0,0,0,0,337.716,0.628,0,16.299,0,661.189,0,0,0,0,0,18.786,401.829,51.079,0,2793.246,314.181,0,0,1235.62,276.189,52,0,0,0,0,0,0,0,0,0,237.87,55.879,0,14924.457,3434.068,13.617,864.295,216.604,0,741.212,4.018,717.164,0,0,0,0,115.835,1190.75,0,0.242,1265.091,0,0,0,30.943,0,1391.972,0,0,19.66,67,6.65,0,4279.887,55,51506.982,1.825,244.086,57,0,0,0,346.974,0,0,0,0,0,0,0,12.307,0,0,0,0,0,0,0,0,0
"ITA",4122.644,635.755,5159.851,0,0,19.319,0,40.482,771.454,3102.443,3711.314,0,126.912,44.446,41.12,8.384,7334.16,2.243,14.113,235.119,4.493,4408.211,0,0,18.529,794.349,39.469,2.401,550.104,58.548,28.492,2461.007,0,74.58,0,1141.588,8016.859,0,0,510.023,0,10.895,6.838,109.605,1556.017,167.456,730.4,6137.313,2.492,1821.682,0,109.369,220.748,103.943,332.358,0,361.718,0,0,769.444,49798.577,16.603,0,16.051,57.263,178.448,0,49453.237,296.783,2.903,0,2539.477,0,0,0,122.595,26.043,0.853,2.358,1.593,1204.27,3028.528,134.39,418.597,251.84,1485.59,868.332,3274.515,0,43.819,67.206,3092.67,301.529,313.768,1042.052,0,3242.8,352.299,243.776,0,183.655,0,563.431,0,1565.928,786.235,377.468,422.847,4.451,0.75,1628.018,1.663,5.785,659.422,42.1,21.737,7151.324,15.605,178.55,158.873,0,858.046,27.705,265.105,16.788,0,40.924,8428.112,0,1.732,0,60.299,1269.817,30.883,0,408.963,0,668.299,0,0,1064.214,731.432,0,38.39,708.853,217.138,0,17885.081,3334.553,2.42,9584.746,7008.257,2435.064,2.116,0,0,0,0,0,0,0,2471.816,66.079,1855.878,47.341,0,3284.848,1042.836,6387.873,583.538,3399.629,17.042,1708.827,7.395,24555.751,0,25.782,12.055,0,3215.814,10297.769,8.172,8.976,941.466,31.468,0,2.525,5129.612,355.795,11935.094,0,0,25.375,761.809,237.769,1452.755,15716.095,134.149,12059.456,137.056,460.012,64.539,11.55,0,6.357,1.863,0,0,0,0,16.605,0,0,7.665,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0.579,0,0,0,0,0,5.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984,0,0,0,0,0,0,0,0,0,0,0,9.518,0,0,0,0,0,0,0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,0,0,0,0,1.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,1.322,0,0,2.097,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,5.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
