"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CXR","FLK","KIR","VUT","NFK","FSM","TON","WSM","TKM","GMB","CAF","SPM","DJI","PSE","GIB","COM","ATF","LSO","NIU","MNP","SOM","WLF","STP","SMR","SHN"
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.053,0,2.456,0,0,0,0,0,0,0,254.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,16.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.773,0,0.329,0,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,14.45,67.083,0,102.02,57.138,0,0,1836.841,7445.89,343.468,0,306.949,104.668,0,0,2427.954,18.892,0,0.281,0.027,3.139,1715.817,0,0,0,19.935,102.842,3.854,0,3.161,32.943,15.886,474.203,0,0,59.857,0,135.327,607671.121,0,45.164,0,8.481,0,0,2703.702,112.544,0,44.37,464.514,0,1580.848,0,11.39,76.306,1.605,0,8.718,0,74.835,0.772,68.204,1168.914,108.387,0,0.939,8623.346,12.029,51.045,0,11.436,4.349,21.881,0,0,0,1.805,0,1405.406,0.289,4863.881,34.161,35.001,5010.483,4267.7,1039.316,6.489,1.497,13047.342,61.029,3.659,1.802,0,46528.271,544.893,0,1.286,2.587,8.99,0,55.303,146.377,5627.523,162.559,9.32,0,6746.635,0.81,40.121,6.501,0,23.25,1510.22,0.287,1.537,0,282.266,0,54.066,0,0,24.67,3982.19,1.094,0,4.325,238.876,1.324,0,49.308,984.821,0,0,142.168,619.94,5,2.634,71.161,202.128,0,82.756,1156.006,0,0,0,233.557,170.883,0,0,0,0,0.048,1309.293,1.464,0,0,4746.414,19170.503,255.397,6291.469,81.962,1486.633,0.354,2615.478,0,0,0,4936.001,757.66,418.226,0,14426.861,6.619,0,8.544,1209.645,44.186,539.232,0,0,25.025,6.164,20.204,57.524,38075.176,0.939,17691.273,0,17.742,21.215,88.273,182.346,5.436,0.497,0,0,0,0,9.979,0,0,0,0,0,0,0,0,0,0,15.219,0,0,0,0,0,0,0,0,0,0
"HUN",0,7.485,0,0,0,0,5,8,15,600.544,2346.97,0,0,0,0,0,4700.568,0,0,2.231,80.913,0,20.59,0,0,0,0,31.202,0,0,10.415,0,0.117,5.696,0,0,0,0,5,65.303,0,0,0,0,0,0,10.37,198,0,0,4186.09,0,1466.326,0,0,0,0,0,0.037,0,108.292,0,1419.714,7154.68,125.861,0,0,8380.181,0,783.371,0,0,0,0,0,0,0,0,27,0,0.95,0,0,0,374.105,30.119,1306.286,754.433,0,155.303,7.752,13.943,0,0,131.336,0,0,0,17,6.264,0,0,109.124,0,0,0,0,26,0,0,0,0,0,73.941,1.411,3,0,0,0,0,0,0,0,7166.07,0,0,0.923,9.632,0,0,0,560.595,0,0,0,0,0,0,0.301,0,0,1192.861,3,0,0,0.218,4159,105.249,0,0,0,0,0,0,0,0,0,48.969,11,522.336,17,172.149,18.621,0,1823.468,0,0,0,1025.977,712.671,0,0,151.882,18,0,0,13.216,0.241,131.376,0,0,0,744.062,36.852,0,4991.695,0,740,1,0,0,0,7,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,0,19.815,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,4.977,0,0,0,4.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.497,0,0,0,0,0,0,0,5.532,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,1.751,0,0,0,0,0,0,0,0,0,32.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,0,0,0,0,0,0,0,0,3.89,26.962,0,0,6.293,0,0,0,0,0,0,0,0,0,0,0,0,10.977,0,9.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0.348,12.552,0,0,0,0.292,4.086,911.647,1947.598,0,3.338,7.065,0,2.967,1634.257,0,0,0,16.153,0,175.512,0,4.541,0,0,0,0,0,0,1.915,0,1046.136,0,0,119.709,0,70.42,530.328,0,1.11,0,0,0,0,23.879,58.052,0,0.411,473.902,0,0.771,0,0,0.006,0,0,0,0,323.691,0,369.455,2251.818,3.017,0,0,1304.736,0,0,0,0,0,61.701,0,0,0,0,5155.56,130.434,2.799,0,0,0,7.105,0,1007.594,3.89,1.272,8339.494,2.273,0,0,0,1300.964,0,0,0,13,0,0,0,1.848,0,0,0,0,930.298,0.242,0,0,0,32.961,4292.556,0,0,0,15.515,0.19,0,0,0,0,648.178,34.49,0,5.15,57.809,14.71,0,0,147.927,0,0,0.727,0,8.682,9.429,23.239,1.832,0,2604.329,0,0,0,1.163,6.891,107.862,0,0,0,0,0,0,0,0.088,0,132.1,13897.482,29.149,0,73.008,132.587,0,257.143,0,0,0,1151.304,18.885,0,0,2074.565,0,0,3.941,59.662,0.835,426.302,0,0,0,40.003,3.33,0,847.632,2.53,14209.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.117,0,0,0,0,0,0,0,0,0,0,257.564,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.172,0,0,0,0,0,0,0,0,0,24.297,0,0,0,0,0,0,2.932,0,0,0,0,0.1,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,12.73,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,34.284,0,0,0.948,0,0,0.433,768.971,519.146,0,0,0,0,0,5100.141,0,0,0,23.493,0,37.745,0,0,0,0,7.664,0,0,0,0,0,37.707,0,0,0,0,1.296,2257.339,0,29.092,0,0,0,0,0,66.765,0,4.687,155.648,0,921.169,0,0,0,0,0,0.055,0,115.495,0,1551.287,9497.483,10.09,0,0,15696.394,0.719,167.344,0,0,0,0,0,0,0,0,637.425,116.318,6.946,0,0,0,0,1029.996,2183.475,0,0,306.316,11.476,0,0.408,0,82.689,0,0,0,8,18.113,0,0,148.06,11.259,0,0,0.516,9.701,1.936,0,12.606,0,0.454,123.148,0,8.687,0,93.973,0,0,0,0,0,3991.133,0,0,0.691,50.602,0,0,0,1620.244,0,0,8.416,0,0,0,0.232,4.319,0,1032.541,1076.743,0,0,0,748.501,139.225,0,0,0,0,0,45.903,0,0,0,1402.156,193.151,312.46,0,7.277,27.044,1.337,10311.36,0,177.172,0,1198.593,4527.568,0,0,264.145,0,0,0,190.386,0,794.358,0,0,0,50.82,0,0,32055.574,1.32,2649.902,0,0,0,13.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,0,0,375.142,2001.809,396.207,0,0,0,0,0,6823.345,0,0,3.133,1.071,5.611,1417.577,0,0,0,0,27.735,0,6.261,0,0,0,1527.244,0,0,24.987,0,681.053,8137.63,0,189.037,0.864,0,0,0,19.616,47.919,1.588,70.688,212.896,0,64.776,0,0,623.17,0,0,43.96,0,63.505,0,365.197,3043.492,0,0,3.542,6989,2.588,1130.454,0,0,0,6.735,0,0,0,0,433.04,134,0.377,0,0,0,29,0,2029.715,1.538,5.701,7620.465,113.041,0,5.21,0,10783.349,0,0,0,0,0.496,0,0,16.95,0,0,0,0,0,0,0,1.549,0,0.812,2695.267,0,0,0,0,0,0,0,0,0,1585.042,0,0,32.043,546.447,0,0,0,593.073,0,0,0,0,0,24.589,220.626,0,0,678.385,448.253,0,0,0,439.777,204.434,0,0,0,1.032,0,0,0,0,0,2882.671,0,1033.62,156.382,298.748,2263.54,0,1213.625,0,0,0,236.155,96.041,0,0,930.669,0,0,0,0,0,4553.326,0,0,5.336,4.903,1.76,0,1119.199,0,15559.027,0,22.163,0,34.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",41.892,187.94,374.08,0,0,39.548,0.995,66.782,164.617,1736.931,2858.221,0,183.482,65.063,15.099,0.003,5938.623,0,0,10.538,340.349,0,1275.727,0.79,0,0,0,324.215,0,8.985,173.567,3.697,2.873,647.728,42.078,0,156.819,19.147,251.214,3417.576,0,108.598,0,113.958,0,0,13.545,997.123,79.923,526.014,2733.832,0,466.078,201.171,37.218,531.669,0,0,16.949,0,1729.076,0,615.321,34880.982,4.168,0,62.591,14222.728,58.09,2420.866,0,0,0,17.806,1.239,0,0,18.118,1584.066,2887.092,13.507,26.404,274.361,2.177,554.553,783.994,0,40.155,36.882,4371.635,104.902,844.174,153.286,0,2308.811,302.107,0,0,252.452,348.555,0,943.944,545.841,6.516,4.834,0.666,0.665,785.387,11.204,7.489,205.957,0,189.956,780.756,0,57.438,0,238.612,26.663,10.017,0,0,0,1982.66,1.607,0,33.475,101.095,5.397,1.538,264.79,365.55,0,0,107.38,21.741,0,28.558,136.111,11.257,0,10908.627,3203.155,17.37,0,57.958,1971.868,2376.03,0,1.695,0,0,0,289.298,10.618,0,0,1399.654,858.142,1122.906,117.276,1444.488,648.76,9.59,16052.849,88.405,0,0,509.145,3301.822,166.185,0,724.806,5.43,0,330.738,2317.597,397.886,3221.644,0,0,32.305,1217.112,43.732,263.563,6063.246,9.94,26122.45,6.898,22.524,0,60.699,109.586,225.338,0,0,0,0,0,0,0,0,0,0,0,0,26.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.237,0,0,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0.423,0,0,0,0,111.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.179,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0.996,0,0,3.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,0,49.747,0,0,2.229,6.696,199.351,947.784,12548.914,2141.182,41.393,35.693,386.741,4.204,21.962,32725.813,11.689,0,3.356,18.496,0,15220.197,0,0,0,0,248.291,117.826,0,8.7,114.998,12.577,16909.9,0.261,0,447.996,0,1363.212,447945.331,0,314.377,1.013,0,0,0,2837.945,707.948,1452.743,10.721,26228.07,0,1147.8,0,17.29,49.462,9.061,0,15.889,2.737,10404.905,14.027,29867.172,34071.766,52.583,0,7.802,116262.162,2.853,417.889,0,0.074,52.547,28.573,0,1.911,0,739.529,169000.416,50131.58,106.449,12892.52,398.19,100.364,2382.299,3458.385,15621.78,21.693,4.911,0,20.146,77.607,10.122,179.996,291192.67,133.52,0,18.34,282.751,1125.877,52.991,0,31.744,16157.273,355.832,11.64,19.146,19094.548,18.531,0,71.078,0,31.994,15312.35,102.258,0.285,0,837.655,16.623,332.889,0,0,16.954,88356.087,9.341,0,133.121,2173.043,12.5,0,86.192,1649.473,0,0,775.324,823.539,0,7.523,468.799,18744.342,0,1207.254,1341.454,0,21.99,922.932,258.522,1547.112,0,0,0,0.905,1.539,782.389,0,0,0,8928.924,66525.972,660.812,4684.205,163.658,1365.959,0,12945.22,15.586,0,2.646,9671.084,3041.67,47.473,0,95745.786,0,0,7.548,4719.16,23.822,11106.112,0,0,2.945,55.196,73.394,457.554,81394.026,5.19,467512.853,0,33.003,11.309,874.209,86.291,23.723,0,0,0,0,0.034,0,0,39.961,26.024,31.796,0,0,0,0,0,0,0,0,0,0,0,2.392,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.494,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074,0,35.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0.393,0,0,68.733,0,0,0,32.322,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,62.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.575,0,13.631,0,0,0,121.904,0,0,0,0,105.631,185.585,0,0,5.271,0,0,8.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243,0,0,0,0.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.933,0,0,0,0,0,0,0,4.869,0,0,0,0,421.95,0,0,0,0,0,0,14.534,0,0,0.674,0.169,34.533,0,0,0,0,0,158.458,0,0,0,0,0,0,0,18.551,171.327,0,152.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.944,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0,5.393,0,0,0,0.084,0,0,0,0,24.596,0,0,23.934,0,0,0,0,0,0,1.881,0,0,0,30.818,0,0,0,0,4.79,0,0,0,0.623,7.164,5.125,0,0,0,0,0,0,0.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,0,2.471,0,0,0,0,0,0.605,0,0,0,0,0,0,29.9,0,0,0,0,2.552,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0.875,0.57,0,0.138,0.606,0,0,0,0,0,0,0,0,0,0.628,0,0,29.862,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.988,0,0,0,0,2.391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,27.086,0,0,0.048,0.97,0,0,3.492,0,0,0,0,0,1.441,0,0,0,0,0,77.395,0,0,0,0.336,0,0,0,27.435,4.178,0,3.648,0,0,0,0,0,0,0,141.372,0,0,0,0,0,5.814,0,0,0,0,1.513,6.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,3.364,139.756,0,0,10.045,0,29.722,754.892,1552.18,125.256,0,34.716,86.417,0.725,1.307,233.437,0,0,3.34,231.854,0,5822.157,0,0,0,5.749,108.246,0,0,18.503,14.181,0.639,1133.592,0,0,116.027,0,786.448,187505.893,0,83.447,0,1.8,3,0,37.178,93.781,26.407,31.897,280.409,16.808,240.183,0.576,31.616,99.809,1.164,0,1.601,0,10.646,0,1026.526,917.209,348.46,0,6.891,312320.44,28.563,192.684,0,0,95.4,72.601,0,0,0,3.026,422573.787,1193.411,24.999,3406.04,755.313,3359.723,970.232,1081.956,1402.56,10.012,0,77660.985,91.995,145.216,3.945,0,0,300.168,0,0,100.121,45.993,0,42.276,50.451,0,10.27,6.91,0,5336.629,30.868,0.738,8.604,1.3,13.86,2994.424,2.007,5.995,0,3866.576,0,127.362,0,0,0,2290.534,0,0,0,170.765,6.41,0,660.161,212.127,0,0,208.539,34.37,0,9.513,207.404,669.126,0,4520.066,231.896,0,0,55.073,285.007,2418.636,0,0,0,0,0.566,3872.832,24.552,0,0,1449.96,118510.879,24.31,1374.163,87.829,1323.818,1.558,2130.937,127.055,0,19.681,1124.513,248.135,262.938,0,4189.727,0,0,4.261,2270.865,67.938,3092.633,0,0,0,112.476,19.275,938.899,2700.403,0.244,64953.161,0,33.862,11.41,83.201,32.341,66.256,126.981,0,0,0,0,0,0,0.851,0,0,7.231,0,0,0,0,2.326,0,0,0,0,0,2.808,0,0,0,0,0
