"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SPM","VCT","STP","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","WSM","YEM","ZMB","HTI","ASM","SLB","CXR","CCK","COK","ETH","FLK","KIR","VUT","NFK","PLW","SOM","TJK","TON","ARM","RWA","SMR","SLE","BFA","IOT","BTN","MMR","LSO","COM","PSE","TUV","WLF","NIU","FSM"
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.462,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.374,0,0,0,0,0,0,0,0,5.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,4.265,7.448,0.651,162.898,0,0.762,156.707,5376.936,248.759,0,263.057,227.019,8.432,1824.067,56.132,3.717,0,0,2898.482,0,0,3.339,181.207,0,0.491,33.795,10.498,637.862,0,0,0,70.416,0,764.618,644821.693,91.318,4.182,12.58,0,107.651,233.248,1.997,33.971,938.219,0,4708.76,0,24.107,20.347,2.96,105.119,0,9.093,8.257,125.895,1856.136,162.952,0,0,0.094,0,11749.29,15.402,6.295,394.053,0.042,4.892,4.011,305.847,0,0,0.484,0,2810.598,4.231,273.681,788.278,82.548,5171.954,5354,786.403,7.308,6.783,8015.093,1.256,538.919,1.261,6.427,43950.964,12.436,0,0,1.775,10.51,3.7,6.512,16.704,10224.428,370.629,0.718,0,9598.63,6.866,0,1.962,0,31.069,1548.358,3.844,1.731,3.104,0,252.468,0,111.864,0.376,0,214.561,22865.271,1.222,0,2.787,319.64,0.429,0,3.044,1416.05,0,385.87,757.48,2.674,0.827,16.035,418.93,105.898,378.062,0,0,6.509,134.356,1662.369,0,0,0,0,0,0.123,0,1847.01,7.326,119.006,0,8133.751,17741.678,17.582,3735.486,133.834,1883.298,0,3635.601,13.583,0,0,4048.962,913.477,423.827,20233.595,3.648,0,0,9036.411,43.708,511.217,0,0,19.083,29.429,3.397,71.98,41493.962,0.352,22301.497,24.317,0,295.831,0,121.65,0.62,0,0,0,0,0,0,0.394,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,7.408,0,0,0,0,0,0,0
"HUN",0,0,0.082,0,0,0,2,19.545,1585.752,1817.383,0,0,0,0,6076,0,0.464,61.568,0,290.359,0,0,0,90.707,0,8,0,0,15.273,0,0,0,0,0,15,32180,0,0,0,0,3.27,122.316,0,0,3755,0,37.916,0,0,0,0,0,0,49.602,0,264.371,18063,2.268,0,0,0.165,0,9962.792,0.174,0,68.298,0,0,0,0,0,0,0,58.516,0,0.707,0,0,0,58,25.041,750.141,670.981,0,827.346,9.998,29.265,0,0,280.429,6,0,0,45.808,4.548,0,0,15.711,0,0,0,0,28,0,0,0,0,0,135.968,0,2.671,0.28,0,5.657,0,0,0,0,0,5300.323,0,0,0.706,8.753,0,0,0,80.156,0,0.103,0,0,0,5.059,2,609.831,6,0,0,0,2076.502,764.438,0,0,0,0,0,0,0,0,0,179.836,13,55.039,83,258.268,0,113.693,26.303,0,125.454,0,0,0,590.102,235,2,300.045,18,0,0.317,0,0.507,156.582,0,0,0,270.203,16.307,1,812.982,2,580.427,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,10.209,0,0,0,0,0,0.788,0,0,0,0,0,0,0,0,0,0,0,0,0,34.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.313,0,0,0,0,0,0,0,0,0.775,2.511,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.129,0,0,0,0,0,0,0,0,0,4.897,0,0,0,0,0,0,0,0,2.749,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,7.538,0,0,0,0,0,0,0,3.902,0,0,0,0,0,0,0,0.522,0,0,0,0,0,37.15,0,0,0,0,0,0,0,0,0,0,0,117.187,0,0,0,0,0.025,0,0.68,0,0,0,32.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.28,0,3.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,0,0,24.747,0,0,0,336.382,1486.48,122.685,0,0,0,6.968,5882.345,0,0.001,33.158,0,1242.318,0,0,0.231,0.907,0,0.5,0,6.882,1488.091,0,0,0,116.471,0,676.087,1451.28,79.501,0,0,0,63.306,86.593,1.138,0.052,288.072,0,0.751,0,0,0,0,0,0,71.336,0,150.819,1374.386,17.729,0,0,0,0,2942.414,0,0,0,0,0.041,0,0,1187.29,0,0,334.256,485.323,6.793,0,0,0,0,23,30.023,0,0,9081.368,0.433,9.281,0,0,387.685,1.072,0,0,17.548,0.281,0,0,2.332,0,0,0,0,1628.097,0.187,4.231,10.31,0,35.875,7562.15,0,0.628,0,0,466.321,0,0,0,0,0,183.607,0,0,11.263,102.9,27.611,0,0,218.152,0,0,16.559,0,2.404,83.842,10.355,807.237,3.104,0,0,3.574,7.891,138.426,0,0,0,0,0,0,0,0,0,38.506,0.019,135.885,17909.889,1430.52,4.797,73.415,276.36,0,857.628,0,0,0,114.123,13.457,0,1972.047,0,0,19.61,0,2.173,265.64,0,0,0,57.997,9.59,0,452.526,0,21254.063,5.161,0,26.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,0,0,0,0,0,0,1.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,0,77.707,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.944,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0.354,0,0,0,0,0,3.532,3.669,0,1.1,0,0,0,0,0,1.717,0,0,0,0,0,0,3.177,0,0,0,0,13.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,8.671,0,0,0,0,0,64.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.792,2.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,218.716,0,0,0,0.016,33.195,802.248,883.648,0,0,0.55,0,7247.114,0,0,0.556,0,110.682,0,0,0,26.034,0,0,0,0,61.093,0,0,0,0.806,0,0,1661.782,0.144,0,0,0,0,394.107,0,47.241,218.267,0,504.965,0,0,0,0,0,0,5.104,0,534.549,6906.277,13.81,0,0,0,0,18065.806,0,0,147.505,0,0,0,0,0,0,0,1225.98,202.538,20.373,0,1.003,0,0,1083.326,18240.054,8.968,0,224.584,45.646,2.117,0,0,1420.765,71.203,0,0,96.713,18.003,0,0,88.188,2.998,0,0,0,32.37,0,0,0,0,0,544.037,0,7.774,0,0,112.953,0,0,19.594,0,0,4197.543,0,0,0,33.503,0,0,0,669.827,0,0,0,0,0,17.545,24.968,1423.562,663.383,0,0,0,784.26,403.716,0,0,0,0,0,0,0,13.652,0,7.901,0,590.628,31.358,5.724,0,23.682,1227.691,0,17487.738,0,256.426,0,587.592,3099.642,0,143.411,0,0,0.236,67.738,3.689,689.457,0,0,0,50.755,0,0,16627.583,0,1832.692,0,0,621.749,0,0,1.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISR",0,0,0,0,0,0,2516.956,338.733,8026.314,577.619,0,0,0,3.672,965.824,0,1.119,24.124,0,819.587,0,0,0,503.41,0,0.1,0,0.303,1769.061,0,0,0,0,0,1493.523,4898.281,330.522,0,0,0,20.181,272.495,119.672,176.475,116.393,0,86.07,0,1.113,450.894,0,0,0,12.074,0,802.363,8270.294,0,0,0,5.916,0,12397,3.586,0,870.918,0,0,0,28.661,0,0,0,698.654,87,0.58,0,0,0,0,0,2691.617,1.542,0,10417.482,9.151,0,15.96,0,17834.214,0,0,0,0,0.262,0,0,139.152,0,0,182.163,0,0,0,0,0.549,0,1.923,3482.747,0,0,0,0,0,0,0,0,0,0,883.178,0,0,0.082,799.05,0,0,0,383.353,0,0,21.661,0,0,559.464,18.453,1275.148,828.847,0,0,0,625.791,377.899,0,0,0,8.563,0,0,0,0,0,480.063,0,5706.393,0,1753.197,414.911,118.284,2399.33,0,1836.368,0,0,0,115.753,238.224,0,889.922,0,0,0,0,0,3384.846,0,0,0,8.595,298.746,0,625.578,3.816,13297.449,52.116,0,77.589,0,0,0,0,0,0,0,0,0,1.171,0,0,0,0,0,0,0,0,1.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITA",111.939,236.367,110.191,2.898,106.659,0,77.409,1884.022,5921.432,1271.692,0,69.699,9.023,1.309,4656.691,0,14.145,254.27,0,3291.52,8.877,0,2.759,647.68,0,637.792,5.343,6.472,644.863,2.414,0,0,28.707,0,364.049,19080.638,150.994,0.848,30.223,1.626,48.48,1062.899,112.537,584.112,1815.274,3.611,492.014,1296.141,3.711,257.134,7.346,0,0,2569.945,18.788,646.059,40239.742,26.548,0,21.112,34.674,0,18823.392,30.109,0,1738.158,0,0,0,3.256,121.043,0,20.706,1153.191,2452.291,19.394,31.36,1013.402,63.384,608.658,1177.123,0,27.03,72.766,3395.728,49.859,37.769,82.093,0,1019.793,101.095,0,0,161.619,751.619,0,56.906,723.757,9.64,10.69,9.01,4.687,230.916,14.777,1.01,382.047,5.427,268.797,1133.806,0,60.679,119.598,0,587.719,9.917,16.073,7.408,0,78.408,2704.551,0,0,27.902,131.487,37.778,0,275.559,592.602,0,234.05,23.884,0,3.218,80.395,39.692,12474.228,2957.121,254.194,0,215.63,2446.504,7943.97,0,0,0,2.513,0,0,0,374.138,31.463,1196.159,0.347,1361.338,1328.955,1098.032,44.308,1391.936,774.248,0.582,17966.509,24.712,0,0,1101.386,2710.107,409.97,999.986,0,0,96.493,2690.555,590.648,2635.919,0,0,12.153,4072.896,80.634,386.548,8255.027,7.938,21310.752,82.281,1.175,232.86,0,50.976,4.711,0,0,0,0,0,0,29.521,0,1.205,0,0,0,0,5.515,0,9.355,29.715,0,5.119,42.913,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.479,0,0,0,0,0,0.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.895,0,2.03,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,1.275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833,0,0,0,0,0.8,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",1.951,0.75,68.469,124.349,14.001,0,2.419,1331.545,12318.301,3453.429,8.096,788.311,816.65,7.986,31780.298,8.827,14.793,51.691,0,8852.482,0,0,7.427,421.121,23.679,64.231,32.075,24.321,15342.42,0,0,0,480.907,0,1141.783,233307.986,518.566,4.143,0,0,24.551,922.656,294.297,19.805,5775.212,0,588.579,0.375,62.342,404.112,234.835,0,0,7200.656,28.432,26965.404,25176.748,61.303,3.232,0,6.764,0,131178.519,1.069,0,344.028,2.768,0.254,262.373,33.643,10.786,0,25.72,60551.516,31336.6,32.721,9397.161,764.687,28.775,3054.042,7324.252,9165.487,4.694,11.59,0,92.574,155.408,32.616,2.346,362205.882,105.81,0,2.071,151.692,516.228,5.458,10.829,34.564,12572.181,96.675,1.382,0,37136.353,10.078,0.099,18.771,11.603,47.457,17510.845,91.504,1.931,190.661,0,2216.248,7.152,26.015,0,0,15.746,71791.116,26.697,0,8.03,2880.743,11.087,0.002,5.949,2225.791,19.347,796.823,1184.112,29.704,4.736,588.063,10061.625,1283.121,190.77,0,0,791.402,741.474,2669.096,0,0.095,0,1.551,0,0.977,0,636.332,0,400.729,12.305,5595.107,129975.185,3440.81,6014.676,138.404,1857.858,0.011,11874.374,123.442,0,0,8835.548,2601.163,63.604,105158.677,0,0,7.979,5722.712,19.888,6359.458,0,0,0.075,268.087,16.707,434.235,58766.752,29.532,476464.499,31.022,12.162,2472.506,10.64,4.308,0,0,0,5.269,0,0,0,35.038,0,3.455,0,0,0,0,0,3.077,5.789,0,0,0,0,0,0,290.564,0,3.249,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,50.426,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.002,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.201,0,0,2.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0.632,1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,2.408,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0,13.666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.104,0,17.898,0,0,0,0,0,0,0,0,0,0,0,0,79.763,0,0,41.22,0,0,0,0,0,2.286,0,0,0,0,0,0,0,0,0,0,0,0,8.03,0,0,0,24.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329,0,0,0,0,0,0,0,0,0,24.145,0,0,0,0,0,0.08,0,0,0,0,0,8.436,0,0,0,4.78,3.503,0.12,0,0,0,13.732,0,0.409,0,0,0,0,0,7.347,69.87,0.16,43.44,0,0,0,0,3.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.845,0,0,2.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499,0,0,0,0,0,0,0,4.123,0.358,0,57.432,0,0,1.27,0,0,0.538,0,0,0,0,0,0,0,0,2.92,0,0,0,22.475,24.659,2.245,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,1.122,0,0,0,8.039,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,0,0,0,0,0,0,2.371,9.362,0,0,0,0.396,0,0,0,0,0,105.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.037,0,0,0,1.574,0,0,0,0,0,0,0,0,0,0,0,0,2.407,0,0,17.578,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0.335,0,0,0,0,0,0,0,33.097,0,0,2.686,0,0,0,0,0,2.751,0,0,0,0,0,0,0,0,0,0.098,0,1081.217,0,0.769,0,24.715,0,0,8.916,0,0,0,0,0,0,14.642,0,0,5.767,0,0,0,0,0,0,0.16,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOR",0,2.151,89.012,0.939,30.964,0,21.462,968.081,1829.892,437.452,0,26.932,66.239,0.974,751.367,0,8.202,75.697,0,2953.207,0,0,0.225,74.667,0,2.245,131.984,0,1349.468,0,0,0,202.001,0,553.746,472763.361,159.532,0,1.036,0,48.001,65.512,2.214,16.703,357.081,41.682,44.635,0.323,9.978,100.001,17.346,0,0,83.183,0,4747.347,1273.958,305.104,0,1.028,0.077,0,431021.207,28.057,0,71.908,0,0.061,0,23.675,0,0,6.415,23588.499,322.885,12.389,3110.114,178.818,23.8,661.387,7093.288,1597.406,0,0,587046.126,30.27,56.174,5.303,0,0,521.853,0,15.55,132.316,75.008,0,52.856,41.948,1.89,7.848,2.277,0,1244.404,39.053,77.553,3.059,0,22.786,9334.134,139.751,1.799,0.063,0,1923.285,0,44.691,0,0,0,1646.422,1.5,0,0.555,171.597,10.469,0,239.056,293.887,0,163.105,113.571,0,2.206,243.702,994.025,6620.801,158.156,0,0,23.987,687.099,1742.987,0,0,0,1.328,0,0,0,1726.8,0,82.272,0,2136.276,200036.144,73.848,993.787,90.573,2022.146,0,1604.133,167.294,0,26.442,1681.817,257.318,128.738,2698.329,0,0,14.728,1570.6,117.361,2750.456,0,0,15.801,77.968,11.576,722.573,2143.713,1.161,284355.509,17.361,1.253,373.466,0,15.601,0,0,0,0,0,0,0,3.906,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,1.583,0,0,0.082,0,0,0,0
"KWT",0,0,0,0,0,0,0,0,0,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.385,0,5.214,0,0,4.335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0.37,0,0,54.48,3.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.184,0,12.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",0,0,0,0,0,0,0,0,0,0,0,6.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.102,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0,0,0,0,79.05,0,0,0,0,0,0.892,4.429,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,1.559,0,0,0,429.937,0,0,0.752,3.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,146.286,0.06,0,0,0,0,0,0,0,0,0,0,0,3,3.647,0,0,0,0,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0,0,2.998,0,0,0,10.149,0,2.174,0,0,0,0,4.57,0,0,0,0,0,0,0,0.021,21.849,0,6.034,0,0,0,0,5.001,0.356,0,0,0,0,0,0,6.117,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,4.109,11.433,0,0,0,0,0,0,0.032,0,0,0,1.623,0,0,0,0,0,0,7.671,0.041,0,7.755,0,0,0,0,0,0,11.349,0.311,0,0,0,0,0,0,0,0,0,8.152,0.088,0,0,0,0,0,176.746,0,2.26,0,0,0,0,4.278,0,51.007,0,0,0,0,0,0,0,0,0,0,3.751,0,0,0,0,0,0.22,1,0,0,0,0,7.322,0,5.362,0,19.55,0,0,0,3.088,0,0,0,318.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.843,0,0,0,0,0,0,0,3.176,0,0,0,0,0,190.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0,0,0,49.364,7.895,0,0,0,0,0,1.623,0,0,0,0,0,4751.922,0,0.962,2.2,0,0.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.471,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
