"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","GIN","VUT","NFK","PLW","GNB","SOM","TON","ATF","BTN","ERI","DJI","MRT","GUY","ASM","SPM","TCD","MYT","TCA","TKL","COM","NIU","SHN","MHL"
"GRC",0,10.175,0,0,0.253,0,0,0.365,10.422,43.987,0,0,0.136,41.658,0,31.508,0,0,0.491,0,0,0,0,0,0,292.309,0,0,0,0,0.77,46.43,0,0,0,0,0,100.296,0,0,0,0,0,0,0,0,858.932,0.476,0,0.53,0,0,0,3.638,0,1.03,0.179,0,0,0,11.819,0,0,0.791,0,0,33.918,0,0,0,0,0,0,0,0,0,0,4.89,9.952,3.009,11.176,0,0,0,7,45.796,0,0,7.277,0,0,0,0,10.588,0,0,0,5.254,0,0,0,0,0,0,0,0,0,0,0,0,3.455,1.021,14.291,0,0,2.435,0,1.786,0,0,0,0,3.305,0,0,0,0,0,0,0,0,1.148,0,0,0,0,0,0.635,0,0,6.328,0,0,0,322.115,0,0,0,0,0,0,0,0,0,0,72.417,0,0,0.077,26.667,0,0,3.837,2.659,0,44.629,0,0,0,39.791,24.631,2.607,0,15.714,0,0,30.801,28.801,178.51,0,0,0,0,22.93,0,139.928,0,132.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,0,0,0,0,0,0,0,8.284,0,0,0.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,0,0,0,0,0,0,0,3.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GTM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,0,0,0,1.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.381,0,0,0,0,0,0,0,0,7.824,74.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.705,0,0,0,0,0,0,35.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.931,0,0,0,0,0,0,0,0,0,7.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",0,0.612,425.343,16.796,50.929,0.992,84.688,1337.676,4041.259,764.616,6.316,68.096,604.649,2.143,0.959,9903.693,0.094,38.96,2.414,0,2860.267,0.036,0,0,6.643,101.094,157.57,0,0.4,510.106,38.152,7120.513,0,0,7.223,79.966,296.794,36594.677,0,159.057,0,7.401,0,30.252,54.948,0,119.74,200.206,0,2516.191,0,36.101,594.748,50.628,0,0,13.849,0,3.219,376.508,1950.484,143.947,2.003,117.482,0,14.71,14069.909,184.523,0,0,304.562,0,0,5.977,118.385,0,2.384,0,4086.303,1.626,11680.593,21.412,0,841.439,4792.419,1331.687,23.021,13.855,210007.378,3.576,19.483,36.92,330.315,29469.575,454.329,8.993,0,26.88,0,223.219,0,21.122,4.035,371.319,225.253,40.863,0,9729.383,20.45,0,127.05,22.303,1148.795,7.507,1.408,28.176,0,54.576,0,119.076,3.258,4.444,73822.599,0,0,56.735,103.088,813.496,0,0,10899.238,1000.015,0,1.448,28.988,130.835,15.009,14.225,31.411,233.36,335.064,431.167,0,83.482,1011.754,215.604,0,0,0,1.12,0.172,0,0,9585.405,0,48.93,0,0,9895.981,4214.139,3844.69,539.319,36.919,1153.465,12.197,1753.937,0,0,0,5154.772,320.676,217.159,0,12255.657,43.924,11.022,2967.302,6.018,3728.074,0,0,7.223,63.062,61.591,361.295,15492.546,10.686,26194.246,0,91.701,0,216.27,0,0,53.423,10.98,36.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HUN",0,0.536,4.235,0,0,6,11,17.802,326.575,12917,0,12,0,16.255,0,574.764,0,0,106.486,0,340.863,0,0,0,0,266.059,0,0,21.126,1,1.839,91.245,0,0,0,0,8.39,228,0,16.363,1,0,0,0,169.505,0,23.08,1515.934,2,332.911,0,0,0.601,2.775,0,0,24,0,0,42.652,2591.85,1,0,22.23,0,113.068,11097.943,4,0,0,20.915,0,0,0,0,0,0,5,0,0.805,2.831,2.397,0,1.029,33.123,3411.725,0,0,359.395,70.9,206,2,0,1239.456,0,0,0,8,0,21.93,0,0,7.601,0.894,0,0,0,2,0,0,1167.873,0,335.333,0,0.714,36,0,3,0,17,0,0,1404.322,0,0,0,2,9.417,0,0,4,99,0,0,6.301,6.82,0,0,1.472,0,2125.535,61.677,0,1,6407.334,870.969,0,0,0,0,0,0,0,12,4,1188,0,0,94.723,115.663,6092,21.399,499,12.699,0,646,292,0,0,753.984,163.189,0,0,519.157,7,0,1945,11,70,0,0,0,14658.867,33.09,5,3548.852,0,313,7,38,0,6.988,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",0,0,0,0,0,0,0,0,22.554,6.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.635,0,0,0,0,0,0,0,0,0,11.127,0,0,0,0,0,0,0,0,11.967,0,0,0,0,0,0,0,0,0.031,5.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0,0,32.482,0,0,0,0,0,1.391,0.932,0,0,8.356,0,4.876,0,0,0,0,0,0,0,0,0,6.936,0,254.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",0,2.095,24.784,0,0.027,0,0,633.015,1106.087,173.274,0,0,2.895,6.83,11.861,1883.294,0,11.446,34.123,0,2163.603,0,0,0,4.062,0,0,0,56.5,0.2,0,3936.874,0,0,0,0.052,47.145,3394.302,0,259.123,0,0,0,20.933,43.852,0,0,2745.561,0,11.18,0,4.692,0,18.017,0,0,12.375,0,0,205.693,1831.635,16.941,0,0,0,0,3069.733,0,0,0,0,0,0.042,0,16.67,0,10.273,87.342,164,6.445,0,0,0,18.626,15,1.813,0,0,40363.105,1.755,0,0,0,4209.825,3.261,0,0,85.924,0,0,0,0,0.232,7.782,0,0,0,2635.562,5.262,0,5.543,68.315,11419.497,0,3.613,12.608,0,125.438,0,0,0,0,243.406,0,0,0,5.334,479.674,25.855,0,0,154.372,0,0,14.444,0.114,0,1445.905,291.76,22.229,12038.133,0,0.143,0,18.782,403.906,0,0,0,0,0,0,0,0,0,28.65,0,0,158.096,46333.539,57.12,231.683,15.876,534.644,0,648.771,0,0,0,185.875,6.67,0,0,5054.146,0,5.768,0.16,58.754,257.067,0,0,0,59.747,5.363,74.314,512.608,0,18182.377,0,28.754,0,91.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRN",0,0,2.96,0,0,0,0,0.084,97.354,4.634,0,0,0,1.184,0,0.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,24.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,19.313,0,2.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,66.288,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,52.239,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.478,25.963,0,0,0,0,0,0,0,30.315,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRL",0,0,2.178,0.042,21.803,0,3.158,142.656,1735.417,1469.919,0,5.28,0,0.505,0,1410.192,0,0,0.238,0,275.61,0,0,0,0,191.424,0,0,297.4,0,0,310.27,0,0,0,9.83,0,791.37,0,9.94,0,0,0,0.243,3.48,0,2.48,71.229,0,225.744,0,0,0,0.104,0,0,304.739,0,0,3520.955,6345.711,0,0,0.525,0,0,4269.587,14.984,0,0,1601.046,0,0,0,0,0,0,759.6,2.501,19.894,4.928,0,0,0,628.069,330.308,0,0,155.705,40.423,1.423,1.054,0,601.26,12.712,0,0,0.531,0,0.529,0,0,23.206,8.541,0,0,1.168,697.205,0,0,0.024,0.979,50.226,0,0,0,0,39.819,0,17.627,5.988,0,2904.558,0,0,0,0,382.652,0,0,3.027,1919.018,0,0,19.305,0,0,0,9.865,0,645.766,137.298,0,54.699,452.632,661.61,1.426,0,0,0,0,0,0,113.926,0,474.175,3.551,0,1253.979,2473.099,21.17,67.313,341.836,500.104,144.477,1104.887,0,0,0,58.855,4565.978,0,0,384.066,0,0,537.341,0,999.559,0,0,1.706,529.28,35.472,38.555,20139.717,0.002,2751.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.955,0,0,0,13.434,0,1.34,0,0,0,0
"ISR",0,0,0,15.592,37.609,0,7,1226.425,10109.894,339.622,0,0,0,1.262,1,289.868,0,18.124,79.092,10548,2800.612,0,0,0,11,70.773,0,0,67.516,0,16.758,5692.606,429,0,0,0.055,669.287,6413.304,0,126.979,3,0,0,10.234,9,0,30.945,382.884,0,142.695,0,8,1.575,1.988,308,0.946,52.589,0,48,317.07,1550.607,0.29,0,38.043,0,3.127,10193.329,688,30,0,103,0,0,0,0.028,0,2,2690.286,95.477,5.8,18.815,0,0,66.771,0,2933.222,3.304,5,5713.562,192.774,0,104.906,0,10475.682,0,0,0,0,0,18.684,0,0,60.033,11.689,2.611,0,9,49,0,5,2.622,205.306,2934.645,8,4.892,7,0,0,0,0,139.26,0,4869.117,0,0,0,9.184,427.554,0.499,0,125.649,400.503,0,0,0,39.055,0,258.118,378.184,729,5929.331,1968.387,2,0,647.398,524.658,0,0,0,2,0,0,0,0,0,134.306,0.216,0,10163.02,3251.683,1939.336,170.042,208.351,4213.477,563,3907.536,0,1,0,305.384,223.302,0,0,1294.671,0,16.012,0,0,11670.655,4,0,49.041,58,70.618,0,5169.757,21,40487.415,0,41.567,1,35.508,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
"ITA",0,990.396,548.124,2.315,4.906,0,9.414,287.257,6236.152,4067.173,0,53.034,110.988,24.023,0.681,6672.616,0,22.889,802.619,60.932,1120.62,0,0,0,137.312,314.73,20,5.725,813.741,45.102,4.776,424.649,7.96,0,0,37.315,956.364,8944.175,0,943.489,38.716,0,0,37.681,492.97,17.605,474.902,1666.541,0,2176.814,0,97.164,290.71,50.005,14.878,430.406,418.876,0,0,1135.142,50465.679,77.069,0,48.688,0,28.153,11418.19,1.449,0,0,2784.041,0,0,0,5.967,0,2.926,1743.26,4350,15.811,48.701,2484.103,2956.11,108.892,2248,0,3.293,22.792,913.83,243.073,656.559,83.563,0,410.432,638.579,11.166,0,495.254,0,82.283,0,338.654,1243.043,160.303,2.441,25.948,0,570.526,5.129,2.824,545.604,37.14,744.396,0,92.53,25.722,0,579.488,0,167.504,6.769,0,3068.798,25.165,0,5.053,21.219,97.053,0.021,4.755,1434.99,1183.257,0,0,97.919,24.675,0,24.752,466.929,32.869,11104.758,3268.458,0,236.197,8359.407,3218.923,0,0,0,0,1.548,0,0,1878.515,51.099,562.538,3.061,1.68,2791.268,585.962,1800.046,173.22,1458.096,442.076,0,14328.77,125.692,0,0,730.778,5305.168,718.769,0,583.451,0,164.175,4793.704,242.746,4296.935,0,0,11.588,1755.917,47.596,5341.564,6710.576,29.171,6499.638,8.569,55.999,0,281.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289,1.494,0,0,0,0,0,0,0,0,0,0
"CIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,87.514,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JPN",0,124.156,293.201,3.166,12.809,0.508,52.501,4697.969,10948.967,2522.97,25.067,1.381,325.556,7.567,0.61,5937.695,0.847,95.383,69.415,101.524,21509.565,105.485,5.836,0,216.965,35.175,28.562,0,29.113,498.825,29.078,12693.733,0.248,0,0,413.42,1043.441,602035.991,0,645.872,0,0,4.374,46.08,632.502,17.714,110.38,19025.212,0,584.563,1.302,22.308,713.591,21.804,0,36.82,599.638,0,51.98,4260.088,27811.811,14.665,0,70.373,0,268.118,138173.258,65.1,0,0,230.4,0,1.815,8.509,40.014,5.676,18.736,321954.406,28500.192,173.197,16871.038,88.313,158.901,2669.002,2814.415,7880.203,5.026,3.663,0,493.356,14.226,107.368,0,188848.657,171.146,10.231,8.566,232.054,0,36.792,0,58.376,36.917,13048.024,378.009,3.234,0,18618.793,9.62,4.922,27.936,15.361,16130.901,201.97,310.108,31.489,0,34.343,4.329,38.055,0,0,52596.804,0,0,0.436,35.093,1746.384,7.73,0,70.455,2464.69,0,3.004,319.702,1101.668,19.21,35.976,685.388,10156.924,2023.667,1114.533,0,934.789,235.913,2775.274,0.042,2.517,0,0.787,1.822,0,0,1042.051,18.889,312.804,4.34,0,32933.62,61391.92,4647.038,6485.262,955.604,2029.55,5.425,6935.105,53.656,0,36.833,11115.066,3898.459,7.469,0,126568.963,0,2.566,5117.106,3460.854,5115.528,6.521,0,0.252,36.775,10.076,1813.59,27676.623,0.333,385314.467,0,165.497,56.58,618.484,0,4.728,26.954,0,0,0,0,0,0,0,0.114,0,0,0,4510.854,0,0.286,0,0,0,0,0,0,0,0,0,0
"KAZ",0,0,0,0,0,0,0,0,0,40.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,0,0,0,0,6.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.864,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.895,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.073,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.415,0,0,0,0,0,0,0,0,0,0,10.542,0,0,0.159,0,0,3.901,0,0,0,0,0,0.193,2.716,0,0,0,0,0,111.038,0,67.943,0,0,64.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JOR",0,0,0,0,0,0,0,0,0,0,0,7.303,0,0,0,0.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.448,0,0,0,0,14.52,651.005,0,0,0,0.511,0,0,0,0,0,0,0,0,0,0,4.582,1019.982,0,0,0,0,0,0,0,0,0,0,0.894,0.944,3.929,0,7.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.961,0,0,0,0,0,0,0,0,0,3.317,0,0,0,0,0,0,0,0,0,0,0,12.32,0,0,0,0,0,2.286,0,0,69.654,1.5,0,0,0,0,0,0,0,0,28.813,0,0,0,0,1.239,0,0,0,0,0,0,0,35.679,0,0,14.47,7.701,22.858,0,0.006,0,0,64.516,0,93.017,0,0,0,0,0,16.496,37.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.143,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.107,0,0,0,0,0,0,6.757,5.356,0,32.691,0,0,0,1.595,0,0,0,0,0,0,0,0,0,0,4.461,0,0,0.103,41.33,0,29.35,0,0,0,0,0,0,0,30.296,0,0,0,0,0,36.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",0,0,2.23,0,0,0,0,0,26.923,0,0,0,0,0,0,0,0,0,0,0,7.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.378,0,0,0,8.756,0,0,0,1.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0.137,0.05,0,0,0,6.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,5.386,0,0,0,0,13.341,0,0,0,0,0.354,0,0,0,0,0,0,0,5.661,0,0,0,0,0,0,40.967,0,0,0,0,0,0,0,0,0,0,0,0,21.279,0,0,0,0,0,5.248,0,0,0,0,0,0,2.321,0,0,0,9.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
