"AFG","ALB","DZA","AND","ATG","ARG","AUS","AUT","BHS","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","CAF","LKA","CHL","CHN","CXR","COL","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ERI","EST","FJI","FIN","FRA","PYF","ATF","GAB","GEO","DEU","GHA","KIR","GRC","GRL","GTM","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LBN","LVA","LTU","LUX","MAC","MDG","MYS","MLI","MLT","MUS","MEX","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","LCA","SAU","SEN","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","SCG","ZMB","IRQ","KNA","BOL","HTI","CCK","MDV","NFK","PNG","LBY","YEM","BDI","GIN","RWA","AGO","BMU","GUY","AZE","COG","LAO","MDA","SDN","BHR","TCA","ETH","TKM","TCD","COM","MYT","GNQ","GMB","MWI","MRT","GNB","SPM","SYC","WLF","GIB","LSO","LBR","MNG","ANT","TLS","VCT","STP","TKL","CPV","VUT","DJI","SOM","COK","WSM","KGZ","SHN","TUV","GRD","NRU","ABW","SUR","TJK"
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.131,0,0,0,0,0,0,0,0,3.976,0,0,0,0,0,0,0,0,1.363,0,0.26,0,0,0,0,0,0,0.003,3.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.242,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0.03,0,0,10.961,161.977,250.849,0,0,0,0,13.702,0,0,1524.399,0,0,0,0,4.572,0,0,0,0,2079.474,0,0,0,0.918,9052.036,0,1.917,0,0,0,0,0,526.694,0,329.728,0,0,0,0,0,157.514,0,12340.248,109.439,0,0,0,0,25646.062,0,0,0,0,0,0,25451.6,1470,0,0.067,0,12.293,35,81.647,0,0,6235.627,0,0,0,0,854.974,0,0,0,1.488,0,0,0,11857.867,0,11.807,0,3419.228,0,0,0,0,0,0,5253.813,0,43.284,0,0,0,312.041,0,0,0,0,0.29,0,1876,0,0,122,57.447,0,0,0,0,1551.711,10019.049,56.879,0,23.934,166.336,0,404.19,0,9.36,278.822,0,3634.54,0,0,0,0,1124.141,0,0.65,0,0,913.919,0,51372.969,0,0.011,0,0,1.534,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0.233,0.089,0,0,0,0,1.166,0,0,3.415,0,0,0,0,0,0,2.6,0,0,0.552,0,0,0,0,0,0,0,0,0,2.213,0,0,0,0,0,0,0,0,1.071,0,0,0,62.905,48.488,0,0,0,0,52,0,0,0,0,0,0,0,12,0.434,0,0,0,0,0.983,0,0,0,1.2,0,0,0,0.213,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0.001,0,0,0,0.335,0,0,0,0,2.634,0,0,0,0,0,110.133,0,0,0,0,0,0,4.17,0,0,0,0,3.131,0,3.812,23.46,0,0,0,0,0,0,0.694,0,2.88,0,0,6.159,0.838,350.245,0,0,0,0,0.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0,0,0.96,4.374,19.958,0,0,0,0,21.987,0,0,3.105,0,0,0,0,0.324,0,0,0,0,4.515,0,0,0,2.057,206.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,10.481,0,0,0,0,296.177,0,0,0,0,0,0,0.608,0,0,0,0,1.795,0,0.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941,0,12.461,1.215,0,0,0,2.778,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.072,0,1.815,0,0.156,0.001,0,104.218,0,0,0,0,0,0,0,0,0.278,0,0,0.13,0,0,2.019,0,3.948,0,0,0,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,2.358,0,37.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.127,0,2.621,0,0,0,0,0,0,0,0,0,0,14.591,0,8.88,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,3.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3.377,0,0,0,0,0,0,0,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.775,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,8,0,0,0,0,0,0,0,0,0,0,0,1,0,4.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,0.325,0,0,0,3.393,33.188,0,0,35.677,0,14.867,0,0,0,0,0,0,0,3.015,0,533.8,0,0,2.397,0,0,0,0.856,238.496,0,0,0,0,0,0.254,49.083,8.419,0,6.292,0,0,0,0,0,0.007,0,37.218,10.38,0,0,0,2.04,1227.641,0,0,14.504,0,0,0,646.228,1.157,0,0,0,725.59,42.72,20.707,0,0,44.952,3,1.69,27.267,0,78.038,0,0,1.398,15.992,0,0,0,1.551,0,1.095,0,1.017,0,11.131,0,0,0,0,3.3,0,0.037,0,0,0,0,0,15.19,0,0,0,0,19.896,0.676,0,1,0,0,0,0,0,20.661,188.834,11.681,0.088,3.904,407.266,0,728.674,0,6.642,47.501,4.208,0,0,0,0,0,3694.556,0,412.675,0,500.297,30.13,0,456.6,0,0,52.884,0,0.75,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.103,0,0,2.671,0,0,4.805,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.823,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.913,0,0,0,0,0,0,0,0,0,0.332,0,0,0,0,0,0,0,0.787,0,0,0,5.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,23.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",1.738,0,0,0,0,0,1402.367,971.038,0,122.57,0,0,0,0,15.389,0.126,0,0,0,12.787,0,0,0,0,0,89.486,0,0,242.915,16.727,769.21,0,0.349,0,0,0,0,7.257,0.804,0,0.129,0,0,0,0,0,0,0,9.254,405.241,0,0,0,0,14990.265,16.555,0,1.304,0,0,0,18864.329,12,0,2.895,0,35.378,42.256,119.93,0,0,743.467,0,0,888.392,0,58.621,0,0,0,0,0,0,0,96.002,0,2.147,1.096,600.249,0,67.603,0,2.6,0,57.394,5000.779,0,34.091,0,0,14.118,55.013,0,0,0,0,13.688,239.629,0,0,0,0,0.141,0,220.457,0,0,0,182.773,0,15.664,3.683,7.27,0,4212.016,0,0.977,10.087,16.393,214.324,0,0,794.177,0.396,6.63,15.775,0,0,1.115,887.043,4.411,13533.194,1.265,0.075,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,7.477,31.197,0,4.872,0,0,0,0,0,13.243,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0,4.715,0,22.845,671.256,14.103,0,0.988,0,0,91.21,0,0,555.629,0,0,0,2.809,20.68,53.925,4,30.155,0,219.788,0,0,14.116,0.34,4652.277,0,0.996,0,0,0.634,0,0,19.939,0,12.781,0,0,0.598,0,0,0.9,0.701,117.921,83.446,0,0,0,0,691.914,0,0,0,0,0,0,21532.317,614.968,0,39.436,71.285,180.029,43.809,99.965,0,0,12167.021,0,0,1.428,0.654,2278.103,0,0.986,0,0.789,0,1.882,0,34686.212,0,3.673,1.374,1853.75,0,0,0,0,0,46.629,110.837,0.067,85.663,0,0,170.262,72.041,0,341.097,0,0,0.103,7559.007,43.989,1.634,0,23.386,22.378,0,0,0,0,1034.353,0,62.494,577.971,10.342,7.87,0,45.331,0,13.126,10.107,6.991,14694.592,0,0,53.746,1.923,26.962,0,0.76,0,11.002,559.129,0,31091.841,0,0,0,0,16.344,0,0,0,0.335,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,1.779,0,0,0,0,0.002,2.711,0,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.467,0,0,0,0,0,0,0,0,0,0,12.418,0,0,0,0,54.61,0,0,8.194,0,0,0,0.003,57.874,0,0,0,0.001,0,7.664,0,0,2.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,16.113,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0.06,0,0,0.302,0,0,0,0,0,0.007,0,0,0,0,0,0.856,0,0,1.776,0,0,0,0,0,0,0,0,0.636,0,0,0.515,0,0,0,0,0,0,11.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0,0,0,0,49.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,101.99,0,0,806.482,0,0,0,0,0.024,0,0,0,0,0,0,0,5.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0.302,4.633,0,0.199,0,0,173.176,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,47.183,115.921,0,0,0,0,2.539,7.921,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0.599,0,0,58.726,0,0,1.393,0,0.49,0,0,0,0,0,0.035,0,0.182,0.423,0,0,0,0,243.094,0,0,0,0,0,0,0.002,1.02,0,0,0,0,0,11.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.483,0,0.146,0,0,0,0,0,0,0,0,0.994,0,0,0,0,0,0.255,0,0.225,0,0,0,0,0.034,0.146,0,1.051,73.943,0,0,0,0,6.2,0,0.061,0,0,0,0,42.281,0,1.713,1.343,0,0.002,0,0,0,3.353,1.535,0.321,0,8.341,0,14.345,0,24.771,0,0,0,0,28.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,0,30.271,49.542,0,0,0,0,0,0,118.765,0.601,0,0,0,0,0,0,0,0,0,0.769,0,0,1.352,0,41.538,0,0,2.512,0,0,0,0,56.433,0,16.546,0,0,0,0,0,0,0,0.101,10754.613,0,0,0,0,5102.252,0.315,0,0,0,0,0,0,0,0,0,0,4.197,0,1.888,0.01,0,1.161,0,0,5.896,0,0,0,0,0,0,0,0,1.808,3.871,0,0,0.5,0,0,128.529,105.545,0,115.775,0,0.572,0.752,36.882,0,1.588,14.382,1.464,0,0,0,0,0.509,0,0.572,0,0,0,0,0,0,0,0,7.803,0,0,0,0,0,11.611,54.895,2.091,0.962,0.056,0,0,0,0,0,0,0,7.444,0,0,0.965,7.268,40.01,14.563,1.486,0,0,0,0,116.639,0,0,0,0,0,0,0,0,0,0,0,0,4.945,27.598,0,0,0,0,0,0,0.172,0,0,29.677,0,0,0,0,0,0,23.312,0,0,0,3.773,0,0,12.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.461,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,222.94,6.318,0,3.828,1249.177,2579.396,0,10.957,0,0,238.886,0,0,1625.376,0.329,0,0,0,1.141,0,0,0,0,14.43,0,0,8.313,47.265,631.142,0,682.026,11.181,3.885,3.386,1269.339,72.515,5.156,0,53.375,0,268.793,308.531,7.59,0,0.699,0,3.245,1858.326,0,0,0,2.064,82539.859,0,0,431.673,0,0.823,21.829,214.362,32.776,0.211,686.909,4.914,0.536,52.167,2996.009,0,0,22.506,33,0,90.933,0,3.583,0,0.324,0,0,0.037,0,0,4.974,132.097,0,0,69.383,0,458.68,0,0.678,121.692,298.685,5810.053,1.306,7.205,54.322,235.434,605.629,544.878,0,0,0.353,5.377,59.465,20.224,0,1348.514,0,18.925,0.703,0,357.038,22.784,0,10.675,241.012,2.608,14.39,0.955,351.29,0,0,0,39.75,2694.731,0,226.433,0,0,0,190.797,327.52,7.251,49.652,0,0,3983.423,0,4883.789,28.22,7.275,0,28.136,0.17,0,0,0,323.518,0,0,0,0,0,0,0,168.687,0,0,7.001,0,0,0,9.535,0,0,32.446,0,0,5.36,0,0,0,0,0,675.44,15.014,28.565,0,0,0.007,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377,0,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,16.284,0,0,1.271,29.687,374.568,0,0,0.901,5.121,8.855,0,0,23.269,0,0,0,0,1.087,0,9.352,0,0,1001.286,0,0,0,32.347,3.81,0,15.784,0,11.187,1.75,0,3.24,879.826,0,1764.55,0,1.185,0,3.223,0,113.153,0,4024.765,317.143,0,0,0,0,12739,0,0,6.589,0,2.749,0,578.841,7.016,4.414,0.103,2.548,206.103,32.311,296.995,1.209,1.03,1139.309,2,0,3.906,0,27.284,0.721,2.368,20.279,34.183,0.103,0,0,5.256,0,1.236,0,17.606,0,4.625,0,0,0,0,116.152,0,5.004,0,0,0,844.376,0,0,0,1.541,7.698,0,229.292,7.516,0.206,2.265,115.006,0,12.767,0,0,2.471,45.508,2.574,0.619,2.767,0.618,3.692,67.812,0,0,112.416,1.338,7.063,0,6.059,1.853,1.338,10.747,0.073,5.39,0.002,0.701,365.418,0,6331.527,0,5.387,0,3.218,3.353,0,0,0,0.91,0,0,0,0,0.084,0,2.265,0,0,0,0,0,0,0,0,0,0,0,0.206,0,4.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515,0,0.103,0,0,0,0,0
"CHE",0,0,2.133,0,0,4.215,153.77,426.974,0,0.458,0,0,83.915,0,0,47.196,0,0,0,0,0.564,0,0,0,0.195,188.546,0,0,85.178,0.427,155.984,0,14.796,0,4.151,5.085,0,16.609,418.078,0,60.583,0,0.646,1.568,0.199,0,5.871,0,109.18,1202.538,0,0,3.52,0,2748.358,1.765,0,1.436,0,0.4,0,194.705,295.132,0,46.133,3,4.554,74.525,351.114,0.451,2.104,173.8,2.557,0.66,0.515,0,195.833,0,1.691,0.082,1.028,5.508,0,0,57.854,17.91,2.154,0.117,61.186,0,7.673,0,0,0,0,282.626,0,1.293,0,0,0,16.6,0,0,0.224,0,12.291,0.614,216.098,27.268,0,24.956,6.696,0,25.415,0.25,0,15.145,9.793,4.039,1,2.815,28.421,0,116.459,0,162.464,0,0,356.535,0,0,1.456,2.211,46.368,0,3.38,0.706,3.742,3309.289,4.485,4364.219,3.167,2.889,0,11.335,5.315,0,0,0,4.208,3.218,0,25.657,0,0,0,0,0,0,0,0.039,0,0,0.655,2.371,0,0.039,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
